     Count            Initial values               Iteration-1               Iteration-2          Iteration-100000          Iteration-200000          Iteration-200001 
         0  3.490686466838999816e-06  3.490686466838999816e-06  3.490686466838999816e-06  3.490686466838999816e-06  3.490686466838999816e-06  3.490686466838999816e-06 
         1  7.600731986771999922e-06  7.600731986771999922e-06  1.475103231270861357e-05  3.487065458759538734e-04  3.487065458822607316e-04  3.487065458822607316e-04 
         2  1.221752378094499971e-05  1.221752378094499971e-05  3.619088991633906947e-05  1.012656701633940851e-03  1.012656701546763840e-03  1.012656701546763840e-03 
         3  1.718449376425600067e-05  1.718449376425600067e-05  6.993271923120473847e-05  1.976332526501434379e-03  1.976332526183954396e-03  1.976332526183954396e-03 
         4  2.237299678941000040e-05  2.237299678941000040e-05  1.176197781797122240e-04  3.204692832037788798e-03  3.204692831353817689e-03  3.204692831353817689e-03 
         5  2.769252259899100018e-05  2.769252259899100018e-05  1.804335256082481944e-04  4.644787402553629367e-03  4.644787401395075212e-03  4.644787401395075212e-03 
         6  3.304302140364100073e-05  3.304302140364100073e-05  2.591291920505116482e-04  6.229279529623623496e-03  6.229279527921230061e-03  6.229279527921230061e-03 
         7  3.827725467295400321e-05  3.827725467295400321e-05  3.539250856651259772e-04  7.874893728455857264e-03  7.874893726161921390e-03  7.874893726161921390e-03 
         8  4.322052514253099198e-05  4.322052514253099198e-05  4.642931718903774282e-04  9.479082463563361094e-03  9.479082460666258397e-03  9.479082460666258397e-03 
         9  4.773075770891100082e-05  4.773075770891100082e-05  5.888415489111377844e-04  1.092500502991841302e-02  1.092500502643523226e-02  1.092500502643523226e-02 
        10  5.175316211523898883e-05  5.175316211523898883e-05  7.254304825109037349e-04  1.209859494549469887e-02  1.209859494148138315e-02  1.209859494148138315e-02 
        11  5.532856608814799252e-05  5.532856608814799252e-05  8.715086205587966282e-04  1.291203763433831746e-02  1.291203762990599142e-02  1.291203762990599142e-02 
        12  5.854782667845299406e-05  5.854782667845299406e-05  1.024506247282655621e-03  1.332245176851993423e-02  1.332245176384011000e-02  1.332245176384011000e-02 
        13  6.149481032278900300e-05  6.149481032278900300e-05  1.182096673978421568e-03  1.333657655434975810e-02  1.333657654964421485e-02  1.333657654964421485e-02 
        14  6.422704531206999395e-05  6.422704531206999395e-05  1.342278128461524538e-03  1.300259597430025379e-02  1.300259596982610531e-02  1.300259596982610531e-02 
        15  6.680601530214999280e-05  6.680601530214999280e-05  1.503395539785731339e-03  1.251165729220383473e-02  1.251165728823516385e-02  1.251165728823516385e-02 
        16  6.934679538030400143e-05  6.934679538030400143e-05  1.664267736716627030e-03  1.195459931917299858e-02  1.195459931598704534e-02  1.195459931598704534e-02 
        17  7.203801133847799834e-05  7.203801133847799834e-05  1.824479409842957259e-03  1.142358360182084941e-02  1.142358359968015206e-02  1.142358359968015206e-02 
        18  7.510673404283600457e-05  7.510673404283600457e-05  1.984722423632305412e-03  1.101904644087189737e-02  1.101904644000351909e-02  1.101904644000351909e-02 
        19  7.873492590389600274e-05  7.873492590389600274e-05  2.146965313201175743e-03  1.084684920021695455e-02  1.084684920077769524e-02  1.084684920077769524e-02 
        20  8.296526333663501211e-05  8.296526333663501211e-05  2.314249045156847005e-03  1.100906590709891698e-02  1.100906590914933585e-02  1.100906590914933585e-02 
        21  8.766778862869601047e-05  8.766778862869601047e-05  2.490077184597544110e-03  1.168156808948329385e-02  1.168156809294902503e-02  1.168156809294902503e-02 
        22  9.260377742205200757e-05  9.260377742205200757e-05  2.677640770080753300e-03  1.292381707076114238e-02  1.292381707544033517e-02  1.292381707544033517e-02 
        23  9.753372243092901935e-05  9.753372243092901935e-05  2.879235223110504418e-03  1.467810510755193643e-02  1.467810511311513043e-02  1.467810511311513043e-02 
        24  1.023041821853239982e-04  1.023041821853239982e-04  3.096061633336311559e-03  1.680670566342139932e-02  1.680670566944352656e-02  1.680670566944352656e-02 
        25  1.068953051584700117e-04  1.068953051584700117e-04  3.328394474546499029e-03  1.912700531812739496e-02  1.912700532413126250e-02  1.912700532413126250e-02 
        26  1.114104328437710037e-04  1.114104328437710037e-04  3.575987680713185127e-03  2.145423606728961985e-02  2.145423607280296657e-02  2.145423607280296657e-02 
        27  1.160033018625790212e-04  1.160033018625790212e-04  3.838498799729031779e-03  2.363502927354874106e-02  2.363502927812391463e-02  2.363502927812391463e-02 
        28  1.208045660515179998e-04  1.208045660515179998e-04  4.115728979533631211e-03  2.556020653378154872e-02  2.556020653704663137e-02  2.556020653704663137e-02 
        29  1.259023891042360295e-04  1.259023891042360295e-04  4.407686697188649763e-03  2.716305778897570508e-02  2.716305779063190456e-02  2.716305779063190456e-02 
        30  1.313493792814829895e-04  1.313493792814829895e-04  4.714620592707103978e-03  2.841832332875518854e-02  2.841832332861321184e-02  2.841832332861321184e-02 
        31  1.371563939086539990e-04  1.371563939086539990e-04  5.037062651717245411e-03  2.934483959212379894e-02  2.934483959012362114e-02  2.934483959012362114e-02 
        32  1.432952746971429784e-04  1.432952746971429784e-04  5.375820046594991658e-03  3.000285171294087699e-02  3.000285170915465219e-02  3.000285170915465219e-02 
        33  1.497357185544879803e-04  1.497357185544879803e-04  5.731932259673169598e-03  3.048268409646179289e-02  3.048268409109461743e-02  3.048268409109461743e-02 
        34  1.564820292014839742e-04  1.564820292014839742e-04  6.106682636719027758e-03  3.089028400508038799e-02  3.089028399846361836e-02  3.089028399846361836e-02 
        35  1.635697361973499815e-04  1.635697361973499815e-04  6.501666894461540988e-03  3.133269356760958607e-02  3.133269356015643686e-02  3.133269356015643686e-02 
        36  1.710305632754079998e-04  1.710305632754079998e-04  6.918822757130882982e-03  3.190344063000469244e-02  3.190344062217385923e-02  3.190344062217385923e-02 
        37  1.788604171684189822e-04  1.788604171684189822e-04  7.360344583589809725e-03  3.267044018726358162e-02  3.267044017950607865e-02  3.267044017950607865e-02 
        38  1.870198390340359806e-04  1.870198390340359806e-04  7.828495523668868236e-03  3.366997243574979676e-02  3.366997242846610228e-02  3.366997242846610228e-02 
        39  1.954502975461229746e-04  1.954502975461229746e-04  8.325392733376919124e-03  3.490869621624348440e-02  3.490869620973205412e-02  3.490869620973205412e-02 
        40  2.040559540531990156e-04  2.040559540531990156e-04  8.852771781879612001e-03  3.636962112321246582e-02  3.636962111764736189e-02  3.636962111764736189e-02 
        41  2.126579322974190276e-04  2.126579322974190276e-04  9.411622623015869493e-03  3.801071307621285700e-02  3.801071307163208374e-02  3.801071307163208374e-02 
        42  2.209821531400590303e-04  2.209821531400590303e-04  1.000167024438910514e-02  3.975247590997329356e-02  3.975247590627879746e-02  3.975247590627879746e-02 
        43  2.287111174707560088e-04  2.287111174707560088e-04  1.062088447847368486e-02  4.146766233860529199e-02  4.146766233560125747e-02  4.146766233560125747e-02 
        44  2.355790626772539869e-04  2.355790626772539869e-04  1.126529530134440238e-02  4.298941730936672867e-02  4.298941730681713619e-02  4.298941730681713619e-02 
