     Count               Iteration-1           Iteration-10000           Iteration-20000           Iteration-30000           Iteration-40000           Iteration-50000           Iteration-60000           Iteration-70000           Iteration-80000           Iteration-90000          Iteration-100000          Iteration-110000          Iteration-120000          Iteration-130000          Iteration-140000          Iteration-150000          Iteration-160000          Iteration-170000          Iteration-180000          Iteration-190000          Iteration-200000          Iteration-200001 
        20  0.000000000000000000e+00  1.660361278230652715e+00  1.724727820455541405e+00  1.820729997942123646e+00  1.834677180567609867e+00  1.886937720328091928e+00  1.904600924340911661e+00  1.904600927778574260e+00  1.904600931230959304e+00  1.904600934662369127e+00  1.904600938100941221e+00  1.904600941522460289e+00  1.904600944949663699e+00  1.904600948386701020e+00  1.904600951820157206e+00  1.904600955236446680e+00  1.904600958678770439e+00  1.904600962116774099e+00  1.904600965511576760e+00  1.904600968920874493e+00  1.904600972334321796e+00  1.904600972334321796e+00 
        21  0.000000000000000000e+00  1.069191774267267192e+00  1.127875269583512363e+00  1.217009451565047584e+00  1.224391250612995918e+00  1.269324421664464353e+00  1.284900450729878685e+00  1.284900453713532897e+00  1.284900456710602157e+00  1.284900459689936270e+00  1.284900462673192578e+00  1.284900465643602274e+00  1.284900468619071034e+00  1.284900471602441030e+00  1.284900474582912011e+00  1.284900477548205799e+00  1.284900480536123268e+00  1.284900483520630132e+00  1.284900486467620340e+00  1.284900489427002412e+00  1.284900492390875115e+00  1.284900492390875115e+00 
        22  0.000000000000000000e+00  5.166078935961309071e-01  5.697153611424141673e-01  6.520950780575276440e-01  6.530052015609726368e-01  6.906911756748854714e-01  7.042055376640519171e-01  7.042055401999505193e-01  7.042055427471041185e-01  7.042055452797058024e-01  7.042055478154907178e-01  7.042055503396227323e-01  7.042055528684727506e-01  7.042055554031207976e-01  7.042055579365751328e-01  7.042055604562165172e-01  7.042055629962078456e-01  7.042055655327885688e-01  7.042055680363432657e-01  7.042055705513803332e-01  7.042055730705101269e-01  7.042055730705101269e-01 
        23  0.000000000000000000e+00  2.766506980754002143e-02  7.531222924399116891e-02  1.510589122663077433e-01  1.455997684435033079e-01  1.761342040616682425e-01  1.876163706051556801e-01  1.876163726991535441e-01  1.876163748024737288e-01  1.876163768936862652e-01  1.876163789880251898e-01  1.876163810726438896e-01  1.876163831610710986e-01  1.876163852545573718e-01  1.876163873467362464e-01  1.876163894278306543e-01  1.876163915248412195e-01  1.876163936199759519e-01  1.876163956878258432e-01  1.876163977642590908e-01  1.876163998460356197e-01  1.876163998460356197e-01 
        24  0.000000000000000000e+00 -3.725819706749007310e-01 -3.302709563704411266e-01 -2.610272540173923517e-01 -2.727443848311850161e-01 -2.492483474246682817e-01 -2.397660120856244248e-01 -2.397660104253418467e-01 -2.397660087589770228e-01 -2.397660071026166406e-01 -2.397660054422203757e-01 -2.397660037894979723e-01 -2.397660021359797611e-01 -2.397660004754698093e-01 -2.397659988192799574e-01 -2.397659971691155079e-01 -2.397659955070139404e-01 -2.397659938470724228e-01 -2.397659922086177176e-01 -2.397659905624323073e-01 -2.397659889137457867e-01 -2.397659889137457867e-01 
        25  0.000000000000000000e+00 -6.590733805921331623e-01 -6.219654419675748613e-01 -5.590858852978612958e-01 -5.769379849944584748e-01 -5.603522612230449340e-01 -5.528344014149411123e-01 -5.528344001821210441e-01 -5.528343989440713813e-01 -5.528343977137524234e-01 -5.528343964814439460e-01 -5.528343952535124117e-01 -5.528343940254103472e-01 -5.528343927919650014e-01 -5.528343915611344528e-01 -5.528343903359314027e-01 -5.528343891018607792e-01 -5.528343878688701807e-01 -5.528343866519662697e-01 -5.528343854289801129e-01 -5.528343842042318101e-01 -5.528343842042318101e-01 
        26  0.000000000000000000e+00 -8.108121980162081854e-01 -7.787652118149708258e-01 -7.221020964894364624e-01 -7.459528712918768178e-01 -7.361358390116947703e-01 -7.305440459239207485e-01 -7.305440451106051114e-01 -7.305440442930262179e-01 -7.305440434802790151e-01 -7.305440426667360043e-01 -7.305440418562056948e-01 -7.305440410447658905e-01 -7.305440402307681325e-01 -7.305440394173956520e-01 -7.305440386088548621e-01 -7.305440377930381146e-01 -7.305440369790403565e-01 -7.305440361752175704e-01 -7.305440353672452147e-01 -7.305440345593297025e-01 -7.305440345593297025e-01 
        27  0.000000000000000000e+00 -8.395513113248966874e-01 -8.124140708418963186e-01 -7.618100638126179547e-01 -7.915079726353155820e-01 -7.883071655985531834e-01 -7.846000168074738212e-01 -7.846000164036013302e-01 -7.846000159975687893e-01 -7.846000155934120812e-01 -7.846000151891985297e-01 -7.846000147863492202e-01 -7.846000143834999108e-01 -7.846000139791726724e-01 -7.846000135753001814e-01 -7.846000131737014271e-01 -7.846000127684646941e-01 -7.846000123646490465e-01 -7.846000119648692817e-01 -7.846000115640663353e-01 -7.846000111622970508e-01 -7.846000111622970508e-01 
        28  0.000000000000000000e+00 -7.728507097951364813e-01 -7.504629443840258318e-01 -7.057498764726233276e-01 -7.411296633584356641e-01 -7.443819153643858044e-01 -7.425149949787055448e-01 -7.425149949746128186e-01 -7.425149949698948149e-01 -7.425149949665410531e-01 -7.425149949617662060e-01 -7.425149949566502983e-01 -7.425149949526144155e-01 -7.425149949488627499e-01 -7.425149949437468422e-01 -7.425149949404499239e-01 -7.425149949355045464e-01 -7.425149949315255071e-01 -7.425149949267506599e-01 -7.425149949223168733e-01 -7.425149949188494247e-01 -7.425149949188494247e-01 
        29  0.000000000000000000e+00 -6.383894630673125903e-01 -6.205820367732144405e-01 -5.815812563902227339e-01 -6.224642931524613232e-01 -6.319960768864802958e-01 -6.319221951712847840e-01 -6.319221955556031389e-01 -6.319221959433320990e-01 -6.319221963282188881e-01 -6.319221967143562324e-01 -6.319221970974808755e-01 -6.319221974816855436e-01 -6.319221978677092011e-01 -6.319221982522549297e-01 -6.319221986345837649e-01 -6.319221990217442908e-01 -6.319221994071426707e-01 -6.319221997879935770e-01 -6.319222001702655689e-01 -6.319222005530491515e-01 -6.319222005530491515e-01 
        30  0.000000000000000000e+00 -4.638438094316370552e-01 -4.504390943772591527e-01 -4.169620393706168215e-01 -4.631569053082671417e-01 -4.787850223667078353e-01 -4.804542570475405228e-01 -4.804542578088444316e-01 -4.804542585740136929e-01 -4.804542593358860358e-01 -4.804542600973604749e-01 -4.804542608570159246e-01 -4.804542616163303137e-01 -4.804542623781458133e-01 -4.804542631391655050e-01 -4.804542638959219403e-01 -4.804542646590448385e-01 -4.804542654216561459e-01 -4.804542661741493248e-01 -4.804542669307352298e-01 -4.804542676871506046e-01 -4.804542676871506046e-01 
        31  0.000000000000000000e+00 -2.768901429878383169e-01 -2.677025784753368498e-01 -2.395508563366206545e-01 -2.908547653598816396e-01 -3.123872316620008860e-01 -3.157415387557875874e-01 -3.157415398814578111e-01 -3.157415410103112663e-01 -3.157415421334803796e-01 -3.157415432586390125e-01 -3.157415443786817377e-01 -3.157415455000318616e-01 -3.157415466249631208e-01 -3.157415477484732946e-01 -3.157415488666970305e-01 -3.157415499932199054e-01 -3.157415511178101042e-01 -3.157415522288147258e-01 -3.157415533445941946e-01 -3.157415544616810621e-01 -3.157415544616810621e-01 
        32  0.000000000000000000e+00 -1.052073624099989502e-01 -1.000450216520789581e-01 -7.700981603198897574e-02 -1.332129420968612976e-01 -1.604509909668649925e-01 -1.654247780318200967e-01 -1.654247795054288872e-01 -1.654247809860862617e-01 -1.654247824566255076e-01 -1.654247839298932377e-01 -1.654247853964534443e-01 -1.654247868660831955e-01 -1.654247883390098650e-01 -1.654247898109701964e-01 -1.654247912747450755e-01 -1.654247927505139160e-01 -1.654247942253732617e-01 -1.654247956788594820e-01 -1.654247971408722151e-01 -1.654247986043628771e-01 -1.654247986043628771e-01 
        33  0.000000000000000000e+00  2.352469663850342840e-02  2.485907818862642671e-02  4.299572956239217092e-02 -1.789105728522599748e-02 -5.062519309564095238e-02 -5.715083290613165445e-02 -5.715083471392290448e-02 -5.715083652853536478e-02 -5.715083833302969651e-02 -5.715084014025251236e-02 -5.715084193980146665e-02 -5.715084374230627873e-02 -5.715084554867644329e-02 -5.715084735379605263e-02 -5.715084915027546231e-02 -5.715085096039729251e-02 -5.715085276790432545e-02 -5.715085455165080930e-02 -5.715085634471961384e-02 -5.715085814011899856e-02 -5.715085814011899856e-02 
        34  0.000000000000000000e+00  8.162460722422792969e-02  7.933318239423670093e-02  9.279618198729622236e-02  2.744562388380700213e-02 -1.056570525378219827e-02 -1.857404911345383880e-02 -1.857405123956823445e-02 -1.857405337528916789e-02 -1.857405549793611499e-02 -1.857405762410735406e-02 -1.857405974095627244e-02 -1.857406186076104859e-02 -1.857406398698913108e-02 -1.857406610986345186e-02 -1.857406822313123484e-02 -1.857407035186042776e-02 -1.857407247928222205e-02 -1.857407457896442793e-02 -1.857407668722999006e-02 -1.857407879964512176e-02 -1.857407879964512176e-02 
        35  0.000000000000000000e+00  4.140953397177327133e-02  3.569709586497538112e-02  4.471759314969858679e-02 -2.487401727074711744e-02 -6.793582004462450641e-02 -7.735661628146317526e-02 -7.735661871038246318e-02 -7.735662115129571248e-02 -7.735662357742967288e-02 -7.735662600640580422e-02 -7.735662842532065042e-02 -7.735663084810084911e-02 -7.735663327753172780e-02 -7.735663570383621845e-02 -7.735663811934045953e-02 -7.735664055269353412e-02 -7.735664298303390751e-02 -7.735664538108721899e-02 -7.735664779198714314e-02 -7.735665020487658694e-02 -7.735665020487658694e-02 
        36  0.000000000000000000e+00 -1.248049434248059697e-01 -1.337327988944139179e-01 -1.289186680893408266e-01 -2.025274080325516479e-01 -2.504068737757165763e-01 -2.611691641767492911e-01 -2.611691668938078692e-01 -2.611691696236562166e-01 -2.611691723374178764e-01 -2.611691750553291058e-01 -2.611691777610758436e-01 -2.611691804711426812e-01 -2.611691831893949711e-01 -2.611691859030997875e-01 -2.611691886041285215e-01 -2.611691913262461640e-01 -2.611691940451237315e-01 -2.611691967279057280e-01 -2.611691994241027714e-01 -2.611692021239377937e-01 -2.611692021239377937e-01 
        37  0.000000000000000000e+00 -4.447248568008603797e-01 -4.566633517430318534e-01 -4.558160666938420036e-01 -5.332185597280272304e-01 -5.856787696507126384e-01 -5.977113903734334599e-01 -5.977113933645910038e-01 -5.977113963689930642e-01 -5.977113993545799531e-01 -5.977114023443164115e-01 -5.977114053220589085e-01 -5.977114083036667580e-01 -5.977114112941990243e-01 -5.977114142808090946e-01 -5.977114172529809366e-01 -5.977114202480606764e-01 -5.977114232390476900e-01 -5.977114261921201432e-01 -5.977114291585507999e-01 -5.977114321291878696e-01 -5.977114321291878696e-01 
        38  0.000000000000000000e+00 -9.407763255097165711e-01 -9.555218389572814885e-01 -9.584017119904615356e-01 -1.039376775564448963e+00 -1.096179786983611848e+00 -1.109412737429522622e+00 -1.109412740678408227e+00 -1.109412743939799384e+00 -1.109412747183739612e+00 -1.109412750431204131e+00 -1.109412753664457796e+00 -1.109412756903566333e+00 -1.109412760150803479e+00 -1.109412763394971080e+00 -1.109412766622824620e+00 -1.109412769876257698e+00 -1.109412773124404339e+00 -1.109412776331851092e+00 -1.109412779553849759e+00 -1.109412782779656936e+00 -1.109412782779656936e+00 
        39  0.000000000000000000e+00 -1.593472670325184026e+00 -1.610823720667099224e+00 -1.617193125885194149e+00 -1.701523243434792221e+00 -1.762433184584779156e+00 -1.776797365353218083e+00 -1.776797368843404001e+00 -1.776797372349165016e+00 -1.776797375834462400e+00 -1.776797379325671500e+00 -1.776797382799770730e+00 -1.776797386280065894e+00 -1.776797389769797064e+00 -1.776797393256060786e+00 -1.776797396725044109e+00 -1.776797400220971213e+00 -1.776797403712862433e+00 -1.776797407158767328e+00 -1.776797410621099971e+00 -1.776797414088321148e+00 -1.776797414088321148e+00 
        40  0.000000000000000000e+00 -2.362964425132247470e+00 -2.382723164811579863e+00 -2.392347888933613831e+00 -2.479822735272477985e+00 -2.544605231155514957e+00 -2.560032835849710864e+00 -2.560032839568407326e+00 -2.560032843302565198e+00 -2.560032847015065727e+00 -2.560032850733534815e+00 -2.560032854434382443e+00 -2.560032858142164969e+00 -2.560032861859895092e+00 -2.560032865573532490e+00 -2.560032869269264211e+00 -2.560032872992792363e+00 -2.560032876712227790e+00 -2.560032880382721032e+00 -2.560032884071233639e+00 -2.560032887764123188e+00 -2.560032887764123188e+00 
        41  0.000000000000000000e+00 -3.209273941860772084e+00 -3.231247178005219212e+00 -3.243897573244851174e+00 -3.334315319214908868e+00 -3.402738700839165631e+00 -3.419163412195757701e+00 -3.419163416127105393e+00 -3.419163420075676640e+00 -3.419163424002192642e+00 -3.419163427933199273e+00 -3.419163431847323409e+00 -3.419163435767188730e+00 -3.419163439698763796e+00 -3.419163443624938736e+00 -3.419163447532696409e+00 -3.419163451468932635e+00 -3.419163455402781437e+00 -3.419163459283595330e+00 -3.419163463183963358e+00 -3.419163467088651487e+00 -3.419163467088651487e+00 
        42  0.000000000000000000e+00 -4.092428166617139595e+00 -4.116428233079830079e+00 -4.131880706791264402e+00 -4.225048260059566019e+00 -4.296884570850409091e+00 -4.314241926121951565e+00 -4.314241930253672308e+00 -4.314241934401707113e+00 -4.314241938526208742e+00 -4.314241942657076834e+00 -4.314241946769470815e+00 -4.314241950888174415e+00 -4.314241955018644603e+00 -4.314241959144112570e+00 -4.314241963249571654e+00 -4.314241967386067245e+00 -4.314241971519265917e+00 -4.314241975597155943e+00 -4.314241979694486417e+00 -4.314241983797444391e+00 -4.314241983797444391e+00 
        43  0.000000000000000000e+00 -4.972454907614633157e+00 -4.998300362267912078e+00 -5.016339092100281505e+00 -5.112071525941132677e+00 -5.187097204532278738e+00 -5.205324685274206331e+00 -5.205324689591293463e+00 -5.205324693926741020e+00 -5.205324698236665881e+00 -5.205324702552786675e+00 -5.205324706850205985e+00 -5.205324711153480166e+00 -5.205324715469714647e+00 -5.205324719780946907e+00 -5.205324724070976572e+00 -5.205324728394032263e+00 -5.205324732711801516e+00 -5.205324736974375810e+00 -5.205324741255537901e+00 -5.205324745542782239e+00 -5.205324745542782239e+00 
        44  0.000000000000000000e+00 -5.809382009521357304e+00 -5.836898016056238703e+00 -5.857317204505193331e+00 -5.955435943677514388e+00 -6.033432105557267278e+00 -6.052469247639066907e+00 -6.052469252128389599e+00 -6.052469256636868522e+00 -6.052469261119426847e+00 -6.052469265608408477e+00 -6.052469270077210695e+00 -6.052469274553573086e+00 -6.052469279042099970e+00 -6.052469283524999355e+00 -6.052469287986639301e+00 -6.052469292482271612e+00 -6.052469296973242763e+00 -6.052469301404983071e+00 -6.052469305858494408e+00 -6.052469310317235340e+00 -6.052469310317235340e+00 
        45  0.000000000000000000e+00 -6.563237230394463495e+00 -6.592255561458955526e+00 -6.614859319467427667e+00 -6.715189369410722975e+00 -6.795944465938532630e+00 -6.815732867256770078e+00 -6.815732871905765933e+00 -6.815732876574770671e+00 -6.815732881218025341e+00 -6.815732885867078039e+00 -6.815732890495155516e+00 -6.815732895129940516e+00 -6.815732899779050058e+00 -6.815732904421906824e+00 -6.815732909042651499e+00 -6.815732913698298034e+00 -6.815732918349226566e+00 -6.815732922939332639e+00 -6.815732927551209741e+00 -6.815732932167804847e+00 -6.815732932167804847e+00 
        46  0.000000000000000000e+00 -7.194047633878483339e+00 -7.224406347844023912e+00 -7.249008247188555742e+00 -7.351377945067042674e+00 -7.434687426147490896e+00 -7.455170845484019537e+00 -7.455170850280865125e+00 -7.455170855098799620e+00 -7.455170859889449275e+00 -7.455170864685499055e+00 -7.455170869460857830e+00 -7.455170874243890466e+00 -7.455170879039826559e+00 -7.455170883829964623e+00 -7.455170888597308476e+00 -7.455170893401373178e+00 -7.455170898200151441e+00 -7.455170902936799848e+00 -7.455170907695446658e+00 -7.455170912459379906e+00 -7.455170912459379906e+00 
        47  0.000000000000000000e+00 -7.661839428023597520e+00 -7.693382076850866724e+00 -7.719804210010465795e+00 -7.824044531926745094e+00 -7.909709985866243187e+00 -7.930834128630294799e+00 -7.930834133563450905e+00 -7.930834138517639076e+00 -7.930834143443121320e+00 -7.930834148375481618e+00 -7.930834153286525634e+00 -7.930834158205129825e+00 -7.930834163137774340e+00 -7.930834168064336609e+00 -7.930834172966626738e+00 -7.930834177906888272e+00 -7.930834182840726498e+00 -7.930834187711411687e+00 -7.930834192604152122e+00 -7.930834197504168515e+00 -7.930834197504168515e+00 
