Read the target shape in
 ./files/input/20190408ResidueMirrorAndCyl_MA-0.08mmOffset300nm.txt
Read the unit sputter yield in
 ./files/input/20190408SputterYieldon20190408.txt

                                       
    Iterative Deconvolution Started   
***************************************

The number of entries
  # Target   :    4400
  # Unit     :    2141
  # 1/2 Unit :    1070
  # All      :    8682
The number of threads
  # Total    :       4
  # Thread   :       1
  # Thread   :       2
  # Thread   :       3
  # Thread   :       0
Computation time for initialization:    0.0039

Have memorized arrays 1 times
loop:     52801, alpha:    1.6567, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52802, alpha:    1.5738, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52804, alpha:    1.4952, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52806, alpha:    1.4204, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52808, alpha:    1.3494, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52810, alpha:    1.2819, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52812, alpha:    1.2178, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52814, alpha:    1.1569, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52816, alpha:    1.0991, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52817, alpha:    1.0441, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52819, alpha:    0.9919, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52821, alpha:    0.9423, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52822, alpha:    0.8952, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52824, alpha:    0.8504, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52826, alpha:    0.8079, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52828, alpha:    0.7675, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52830, alpha:    0.7291, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52832, alpha:    0.6927, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52833, alpha:    0.6581, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52835, alpha:    0.6252, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52837, alpha:    0.5939, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52839, alpha:    0.5642, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52841, alpha:    0.5360, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52843, alpha:    0.5092, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52845, alpha:    0.4837, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52847, alpha:    0.4595, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52849, alpha:    0.4366, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52851, alpha:    0.4147, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52853, alpha:    0.3940, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52855, alpha:    0.3743, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52857, alpha:    0.3556, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52859, alpha:    0.3378, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52861, alpha:    0.3209, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52863, alpha:    0.3049, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52865, alpha:    0.2896, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52866, alpha:    0.2751, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52868, alpha:    0.2614, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52870, alpha:    0.2483, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52872, alpha:    0.2359, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52874, alpha:    0.2241, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52876, alpha:    0.2129, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52877, alpha:    0.2023, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52879, alpha:    0.1921, rms:    1.8961
Multiplied alpha by    0.9500
loop:     52881, alpha:    0.1825, rms:    1.8961
Multiplied alpha by    0.9500
