Read the target shape in
 ./files/input/20190307ErrorBetweenMirrorandCylinder1stSputter60nmOffset.txt
Read the unit sputter yield in
 ./files/input/20190325SputterYieldon20190324_2.txt

                                       
    Iterative Deconvolution Started   
***************************************

The number of entries
  # Target   :    5500
  # Unit     :    2175
  # 1/2 Unit :    1087
  # All      :    9850
The number of threads
  # Total    :       4
  # Thread   :       1
  # Thread   :       3
  # Thread   :       2
  # Thread   :       0
Computation time for initialization:    0.0040

Have memorized arrays 1 times
Multiplied alpha by    0.9500
loop:    167600, alpha:   14.2500, rms:    1.6880
loop:    168000, alpha:   14.2500, rms:    1.6879
loop:    168400, alpha:   14.2500, rms:    1.6878
loop:    168800, alpha:   14.2500, rms:    1.6878
loop:    169200, alpha:   14.2500, rms:    1.6877
loop:    169600, alpha:   14.2500, rms:    1.6877
Have memorized arrays 18 times
loop:    170000, alpha:   14.2500, rms:    1.6876
loop:    170400, alpha:   14.2500, rms:    1.6875
loop:    170800, alpha:   14.2500, rms:    1.6875
loop:    171200, alpha:   14.2500, rms:    1.6874
loop:    171600, alpha:   14.2500, rms:    1.6874
loop:    172000, alpha:   14.2500, rms:    1.6873
loop:    172400, alpha:   14.2500, rms:    1.6872
loop:    172800, alpha:   14.2500, rms:    1.6872
loop:    173200, alpha:   14.2500, rms:    1.6871
loop:    173600, alpha:   14.2500, rms:    1.6871
loop:    174000, alpha:   14.2500, rms:    1.6870
loop:    174400, alpha:   14.2500, rms:    1.6869
loop:    174800, alpha:   14.2500, rms:    1.6869
loop:    175200, alpha:   14.2500, rms:    1.6868
loop:    175600, alpha:   14.2500, rms:    1.6867
loop:    176000, alpha:   14.2500, rms:    1.6867
loop:    176400, alpha:   14.2500, rms:    1.6866
loop:    176800, alpha:   14.2500, rms:    1.6866
loop:    177200, alpha:   14.2500, rms:    1.6865
loop:    177600, alpha:   14.2500, rms:    1.6864
loop:    178000, alpha:   14.2500, rms:    1.6864
loop:    178400, alpha:   14.2500, rms:    1.6863
loop:    178800, alpha:   14.2500, rms:    1.6862
loop:    179200, alpha:   14.2500, rms:    1.6862
loop:    179600, alpha:   14.2500, rms:    1.6861
Have memorized arrays 19 times
loop:    180000, alpha:   14.2500, rms:    1.6861
loop:    180400, alpha:   14.2500, rms:    1.6860
loop:    180800, alpha:   14.2500, rms:    1.6859
loop:    181200, alpha:   14.2500, rms:    1.6859
loop:    181600, alpha:   14.2500, rms:    1.6858
loop:    182000, alpha:   14.2500, rms:    1.6857
loop:    182400, alpha:   14.2500, rms:    1.6857
loop:    182800, alpha:   14.2500, rms:    1.6856
loop:    183200, alpha:   14.2500, rms:    1.6856
loop:    183600, alpha:   14.2500, rms:    1.6855
loop:    184000, alpha:   14.2500, rms:    1.6854
loop:    184400, alpha:   14.2500, rms:    1.6854
loop:    184800, alpha:   14.2500, rms:    1.6853
loop:    185200, alpha:   14.2500, rms:    1.6852
loop:    185600, alpha:   14.2500, rms:    1.6852
loop:    186000, alpha:   14.2500, rms:    1.6851
loop:    186400, alpha:   14.2500, rms:    1.6851
loop:    186800, alpha:   14.2500, rms:    1.6850
loop:    187200, alpha:   14.2500, rms:    1.6849
loop:    187600, alpha:   14.2500, rms:    1.6849
loop:    188000, alpha:   14.2500, rms:    1.6848
loop:    188400, alpha:   14.2500, rms:    1.6847
loop:    188800, alpha:   14.2500, rms:    1.6847
loop:    189200, alpha:   14.2500, rms:    1.6846
loop:    189600, alpha:   14.2500, rms:    1.6845
Have memorized arrays 20 times
loop:    190000, alpha:   14.2500, rms:    1.6845
loop:    190400, alpha:   14.2500, rms:    1.6844
loop:    190800, alpha:   14.2500, rms:    1.6843
