,x,y
0,0.0,101.0947852185291
1,0.49999999999994493,101.56039095706095
2,0.9999999999998899,101.99781615201087
3,1.5000000000000568,102.41081095326845
4,2.0000000000000018,102.80312553173894
5,2.4999999999999467,103.17850999504998
6,2.9999999999998916,103.54071448366795
7,3.5000000000000586,103.89348982966641
8,4.0000000000000036,104.24035998198283
9,4.4999999999999485,104.5830381514225
10,4.999999999999893,104.92236038937861
11,5.50000000000006,105.25915656648343
12,6.000000000000005,105.59425679143678
13,6.49999999999995,105.92849113043005
14,6.999999999999895,106.26268971042666
15,7.500000000000062,106.59768264032957
16,8.000000000000007,106.93430002847543
17,8.499999999999952,107.27337197827956
18,8.999999999999897,107.61572853824049
19,9.500000000000064,107.96219789322612
20,10.000000000000009,108.31442557084682
21,10.499999999999954,108.68058116165221
22,10.999999999999899,109.07199929170383
23,11.500000000000066,109.50003453892688
24,12.00000000000001,109.97604113802205
25,12.499999999999956,110.51137328168068
26,12.9999999999999,111.1173851990336
27,13.500000000000068,111.80543111241232
28,14.000000000000012,112.58686525176725
29,14.499999999999957,113.47304179524525
30,14.999999999999902,114.47531446048441
31,15.50000000000007,115.6050288059825
32,16.000000000000014,116.87036674624
33,16.499999999999957,118.2536218422238
34,16.999999999999904,119.72463645953925
35,17.50000000000007,121.25316452666564
36,18.000000000000014,122.80895905957324
37,18.49999999999996,124.36177306982664
38,18.999999999999908,125.88135963656251
39,19.50000000000007,127.33747182689945
40,20.000000000000018,128.69986251020796
41,20.499999999999964,129.938275422908
42,20.999999999999908,131.026111642833
43,21.500000000000075,131.96594264584382
44,22.00000000000002,132.7744944491747
45,22.499999999999964,133.4685821745876
46,22.999999999999908,134.06501932355906
47,23.500000000000078,134.58061932676588
48,24.00000000000002,135.03219564758788
49,24.499999999999964,135.43656168535193
50,24.99999999999991,135.81053089935403
51,25.500000000000078,136.1709167275419
52,26.00000000000002,136.53453237740362
53,26.499999999999968,136.91818690649316
54,26.999999999999915,137.33704730196064
55,27.500000000000078,137.79285005381837
56,28.000000000000025,138.280870695067
57,28.49999999999997,138.79633905160244
58,28.999999999999915,139.33448454313404
59,29.50000000000008,139.8905365892336
60,30.00000000000003,140.45972462705652
61,30.49999999999997,141.0372780315907
62,30.999999999999915,141.61842625207112
63,31.500000000000085,142.1983987088165
64,32.00000000000003,142.77242499041517
65,32.49999999999997,143.33573512203174
66,32.999999999999915,143.8840635935149
67,33.500000000000085,144.4172547648702
68,34.00000000000003,144.93712963450494
69,34.49999999999997,145.4455245083254
70,34.99999999999992,145.94427547701548
71,35.500000000000085,146.43521860778168
72,36.00000000000003,146.9201899747864
73,36.49999999999998,147.40102559264
74,36.99999999999992,147.87956153538948
75,37.500000000000085,148.35763385244923
76,38.000000000000036,148.83707861933524
77,38.49999999999998,149.3197324848358
78,38.99999999999992,149.8072611452414
79,39.50000000000009,150.29997127187656
80,40.000000000000036,150.79751000144762
81,40.49999999999998,151.29951995687816
82,40.99999999999993,151.80564399862203
83,41.50000000000009,152.31552496430362
84,42.000000000000036,152.82880572258165
85,42.499999999999986,153.34512908143137
86,42.99999999999993,153.86413790260002
87,43.50000000000009,154.38547502373027
88,44.00000000000004,154.90878332343863
89,44.499999999999986,155.4337056009595
90,44.99999999999993,155.959882809895
91,45.5000000000001,156.48694052606805
92,46.00000000000004,157.0144968946461
93,46.499999999999986,157.54216996955887
94,46.99999999999993,158.0695778470608
95,47.5000000000001,158.5963386216451
96,48.00000000000004,159.12207038767514
97,48.499999999999986,159.64639120048375
98,48.99999999999993,160.16891916248807
99,49.5000000000001,160.68927236426038
100,50.00000000000004,161.20706885536083
101,50.499999999999986,161.72192616849415
102,50.999999999999936,162.23329035341337
103,51.5000000000001,162.73920054539718
104,52.00000000000004,163.23702001265775
105,52.49999999999999,163.7241070204368
106,52.999999999999936,164.19781982974297
107,53.5000000000001,164.65551670228928
108,54.00000000000005,165.09455589225377
109,54.49999999999999,165.51229563622564
110,54.999999999999936,165.90609420055745
111,55.50000000000011,166.27330987503314
112,56.00000000000005,166.61130123248006
113,56.49999999999999,166.91742629168337
114,56.99999999999994,167.19035366590072
115,57.50000000000011,167.43935883855494
116,58.00000000000005,167.67882968273048
117,58.5,167.9231930494322
118,58.99999999999994,168.18687484760247
119,59.50000000000011,168.4843009112195
120,60.00000000000006,168.82989703378732
121,60.5,169.23808903462316
122,60.99999999999994,169.723302725471
123,61.500000000000114,170.29996390916432
124,62.00000000000006,170.98249838684575
125,62.5,171.78534444632015
126,62.99999999999994,172.71977154210248
127,63.499999999999886,173.77191210171384
128,64.00000000000006,174.9156863476234
129,64.5,176.12493554333506
130,64.99999999999994,177.3735036772962
131,65.50000000000011,178.63523487937974
132,66.00000000000006,179.8839732151489
133,66.5,181.09356285689577
134,66.99999999999994,182.2378486349042
135,67.49999999999989,183.2906747764676
136,68.00000000000006,184.2287630083966
137,68.5,185.05214690643277
138,68.99999999999994,185.77209237424987
139,69.50000000000011,186.39995128839416
140,70.00000000000006,186.94707350246878
141,70.5,187.42480864418306
142,70.99999999999996,187.8445063826405
143,71.4999999999999,188.21751636507776
144,72.00000000000006,188.5551882561888
145,72.50000000000001,188.86887167337247
146,72.99999999999996,189.1699162760405
147,73.4999999999999,189.46967536135492
148,74.00000000000007,189.778579048399
149,74.50000000000001,190.0997338698939
150,74.99999999999996,190.43268867715156
151,75.4999999999999,190.77696920250705
152,76.00000000000007,191.1321019977861
153,76.50000000000001,191.49761361698603
154,76.99999999999996,191.87303064928736
155,77.4999999999999,192.25787967755707
156,78.00000000000007,192.65168728348178
157,78.50000000000001,193.05398002031944
158,78.99999999999996,193.4642844832265
159,79.4999999999999,193.8821272266942
160,80.00000000000007,194.30693936833825
161,80.50000000000001,194.73738084708475
162,80.99999999999996,195.17173897451332
163,81.4999999999999,195.60829864429917
164,82.00000000000007,196.04534471961182
165,82.50000000000001,196.48116205856692
166,82.99999999999996,196.9140355465724
167,83.49999999999991,197.34225006602807
168,84.00000000000007,197.7640904703665
169,84.50000000000001,198.17784163884522
170,84.99999999999997,198.5817884868832
171,85.49999999999991,198.9742163806914
172,86.00000000000007,199.35356993064534
173,86.50000000000003,199.71960066869093
174,86.99999999999997,200.07268764354814
175,87.49999999999991,200.4132146641272
176,88.00000000000009,200.7415655118703
177,88.50000000000003,201.0581239997469
178,88.99999999999997,201.36327392676696
179,89.49999999999991,201.6573991164817
180,90.00000000000009,201.94088332873847
181,90.50000000000003,202.2141103867258
182,90.99999999999997,202.47746408162277
183,91.49999999999991,202.7313282814362
184,92.00000000000009,202.97605507103017
185,92.50000000000003,203.2117414494215
186,92.99999999999997,203.4383611596955
187,93.49999999999991,203.65588703898976
188,94.00000000000009,203.864291895531
189,94.50000000000003,204.06354861284464
190,94.99999999999997,204.25363003560727
191,95.49999999999991,204.43450904216135
192,96.00000000000009,204.60615844531492
193,96.50000000000003,204.76855112401824
194,96.99999999999997,204.92165989695334
195,97.49999999999991,205.06545415052045
196,98.00000000000009,205.20089165187255
197,98.50000000000003,205.33678131044414
198,98.99999999999997,205.48574588159929
199,99.49999999999991,205.66043228179456
200,100.00000000000009,205.87348667944184
201,100.50000000000003,206.13755529441283
202,100.99999999999997,206.46528431648366
203,101.50000000000003,206.86931994882835
204,101.99999999999999,207.36230835263967
205,102.50000000000003,207.95689573294234
206,102.99999999999999,208.66572802195748
207,103.50000000000004,209.50144606870197
208,103.99999999999999,210.47353952464425
209,104.50000000000004,211.56585387513297
210,104.99999999999999,212.74987400545425
211,105.50000000000004,213.9970008988438
212,105.99999999999999,215.27863474667691
213,106.50000000000004,216.56617580540356
214,106.99999999999999,217.83102431236892
215,107.50000000000004,219.0445805558644
216,107.99999999999999,220.17824461060673
217,108.50000000000004,221.2034042301517
218,108.99999999999999,222.09489802522722
219,109.50000000000004,222.85496424328363
220,109.99999999999999,223.49915218352317
221,110.50000000000004,224.04309568879404
222,110.99999999999999,224.5024260719489
223,111.50000000000004,224.89277458417504
224,111.99999999999999,225.22977241400653
225,112.50000000000004,225.5290508152162
226,112.99999999999999,225.8062410199439
227,113.50000000000004,226.07697427915969
228,113.99999999999999,226.35688166169294
229,114.50000000000004,226.66159174569987
230,114.99999999999999,227.0049850401379
231,115.50000000000004,227.3867287277658
232,115.99999999999999,227.7996368636734
233,116.50000000000004,228.23647729637722
234,117.0,228.69001747440265
235,117.50000000000004,229.15302486847355
