2.930692971858661622e+00,-1.663419086474020787e+02
8.792078915575984865e+00,-1.874997763096450853e+02
1.465346485929330811e+01,-1.780629199331582981e+02
2.051485080301063135e+01,-1.693709819339250657e+02
2.637623674672795460e+01,-1.627047930934083126e+02
3.223762269044527784e+01,-1.552571424905004562e+02
3.809900863416260108e+01,-1.502653820190777765e+02
4.396039457787992433e+01,-1.460177795858733703e+02
4.982178052159724757e+01,-1.426549770216916215e+02
5.568316646531457081e+01,-1.372993897615772028e+02
6.154455240903189406e+01,-1.356142022261455793e+02
6.740593835274921730e+01,-1.321035130823641168e+02
7.326732429646654055e+01,-1.305340927138423694e+02
7.912871024018386379e+01,-1.291670161868285334e+02
8.499009618390118703e+01,-1.308641738880787102e+02
9.085148212761851028e+01,-1.296419256839900527e+02
9.671286807133583352e+01,-1.292837757966047150e+02
1.025742540150531568e+02,-1.302593221078347767e+02
1.084356399587704800e+02,-1.288979965439523596e+02
1.142970259024878033e+02,-1.312181092294714233e+02
1.201584118462051265e+02,-1.315309781347001206e+02
1.260197977899224497e+02,-1.306796104356093622e+02
1.318811837336397730e+02,-1.307506199576598931e+02
1.377425696773570962e+02,-1.312821161901239861e+02
1.436039556210744195e+02,-1.311858570921092735e+02
1.494653415647917427e+02,-1.308259569785697636e+02
1.553267275085090660e+02,-1.313404837317063425e+02
1.611881134522263892e+02,-1.312320378700169385e+02
1.670494993959437124e+02,-1.302903322316621484e+02
1.729108853396610357e+02,-1.283919383471298659e+02
1.787722712833783589e+02,-1.287183676737532494e+02
1.846336572270956822e+02,-1.265362866083510198e+02
1.904950431708130054e+02,-1.253227020058282903e+02
1.963564291145303287e+02,-1.236230263976864734e+02
2.022178150582476519e+02,-1.213219848512191135e+02
2.080792010019649751e+02,-1.192174392732179911e+02
2.139405869456822984e+02,-1.168286181753024948e+02
2.198019728893996216e+02,-1.158925177385533090e+02
2.256633588331169449e+02,-1.130840882676739483e+02
2.315247447768342681e+02,-1.105315254874513045e+02
2.373861307205515914e+02,-1.076580084010988685e+02
2.432475166642689146e+02,-1.056174311785889586e+02
2.491089026079862379e+02,-1.026325398190156903e+02
2.549702885517035611e+02,-1.004571837025802949e+02
2.608316744954208843e+02,-9.770532740724611642e+01
2.666930604391382076e+02,-9.582624162007788016e+01
