     Count               Iteration-1           Iteration-10000           Iteration-20000           Iteration-30000           Iteration-40000           Iteration-50000           Iteration-60000           Iteration-70000           Iteration-80000           Iteration-90000          Iteration-100000          Iteration-110000          Iteration-120000          Iteration-130000          Iteration-140000          Iteration-150000          Iteration-160000          Iteration-170000          Iteration-180000          Iteration-190000          Iteration-200000          Iteration-200001 
         0  0.000000000000000000e+00 -1.127034789761799516e+01 -8.626725530309329315e+00 -7.609024855785150976e+00 -7.068629935859803481e+00 -6.865824176249475386e+00 -6.704864035613042006e+00 -6.580961497998970344e+00 -6.483378160489962738e+00 -6.403047592382989706e+00 -6.336123976267060698e+00 -6.279793075706010086e+00 -6.242908458981048625e+00 -6.239682592410702000e+00 -6.232600937033879518e+00 -6.223176312425067636e+00 -6.212283593888827227e+00 -6.201370744367693533e+00 -6.189869110314731415e+00 -6.178037995469054522e+00 -6.166001394064835495e+00 -6.166000261311381792e+00 
         1  0.000000000000000000e+00 -1.121251515730961046e+01 -8.603501733541662588e+00 -7.601118820895209183e+00 -7.069824606870582784e+00 -6.870446677965674098e+00 -6.711852147751244502e+00 -6.589673181335797381e+00 -6.493414146865887915e+00 -6.414230065057211050e+00 -6.348322177248064691e+00 -6.292901194313799351e+00 -6.256796906793312019e+00 -6.254098304863020985e+00 -6.247419349744632200e+00 -6.238358825394897167e+00 -6.227795884446123864e+00 -6.217185490296373018e+00 -6.205961591575430703e+00 -6.194390416572474578e+00 -6.182600019793198953e+00 -6.182598910474979448e+00 
         2  0.000000000000000000e+00 -1.118123197372671029e+01 -8.606974592887240760e+00 -7.619980935118803700e+00 -7.097837627766068636e+00 -6.901950437711377617e+00 -6.745775994253762065e+00 -6.625372717989620241e+00 -6.530458227361890522e+00 -6.452427274435478921e+00 -6.387541367542070248e+00 -6.333036234875720538e+00 -6.297717775693200792e+00 -6.295553122194291973e+00 -6.289286452924898185e+00 -6.280600914596931261e+00 -6.270379425476420465e+00 -6.260083802308855638e+00 -6.249150416846532607e+00 -6.237852330577993598e+00 -6.226321725501179571e+00 -6.226320640986585886e+00 
         3  0.000000000000000000e+00 -1.116813442936719980e+01 -8.628773582894240235e+00 -7.657235839644130238e+00 -7.144290999071273518e+00 -6.951955578527162061e+00 -6.798252646155191314e+00 -6.679674216430811384e+00 -6.586132755896159097e+00 -6.509260533996837239e+00 -6.445401883253737196e+00 -6.391817612088857459e+00 -6.357289648542320037e+00 -6.355664893952109651e+00 -6.349819395596199456e+00 -6.341519022259348048e+00 -6.331650071882222619e+00 -6.321680808349015024e+00 -6.311050107811695398e+00 -6.300037667207760705e+00 -6.288779724265680215e+00 -6.288778665861599393e+00 
         4  0.000000000000000000e+00 -1.116487762010572737e+01 -8.660547115440721200e+00 -7.704527185895670982e+00 -7.200825775931434691e+00 -7.012101196850494489e+00 -6.860918139627500523e+00 -6.744210795872305653e+00 -6.652078592099542220e+00 -6.576369600261472215e+00 -6.513542448483633507e+00 -6.460883075834516376e+00 -6.427149355027211186e+00 -6.426069645436740529e+00 -6.420653437338700087e+00 -6.412747707365980432e+00 -6.403241610327398803e+00 -6.393609652175740621e+00 -6.383293020829171383e+00 -6.372578115784392594e+00 -6.361605067073071496e+00 -6.361604036004877116e+00 
         5  0.000000000000000000e+00 -1.116311698899508542e+01 -8.693943890718429657e+00 -7.753498977472361275e+00 -7.259083429269480803e+00 -7.074025605681697471e+00 -6.925408896723581620e+00 -6.810615957172018398e+00 -6.719933590485595687e+00 -6.645394078327598208e+00 -6.583601579210295540e+00 -6.531870111122941580e+00 -6.498933409795739635e+00 -6.498403029644094886e+00 -6.493423439980603007e+00 -6.485921030358497319e+00 -6.476787291738162367e+00 -6.467502819002362457e+00 -6.457510923125113322e+00 -6.447104604789160476e+00 -6.436427945680406992e+00 -6.436426943108983778e+00 
         6  0.000000000000000000e+00 -1.115450782872846958e+01 -8.720612431157377387e+00 -7.795795146696178790e+00 -7.310705422730649161e+00 -7.129366457342740659e+00 -6.983361265115888727e+00 -6.870523170949724090e+00 -6.781328495968125480e+00 -6.707973033151176878e+00 -6.647217201303448064e+00 -6.596415561080874568e+00 -6.564277662212816722e+00 -6.564299995770142004e+00 -6.559763479761954841e+00 -6.552672185638613200e+00 -6.543919546462376502e+00 -6.534991834257255050e+00 -6.525334554940855014e+00 -6.515247102787412814e+00 -6.504877431637055452e+00 -6.504876458641916770e+00 
         7  0.000000000000000000e+00 -1.113070523025911029e+01 -8.732201044188087735e+00 -7.823059530713578624e+00 -7.347333176466179339e+00 -7.169761337733348228e+00 -7.026411557812679121e+00 -6.915565912584725083e+00 -6.827894082717762103e+00 -6.755744976076812236e+00 -6.696026659523425906e+00 -6.646155662238015793e+00 -6.614817293832913947e+00 -6.615394781192634355e+00 -6.611306882976066390e+00 -6.604633650925705979e+00 -6.596269930255573399e+00 -6.587707459920068231e+00 -6.578393739033032261e+00 -6.568634612901291803e+00 -6.558581736496108761e+00 -6.558580794061725783e+00 
         8  0.000000000000000000e+00 -1.108336397857829070e+01 -8.720357739296474620e+00 -7.826935772723288665e+00 -7.360608022549428142e+00 -7.186847737920601276e+00 -7.046196028601002581e+00 -6.937377651266473322e+00 -6.851261201877008489e+00 -6.780347898606294166e+00 -6.721666752762132546e+00 -6.672726078949011708e+00 -6.642186894132976249e+00 -6.643321004116444328e+00 -6.639686361482034727e+00 -6.633437218915616995e+00 -6.625469306859059770e+00 -6.617279673361139203e+00 -6.608317613184084394e+00 -6.598895311810878184e+00 -6.589168177237610280e+00 -6.589167266270806067e+00 
         9  0.000000000000000000e+00 -1.100413850944701721e+01 -8.676730206897644848e+00 -7.799067341055405223e+00 -7.342170803899591647e+00 -7.172263063339073597e+00 -7.034351149107521906e+00 -6.927592156432581305e+00 -6.843061078752896265e+00 -6.773411794170129951e+00 -6.715774076755423039e+00 -6.667762253578501941e+00 -6.638020839958926445e+00 -6.639712064280786308e+00 -6.636534359569338903e+00 -6.630714366980328123e+00 -6.623148302855753400e+00 -6.615338108298232100e+00 -6.606734937049338896e+00 -6.597657097872485110e+00 -6.588263664979621126e+00 -6.588262786297264029e+00 
