     Count               Iteration-1          Iteration-143001 
       296  0.000000000000000000e+00  3.078242067791713943e+00 
       297  0.000000000000000000e+00  3.121251374285606950e+00 
       298  0.000000000000000000e+00  3.164741946371426362e+00 
       299  0.000000000000000000e+00  3.208717096739825525e+00 
       300  0.000000000000000000e+00  3.253180166704515930e+00 
       301  0.000000000000000000e+00  3.298134519640255391e+00 
       302  0.000000000000000000e+00  3.343583534542184044e+00 
       303  0.000000000000000000e+00  3.389530609128263983e+00 
       304  0.000000000000000000e+00  3.435979153502776828e+00 
       305  0.000000000000000000e+00  3.482932584207769189e+00 
       306  0.000000000000000000e+00  3.530394318385609242e+00 
       307  0.000000000000000000e+00  3.578367768321356834e+00 
       308  0.000000000000000000e+00  3.626856336088262189e+00 
       309  0.000000000000000000e+00  3.675863423563744181e+00 
       310  0.000000000000000000e+00  3.725392426894973408e+00 
       311  0.000000000000000000e+00  3.775446775174569058e+00 
       312  0.000000000000000000e+00  3.826029923492175300e+00 
       313  0.000000000000000000e+00  3.877145346400456383e+00 
       314  0.000000000000000000e+00  3.928796531501229428e+00 
       315  0.000000000000000000e+00  3.980986954960344271e+00 
       316  0.000000000000000000e+00  4.033720076406699384e+00 
       317  0.000000000000000000e+00  4.086999334209749257e+00 
       318  0.000000000000000000e+00  4.140828140843622052e+00 
       319  0.000000000000000000e+00  4.195209878619487576e+00 
       320  0.000000000000000000e+00  4.250147895494151840e+00 
       321  0.000000000000000000e+00  4.305645517466151873e+00 
       322  0.000000000000000000e+00  4.361706044107150682e+00 
       323  0.000000000000000000e+00  4.418332784553027359e+00 
       324  0.000000000000000000e+00  4.475529051735623653e+00 
       325  0.000000000000000000e+00  4.533298157007543239e+00 
       326  0.000000000000000000e+00  4.591643404851619259e+00 
       327  0.000000000000000000e+00  4.650568190262753809e+00 
       328  0.000000000000000000e+00  4.710075989501451232e+00 
       329  0.000000000000000000e+00  4.770170351322328806e+00 
       330  0.000000000000000000e+00  4.830854888339950470e+00 
       331  0.000000000000000000e+00  4.892133268859454098e+00 
       332  0.000000000000000000e+00  4.954009208835407740e+00 
       333  0.000000000000000000e+00  5.016486475803355383e+00 
       334  0.000000000000000000e+00  5.079568880916776941e+00 
       335  0.000000000000000000e+00  5.143260271444043852e+00 
       336  0.000000000000000000e+00  5.207564523383925170e+00 
       337  0.000000000000000000e+00  5.272485406806454833e+00 
       338  0.000000000000000000e+00  5.338026584538812180e+00 
       339  0.000000000000000000e+00  5.404191611167932230e+00 
       340  0.000000000000000000e+00  5.470983932052643439e+00 
       341  0.000000000000000000e+00  5.538406882644316021e+00 
       342  0.000000000000000000e+00  5.606463687808674656e+00 
       343  0.000000000000000000e+00  5.675157485426443493e+00 
       344  0.000000000000000000e+00  5.744491324973589386e+00 
       345  0.000000000000000000e+00  5.814468234240242062e+00 
       346  0.000000000000000000e+00  5.885091215300269241e+00 
       347  0.000000000000000000e+00  5.956363240855107932e+00 
       348  0.000000000000000000e+00  6.028287250616990889e+00 
       349  0.000000000000000000e+00  6.100866124776733734e+00 
       350  0.000000000000000000e+00  6.174102681784748192e+00 
       351  0.000000000000000000e+00  6.247999676463641627e+00 
       352  0.000000000000000000e+00  6.322559798123667640e+00 
       353  0.000000000000000000e+00  6.397785669001116560e+00 
       354  0.000000000000000000e+00  6.473679842689972652e+00 
       355  0.000000000000000000e+00  6.550244828821675469e+00 
       356  0.000000000000000000e+00  6.627483090676368427e+00 
       357  0.000000000000000000e+00  6.705397192084198821e+00 
       358  0.000000000000000000e+00  6.783989788937013543e+00 
       359  0.000000000000000000e+00  6.863263621171499018e+00 
       360  0.000000000000000000e+00  6.943221504846138536e+00 
       361  0.000000000000000000e+00  7.023866335221971013e+00 
       362  0.000000000000000000e+00  7.105201078932538827e+00 
       363  0.000000000000000000e+00  7.187228766618938280e+00 
       364  0.000000000000000000e+00  7.269952485648326856e+00 
       365  0.000000000000000000e+00  7.353375373290229611e+00 
       366  0.000000000000000000e+00  7.437500609967160337e+00 
       367  0.000000000000000000e+00  7.522331304378358396e+00 
       368  0.000000000000000000e+00  7.607870491947579694e+00 
       369  0.000000000000000000e+00  7.694121138586485387e+00 
       370  0.000000000000000000e+00  7.781086139237995525e+00 
       371  0.000000000000000000e+00  7.868768316748822933e+00 
       372  0.000000000000000000e+00  7.957170420714474446e+00 
       373  0.000000000000000000e+00  8.046295053713990342e+00 
       374  0.000000000000000000e+00  8.136144673584150055e+00 
       375  0.000000000000000000e+00  8.226721595931751452e+00 
       376  0.000000000000000000e+00  8.318027996548098102e+00 
       377  0.000000000000000000e+00  8.410065914053987512e+00 
       378  0.000000000000000000e+00  8.502837252438729010e+00 
       379  0.000000000000000000e+00  8.596343845188151533e+00 
       380  0.000000000000000000e+00  8.690587455284660479e+00 
       381  0.000000000000000000e+00  8.785569871969547862e+00 
       382  0.000000000000000000e+00  8.881292906778934793e+00 
       383  0.000000000000000000e+00  8.977758389944822781e+00 
       384  0.000000000000000000e+00  9.074968166779195045e+00 
       385  0.000000000000000000e+00  9.172924084891077356e+00 
       386  0.000000000000000000e+00  9.271627991312504591e+00 
       387  0.000000000000000000e+00  9.371081729964094720e+00 
       388  0.000000000000000000e+00  9.471287139080073914e+00 
       389  0.000000000000000000e+00  9.572246048966183807e+00 
       390  0.000000000000000000e+00  9.673960279710714261e+00 
       391  0.000000000000000000e+00  9.776431642212584094e+00 
       392  0.000000000000000000e+00  9.879661936036770342e+00 
       393  0.000000000000000000e+00  9.983653025419689797e+00 
       394  0.000000000000000000e+00  1.008840683403542293e+01 
       395  0.000000000000000000e+00  1.019392534015782203e+01 
       396  0.000000000000000000e+00  1.030021057181559385e+01 
       397  0.000000000000000000e+00  1.040726457686013617e+01 
       398  0.000000000000000000e+00  1.051508941959427723e+01 
       399  0.000000000000000000e+00  1.062368717775872895e+01 
       400  0.000000000000000000e+00  1.073305993947694503e+01 
       401  0.000000000000000000e+00  1.084320980054978278e+01 
       402  0.000000000000000000e+00  1.095413886170090656e+01 
       403  0.000000000000000000e+00  1.106584911918484693e+01 
       404  0.000000000000000000e+00  1.117834246693040967e+01 
       405  0.000000000000000000e+00  1.129162077857438362e+01 
       406  0.000000000000000000e+00  1.140568590625318279e+01 
       407  0.000000000000000000e+00  1.152053967969384374e+01 
       408  0.000000000000000000e+00  1.163618390521110868e+01 
       409  0.000000000000000000e+00  1.175262034090209262e+01 
       410  0.000000000000000000e+00  1.186985069687185934e+01 
       411  0.000000000000000000e+00  1.198787663571782325e+01 
       412  0.000000000000000000e+00  1.210669977288835142e+01 
       413  0.000000000000000000e+00  1.222632167729434371e+01 
       414  0.000000000000000000e+00  1.234674387178901966e+01 
       415  0.000000000000000000e+00  1.246796788537091594e+01 
       416  0.000000000000000000e+00  1.258999525155364374e+01 
       417  0.000000000000000000e+00  1.271282750703211484e+01 
       418  0.000000000000000000e+00  1.283646619024296420e+01 
       419  0.000000000000000000e+00  1.296091284021693824e+01 
       420  0.000000000000000000e+00  1.308616899532149702e+01 
       421  0.000000000000000000e+00  1.321223626220170466e+01 
       422  0.000000000000000000e+00  1.333911631167938694e+01 
       423  0.000000000000000000e+00  1.346681087500510188e+01 
       424  0.000000000000000000e+00  1.359532174004014493e+01 
       425  0.000000000000000000e+00  1.372465071935840442e+01 
       426  0.000000000000000000e+00  1.385479964792605045e+01 
       427  0.000000000000000000e+00  1.398577040634632418e+01 
       428  0.000000000000000000e+00  1.411756491766256438e+01 
       429  0.000000000000000000e+00  1.425018514449648599e+01 
       430  0.000000000000000000e+00  1.438363308609769398e+01 
       431  0.000000000000000000e+00  1.451791066474876857e+01 
       432  0.000000000000000000e+00  1.465301972783814577e+01 
       433  0.000000000000000000e+00  1.478896205014760667e+01 
       434  0.000000000000000000e+00  1.492573933596008828e+01 
       435  0.000000000000000000e+00  1.506335322137875998e+01 
       436  0.000000000000000000e+00  1.520180527646120971e+01 
       437  0.000000000000000000e+00  1.534109699672994509e+01 
       438  0.000000000000000000e+00  1.548122980579055152e+01 
       439  0.000000000000000000e+00  1.562220512753986590e+01 
       440  0.000000000000000000e+00  1.576402438577997422e+01 
       441  0.000000000000000000e+00  1.590668900408788922e+01 
       442  0.000000000000000000e+00  1.605020040552956218e+01 
       443  0.000000000000000000e+00  1.619455995568945639e+01 
       444  0.000000000000000000e+00  1.633976896493255637e+01 
       445  0.000000000000000000e+00  1.648582869085604941e+01 
       446  0.000000000000000000e+00  1.663274034053713635e+01 
       447  0.000000000000000000e+00  1.678050507296874727e+01 
       448  0.000000000000000000e+00  1.692912400128703254e+01 
       449  0.000000000000000000e+00  1.707859817611218034e+01 
       450  0.000000000000000000e+00  1.722892858857268550e+01 
       451  0.000000000000000000e+00  1.738011625901956236e+01 
       452  0.000000000000000000e+00  1.753216223629831561e+01 
       453  0.000000000000000000e+00  1.768506759726967914e+01 
       454  0.000000000000000000e+00  1.783883344616255684e+01 
       455  0.000000000000000000e+00  1.799346089817872851e+01 
       456  0.000000000000000000e+00  1.814895107961091369e+01 
       457  0.000000000000000000e+00  1.830530512818920386e+01 
       458  0.000000000000000000e+00  1.846252419324184046e+01 
       459  0.000000000000000000e+00  1.862060943608279828e+01 
       460  0.000000000000000000e+00  1.877956203021104287e+01 
       461  0.000000000000000000e+00  1.893938305170683378e+01 
       462  0.000000000000000000e+00  1.910007348420991491e+01 
       463  0.000000000000000000e+00  1.926163421101490769e+01 
       464  0.000000000000000000e+00  1.942406602044992070e+01 
       465  0.000000000000000000e+00  1.958736961135237209e+01 
       466  0.000000000000000000e+00  1.975154559826072642e+01 
       467  0.000000000000000000e+00  1.991659449973044360e+01 
       468  0.000000000000000000e+00  2.008251674406639253e+01 
       469  0.000000000000000000e+00  2.024931267513112232e+01 
       470  0.000000000000000000e+00  2.041698255785273730e+01 
       471  0.000000000000000000e+00  2.058552658380837386e+01 
       472  0.000000000000000000e+00  2.075494487650735564e+01 
       473  0.000000000000000000e+00  2.092523749143000344e+01 
       474  0.000000000000000000e+00  2.109640442131441063e+01 
       475  0.000000000000000000e+00  2.126844574166171142e+01 
       476  0.000000000000000000e+00  2.144136160974381511e+01 
       477  0.000000000000000000e+00  2.161515226382286059e+01 
       478  0.000000000000000000e+00  2.178981802216680919e+01 
       479  0.000000000000000000e+00  2.196535930071203069e+01 
       480  0.000000000000000000e+00  2.214177661128982777e+01 
       481  0.000000000000000000e+00  2.231907056008260426e+01 
       482  0.000000000000000000e+00  2.249724184588641762e+01 
       483  0.000000000000000000e+00  2.267629125860270278e+01 
       484  0.000000000000000000e+00  2.285621967753667150e+01 
       485  0.000000000000000000e+00  2.303702788981938809e+01 
       486  0.000000000000000000e+00  2.321871659650867770e+01 
       487  0.000000000000000000e+00  2.340128650669976906e+01 
       488  0.000000000000000000e+00  2.358473833955753918e+01 
       489  0.000000000000000000e+00  2.376907282648647168e+01 
       490  0.000000000000000000e+00  2.395429071304063129e+01 
       491  0.000000000000000000e+00  2.414039272584909313e+01 
       492  0.000000000000000000e+00  2.432737957591724864e+01 
       493  0.000000000000000000e+00  2.451525196203093770e+01 
       494  0.000000000000000000e+00  2.470401057387399746e+01 
       495  0.000000000000000000e+00  2.489365609524777412e+01 
