     Count            Initial values               Iteration-1               Iteration-2          Iteration-100000          Iteration-200000          Iteration-300000          Iteration-400000          Iteration-500001 
        56  1.072928752294413091e+00  1.072928752294413091e+00  1.072455672961379447e+00  8.340989437385378791e-01  8.209933948220270450e-01  8.170142161850008078e-01  8.170142161760121091e-01  8.170142161670195247e-01 
        57  1.168750450057576273e+00  1.168750450057576273e+00  1.168228522835180083e+00  9.098820654481758474e-01  8.951675616038815564e-01  8.906880637327190264e-01  8.906880637225528252e-01  8.906880637123822941e-01 
        58  1.271911915956550843e+00  1.271911915956550843e+00  1.271336416629984978e+00  9.912785293494131844e-01  9.748050566682303630e-01  9.697839864844186586e-01  9.697839864729679293e-01  9.697839864615123151e-01 
        59  1.383024928646366725e+00  1.383024928646366725e+00  1.382390607441447372e+00  1.078669269726713731e+00  1.060297924190208851e+00  1.054703408175013957e+00  1.054703408162202871e+00  1.054703408149386457e+00 
        60  1.502691184141336622e+00  1.502691184141336622e+00  1.501992200166121005e+00  1.172415415511968151e+00  1.152027986469252863e+00  1.145838626236747482e+00  1.145838626222532852e+00  1.145838626208312450e+00 
        61  1.631525720308977245e+00  1.631525720308977245e+00  1.630755583655778995e+00  1.272901112131389789e+00  1.250406736187546830e+00  1.243610340893011479e+00  1.243610340877376874e+00  1.243610340861736052e+00 
        62  1.770179597926465620e+00  1.770179597926465620e+00  1.769331115092067863e+00  1.380566835465576681e+00  1.355899518679213545e+00  1.348489048243465049e+00  1.348489048226408249e+00  1.348489048209344565e+00 
        63  1.919314456864877005e+00  1.919314456864877005e+00  1.918379674443992267e+00  1.495888509626611462e+00  1.468995996953309069e+00  1.460963134047676304e+00  1.460963134029191979e+00  1.460963134010699882e+00 
        64  2.079563969097371512e+00  2.079563969097371512e+00  2.078534114240771835e+00  1.619339142708790202e+00  1.590168820905346170e+00  1.581498341182729916e+00  1.581498341162792531e+00  1.581498341142846709e+00 
        65  2.251550615047094528e+00  2.251550615047094528e+00  2.250416032633509644e+00  1.751398386052642309e+00  1.719884836584174348e+00  1.710552378146382946e+00  1.710552378124940986e+00  1.710552378103490145e+00 
        66  2.435989075540557991e+00  2.435989075540557991e+00  2.434739159071806824e+00  1.892639214026004879e+00  1.858694306116390305e+00  1.848666140351045595e+00  1.848666140328020013e+00  1.848666140304985106e+00 
        67  2.633823156332783633e+00  2.633823156332783633e+00  2.632446265033084210e+00  2.043840886529999068e+00  2.007346090926252380e+00  1.996578338170323264e+00  1.996578338145607479e+00  1.996578338120881924e+00 
        68  2.846307044307702316e+00  2.846307044307702316e+00  2.844790398786440910e+00  2.206045881828633259e+00  2.166848123447099095e+00  2.155286419776565321e+00  2.155286419750026550e+00  2.155286419723477120e+00 
        69  3.075009928468262821e+00  3.075009928468262821e+00  3.073339483576340569e+00  2.380547252531245217e+00  2.338460974067230858e+00  2.326043466376698454e+00  2.326043466348187927e+00  2.326043466319665409e+00 
        70  3.321789878723646616e+00  3.321789878723646616e+00  3.319950179079637298e+00  2.568854251340197514e+00  2.523670291468294025e+00  2.510332957259352238e+00  2.510332957228718520e+00  2.510332957198071924e+00 
        71  3.588744402923845112e+00  3.588744402923845112e+00  3.586718428766960010e+00  2.772642781334407225e+00  2.724138759670831078e+00  2.709818341196628566e+00  2.709818341163723332e+00  2.709818341130804331e+00 
        72  3.878103582560252782e+00  3.878103582560252782e+00  3.875872593867619731e+00  2.993661087744755811e+00  2.941604305021423116e+00  2.926236422312387120e+00  2.926236422277061600e+00  2.926236422241721424e+00 
        73  4.192103121913851815e+00  4.192103121913851815e+00  4.189646509868474311e+00  3.233631148885077966e+00  3.177771092805091069e+00  3.161286059346955390e+00  3.161286059309055041e+00  3.161286059271139148e+00 
        74  4.532908778493228930e+00  4.532908778493228930e+00  4.530203930471940588e+00  3.494204953451124585e+00  3.434262441351104034e+00  3.416582259472968452e+00  3.416582259432330737e+00  3.416582259391676146e+00 
        75  4.902569457821459586e+00  4.902569457821459586e+00  4.899591634350298541e+00  3.776937317413644024e+00  3.712597475180186901e+00  3.693633844065179250e+00  3.693633844021625201e+00  3.693633843978052056e+00 
        76  5.302923983459067792e+00  5.302923983459067792e+00  5.299646201387145261e+00  4.083201555005332217e+00  4.014109155085038516e+00  3.993759534279410772e+00  3.993759534232729003e+00  3.993759534186027249e+00 
        77  5.735455302750092521e+00  5.735455302750092521e+00  5.731848221302160873e+00  4.414051296883497066e+00  4.339802985263403912e+00  4.317943873444449743e+00  4.317943873394370691e+00  4.317943873344272099e+00 
        78  6.201175137969044293e+00  6.201175137969044293e+00  6.197206946914995740e+00  4.770111204480821598e+00  4.690243600935047219e+00  4.666724729182814890e+00  4.666724729128997495e+00  4.666724729075157008e+00 
        79  6.700615928734076299e+00  6.700615928734076299e+00  6.696252234303005757e+00  5.151564915223539209e+00  5.065542603189492787e+00  5.040186135966328251e+00  5.040186135908351517e+00  5.040186135850350801e+00 
        80  7.233914802884408246e+00  7.233914802884408246e+00  7.229118499392188646e+00  5.558221382113393005e+00  5.465431176621706300e+00  5.438035771035234944e+00  5.438035770972613925e+00  5.438035770909966260e+00 
        81  7.800935785778563947e+00  7.800935785778563947e+00  7.795666897228875847e+00  5.989612124720568254e+00  5.889370166694829933e+00  5.859717666637912714e+00  5.859717666570117167e+00  5.859717666502292310e+00 
        82  8.401405006283411581e+00  8.401405006283411581e+00  8.395620484703531616e+00  6.445100936246299206e+00  6.336675452651451934e+00  6.304540262762189151e+00  6.304540262688664853e+00  6.304540262615110358e+00 
        83  9.035025541708394670e+00  9.035025541708394670e+00  9.028679014114368684e+00  6.923974266078629647e+00  6.806621189011307749e+00  6.771783184888974461e+00  6.771783184809177847e+00  6.771783184729348370e+00 
        84  9.701520075072171068e+00  9.701520075072171068e+00  9.694561538007096857e+00  7.425465311700720328e+00  7.298469489518084607e+00  7.260727739609349918e+00  7.260727739522779167e+00  7.260727739436171113e+00 
        85  1.040059591038489906e+01  1.040059591038489906e+01  1.039297137993922426e+01  7.948717229134220297e+00  7.811429953254670266e+00  7.770612792585188444e+00  7.770612792491401244e+00  7.770612792397575852e+00 
        86  1.113187895056594812e+01  1.113187895056594812e+01  1.112353008208088845e+01  8.492737170118813239e+00  8.344603553836904553e+00  8.300574671968348639e+00  8.300574671866993270e+00  8.300574671765593493e+00 
        87  1.189485313408050793e+01  1.189485313408050793e+01  1.188571682555141962e+01  9.056371562329616154e+00  8.896947995452340052e+00  8.849611451402438433e+00  8.849611451293265318e+00  8.849611451184044242e+00 
        88  1.268882703215043506e+01  1.268882703215043506e+01  1.267883502065902057e+01  9.638314897449923535e+00  9.467281436066549816e+00  9.416585898940157406e+00  9.416585898823036871e+00  9.416585898705868374e+00 
        89  1.351294245916099968e+01  1.351294245916099968e+01  1.350202091305316543e+01  1.023715809171369706e+01  1.005432895133065330e+01  1.000026807032422305e+01  1.000026807019915154e+01  1.000026807007402851e+01 
        90  1.436620389131653397e+01  1.436620389131653397e+01  1.435427299420281244e+01  1.085144703265982891e+01  1.065677625549583674e+01  1.059938331936196221e+01  1.059938331922903743e+01  1.059938331909605758e+01 
        91  1.524750768933034983e+01  1.524750768933034983e+01  1.523448120890926027e+01  1.147972630349551970e+01  1.127330212147505151e+01  1.121264088433021122e+01  1.121264088418960014e+01  1.121264088404893045e+01 
        92  1.615568351267421576e+01  1.615568351267421576e+01  1.614146834774495431e+01  1.212057903658694435e+01  1.190260444667435991e+01  1.183875922826987726e+01  1.183875922812178771e+01  1.183875922797363600e+01 
        93  1.708954034847468506e+01  1.708954034847468506e+01  1.707403604825190158e+01  1.277265489684417510e+01  1.254341941308936725e+01  1.247648654325801942e+01  1.247648654310267702e+01  1.247648654294726711e+01 
        94  1.804789068120711093e+01  1.804789068120711093e+01  1.803098893320448681e+01  1.343466710076754289e+01  1.319451758957220378e+01  1.312459978966471930e+01  1.312459978950234962e+01  1.312459978933991600e+01 
        95  1.902956305960599082e+01  1.902956305960599082e+01  1.901114714673960293e+01  1.410538103272128829e+01  1.385469841416836445e+01  1.378190331472151975e+01  1.378190331455236262e+01  1.378190331438313621e+01 
        96  2.003343905638390510e+01  2.003343905638390510e+01  2.001338328729485028e+01  1.478363548504328939e+01  1.452282279481095806e+01  1.444726516435115471e+01  1.444726516417546414e+01  1.444726516399970073e+01 
        97  2.105852150957846192e+01  2.105852150957846192e+01  2.103669062629507280e+01  1.546840109171208333e+01  1.519788406822278226e+01  1.511968950682630819e+01  1.511968950664437017e+01  1.511968950646235754e+01 
        98  2.210398859533211890e+01  2.210398859533211890e+01  2.208023716105178380e+01  1.615882943890604295e+01  1.587906402284425234e+01  1.579837149549157260e+01  1.579837149530370866e+01  1.579837149511577188e+01 
        99  2.316919525335470809e+01  2.316919525335470809e+01  2.314336702369648791e+01  1.685425659842780632e+01  1.656573593272217337e+01  1.648269770606979634e+01  1.648269770587637240e+01  1.648269770568286319e+01 
       100  2.425363903335725979e+01  2.425363903335725979e+01  2.422556631619178091e+01  1.755417730403095433e+01  1.725743382665250536e+01  1.717221304152957018e+01  1.717221304133096638e+01  1.717221304113228442e+01 
       101  2.535691188884332803e+01  2.535691188884332803e+01  2.532641489706541194e+01  1.825820605044647849e+01  1.795380668003622660e+01  1.786657373899422296e+01  1.786657373879085142e+01  1.786657373858739462e+01 
       102  2.647864101263953529e+01  2.647864101263953529e+01  2.644552721137101514e+01  1.896602640497980374e+01  1.865456052276907073e+01  1.856548881663866624e+01  1.856548881643093907e+01  1.856548881622311953e+01 
       103  2.761844686569533991e+01  2.761844686569533991e+01  2.758251031199411685e+01  1.967735817931264464e+01  1.935942059618482958e+01  1.926868124900284940e+01  1.926868124879117161e+01  1.926868124857941567e+01 
       104  2.877596108698395838e+01  2.877596108698395838e+01  2.873698175463147919e+01  2.039198164567735816e+01  2.006815483484325924e+01  1.997591131666299091e+01  1.997591131644776752e+01  1.997591131623245175e+01 
       105  2.995089301700427242e+01  2.995089301700427242e+01  2.990863609132604850e+01  2.110980031565135207e+01  2.078063980492967389e+01  2.068704415125603546e+01  2.068704415103763594e+01  2.068704415081914405e+01 
       106  3.114306900008225654e+01  3.114306900008225654e+01  3.109728412293628352e+01  2.183086560983829472e+01  2.149688990362902885e+01  2.140208045465974962e+01  2.140208045443850793e+01  2.140208045421717387e+01 
       107  3.235238903361001661e+01  3.235238903361001661e+01  3.230280948097519911e+01  2.255531646322289063e+01  2.221700058271769151e+01  2.212109978259122656e+01  2.212109978236744112e+01  2.212109978214356332e+01 
       108  3.357873570962858878e+01  3.357873570962858878e+01  3.352507749070189647e+01  2.328327761517330785e+01  2.294104801583220521e+01  2.284416025994931587e+01  2.284416025972323538e+01  2.284416025949706253e+01 
       109  3.482190773987721144e+01  3.482190773987721144e+01  3.476386860978235660e+01  2.401478932827548007e+01  2.366901806649940809e+01  2.357122912504638990e+01  2.357122912481821331e+01  2.357122912458993724e+01 
       110  3.608158560376563884e+01  3.608158560376563884e+01  3.601884397965418572e+01  2.474977227028509574e+01  2.440077093328649127e+01  2.430214944868631832e+01  2.430214944845619485e+01  2.430214944822597189e+01 
       111  3.735729758231461517e+01  3.735729758231461517e+01  3.728951135026424168e+01  2.548799684105129515e+01  2.513601410698837313e+01  2.503661399064392512e+01  2.503661399041198266e+01  2.503661399017993361e+01 
       112  3.864840733287947216e+01  3.864840733287947216e+01  3.857521253310125076e+01  2.622907945892792370e+01  2.587430652072167803e+01  2.577416972476194346e+01  2.577416972452827437e+01  2.577416972429450581e+01 
       113  3.995416361459958665e+01  3.995416361459958665e+01  3.987517299059204845e+01  2.697253901001784371e+01  2.661512333583999990e+01  2.651428348716561700e+01  2.651428348693031367e+01  2.651428348669490376e+01 
       114  4.127379069019168867e+01  4.127379069019168867e+01  4.118859208276548856e+01  2.771788322256487547e+01  2.735794573772139060e+01  2.725643162962853339e+01  2.725643162939166686e+01  2.725643162915469375e+01 
       115  4.260655801959523359e+01  4.260655801959523359e+01  4.251471258478756710e+01  2.846466522919069675e+01  2.810231358626922216e+01  2.800015032520574820e+01  2.800015032496736822e+01  2.800015032472889587e+01 
       116  4.395179991592190305e+01  4.395179991592190305e+01  4.385284015000277691e+01  2.921248914359644644e+01  2.884782343093921142e+01  2.874503170297444044e+01  2.874503170273459673e+01  2.874503170249465356e+01 
       117  4.530890608354486915e+01  4.530890608354486915e+01  4.520233364603689807e+01  2.996099017111638929e+01  2.959410391700434317e+01  2.949070104359656241e+01  2.949070104335526921e+01  2.949070104311388363e+01 
       118  4.667731809260127562e+01  4.667731809260127562e+01  4.656260142557799497e+01  3.070982486741150908e+01  3.034080711589802704e+01  3.023681182728187977e+01  3.023681182703916548e+01  3.023681182679635882e+01 
       119  4.805653831226079831e+01  4.805653831226079831e+01  4.793311005975029104e+01  3.145867919559482218e+01  3.108762122112168313e+01  3.098305943557918241e+01  3.098305943533509677e+01  3.098305943509091875e+01 
       120  4.944612197575511914e+01  4.944612197575511914e+01  4.931337621208472655e+01  3.220726757094526960e+01  3.183427329200919687e+01  3.172918127173616298e+01  3.172918127149079837e+01  3.172918127124532717e+01 
       121  5.084565211715232635e+01  5.084565211715232635e+01  5.070294139907596787e+01  3.295532365490567628e+01  3.258051976012676931e+01  3.247494446440744298e+01  3.247494446416089176e+01  3.247494446391424816e+01 
       122  5.225474986030034330e+01  5.225474986030034330e+01  5.210138212196133622e+01  3.370262880760878943e+01  3.332617127776798327e+01  3.322016966564765283e+01  3.322016966540007843e+01  3.322016966515239744e+01 
       123  5.367310758557038497e+01  5.367310758557038497e+01  5.350834289426473589e+01  3.444905363934584841e+01  3.407112925814919180e+01  3.396476636762811552e+01  3.396476636737967425e+01  3.396476636713112640e+01 
       124  5.510046198973047638e+01  5.510046198973047638e+01  5.492350917954659906e+01  3.519452930445781647e+01  3.481535063416006182e+01  3.470869510715101569e+01  3.470869510690187809e+01  3.470869510665263391e+01 
       125  5.653652307832715707e+01  5.653652307832715707e+01  5.634653628260199554e+01  3.593897601156531607e+01  3.555876896884394966e+01  3.545188698797671378e+01  3.545188698772703617e+01  3.545188698747725908e+01 
       126  5.798094410468228688e+01  5.798094410468228688e+01  5.777701920823950132e+01  3.668227358622230128e+01  3.630126122162744196e+01  3.619421206397910851e+01  3.619421206372904010e+01  3.619421206347886510e+01 
       127  5.943333127449120212e+01  5.943333127449120212e+01  5.921450229816407784e+01  3.742426413601579327e+01  3.704265281822443967e+01  3.693548776711042336e+01  3.693548776686008495e+01  3.693548776660963995e+01 
       128  6.089326781229056706e+01  6.089326781229056706e+01  6.065850323291230239e+01  3.816476593365653258e+01  3.778273683831869789e+01  3.767549971892905347e+01  3.767549971867853742e+01  3.767549971842792900e+01 
       129  6.236037837650599158e+01  6.236037837650599158e+01  6.210857737759436503e+01  3.890362651615271261e+01  3.852133270355385974e+01  3.841405991524928254e+01  3.841405991499869543e+01  3.841405991474800175e+01 
       130  6.383441304784523851e+01  6.383441304784523851e+01  6.356440168730485851e+01  3.964079557968491940e+01  3.925836488362567422e+01  3.915108575232407162e+01  3.915108575207346320e+01  3.915108575182275530e+01 
       131  6.531529034217491869e+01  6.531529034217491869e+01  6.502581761836199803e+01  4.037635052061135355e+01  3.999389187969043036e+01  3.988663079279692170e+01  3.988663079254636301e+01  3.988663079229569774e+01 
       132  6.680305687081053634e+01  6.680305687081053634e+01  6.649279067192794912e+01  4.111044222762804878e+01  4.072805163591683453e+01  4.062083059152279674e+01  4.062083059127233042e+01  4.062083059102175753e+01 
       133  6.829779187281596364e+01  6.829779187281596364e+01  6.796531480385434065e+01  4.184319714110496591e+01  4.146096188579249286e+01  4.135380133103395650e+01  4.135380133078361808e+01  4.135380133053318019e+01 
       134  6.979952482413582970e+01  6.979952482413582970e+01  6.944332991332343852e+01  4.257464371503242262e+01  4.219264397450629644e+01  4.208556275354338538e+01  4.208556275329321750e+01  4.208556275304294303e+01 
       135  7.130820465130869934e+01  7.130820465130869934e+01  7.092669093977386297e+01  4.330469641464613773e+01  4.292300359833303958e+01  4.281602004804538808e+01  4.281602004779543336e+01  4.281602004754536495e+01 
       136  7.282370452731237265e+01  7.282370452731237265e+01  7.241517254267596115e+01  4.403317512502763975e+01  4.365185054701264278e+01  4.354498393854738225e+01  4.354498393829768332e+01  4.354498393804787781e+01 
       137  7.434582092104861317e+01  7.434582092104861317e+01  7.390846803139748999e+01  4.475981489766193278e+01  4.437891289496111824e+01  4.427218311714775467e+01  4.427218311689836838e+01  4.427218311664888262e+01 
