      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00,      0.000000000000000000e+00
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.540377353928510330e-07,      2.797346499842393936e-05,      3.909074772643384994e-05,      4.731384503013732112e-05,      5.401733027901582825e-05,      5.980042131568842222e-05,      6.492824458425138358e-05,      6.955748123485147279e-05,      7.379079986354204182e-05,      7.773121197244814418e-05,      8.143241765914593152e-05,      8.143241765914593152e-05
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.866152085231038359e-06,      3.284699810632611900e-04,      4.567244660020633668e-04,      5.510938433976350463e-04,      6.277365141810379657e-04,      6.936813149713693272e-04,      7.520282014875034025e-04,      8.046045333098834473e-04,      8.525993652761330172e-04,      8.972139067379531711e-04,      9.390735679753932927e-04,      9.390735679753932927e-04
      0.000000000000000000e+00,      0.000000000000000000e+00,      9.562677333201929038e-06,      1.601728876866304139e-03,      2.209164034318325531e-03,      2.652214458980759609e-03,      3.009780660997724098e-03,      3.316063386157723156e-03,      3.586067167680638112e-03,      3.828600817155727344e-03,      4.049330119846592142e-03,      4.254044172046604622e-03,      4.445750589920235973e-03,      4.445750589920235973e-03
      0.000000000000000000e+00,      0.000000000000000000e+00,      2.981692154577013468e-05,      4.657342581589597741e-03,      6.348528196567996239e-03,      7.565782421552688652e-03,      8.538735793204367194e-03,      9.366408047016043514e-03,      1.009190538235239798e-02,      1.074038515585621668e-02,      1.132774992517414196e-02,      1.187052930505384796e-02,      1.237728155684555791e-02,      1.237728155684555791e-02
      0.000000000000000000e+00,      0.000000000000000000e+00,      7.030783590741273583e-05,      1.013491220056407689e-02,      1.362542270291310434e-02,      1.609691940143807495e-02,      1.804866482752560952e-02,      1.969458170845181030e-02,      2.112692449628795349e-02,      2.239916069509113525e-02,      2.354437283698355629e-02,      2.459769177385343411e-02,      2.557722233992285737e-02,      2.557722233992285737e-02
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.390119658337315425e-04,      1.836594595096418744e-02,      2.431562351185127813e-02,      2.844820604444985371e-02,      3.166514489083476630e-02,      3.434984462212677114e-02,      3.666585524315710970e-02,      3.870723079451680870e-02,      4.053071793931786043e-02,      4.219814211406248267e-02,      4.374117237102162492e-02,      4.374117237102162492e-02
      0.000000000000000000e+00,      0.000000000000000000e+00,      2.437127430391077410e-04,      2.935997934333521228e-02,      3.823459518475488816e-02,      4.426457457600928985e-02,      4.888055843141547729e-02,      5.268591689372967984e-02,      5.593484492921776963e-02,      5.877228622158918447e-02,      6.128316870475153388e-02,      6.356287909371546863e-02,      6.565989531893599851e-02,      6.565989531893599851e-02
      0.000000000000000000e+00,      0.000000000000000000e+00,      3.917478191674217359e-04,      4.286311395582164535e-02,      5.485461060104038222e-02,      6.280201582926280002e-02,      6.876957887053047891e-02,      7.361965465519058893e-02,      7.771043739256827676e-02,      8.124429895409038260e-02,      8.433586787206298618e-02,      8.711861903403475549e-02,      8.965970596440007989e-02,      8.965970596440007989e-02
      0.000000000000000000e+00,      0.000000000000000000e+00,      5.898808173137937757e-04,      5.844081219551530010e-02,      7.344841889086874132e-02,      8.312114712896875868e-02,      9.022587048881937355e-02,      9.590622679457182220e-02,      1.006296575704005714e-01,      1.046576531004291405e-01,      1.081326226189767564e-01,      1.112276783899717458e-01,      1.140287971533680139e-01,      1.140287971533680139e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      8.441313758968765858e-04,      7.554016070624079704e-02,      9.319301539899521591e-02,      1.042224906738678930e-01,      1.121228995173170484e-01,      1.183214894841715520e-01,      1.233909898169898156e-01,      1.276484029807138654e-01,      1.312586118559934401e-01,      1.344327125712495297e-01,      1.372738297029527099e-01,      1.372738297029527099e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.159409545656739978e-03,      9.350449863760501579e-02,      1.131967565253403502e-01,      1.250803294289092593e-01,      1.333510991928972544e-01,      1.397002464830253976e-01,      1.447921479714357196e-01,      1.489903502101133925e-01,      1.524738430964762692e-01,      1.554868547401631607e-01,      1.581462007273369830e-01,      1.581462007273369830e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.538975461723866974e-03,      1.115572093473083531e-01,      1.324777476702506951e-01,      1.446129114008728733e-01,      1.527782683464529723e-01,      1.588858900570464250e-01,      1.636683686848948716e-01,      1.675216027581157563e-01,      1.706277091626917375e-01,      1.732575336597040883e-01,      1.755751480631700945e-01,      1.755751480631700945e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.983950401402448122e-03,      1.288062456498260955e-01,      1.499692140169494314e-01,      1.616838997446275461e-01,      1.692446430270884983e-01,      1.747258097713829950e-01,      1.789428296382498118e-01,      1.822393021840190419e-01,      1.847901740661645753e-01,      1.868887635655733515e-01,      1.888790776564594487e-01,      1.888790776564594487e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      2.493134858216198776e-03,      1.443093225030145921e-01,      1.646070533125205126e-01,      1.752398743906296852e-01,      1.818015719930464180e-01,      1.863901522641195907e-01,      1.900396855536976293e-01,      1.927884664984462759e-01,      1.948028330094766780e-01,      1.963922889495987589e-01,      1.980586075113071054e-01,      1.980586075113071054e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      3.063216057221678900e-03,      1.571917030446303709e-01,      1.755642354379137182e-01,      1.847144459068285893e-01,      1.902679358809935550e-01,      1.939725495967701829e-01,      1.970451252353393745e-01,      1.992476238959999257e-01,      2.007363890246233185e-01,      2.018306916105323812e-01,      2.031591610136068982e-01,      2.031591610136068982e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      3.689236585506136448e-03,      1.667831697975655503e-01,      1.826633395413490846e-01,      1.903237816019063278e-01,      1.948691040328378032e-01,      1.977030307204809267e-01,      2.001795876394091567e-01,      2.018289174201374492e-01,      2.027955734507314312e-01,      2.034023027928877903e-01,      2.043777631749021384e-01,      2.043777631749021384e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      4.365101048025707246e-03,      1.728328035830279386e-01,      1.862278432623428737e-01,      1.924183972962729972e-01,      1.959603779433595760e-01,      1.979426429362324547e-01,      1.998143133609701638e-01,      2.009162206131742123e-01,      2.013824631425550071e-01,      2.015311194849976062e-01,      2.021726297386618187e-01,      2.021726297386618187e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      5.083942651602405861e-03,      1.756912293726342056e-01,      1.866648161677040840e-01,      1.914269984342036879e-01,      1.939936936478313112e-01,      1.951688472701515464e-01,      1.964688513154715654e-01,      1.970810017386498969e-01,      1.971373790903531709e-01,      1.969359770074811111e-01,      1.973460637656144212e-01,      1.973460637656144212e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      5.838311732364291282e-03,      1.757546831202670135e-01,      1.844037693628326480e-01,      1.878141368272202016e-01,      1.894802812024315164e-01,      1.899551721777340829e-01,      1.908112554716165643e-01,      1.910869570677731777e-01,      1.909035722130319190e-01,      1.905273498547786770e-01,      1.908694658905509267e-01,      1.908694658905509267e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      6.620280995958054832e-03,      1.734052085364532758e-01,      1.798689480982642586e-01,      1.820541905492969459e-01,      1.829810814805420682e-01,      1.829660445185295747e-01,      1.835879172938967296e-01,      1.837397351194482165e-01,      1.835283676371531614e-01,      1.831816244269525162e-01,      1.836391638058179065e-01,      1.836391638058179065e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      7.421593183892853836e-03,      1.690040964954430402e-01,      1.734777450964996026e-01,      1.746466808189480469e-01,      1.750990000169518612e-01,      1.748639325146543189e-01,      1.754912815321453823e-01,      1.757415832755910290e-01,      1.757096090320162396e-01,      1.755825961677006941e-01,      1.763136593223600668e-01,      1.763136593223600668e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      8.233969138063144955e-03,      1.629159483578262735e-01,      1.656747794553189712e-01,      1.661497886707968830e-01,      1.664430181355264216e-01,      1.662658681369617031e-01,      1.671158618157032316e-01,      1.676512797693163748e-01,      1.679618331383272156e-01,      1.681955734097177746e-01,      1.693000209689271285e-01,      1.693000209689271285e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      9.049681576138805458e-03,      1.555494315939796590e-01,      1.570060914539176677e-01,      1.571915943024247420e-01,      1.576426637866796265e-01,      1.577708162128494684e-01,      1.590063015955334724e-01,      1.599533823996391879e-01,      1.607064392353918236e-01,      1.613782870267297109e-01,      1.628911790814186467e-01,      1.628911790814186467e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      9.862361063151595109e-03,      1.474049405682381908e-01,      1.481557969513831174e-01,      1.485013937246018600e-01,      1.494033234584993264e-01,      1.500413274254220608e-01,      1.517729039928885360e-01,      1.532048660603855528e-01,      1.544471271000168733e-01,      1.555832559309491270e-01,      1.574962520540061084e-01,      1.574962520540061084e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.066778618076283901e-02,      1.391193641838552320e-01,      1.399438151265584018e-01,      1.409236175413352277e-01,      1.425493438223226772e-01,      1.438724058932882299e-01,      1.461867693041549177e-01,      1.481528114348215353e-01,      1.499070447726673638e-01,      1.515118125591897735e-01,      1.538064432311552487e-01,      1.538064432311552487e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.146435107299189314e-02,      1.314654573140326688e-01,      1.332695439865775044e-01,      1.353728885853730524e-01,      1.379920208173964769e-01,      1.401673357352591909e-01,      1.431557205213678241e-01,      1.457082162210914245e-01,      1.479986777726194358e-01,      1.500785310421976770e-01,      1.527477907814154823e-01,      1.527477907814154823e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.225305357287436933e-02,      1.252587901488596556e-01,      1.290039849927312465e-01,      1.327200360087888442e-01,      1.366013683526542677e-01,      1.397923513611355473e-01,      1.435531925758376792e-01,      1.467498375341414751e-01,      1.496036104816114154e-01,      1.521675667890470818e-01,      1.552115549473645495e-01,      1.552115549473645495e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.303705813129143500e-02,      1.212288051117678261e-01,      1.278490946235125714e-01,      1.336278148123649923e-01,      1.390092433890160739e-01,      1.433487103866792067e-01,      1.479570009226439942e-01,      1.518329592472256462e-01,      1.552544629197873116e-01,      1.582900712839099000e-01,      1.616885963139733651e-01,      1.616885963139733651e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.382100989644390911e-02,      1.198974160886345924e-01,      1.302019903467582784e-01,      1.383872663358650668e-01,      1.454160790209006182e-01,      1.509551803271618198e-01,      1.564118713596541477e-01,      1.609358247173554579e-01,      1.648684488029437123e-01,      1.683071848261761816e-01,      1.719857147487268978e-01,      1.719857147487268978e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.461025182111384650e-02,      1.215352164565499243e-01,      1.360980447808091409e-01,      1.468445967251841566e-01,      1.555079928867143246e-01,      1.621618214713693162e-01,      1.683472472119127983e-01,      1.733833777181823244e-01,      1.776782154932891600e-01,      1.813687410248525089e-01,      1.851758285802829751e-01,      1.851758285802829751e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.541000441398006522e-02,      1.261345603683464156e-01,      1.451801941183626654e-01,      1.583751843441877638e-01,      1.684465471903012213e-01,      1.759587118774394998e-01,      1.826101014167079983e-01,      1.879028854262732584e-01,      1.923088338095218786e-01,      1.960104288622032676e-01,      1.997153973268697980e-01,      1.997153973268697980e-01
      0.000000000000000000e+00,      0.000000000000000000e+00,      1.622453999436441335e-02,      1.332730098699114463e-01,      1.565772384767154246e-01,      1.717911804770703155e-01,      1.828126460892633975e-01,      1.907529131047078219e-01,      1.974727882525809108e-01,      2.026590662620008643e-01,      2.068372249116146311e-01,      2.102352850252922067e-01,      2.135467318530492598e-01,      2.135467318530492598e-01
