 ,target,realshape,error,dwelltime,unit
0,       1967.671615586256621100,       1963.080148303931309783,          4.591467282325311317,      38281.306566869199741632,          0.000000000000000000
1,       1920.974940547305322980,       1920.215963860806823504,          0.758976686498499475,      37296.639716309633513447,          0.000000000000000000
2,       1875.242140409289959280,       1876.944154188373431680,         -1.702013779083472400,      36549.240251390219782479,          0.000000000000000000
3,       1830.911296435545182248,       1833.706117653710407467,         -2.794821218165225218,      35976.378962534377933480,          0.000000000000000000
4,       1788.123634755974080690,       1790.897214067528693704,         -2.773579311554613014,      35487.473861511178256478,          0.000000000000000000
5,       1746.817890343795170338,       1748.839743678744071076,         -2.021853334948900738,      34976.587280695712252054,          0.000000000000000000
6,       1706.831556283493910087,       1707.765955019355942568,         -0.934398735862032481,      34341.715031784973689355,          0.000000000000000000
7,       1667.971571482640911199,       1667.813524535216856748,          0.158046947424054451,      33503.628803659230470657,          0.000000000000000000
8,       1630.059169808175056460,       1629.032260989205497026,          1.026908818969559434,      32418.531956517410435481,          0.000000000000000000
9,       1592.952414333561591775,       1591.398560280654692178,          1.553854052906899597,      31098.192230501277663279,          0.000000000000000000
10,       1556.549666703775073984,       1554.833825084245290782,          1.715841619529783202,      29636.504451252403669059,          0.000000000000000000
11,       1520.782523638968314117,       1519.224190128998998262,          1.558333509969315855,      28211.522411494090192718,          0.000000000000000000
12,       1485.607511238146571486,       1484.438424269058032223,          1.169086969088539263,      27043.052194875748682534,          0.000000000000000000
13,       1451.000899057926744717,       1450.342936328276664426,          0.657962729650080291,      26319.210844456105405698,          0.000000000000000000
14,       1416.954708413178423143,       1416.827947787141965819,          0.126760626036457325,      26123.421106284265988506,          0.000000000000000000
15,       1383.470148076897658029,       1383.809686569047471494,         -0.339538492149813464,      26396.897513746946060564,          0.000000000000000000
16,       1350.549876056762059306,       1351.233944572099517245,         -0.684068515337457939,      26953.228615533585980302,          0.000000000000000000
17,       1318.193098461617410067,       1319.073487061871446713,         -0.880388600254036646,      27535.885802050077472813,          0.000000000000000000
18,       1286.394549091786984718,       1287.324793035066250013,         -0.930243943279265295,      27896.652374584045901429,          0.000000000000000000
19,       1255.146057603540839409,       1256.002813953235772715,         -0.856756349694933306,      27864.072982426976523129,          0.000000000000000000
20,       1224.439627309267734745,       1225.135123779085006390,         -0.695496469817271645,      27373.542795623296115082,          0.000000000000000000
21,       1194.270240354652742099,       1194.755524230703713329,         -0.485283876050971230,      26453.443034373056434561,          0.000000000000000000
