     Count               Iteration-1               Iteration-2          Iteration-100000          Iteration-200000          Iteration-300000          Iteration-400000          Iteration-500000          Iteration-500001 
         0  0.000000000000000000e+00 -4.410076844831360177e+02  2.713854401161916030e+01  2.039765083565907844e+01  1.716938031009294718e+01  1.509066033016733854e+01  1.364133031586970901e+01  1.364131805763418015e+01 
         1  0.000000000000000000e+00 -4.586440963314103101e+02  1.876229864963443106e+01  1.323368277674171622e+01  1.069428062979977767e+01  9.093847952160103887e+00  7.999217185765701288e+00  7.999208024321887933e+00 
         2  0.000000000000000000e+00 -4.750428854966598919e+02  1.143755886092003493e+01  7.071547090068179386e+00  5.180558871845732938e+00  4.025191439847731090e+00  3.257268831544024579e+00  3.257262508046096627e+00 
         3  0.000000000000000000e+00 -4.899195350059858356e+02  5.406150641875683505e+00  2.141968157284736662e+00  8.525028075828231522e-01  1.045799824332789285e-01 -3.678322158680202847e-01 -3.678359880218522449e-01 
         4  0.000000000000000000e+00 -5.032012907916337099e+02  6.972045028978754999e-01 -1.536311781772838003e+00 -2.276842106572530611e+00 -2.658647911224306881e+00 -2.869316022137809341e+00 -2.869317551192580140e+00 
         5  0.000000000000000000e+00 -5.149538875238376932e+02 -2.798668063088371127e+00 -4.081994527387905691e+00 -4.330904921517685580e+00 -4.390773076890127413e+00 -4.375270496360826655e+00 -4.375270104997980525e+00 
         6  0.000000000000000000e+00 -5.253113303261629881e+02 -5.258273269380424608e+00 -5.679816267534533836e+00 -5.498001206907247251e+00 -5.281992135970995150e+00 -5.076859121801135188e+00 -5.076857139285039011e+00 
         7  0.000000000000000000e+00 -5.344283135356336061e+02 -6.877421429642708972e+00 -6.531891387887299061e+00 -5.982556919630496850e+00 -5.537577931689156685e+00 -5.179449837122774625e+00 -5.179446591224404983e+00 
         8  0.000000000000000000e+00 -5.424478678638424753e+02 -7.837818697580132721e+00 -6.824435068097955082e+00 -5.971772223486823350e+00 -5.344532385438469646e+00 -4.869282408272283647e+00 -4.869278217427108757e+00 
         9  0.000000000000000000e+00 -5.494856403817207138e+02 -8.290699730318920047e+00 -6.711309670913124137e+00 -5.619174290842693154e+00 -4.855182202304604289e+00 -4.297124611232447933e+00 -4.297119777378611616e+00 
