Read the target shape in
 ./files/input/20190331ResidueMirrorAndCyl_MA-0.05mmMT-0.002Offset450nm.txt
Read the unit sputter yield in
 ./files/input/20190331SputerYieldon20190331.txt

                                       
    Iterative Deconvolution Started   
***************************************

The number of entries
  # Target   :    4400
  # Unit     :    2285
  # 1/2 Unit :    1142
  # All      :    8970
The number of threads
  # Total    :       4
  # Thread   :       1
  # Thread   :       3
  # Thread   :       0
  # Thread   :       2
Computation time for initialization:    0.0042

Have memorized arrays 1 times
loop:    119200, alpha:   10.5000, rms:    1.4899
loop:    119600, alpha:   10.5000, rms:    1.4893
Have memorized arrays 13 times
loop:    120000, alpha:   10.5000, rms:    1.4888
loop:    120400, alpha:   10.5000, rms:    1.4882
loop:    120800, alpha:   10.5000, rms:    1.4877
loop:    121200, alpha:   10.5000, rms:    1.4871
loop:    121600, alpha:   10.5000, rms:    1.4866
loop:    122000, alpha:   10.5000, rms:    1.4860
loop:    122400, alpha:   10.5000, rms:    1.4855
loop:    122800, alpha:   10.5000, rms:    1.4850
loop:    123200, alpha:   10.5000, rms:    1.4844
loop:    123600, alpha:   10.5000, rms:    1.4839
loop:    124000, alpha:   10.5000, rms:    1.4834
loop:    124400, alpha:   10.5000, rms:    1.4829
loop:    124800, alpha:   10.5000, rms:    1.4824
loop:    125200, alpha:   10.5000, rms:    1.4819
loop:    125600, alpha:   10.5000, rms:    1.4814
loop:    126000, alpha:   10.5000, rms:    1.4809
loop:    126400, alpha:   10.5000, rms:    1.4804
loop:    126800, alpha:   10.5000, rms:    1.4799
loop:    127200, alpha:   10.5000, rms:    1.4794
loop:    127600, alpha:   10.5000, rms:    1.4789
loop:    128000, alpha:   10.5000, rms:    1.4784
loop:    128400, alpha:   10.5000, rms:    1.4780
loop:    128800, alpha:   10.5000, rms:    1.4775
loop:    129200, alpha:   10.5000, rms:    1.4770
loop:    129600, alpha:   10.5000, rms:    1.4766
Have memorized arrays 14 times
loop:    130000, alpha:   10.5000, rms:    1.4761
loop:    130400, alpha:   10.5000, rms:    1.4756
loop:    130800, alpha:   10.5000, rms:    1.4752
loop:    131200, alpha:   10.5000, rms:    1.4747
loop:    131600, alpha:   10.5000, rms:    1.4743
loop:    132000, alpha:   10.5000, rms:    1.4738
loop:    132400, alpha:   10.5000, rms:    1.4734
loop:    132800, alpha:   10.5000, rms:    1.4730
loop:    133200, alpha:   10.5000, rms:    1.4725
loop:    133600, alpha:   10.5000, rms:    1.4721
loop:    134000, alpha:   10.5000, rms:    1.4717
