     Count               Iteration-1           Iteration-10000           Iteration-20000           Iteration-30000           Iteration-40000           Iteration-50000           Iteration-60000           Iteration-70000           Iteration-80000           Iteration-90000          Iteration-100000          Iteration-110000          Iteration-120000          Iteration-130000          Iteration-140000          Iteration-150000          Iteration-160000          Iteration-170000          Iteration-180000          Iteration-190000          Iteration-200000          Iteration-200001 
         0  0.000000000000000000e+00 -6.852174284353623079e+00 -6.678846245138004178e+00 -6.726574665170460321e+00 -6.658302356769041808e+00 -6.560383361928529666e+00 -6.465541748593267357e+00 -6.370699813660678501e+00 -6.275665794189706048e+00 -6.178198409947071923e+00 -6.080124643816986918e+00 -5.988535712334510208e+00 -5.922154771603345580e+00 -5.871176467047916958e+00 -5.823311897967016648e+00 -5.775343234384052948e+00 -5.732431947985730858e+00 -5.693744344685683245e+00 -5.657504331148402343e+00 -5.623954738751166360e+00 -5.592155417659597560e+00 -5.592152485103099480e+00 
         1  0.000000000000000000e+00 -6.476739147334882318e+00 -6.303797726537538892e+00 -6.350493832119695981e+00 -6.280710722183954431e+00 -6.181873443484789732e+00 -6.086329592094841701e+00 -5.991037258445146563e+00 -5.895948412373570591e+00 -5.798702234534431454e+00 -5.701025674496548845e+00 -5.609913989387791844e+00 -5.544040345814750026e+00 -5.493468611461338469e+00 -5.445986047243280836e+00 -5.398371125589505937e+00 -5.355785889408224421e+00 -5.317407788025832360e+00 -5.281475303104173236e+00 -5.248221057954765456e+00 -5.216705714737884136e+00 -5.216702809935014784e+00 
         2  0.000000000000000000e+00 -6.194042863468069982e+00 -6.021529583341049374e+00 -6.067219532765506074e+00 -5.995951096157313032e+00 -5.896217130896218350e+00 -5.799989483786930577e+00 -5.704264223665973077e+00 -5.609139820018810951e+00 -5.512135383773966169e+00 -5.414878039513951080e+00 -5.324266685674388100e+00 -5.258923558440983470e+00 -5.208781058022736943e+00 -5.161703474046476003e+00 -5.114465549992644355e+00 -5.072229497452184432e+00 -5.034181882088830662e+00 -4.998563647042232105e+00 -4.965611216953391249e+00 -4.934386108347297295e+00 -4.934383231908782363e+00 
         3  0.000000000000000000e+00 -5.992567155780307075e+00 -5.820524116719752783e+00 -5.865234173536833850e+00 -5.792506338038606373e+00 -5.691897590552855490e+00 -5.595004804258621789e+00 -5.498864222161500948e+00 -5.403723564798610823e+00 -5.306981128290686911e+00 -5.210164986067809423e+00 -5.120076963591799313e+00 -5.055287393201695068e+00 -5.005596703889807486e+00 -4.958946912801309281e+00 -4.912109036699803255e+00 -4.870243739605996325e+00 -4.832532496076680673e+00 -4.797234192550433818e+00 -4.764589001307314220e+00 -4.733659261721385292e+00 -4.733656414145713143e+00 
         4  0.000000000000000000e+00 -5.860795104651856491e+00 -5.689264979310905801e+00 -5.733021505704329002e+00 -5.658860647787662401e+00 -5.557399325591006800e+00 -5.459860265764120868e+00 -5.363322099180322766e+00 -5.268184307271724265e+00 -5.171724115020737145e+00 -5.075371081106368365e+00 -4.985829294813640900e+00 -4.921616205815581679e+00 -4.872399735976330248e+00 -4.826200401863161460e+00 -4.779785424993576726e+00 -4.738296723650933018e+00 -4.700926668330708935e+00 -4.665952881782345685e+00 -4.633619217574590721e+00 -4.602988932532696253e+00 -4.602986114212114899e+00 
         5  0.000000000000000000e+00 -5.787209864227804701e+00 -5.616235945018843267e+00 -5.659065421637933468e+00 -5.583498384495527489e+00 -5.481207034007752554e+00 -5.383040787048400944e+00 -5.286122952492348759e+00 -5.191006969814793592e+00 -5.094849301144563469e+00 -4.998981247652210413e+00 -4.910008530602283372e+00 -4.846394760440546179e+00 -4.797674800169261289e+00 -4.751948420397411610e+00 -4.705965063803830617e+00 -4.664856901519101484e+00 -4.627831792647384646e+00 -4.593186001941262475e+00 -4.561167132987321793e+00 -4.530839325505411352e+00 -4.530836536726411623e+00 
         6  0.000000000000000000e+00 -5.760294583107452127e+00 -5.589920957903188992e+00 -5.631850042894996022e+00 -5.554904204029639914e+00 -5.451805749896948328e+00 -5.353031716087400582e+00 -5.255752349565199211e+00 -5.160677047445290100e+00 -5.064842274841964809e+00 -4.969481090209399099e+00 -4.881100279003987907e+00 -4.818108627638451935e+00 -4.769907379620178745e+00 -4.724666916160913388e+00 -4.679118232964924573e+00 -4.638393566157049008e+00 -4.601716116277145829e+00 -4.567400837598142971e+00 -4.535699016414298512e+00 -4.505675688686267222e+00 -4.505672929632652313e+00 
         7  0.000000000000000000e+00 -5.768532387182318644e+00 -5.598804017629674945e+00 -5.639859629406458907e+00 -5.561562992948751116e+00 -5.457680841849395392e+00 -5.358318811198643061e+00 -5.260696358643514259e+00 -5.165680664204700179e+00 -5.070189299918439474e+00 -4.975356999878499664e+00 -4.887591001531546908e+00 -4.825244343851238682e+00 -4.777580669210550468e+00 -4.732828173578951692e+00 -4.687716284086633323e+00 -4.647377098603982404e+00 -4.611049165116696713e+00 -4.577065988010048159e+00 -4.545682531151015837e+00 -4.515964707995323124e+00 -4.515961978752841333e+00 
         8  0.000000000000000000e+00 -5.800406694186619916e+00 -5.631368992349507607e+00 -5.671578956014627693e+00 -5.591960269015658014e+00 -5.487318427343382155e+00 -5.387388697341577881e+00 -5.289441975582036548e+00 -5.194505051938278939e+00 -5.099377899194394104e+00 -5.005096754390791602e+00 -4.917968684870999141e+00 -4.856290007589961988e+00 -4.809169430762153752e+00 -4.764906153019211388e+00 -4.720232326024529357e+00 -4.680279833063707429e+00 -4.644302434129031099e+00 -4.610652137668324713e+00 -4.579587505192165509e+00 -4.550175404365120357e+00 -4.550172704939541291e+00 
         9  0.000000000000000000e+00 -5.844400736605734892e+00 -5.676099602185104231e+00 -5.715492879610195587e+00 -5.634581771756330681e+00 -5.529204986019379930e+00 -5.428728500874171914e+00 -5.330476765223949087e+00 -5.235638268487861069e+00 -5.140896536970586794e+00 -5.047189207317359205e+00 -4.960722526690631184e+00 -4.899726696307340035e+00 -4.853149797778002039e+00 -4.809376301189189462e+00 -4.765141160075614835e+00 -4.725575896445917579e+00 -4.689949361079271739e+00 -4.656631967967967967e+00 -4.625885946947789762e+00 -4.596779108502317968e+00 -4.596776438831426503e+00 
        10  0.000000000000000000e+00 -5.888998084633271901e+00 -5.721480130474844827e+00 -5.760086895414929131e+00 -5.677914027890693660e+00 -5.571827951416821634e+00 -5.470826444727663329e+00 -5.372289582556277310e+00 -5.277569812988872400e+00 -5.183235303949828676e+00 -5.090124990603641209e+00 -5.004343658830919139e+00 -4.944033215940237369e+00 -4.898000036120663481e+00 -4.854716369354918015e+00 -4.810920043300654925e+00 -4.771742016651046470e+00 -4.736466100261623069e+00 -4.703481142387261116e+00 -4.673052975878789539e+00 -4.644250371667510535e+00 -4.644247731631111265e+00 
        11  0.000000000000000000e+00 -5.922683655270162717e+00 -5.755996437076902339e+00 -5.793848176408886275e+00 -5.710445420995796439e+00 -5.603676764927030263e+00 -5.502172964589163939e+00 -5.403371676749401331e+00 -5.308791742565063032e+00 -5.214887050524197321e+00 -5.122397659527194946e+00 -5.037316493122290240e+00 -4.977691551546172377e+00 -4.932201754971544005e+00 -4.889407630020940587e+00 -4.846049901850733477e+00 -4.807258731351993220e+00 -4.772332872477818455e+00 -4.739679511812056489e+00 -4.709568066608966319e+00 -4.681068250750939796e+00 -4.681065640186631072e+00 
        12  0.000000000000000000e+00 -5.934033707660290702e+00 -5.768225952019719216e+00 -5.805355585777903116e+00 -5.720756205984031340e+00 -5.613332932074484916e+00 -5.511350725232944114e+00 -5.412306737302714055e+00 -5.317888734650296101e+00 -5.224437407848228077e+00 -5.132593740461629750e+00 -5.048216447806339602e+00 -4.989276950658535270e+00 -4.944330065088905712e+00 -4.902025024657717722e+00 -4.859105437836632291e+00 -4.820700602779027122e+00 -4.786124076627487511e+00 -4.753801284512832126e+00 -4.724005181547710208e+00 -4.695806530421037905e+00 -4.695803949149677692e+00 
        13  0.000000000000000000e+00 -5.917163166753141468e+00 -5.752284934786246140e+00 -5.788726998740571617e+00 -5.702965827516266017e+00 -5.594917327479095093e+00 -5.492481940079414926e+00 -5.393218181933150390e+00 -5.298985409462858343e+00 -5.206012135013281750e+00 -5.114832504941489333e+00 -5.031159421086272232e+00 -4.972905294064389636e+00 -4.928500899931748336e+00 -4.886684467480392868e+00 -4.844202600017126770e+00 -4.806183573988789703e+00 -4.771955621386439361e+00 -4.739962323166025726e+00 -4.710480229967089372e+00 -4.682581105744816341e+00 -4.682578553585557302e+00 
        14  0.000000000000000000e+00 -5.874838802311330710e+00 -5.710941643341698182e+00 -5.746732467168442327e+00 -5.659846076566680040e+00 -5.551203342570772747e+00 -5.448341508842645453e+00 -5.348882337260306485e+00 -5.254859464035860128e+00 -5.162390195919272173e+00 -5.071883238542966410e+00 -4.988914870125483958e+00 -4.931346258295974394e+00 -4.887484111741457582e+00 -4.846156006282228645e+00 -4.804111633927874436e+00 -4.766478063579597801e+00 -4.732598053450942643e+00 -4.700933366727269913e+00 -4.671764087083147388e+00 -4.644163020794792374e+00 -4.644160497581992786e+00 
