     Count            Initial values               Iteration-1               Iteration-2          Iteration-100000          Iteration-200000          Iteration-300000          Iteration-400000          Iteration-500001 
        15  2.147144363241750009e-02  2.147144363241750009e-02  2.147265801774517549e-02  2.147144363241750009e-02  2.147144363241750009e-02  2.147144363241750009e-02  2.147144363241750009e-02  2.147144363241750009e-02 
        16  2.461496340846449499e-02  2.461496340846449499e-02  2.461643300662547107e-02  2.461496340846449499e-02  2.461496340846449499e-02  2.461496340846449499e-02  2.461496340846449499e-02  2.461496340846449499e-02 
        17  2.809708525854149458e-02  2.809708525854149458e-02  2.809884675700028561e-02  2.809708525854149458e-02  2.809708525854149458e-02  2.809708525854149458e-02  2.809708525854149458e-02  2.809708525854149458e-02 
        18  3.192771086868599617e-02  3.192771086868599617e-02  3.192980730548503759e-02  3.192771086868599617e-02  3.192771086868599617e-02  3.192771086868599617e-02  3.192771086868599617e-02  3.192771086868599617e-02 
        19  3.608442301205849745e-02  3.608442301205849745e-02  3.608690484209155225e-02  3.608442301205849745e-02  3.608442301205849745e-02  3.608442301205849745e-02  3.608442301205849745e-02  3.608442301205849745e-02 
        20  4.054940150306700353e-02  4.054940150306700353e-02  4.055232639226143826e-02  4.054940150306700353e-02  4.054940150306700353e-02  4.054940150306700353e-02  4.054940150306700353e-02  4.054940150306700353e-02 
        21  4.533456874816499393e-02  4.533456874816499393e-02  4.533800135933951231e-02  4.533456874816499393e-02  4.533456874816499393e-02  4.533456874816499393e-02  4.533456874816499393e-02  4.533456874816499393e-02 
        22  5.048960490454350303e-02  5.048960490454350303e-02  5.049361762309249185e-02  5.048960490454350303e-02  5.048960490454350303e-02  5.048960490454350303e-02  5.048960490454350303e-02  5.048960490454350303e-02 
        23  5.608734409234650276e-02  5.608734409234650276e-02  5.609201901247853894e-02  5.608734409234650276e-02  5.608734409234650276e-02  5.608734409234650276e-02  5.608734409234650276e-02  5.608734409234650276e-02 
        24  6.219067612960800517e-02  6.219067612960800517e-02  6.219610774997064856e-02  6.219067612960800517e-02  6.219067612960800517e-02  6.219067612960800517e-02  6.219067612960800517e-02  6.219067612960800517e-02 
        25  6.883315232977352260e-02  6.883315232977352260e-02  6.883944977349301664e-02  6.883315232977352260e-02  6.883315232977352260e-02  6.883315232977352260e-02  6.883315232977352260e-02  6.883315232977352260e-02 
        26  7.602146020904702872e-02  7.602146020904702872e-02  7.602874830439777798e-02  7.602146020904702872e-02  7.602146020904702872e-02  7.602146020904702872e-02  7.602146020904702872e-02  7.602146020904702872e-02 
        27  8.372517385899452824e-02  8.372517385899452824e-02  8.373359328795527967e-02  8.372517385899452824e-02  8.372517385899452824e-02  8.372517385899452824e-02  8.372517385899452824e-02  8.372517385899452824e-02 
        28  9.184936978281602049e-02  9.184936978281602049e-02  9.185907634307155512e-02  9.184936978281602049e-02  9.184936978281602049e-02  9.184936978281602049e-02  9.184936978281602049e-02  9.184936978281602049e-02 
        29  1.002412361926425244e-01  1.002412361926425244e-01  1.002523988364448643e-01  1.002412361926425244e-01  1.002412361926425244e-01  1.002412361926425244e-01  1.002412361926425244e-01  1.002412361926425244e-01 
        30  1.087578802731675176e-01  1.087578802731675176e-01  1.087706785399529252e-01  1.087578802731675176e-01  1.087578802731675176e-01  1.087578802731675176e-01  1.087578802731675176e-01  1.087578802731675176e-01 
        31  1.173433160745195186e-01  1.173433160745195186e-01  1.173579390720812798e-01  1.173433160745195186e-01  1.173433160745195186e-01  1.173433160745195186e-01  1.173433160745195186e-01  1.173433160745195186e-01 
        32  1.260410216896320212e-01  1.260410216896320212e-01  1.260576706408697845e-01  1.260410216896320212e-01  1.260410216896320212e-01  1.260410216896320212e-01  1.260410216896320212e-01  1.260410216896320212e-01 
        33  1.349343268549904884e-01  1.349343268549904884e-01  1.349532209530115434e-01  1.349343268549904884e-01  1.349343268549904884e-01  1.349343268549904884e-01  1.349343268549904884e-01  1.349343268549904884e-01 
        34  1.440809662527735013e-01  1.440809662527735013e-01  1.441023492726799526e-01  1.440809662527735013e-01  1.440809662527735013e-01  1.440809662527735013e-01  1.440809662527735013e-01  1.440809662527735013e-01 
        35  1.535116447144589946e-01  1.535116447144589946e-01  1.535357897829863205e-01  1.535116447144589946e-01  1.535116447144589946e-01  1.535116447144589946e-01  1.535116447144589946e-01  1.535116447144589946e-01 
        36  1.632837719056394743e-01  1.632837719056394743e-01  1.633109840677374192e-01  1.632837719056394743e-01  1.632837719056394743e-01  1.632837719056394743e-01  1.632837719056394743e-01  1.632837719056394743e-01 
        37  1.735164526859084566e-01  1.735164526859084566e-01  1.735470709269084089e-01  1.735164526859084566e-01  1.735164526859084566e-01  1.735164526859084566e-01  1.735164526859084566e-01  1.735164526859084566e-01 
        38  1.843742663398109660e-01  1.843742663398109660e-01  1.844086664300562117e-01  1.843742663398109660e-01  1.843742663398109660e-01  1.843742663398109660e-01  1.843742663398109660e-01  1.843742663398109660e-01 
        39  1.960443334132259408e-01  1.960443334132259408e-01  1.960829314714280236e-01  1.960443334132259408e-01  1.960443334132259408e-01  1.960443334132259408e-01  1.960443334132259408e-01  1.960443334132259408e-01 
        40  2.087431423333154512e-01  2.087431423333154512e-01  2.087863986368026226e-01  2.087431423333154512e-01  2.087431423333154512e-01  2.087431423333154512e-01  2.087431423333154512e-01  2.087431423333154512e-01 
        41  2.227285971634544448e-01  2.227285971634544448e-01  2.227770203802045268e-01  2.227285971634544448e-01  2.227285971634544448e-01  2.227285971634544448e-01  2.227285971634544448e-01  2.227285971634544448e-01 
        42  2.382872344241939166e-01  2.382872344241939166e-01  2.383413865196166714e-01  2.382872344241939166e-01  2.382872344241939166e-01  2.382872344241939166e-01  2.382872344241939166e-01  2.382872344241939166e-01 
        43  2.557144345960244425e-01  2.557144345960244425e-01  2.557749360728231447e-01  2.557144345960244425e-01  2.557144345960244425e-01  2.557144345960244425e-01  2.557144345960244425e-01  2.557144345960244425e-01 
        44  2.753282428216830557e-01  2.753282428216830557e-01  2.753957779137411466e-01  2.753282428216830557e-01  2.753282428216830557e-01  2.753282428216830557e-01  2.753282428216830557e-01  2.753282428216830557e-01 
        45  2.975108399092771250e-01  2.975108399092771250e-01  2.975861623367095365e-01  2.975108399092771250e-01  2.975108399092771250e-01  2.975108399092771250e-01  2.975108399092771250e-01  2.975108399092771250e-01 
        46  3.227118375912316761e-01  3.227118375912316761e-01  3.227957781442390983e-01  3.227118375912316761e-01  3.227118375912316761e-01  3.227118375912316761e-01  3.227118375912316761e-01  3.227118375912316761e-01 
        47  3.513834773997136507e-01  3.513834773997136507e-01  3.514769534292153108e-01  3.513834773997136507e-01  3.513834773997136507e-01  3.513834773997136507e-01  3.513834773997136507e-01  3.513834773997136507e-01 
        48  3.839034581668921975e-01  3.839034581668921975e-01  3.840074832406730754e-01  3.839034581668921975e-01  3.839034581668921975e-01  3.839034581668921975e-01  3.839034581668921975e-01  3.839034581668921975e-01 
        49  4.205310585684631786e-01  4.205310585684631786e-01  4.206467505049159006e-01  4.205310585684631786e-01  4.205310585684631786e-01  4.205310585684631786e-01  4.205310585684631786e-01  4.205310585684631786e-01 
        50  4.613899698219031675e-01  4.613899698219031675e-01  4.615185565457262662e-01  4.613899698219031675e-01  4.613899698219031675e-01  4.613899698219031675e-01  4.613899698219031675e-01  4.613899698219031675e-01 
        51  5.064869141642610595e-01  5.064869141642610595e-01  5.066297377737577490e-01  5.064869141642610595e-01  5.064869141642610595e-01  5.064869141642610595e-01  5.064869141642610595e-01  5.064869141642610595e-01 
        52  5.557754434532219401e-01  5.557754434532219401e-01  5.559339640018002848e-01  5.557754434532219401e-01  5.557754434532219401e-01  5.557754434532219401e-01  5.557754434532219401e-01  5.557754434532219401e-01 
        53  6.092277619903724295e-01  6.092277619903724295e-01  6.094035636395618294e-01  6.092277619903724295e-01  6.092277619903724295e-01  6.092277619903724295e-01  6.092277619903724295e-01  6.092277619903724295e-01 
        54  6.668737288193863355e-01  6.668737288193863355e-01  6.670685307689614429e-01  6.668737288193863355e-01  6.668737288193863355e-01  6.668737288193863355e-01  6.668737288193863355e-01  6.668737288193863355e-01 
        55  7.288157974391997751e-01  7.288157974391997751e-01  7.290314704119801315e-01  7.288157974391997751e-01  7.288157974391997751e-01  7.288157974391997751e-01  7.288157974391997751e-01  7.288157974391997751e-01 
        56  7.952583506126471580e-01  7.952583506126471580e-01  7.954969383794862070e-01  7.952583506126471580e-01  7.952583506126471580e-01  7.952583506126471580e-01  7.952583506126471580e-01  7.952583506126471580e-01 
        57  8.665352653641237302e-01  8.665352653641237302e-01  8.667990108858005804e-01  8.665352653641237302e-01  8.665352653641237302e-01  8.665352653641237302e-01  8.665352653641237302e-01  8.665352653641237302e-01 
        58  9.430775824675272645e-01  9.430775824675272645e-01  9.433689581538728941e-01  9.430775824675272645e-01  9.430775824675272645e-01  9.430775824675272645e-01  9.430775824675272645e-01  9.430775824675272645e-01 
        59  1.025337408752519996e+00  1.025337408752519996e+00  1.025659148877821503e+00  1.025337408752519996e+00  1.025337408752519996e+00  1.025337408752519996e+00  1.025337408752519996e+00  1.025337408752519996e+00 
        60  1.113749172431470980e+00  1.113749172431470980e+00  1.114104305014613772e+00  1.113749172431470980e+00  1.113749172431470980e+00  1.113749172431470980e+00  1.113749172431470980e+00  1.113749172431470980e+00 
        61  1.208751152494698777e+00  1.208751152494698777e+00  1.209143029673919401e+00  1.208751152494698777e+00  1.208751152494698777e+00  1.208751152494698777e+00  1.208751152494698777e+00  1.208751152494698777e+00 
        62  1.310805885103775381e+00  1.310805885103775381e+00  1.311238213332083236e+00  1.310805885103775381e+00  1.310805885103775381e+00  1.310805885103775381e+00  1.310805885103775381e+00  1.310805885103775381e+00 
        63  1.420376778784136595e+00  1.420376778784136595e+00  1.420853650508661303e+00  1.420376778784136595e+00  1.420376778784136595e+00  1.420376778784136595e+00  1.420376778784136595e+00  1.420376778784136595e+00 
        64  1.537893407071264207e+00  1.537893407071264207e+00  1.538419334435716435e+00  1.537893407071264207e+00  1.537893407071264207e+00  1.537893407071264207e+00  1.537893407071264207e+00  1.537893407071264207e+00 
        65  1.663767386848097996e+00  1.663767386848097996e+00  1.664347337481196787e+00  1.663767386848097996e+00  1.663767386848097996e+00  1.663767386848097996e+00  1.663767386848097996e+00  1.663767386848097996e+00 
        66  1.798486017373748691e+00  1.798486017373748691e+00  1.799125453348655812e+00  1.798486017373748691e+00  1.798486017373748691e+00  1.798486017373748691e+00  1.798486017373748691e+00  1.798486017373748691e+00 
        67  1.942734250978156219e+00  1.942734250978156219e+00  1.943439173663603192e+00  1.942734250978156219e+00  1.942734250978156219e+00  1.942734250978156219e+00  1.942734250978156219e+00  1.942734250978156219e+00 
        68  2.097464016671621412e+00  2.097464016671621412e+00  2.098241020391293343e+00  2.097464016671621412e+00  2.097464016671621412e+00  2.097464016671621412e+00  2.097464016671621412e+00  2.097464016671621412e+00 
        69  2.263893067195409170e+00  2.263893067195409170e+00  2.264749402584501414e+00  2.263893067195409170e+00  2.263893067195409170e+00  2.263893067195409170e+00  2.263893067195409170e+00  2.263893067195409170e+00 
        70  2.443476147087118466e+00  2.443476147087118466e+00  2.444419792674484615e+00  2.443476147087118466e+00  2.443476147087118466e+00  2.443476147087118466e+00  2.443476147087118466e+00  2.443476147087118466e+00 
        71  2.637855732876635884e+00  2.637855732876635884e+00  2.638895472540291554e+00  2.637855732876635884e+00  2.637855732876635884e+00  2.637855732876635884e+00  2.637855732876635884e+00  2.637855732876635884e+00 
        72  2.848762025819414401e+00  2.848762025819414401e+00  2.849907529500300019e+00  2.848762025819414401e+00  2.848762025819414401e+00  2.848762025819414401e+00  2.848762025819414401e+00  2.848762025819414401e+00 
        73  3.077896883159087604e+00  3.077896883159087604e+00  3.079158787649987961e+00  3.077896883159087604e+00  3.077896883159087604e+00  3.077896883159087604e+00  3.077896883159087604e+00  3.077896883159087604e+00 
        74  3.326866438888938848e+00  3.326866438888938848e+00  3.328256426340853835e+00  3.326866438888938848e+00  3.326866438888938848e+00  3.326866438888938848e+00  3.326866438888938848e+00  3.326866438888938848e+00 
        75  3.597140952290481586e+00  3.597140952290481586e+00  3.598671826638842219e+00  3.597140952290481586e+00  3.597140952290481586e+00  3.597140952290481586e+00  3.597140952290481586e+00  3.597140952290481586e+00 
        76  3.889973729795367152e+00  3.889973729795367152e+00  3.891659492805144449e+00  3.889973729795367152e+00  3.889973729795367152e+00  3.889973729795367152e+00  3.889973729795367152e+00  3.889973729795367152e+00 
        77  4.206274311535793231e+00  4.206274311535793231e+00  4.208130239450423637e+00  4.206274311535793231e+00  4.206274311535793231e+00  4.206274311535793231e+00  4.206274311535793231e+00  4.206274311535793231e+00 
        78  4.546511665194802099e+00  4.546511665194802099e+00  4.548554386149021411e+00  4.546511665194802099e+00  4.546511665194802099e+00  4.546511665194802099e+00  4.546511665194802099e+00  4.546511665194802099e+00 
        79  4.910716048642060017e+00  4.910716048642060017e+00  4.912963622271544928e+00  4.910716048642060017e+00  4.910716048642060017e+00  4.910716048642060017e+00  4.910716048642060017e+00  4.910716048642060017e+00 
        80  5.298563791904703280e+00  5.298563791904703280e+00  5.301035795340517609e+00  5.298563791904703280e+00  5.298563791904703280e+00  5.298563791904703280e+00  5.298563791904703280e+00  5.298563791904703280e+00 
        81  5.709494833551628012e+00  5.709494833551628012e+00  5.712212459526427644e+00  5.709494833551628012e+00  5.709494833551628012e+00  5.709494833551628012e+00  5.709494833551628012e+00  5.709494833551628012e+00 
        82  6.142839582841186363e+00  6.142839582841186363e+00  6.145825755085321696e+00  6.142839582841186363e+00  6.142839582841186363e+00  6.142839582841186363e+00  6.142839582841186363e+00  6.142839582841186363e+00 
        83  6.597924839015383291e+00  6.597924839015383291e+00  6.601204348599483573e+00  6.597924839015383291e+00  6.597924839015383291e+00  6.597924839015383291e+00  6.597924839015383291e+00  6.597924839015383291e+00 
        84  7.074112478995420616e+00  7.074112478995420616e+00  7.077712142976462673e+00  7.074112478995420616e+00  7.074112478995420616e+00  7.074112478995420616e+00  7.074112478995420616e+00  7.074112478995420616e+00 
        85  7.570767368732671976e+00  7.570767368732671976e+00  7.574716209345534246e+00  7.570767368732671976e+00  7.570767368732671976e+00  7.570767368732671976e+00  7.570767368732671976e+00  7.570767368732671976e+00 
        86  8.087197947776870066e+00  8.087197947776870066e+00  8.091527388041251712e+00  8.087197947776870066e+00  8.087197947776870066e+00  8.087197947776870066e+00  8.087197947776870066e+00  8.087197947776870066e+00 
        87  8.622602945771028260e+00  8.622602945771028260e+00  8.627347017136605345e+00  8.622602945771028260e+00  8.622602945771028260e+00  8.622602945771028260e+00  8.622602945771028260e+00  8.622602945771028260e+00 
        88  9.176043679190247104e+00  9.176043679190247104e+00  9.181239238170920913e+00  9.176043679190247104e+00  9.176043679190247104e+00  9.176043679190247104e+00  9.176043679190247104e+00  9.176043679190247104e+00 
        89  9.746454802012522123e+00  9.746454802012522123e+00  9.752141754860232936e+00  9.746454802012522123e+00  9.746454802012522123e+00  9.746454802012522123e+00  9.746454802012522123e+00  9.746454802012522123e+00 
        90  1.033267360981455774e+01  1.033267360981455774e+01  1.033889514653328767e+01  1.033267360981455774e+01  1.033267360981455774e+01  1.033267360981455774e+01  1.033267360981455774e+01  1.033267360981455774e+01 
        91  1.093346857675594030e+01  1.093346857675594030e+01  1.094027141690589744e+01  1.093346857675594030e+01  1.093346857675594030e+01  1.093346857675594030e+01  1.093346857675594030e+01  1.093346857675594030e+01 
        92  1.154757830111135064e+01  1.154757830111135064e+01  1.155501295386816629e+01  1.154757830111135064e+01  1.154757830111135064e+01  1.154757830111135064e+01  1.154757830111135064e+01  1.154757830111135064e+01 
        93  1.217375381920653865e+01  1.217375381920653865e+01  1.218187486001253461e+01  1.217375381920653865e+01  1.217375381920653865e+01  1.217375381920653865e+01  1.217375381920653865e+01  1.217375381920653865e+01 
        94  1.281078035222272504e+01  1.281078035222272504e+01  1.281964671773226172e+01  1.281078035222272504e+01  1.281078035222272504e+01  1.281078035222272504e+01  1.281078035222272504e+01  1.281078035222272504e+01 
        95  1.345748813326301274e+01  1.345748813326301274e+01  1.346716343482649236e+01  1.345748813326301274e+01  1.345748813326301274e+01  1.345748813326301274e+01  1.345748813326301274e+01  1.345748813326301274e+01 
        96  1.411278496152550055e+01  1.411278496152550055e+01  1.412333781626677087e+01  1.411278496152550055e+01  1.411278496152550055e+01  1.411278496152550055e+01  1.411278496152550055e+01  1.411278496152550055e+01 
        97  1.477571622987051647e+01  1.477571622987051647e+01  1.478722060827646345e+01  1.477571622987051647e+01  1.477571622987051647e+01  1.477571622987051647e+01  1.477571622987051647e+01  1.477571622987051647e+01 
        98  1.544551088229250269e+01  1.544551088229250269e+01  1.545804647160440126e+01  1.544551088229250269e+01  1.544551088229250269e+01  1.544551088229250269e+01  1.544551088229250269e+01  1.544551088229250269e+01 
        99  1.612157889863785698e+01  1.612157889863785698e+01  1.613523148106948568e+01  1.612157889863785698e+01  1.612157889863785698e+01  1.612157889863785698e+01  1.612157889863785698e+01  1.612157889863785698e+01 
       100  1.680347668957200469e+01  1.680347668957200469e+01  1.681833853369283105e+01  1.680347668957200469e+01  1.680347668957200469e+01  1.680347668957200469e+01  1.680347668957200469e+01  1.680347668957200469e+01 
       101  1.749086048503145108e+01  1.749086048503145108e+01  1.750703074879921672e+01  1.749086048503145108e+01  1.749086048503145108e+01  1.749086048503145108e+01  1.749086048503145108e+01  1.749086048503145108e+01 
       102  1.818343077866268587e+01  1.818343077866268587e+01  1.820101592349626785e+01  1.818343077866268587e+01  1.818343077866268587e+01  1.818343077866268587e+01  1.818343077866268587e+01  1.818343077866268587e+01 
       103  1.888089340324289012e+01  1.888089340324289012e+01  1.890000761968040521e+01  1.888089340324289012e+01  1.888089340324289012e+01  1.888089340324289012e+01  1.888089340324289012e+01  1.888089340324289012e+01 
       104  1.958297538329999199e+01  1.958297538329999199e+01  1.960374103073968755e+01  1.958297538329999199e+01  1.958297538329999199e+01  1.958297538329999199e+01  1.958297538329999199e+01  1.958297538329999199e+01 
       105  2.028948429816779608e+01  2.028948429816779608e+01  2.031203236399047540e+01  2.028948429816779608e+01  2.028948429816779608e+01  2.028948429816779608e+01  2.028948429816779608e+01  2.028948429816779608e+01 
       106  2.100034191898030045e+01  2.100034191898030045e+01  2.102481250433641335e+01  2.100034191898030045e+01  2.100034191898030045e+01  2.100034191898030045e+01  2.100034191898030045e+01  2.100034191898030045e+01 
       107  2.171554267316105680e+01  2.171554267316105680e+01  2.174208551230790931e+01  2.171554267316105680e+01  2.171554267316105680e+01  2.171554267316105680e+01  2.171554267316105680e+01  2.171554267316105680e+01 
       108  2.243506994274192934e+01  2.243506994274192934e+01  2.246384496091163641e+01  2.243506994274192934e+01  2.243506994274192934e+01  2.243506994274192934e+01  2.243506994274192934e+01  2.243506994274192934e+01 
       109  2.315883618737689531e+01  2.315883618737689531e+01  2.319001410125045126e+01  2.315883618737689531e+01  2.315883618737689531e+01  2.315883618737689531e+01  2.315883618737689531e+01  2.315883618737689531e+01 
       110  2.388665318181392294e+01  2.388665318181392294e+01  2.392041614762021240e+01  2.388665318181392294e+01  2.388665318181392294e+01  2.388665318181392294e+01  2.388665318181392294e+01  2.388665318181392294e+01 
       111  2.461820313069686605e+01  2.461820313069686605e+01  2.465474544596248663e+01  2.461820313069686605e+01  2.461820313069686605e+01  2.461820313069686605e+01  2.461820313069686605e+01  2.461820313069686605e+01 
       112  2.535302969176244758e+01  2.535302969176244758e+01  2.539255855692649888e+01  2.535302969176244758e+01  2.535302969176244758e+01  2.535302969176244758e+01  2.535302969176244758e+01  2.535302969176244758e+01 
       113  2.609058509448658114e+01  2.609058509448658114e+01  2.613332144146624714e+01  2.609058509448658114e+01  2.609058509448658114e+01  2.609058509448658114e+01  2.609058509448658114e+01  2.609058509448658114e+01 
       114  2.683031286098587387e+01  2.683031286098587387e+01  2.687649225766934080e+01  2.683031286098587387e+01  2.683031286098587387e+01  2.683031286098587387e+01  2.683031286098587387e+01  2.683031286098587387e+01 
       115  2.757171009066286516e+01  2.757171009066286516e+01  2.762158373131590494e+01  2.757171009066286516e+01  2.757171009066286516e+01  2.757171009066286516e+01  2.757171009066286516e+01  2.757171009066286516e+01 
       116  2.831434330257819809e+01  2.831434330257819809e+01  2.836817909307054819e+01  2.831434330257819809e+01  2.831434330257819809e+01  2.831434330257819809e+01  2.831434330257819809e+01  2.831434330257819809e+01 
       117  2.905783764846522743e+01  2.905783764846522743e+01  2.911592139282296543e+01  2.905783764846522743e+01  2.905783764846522743e+01  2.905783764846522743e+01  2.905783764846522743e+01  2.905783764846522743e+01 
       118  2.980187164414352097e+01  2.980187164414352097e+01  2.986450833649467995e+01  2.980187164414352097e+01  2.980187164414352097e+01  2.980187164414352097e+01  2.980187164414352097e+01  2.980187164414352097e+01 
       119  3.054618318651371922e+01  3.054618318651371922e+01  3.061369841051959284e+01  3.054618318651371922e+01  3.054618318651371922e+01  3.054618318651371922e+01  3.054618318651371922e+01  3.054618318651371922e+01 
       120  3.129056018010971130e+01  3.129056018010971130e+01  3.136330161607709499e+01  3.129056018010971130e+01  3.129056018010971130e+01  3.129056018010971130e+01  3.129056018010971130e+01  3.129056018010971130e+01 
       121  3.203481583236842312e+01  3.203481583236842312e+01  3.211315486988969781e+01  3.203481583236842312e+01  3.203481583236842312e+01  3.203481583236842312e+01  3.203481583236842312e+01  3.203481583236842312e+01 
       122  3.277879621608275329e+01  3.277879621608275329e+01  3.286312966820614179e+01  3.277879621608275329e+01  3.277879621608275329e+01  3.277879621608275329e+01  3.277879621608275329e+01  3.277879621608275329e+01 
       123  3.352240819174851794e+01  3.352240819174851794e+01  3.361316010659760423e+01  3.352240819174851794e+01  3.352240819174851794e+01  3.352240819174851794e+01  3.352240819174851794e+01  3.352240819174851794e+01 
       124  3.426559247070933623e+01  3.426559247070933623e+01  3.436321603634744548e+01  3.426559247070933623e+01  3.426559247070933623e+01  3.426559247070933623e+01  3.426559247070933623e+01  3.426559247070933623e+01 
       125  3.500825737403737037e+01  3.500825737403737037e+01  3.511323691062254682e+01  3.500825737403737037e+01  3.500825737403737037e+01  3.500825737403737037e+01  3.500825737403737037e+01  3.500825737403737037e+01 
       126  3.575025069713291259e+01  3.575025069713291259e+01  3.586310372991965068e+01  3.575025069713291259e+01  3.575025069713291259e+01  3.575025069713291259e+01  3.575025069713291259e+01  3.575025069713291259e+01 
       127  3.649136784254667276e+01  3.649136784254667276e+01  3.661264725176265244e+01  3.649136784254667276e+01  3.649136784254667276e+01  3.649136784254667276e+01  3.649136784254667276e+01  3.649136784254667276e+01 
       128  3.723137336516541041e+01  3.723137336516541041e+01  3.736166961174311751e+01  3.723137336516541041e+01  3.723137336516541041e+01  3.723137336516541041e+01  3.723137336516541041e+01  3.723137336516541041e+01 
       129  3.797005568031971023e+01  3.797005568031971023e+01  3.810999910914149069e+01  3.797005568031971023e+01  3.797005568031971023e+01  3.797005568031971023e+01  3.797005568031971023e+01  3.797005568031971023e+01 
       130  3.870730136938711041e+01  3.870730136938711041e+01  3.885756459487468106e+01  3.870730136938711041e+01  3.870730136938711041e+01  3.870730136938711041e+01  3.870730136938711041e+01  3.870730136938711041e+01 
       131  3.944312979380747919e+01  3.944312979380747919e+01  3.960443017468061555e+01  3.944312979380747919e+01  3.944312979380747919e+01  3.944312979380747919e+01  3.944312979380747919e+01  3.944312979380747919e+01 
       132  4.017765194345506075e+01  4.017765194345506075e+01  4.035075415258255305e+01  4.017765194345506075e+01  4.017765194345506075e+01  4.017765194345506075e+01  4.017765194345506075e+01  4.017765194345506075e+01 
       133  4.091098051083680787e+01  4.091098051083680787e+01  4.109669920316666492e+01  4.091098051083680787e+01  4.091098051083680787e+01  4.091098051083680787e+01  4.091098051083680787e+01  4.091098051083680787e+01 
       134  4.164315368819882224e+01  4.164315368819882224e+01  4.184235626714098544e+01  4.164315368819882224e+01  4.164315368819882224e+01  4.164315368819882224e+01  4.164315368819882224e+01  4.164315368819882224e+01 
       135  4.237410720767799432e+01  4.237410720767799432e+01  4.258771668962798884e+01  4.237410720767799432e+01  4.237410720767799432e+01  4.237410720767799432e+01  4.237410720767799432e+01  4.237410720767799432e+01 
       136  4.310367929191640002e+01  4.310367929191640002e+01  4.333267726953141619e+01  4.310367929191640002e+01  4.310367929191640002e+01  4.310367929191640002e+01  4.310367929191640002e+01  4.310367929191640002e+01 
       137  4.383161065698379133e+01  4.383161065698379133e+01  4.407704036325569774e+01  4.383180085634093359e+01  4.383161065698379133e+01  4.383161065698379133e+01  4.383161065698379133e+01  4.383161065698379133e+01 
