      0.000000000000000000e+00,      3.655517414698247151e-03,      1.706204709505633075e-03,      2.369507448396975216e-05,      2.369507446254571055e-05,      2.369507444113834194e-05,      2.369507441972410559e-05,      2.369507439832311006e-05,      2.369507431252937561e-05
      0.000000000000000000e+00,      8.349543057364593179e-03,      3.837215363399115210e-03,      4.171697736613114101e-05,      4.171697733007233858e-05,      4.171697729404652978e-05,      4.171697725800441729e-05,      4.171697722198543896e-05,      4.171697707759463268e-05
      0.000000000000000000e+00,      1.355302702805040102e-02,      6.129463315758101015e-03,      5.140610559537143147e-05,      5.140610555591012480e-05,      5.140610551648551159e-05,      5.140610547704418812e-05,      5.140610543762357291e-05,      5.140610527960894641e-05
      0.000000000000000000e+00,      1.847274151394397851e-02,      8.205158338788551622e-03,      5.051000791267037232e-05,      5.051000788405536320e-05,      5.051000785545965965e-05,      5.051000782685513340e-05,      5.051000779826820511e-05,      5.051000768367222999e-05
      0.000000000000000000e+00,      2.239039171966738032e-02,      9.734777346964661876e-03,      3.933195910956877023e-05,      3.933195910516266069e-05,      3.933195910075261415e-05,      3.933195909634850361e-05,      3.933195909194906869e-05,      3.933195907429569589e-05
      0.000000000000000000e+00,      2.494251720670255523e-02,      1.056626263541031105e-02,      2.126650081845093219e-05,      2.126650084623364674e-05,      2.126650087398095871e-05,      2.126650090175382057e-05,      2.126650092950823067e-05,      2.126650104074955552e-05
      0.000000000000000000e+00,      2.624903444393253751e-02,      1.077897094674216787e-02,      1.832825126089201393e-06,      1.832825185455828913e-06,      1.832825244762832936e-06,      1.832825304103616634e-06,      1.832825363408102428e-06,      1.832825601122993908e-06
      0.000000000000000000e+00,      2.686449460829588506e-02,      1.065283998757500343e-02,     -1.315490319195943450e-05,     -1.315490311079792334e-05,     -1.315490302971167276e-05,     -1.315490294858877275e-05,     -1.315490286751304569e-05,     -1.315490254252288037e-05
      0.000000000000000000e+00,      2.757808038272339252e-02,      1.056787745115775681e-02,     -1.953069019893115461e-05,     -1.953069011263561412e-05,     -1.953069002641806166e-05,     -1.953068994016777984e-05,     -1.953068985396469470e-05,     -1.953068950841893540e-05
      0.000000000000000000e+00,      2.913923772672417922e-02,      1.087234490675524981e-02,     -1.611502605405268771e-05,     -1.611502598165080166e-05,     -1.611502590931181627e-05,     -1.611502583695312890e-05,     -1.611502576462982717e-05,     -1.611502547472372078e-05
      0.000000000000000000e+00,      3.201634896835889310e-02,      1.177094756728344453e-02,     -4.932936605595867706e-06,     -4.932936563285145587e-06,     -4.932936521013643635e-06,     -4.932936478734693722e-06,     -4.932936436475313658e-06,     -4.932936267072857728e-06
      0.000000000000000000e+00,      3.627723686714865586e-02,      1.327386838834085370e-02,      9.746832809097897857e-06,      9.746832812115881331e-06,      9.746832815121377844e-06,      9.746832818120206515e-06,      9.746832821124342693e-06,      9.746832833165193865e-06
      0.000000000000000000e+00,      4.162089092816696062e-02,      1.521830319320242181e-02,      2.309491758688654513e-05,      2.309491755031156760e-05,      2.309491751376038153e-05,      2.309491747718537690e-05,      2.309491744063992016e-05,      2.309491729414257005e-05
      0.000000000000000000e+00,      4.752507696969270751e-02,      1.734347727407135192e-02,      3.139961119177086824e-05,      3.139961112355716370e-05,      3.139961105538978847e-05,      3.139961098719046994e-05,      3.139961091904186496e-05,      3.139961064584278550e-05
      0.000000000000000000e+00,      5.343356736536658547e-02,      1.938163377047264976e-02,      3.308586375740807254e-05,      3.308586367110227279e-05,      3.308586358485773724e-05,      3.308586349857485482e-05,      3.308586341235694999e-05,      3.308586306670399359e-05
      0.000000000000000000e+00,      5.890756781879411680e-02,      2.112915940517770888e-02,      2.879341603970081532e-05,      2.879341595091802018e-05,      2.879341586219904728e-05,      2.879341577344386542e-05,      2.879341568475378313e-05,      2.879341532918527270e-05
      0.000000000000000000e+00,      6.370279835172154570e-02,      2.248048892202076515e-02,      2.070033305391670244e-05,      2.070033297704130675e-05,      2.070033290022221841e-05,      2.070033282337098687e-05,      2.070033274657641844e-05,      2.070033243869386056e-05
      0.000000000000000000e+00,      6.777716987308450569e-02,      2.342836170071601123e-02,      1.155515887298099440e-05,      1.155515881877370301e-05,      1.155515876460993895e-05,      1.155515871041894277e-05,      1.155515865627259879e-05,      1.155515843917129339e-05
      0.000000000000000000e+00,      7.125914372296250632e-02,      2.404564358880334832e-02,      3.856813509983166230e-06,      3.856813484303351578e-06,      3.856813458644520473e-06,      3.856813432969705009e-06,      3.856813407316921720e-06,      3.856813304452201296e-06
      0.000000000000000000e+00,      7.440545069679210810e-02,      2.446275388822234317e-02,     -6.107238535078089104e-07,     -6.107238500222094637e-07,     -6.107238465409082856e-07,     -6.107238430677890223e-07,     -6.107238395860177410e-07,     -6.107238256669802757e-07
      0.000000000000000000e+00,      7.754597174667109127e-02,      2.483984463047045690e-02,     -1.012424411901288341e-06,     -1.012424383320907194e-06,     -1.012424354769602146e-06,     -1.012424326220256285e-06,     -1.012424297673681916e-06,     -1.012424183276293666e-06
      0.000000000000000000e+00,      8.099270509254453965e-02,      2.532316773068626903e-02,      2.312254877195975451e-06,      2.312254923407814958e-06,      2.312254969566499759e-06,      2.312255015734556133e-06,      2.312255061889417005e-06,      2.312255246870450808e-06
      0.000000000000000000e+00,      8.492521672250578912e-02,      2.599199618597133193e-02,      7.737782329407758708e-06,      7.737782384322436114e-06,      7.737782439171285507e-06,      7.737782494035405211e-06,      7.737782548883651517e-06,      7.737782768709135152e-06
      0.000000000000000000e+00,      8.932066808640078126e-02,      2.682824584439157459e-02,      1.275462412090607799e-05,      1.275462417605668118e-05,      1.275462423113333670e-05,      1.275462428623014651e-05,      1.275462434131304975e-05,      1.275462456207416767e-05
      0.000000000000000000e+00,      9.399358624472571588e-02,      2.773844764359487819e-02,      1.502269895336478499e-05,      1.502269900184082785e-05,      1.502269905024281630e-05,      1.502269909867015476e-05,      1.502269914708316482e-05,      1.502269934111969530e-05
      0.000000000000000000e+00,      9.874537118283521764e-02,      2.862623456112945580e-02,      1.365479837809434502e-05,      1.365479841442082849e-05,      1.365479845067855661e-05,      1.365479848696194982e-05,      1.365479852323621880e-05,      1.365479866861328144e-05
      0.000000000000000000e+00,      1.035456018430895575e-01,      2.947715207684458230e-02,      9.971333046314000571e-06,      9.971333065479440680e-06,      9.971333084590589365e-06,      9.971333103721892352e-06,      9.971333122852224639e-06,      9.971333199510808702e-06
      0.000000000000000000e+00,      1.086283096191612008e-01,      3.040075668878022483e-02,      7.089569171961740623e-06,      7.089569168687108707e-06,      7.089569165379943951e-06,      7.089569162081732332e-06,      7.089569158795739164e-06,      7.089569145593126401e-06
      0.000000000000000000e+00,      1.144276920195295838e-01,      3.159619023556650697e-02,      8.395597399003002856e-06,      8.395597368266450637e-06,      8.395597337529625673e-06,      8.395597306784345626e-06,      8.395597276068149302e-06,      8.395597152906104571e-06
      0.000000000000000000e+00,      1.213971477296307416e-01,      3.326439881795821563e-02,      1.583143053181896784e-05,      1.583143047083887046e-05,      1.583143040989126865e-05,      1.583143034891584350e-05,      1.583143028799014257e-05,      1.583143004372140566e-05
      0.000000000000000000e+00,      1.298794845942239928e-01,      3.554728448803462504e-02,      2.936262445164122486e-05,      2.936262436190978332e-05,      2.936262427224137119e-05,      2.936262418252696857e-05,      2.936262409288145005e-05,      2.936262373347985465e-05
      0.000000000000000000e+00,      1.402258285949868899e-01,      3.858513145632574970e-02,      4.848244139703277627e-05,      4.848244128446519433e-05,      4.848244117198118405e-05,      4.848244105943833547e-05,      4.848244094698191814e-05,      4.848244049612842515e-05
      0.000000000000000000e+00,      1.532820962256411512e-01,      4.274366274924684683e-02,      7.549861015029935896e-05,      7.549861002177755910e-05,      7.549860989334833655e-05,      7.549860976485880525e-05,      7.549860963646586281e-05,      7.549860912171780147e-05
      0.000000000000000000e+00,      1.712647215475079365e-01,      4.901479874873997805e-02,      1.196647481528568033e-04,      1.196647480087188736e-04,      1.196647478646803653e-04,      1.196647477205840148e-04,      1.196647475765918968e-04,      1.196647469993048993e-04
