      0.000000000000000000e+00,      1.695155192421919082e+03,      7.912099559487273837e+02,      1.098800087364406863e+01,      1.098800086370920326e+01,      1.098800085378206859e+01,      1.098800084385175069e+01,      1.098800083392757188e+01,      1.098800079414286301e+01,      1.098800079414286301e+01
      0.000000000000000000e+00,      1.663140367801506954e+03,      7.484827921235463464e+02,      5.028070500756939509e+00,      5.028070496980490134e+00,      5.028070493209270353e+00,      5.028070489434639967e+00,      5.028070485662738065e+00,      5.028070470543752890e+00,      5.028070470543752890e+00
      0.000000000000000000e+00,      1.631380348999605758e+03,      7.065782105124530972e+02,      1.169582943367458938e+00,      1.169582944561398108e+00,      1.169582945754200409e+00,      1.169582946948366953e+00,      1.169582948139577638e+00,      1.169582952920336538e+00,      1.169582952920336538e+00
      0.000000000000000000e+00,      1.600120041945972844e+03,      6.657429706319985598e+02,     -1.039652060610933404e+00,     -1.039652055825172283e+00,     -1.039652051047596615e+00,     -1.039652046266382968e+00,     -1.039652041485851441e+00,     -1.039652022328937164e+00,     -1.039652022328937164e+00
      0.000000000000000000e+00,      1.569470568020631617e+03,      6.260849764859102606e+02,     -2.077913265927236353e+00,     -2.077913259004162683e+00,     -2.077913252087000728e+00,     -2.077913245165291301e+00,     -2.077913238247219851e+00,     -2.077913210522183363e+00,     -2.077913210522183363e+00
      0.000000000000000000e+00,      1.539427483001441033e+03,      5.875936665478691339e+02,     -2.391517578367938768e+00,     -2.391517570707037521e+00,     -2.391517563053639606e+00,     -2.391517555395012096e+00,     -2.391517547743205796e+00,     -2.391517517066176879e+00,     -2.391517517066176879e+00
      0.000000000000000000e+00,      1.509924513563527626e+03,      5.501952677052643139e+02,     -2.338187738617307332e+00,     -2.338187731472771702e+00,     -2.338187724332556172e+00,     -2.338187717192568016e+00,     -2.338187710055990465e+00,     -2.338187681446925126e+00,     -2.338187681446925126e+00
      0.000000000000000000e+00,      1.480889665692312519e+03,      5.138097356723422990e+02,     -2.154519820669293040e+00,     -2.154519815067487798e+00,     -2.154519809470002656e+00,     -2.154519803872062766e+00,     -2.154519798276396614e+00,     -2.154519775845301410e+00,     -2.154519775845301410e+00
      0.000000000000000000e+00,      1.452277651267313104e+03,      4.783834870727363295e+02,     -1.959293395055738074e+00,     -1.959293391743585744e+00,     -1.959293388435071392e+00,     -1.959293385125874920e+00,     -1.959293381817587942e+00,     -1.959293368556927817e+00,     -1.959293368556927817e+00
      0.000000000000000000e+00,      1.424072495846977972e+03,      4.438920195526009138e+02,     -1.786310712518570654e+00,     -1.786310711934902429e+00,     -1.786310711351461578e+00,     -1.786310710769157595e+00,     -1.786310710186171491e+00,     -1.786310707851271218e+00,     -1.786310707851271218e+00
      0.000000000000000000e+00,      1.396274170224239924e+03,      4.103264691413090759e+02,     -1.625664420785369657e+00,     -1.625664423045691365e+00,     -1.625664425305785699e+00,     -1.625664427565425285e+00,     -1.625664429825292245e+00,     -1.625664438879539375e+00,     -1.625664438879539375e+00
      0.000000000000000000e+00,      1.368886081029815614e+03,      3.776810663505575576e+02,     -1.453909454965696568e+00,     -1.453909459871056242e+00,     -1.453909464774824301e+00,     -1.453909469680411348e+00,     -1.453909474581905670e+00,     -1.453909494232448196e+00,     -1.453909494232448196e+00
      0.000000000000000000e+00,      1.341910226068386464e+03,      3.459483382884366165e+02,     -1.249287037985595816e+00,     -1.249287045049641165e+00,     -1.249287052104591567e+00,     -1.249287059164998936e+00,     -1.249287066220404085e+00,     -1.249287094501596584e+00,     -1.249287094501596584e+00
      0.000000000000000000e+00,      1.315348109713621852e+03,      3.151201361914439758e+02,     -9.962774368539157877e-01,     -9.962774453365454974e-01,     -9.962774538132634916e-01,     -9.962774622931647173e-01,     -9.962774707664721063e-01,     -9.962775047390550753e-01,     -9.962775047390550753e-01
      0.000000000000000000e+00,      1.289202200810946579e+03,      2.851892321025948149e+02,     -6.873972024629892985e-01,     -6.873972114551634149e-01,     -6.873972204391520791e-01,     -6.873972294283703377e-01,     -6.873972384105400124e-01,     -6.873972744224374765e-01,     -6.873972744224374765e-01
      0.000000000000000000e+00,      1.263475153994235143e+03,      2.561486695532241811e+02,     -3.261275378902155353e-01,     -3.261275463971742283e-01,     -3.261275548966295901e-01,     -3.261275633990408096e-01,     -3.261275718973593030e-01,     -3.261276059615738632e-01,     -3.261276059615738632e-01
      0.000000000000000000e+00,      1.238168677996269253e+03,      2.279907294067148769e+02,      7.104110669479268836e-02,      7.104109964620874962e-02,      7.104109260444602114e-02,      7.104108555904531386e-02,      7.104107851750995906e-02,      7.104105029270613159e-02,      7.104105029270613159e-02
      0.000000000000000000e+00,      1.213282938226369424e+03,      2.007063895400826823e+02,      4.750105105824786733e-01,      4.750105058274129988e-01,      4.750105010787137871e-01,      4.750104963266039704e-01,      4.750104915785868798e-01,      4.750104725403616612e-01,      4.750104725403616612e-01
      0.000000000000000000e+00,      1.188813980009627812e+03,      1.742827660718139668e+02,      8.448886025471438188e-01,      8.448886006831344275e-01,      8.448885988204892783e-01,      8.448885969582988764e-01,      8.448885950947442325e-01,      8.448885876298390940e-01,      8.448885876298390940e-01
      0.000000000000000000e+00,      1.164749584866658324e+03,      1.486989561355001115e+02,      1.129479706234178593e+00,      1.129479707531572785e+00,      1.129479708827602735e+00,      1.129479710123177938e+00,      1.129479711420572130e+00,      1.129479716613786877e+00,      1.129479716613786877e+00
      0.000000000000000000e+00,      1.141069005668168302e+03,      1.239257394343903798e+02,      1.274103321411530487e+00,      1.274103325769601724e+00,      1.274103330123352862e+00,      1.274103334478013494e+00,      1.274103338831082510e+00,      1.274103356280647859e+00,      1.274103356280647859e+00
      0.000000000000000000e+00,      1.117750382499144735e+03,      9.993295310149017041e+01,      1.235358613189646348e+00,      1.235358620131819407e+00,      1.235358627065579640e+00,      1.235358634005024214e+00,      1.235358640939011821e+00,      1.235358668733852028e+00,      1.235358668733852028e+00
      0.000000000000000000e+00,      1.094782037015186688e+03,      7.670074866607239983e+01,      9.987342503104628122e-01,      9.987342590263779130e-01,      9.987342677347896824e-01,      9.987342764475215517e-01,      9.987342851552512002e-01,      9.987343200605209859e-01,      9.987343200605209859e-01
      0.000000000000000000e+00,      1.072168659905063805e+03,      5.422575236612794924e+01,      5.888513133659216692e-01,      5.888513228067040473e-01,      5.888513322372546099e-01,      5.888513416732621408e-01,      5.888513511038127035e-01,      5.888513889069599827e-01,      5.888513889069599827e-01
      0.000000000000000000e+00,      1.049927546994838622e+03,      3.251728522825021628e+01,      6.568221840734622674e-02,      6.568222740202145360e-02,      6.568223638714698609e-02,      6.568224537886635517e-02,      6.568225436262764561e-02,      6.568229038316530932e-02,      6.568229038316530932e-02
      0.000000000000000000e+00,      1.028078380722660313e+03,      1.158713547779723285e+01,     -4.895122257855746284e-01,     -4.895122183813782613e-01,     -4.895122109860494675e-01,     -4.895122035861732002e-01,     -4.895121961910717800e-01,     -4.895121665472288441e-01,     -4.895121665472288441e-01
