Count	Target	Error	Dwell Time	Expected Figure	Sputter Yield              Error in RMS           Target Elements             Unit Elements            Total Elements
366	3.49E+02	9.65E-01	1.02E+04	3.48E+02	0.00E+00
367	3.51E+02	6.87E-01	1.13E+04	3.50E+02	0.00E+00
368	3.53E+02	3.26E-01	1.25E+04	3.53E+02	0.00E+00
369	3.55E+02	-7.16E-02	1.37E+04	3.55E+02	0.00E+00
370	3.57E+02	-4.58E-01	1.47E+04	3.58E+02	0.00E+00
371	3.59E+02	-7.84E-01	1.54E+04	3.60E+02	0.00E+00
372	3.61E+02	-1.00E+00	1.57E+04	3.62E+02	0.00E+00
373	3.63E+02	-1.07E+00	1.55E+04	3.64E+02	0.00E+00
374	3.65E+02	-9.52E-01	1.48E+04	3.66E+02	0.00E+00
375	3.67E+02	-6.62E-01	1.37E+04	3.68E+02	0.00E+00
376	3.69E+02	-2.33E-01	1.24E+04	3.70E+02	0.00E+00
377	3.71E+02	2.72E-01	1.08E+04	3.71E+02	0.00E+00
378	3.74E+02	7.81E-01	9.23E+03	3.73E+02	0.00E+00
379	3.76E+02	1.22E+00	7.75E+03	3.74E+02	0.00E+00
380	3.78E+02	1.54E+00	6.45E+03	3.76E+02	0.00E+00
381	3.80E+02	1.68E+00	5.39E+03	3.78E+02	0.00E+00
382	3.82E+02	1.61E+00	4.59E+03	3.80E+02	0.00E+00
383	3.84E+02	1.32E+00	4.04E+03	3.83E+02	0.00E+00
384	3.86E+02	8.12E-01	3.72E+03	3.86E+02	0.00E+00
385	3.89E+02	1.22E-01	3.61E+03	3.89E+02	0.00E+00
386	3.91E+02	-6.87E-01	3.67E+03	3.92E+02	0.00E+00
387	3.93E+02	-1.53E+00	3.88E+03	3.95E+02	0.00E+00
388	3.95E+02	-2.29E+00	4.22E+03	3.97E+02	0.00E+00
389	3.97E+02	-2.89E+00	4.67E+03	4.00E+02	0.00E+00
390	3.99E+02	-3.23E+00	5.21E+03	4.03E+02	0.00E+00
391	4.02E+02	-3.26E+00	5.81E+03	4.05E+02	0.00E+00
392	4.04E+02	-2.94E+00	6.43E+03	4.07E+02	0.00E+00
393	4.06E+02	-2.27E+00	7.05E+03	4.08E+02	0.00E+00
394	4.08E+02	-1.31E+00	7.61E+03	4.09E+02	0.00E+00
395	4.10E+02	-1.28E-01	8.07E+03	4.10E+02	0.00E+00
396	4.12E+02	1.14E+00	8.40E+03	4.11E+02	0.00E+00
397	4.14E+02	2.33E+00	8.57E+03	4.12E+02	0.00E+00
398	4.16E+02	3.30E+00	8.56E+03	4.13E+02	0.00E+00
399	4.18E+02	3.95E+00	8.39E+03	4.14E+02	0.00E+00
400	4.20E+02	4.21E+00	8.08E+03	4.15E+02	0.00E+00
401	4.22E+02	4.08E+00	7.67E+03	4.18E+02	0.00E+00
402	4.24E+02	3.58E+00	7.21E+03	4.20E+02	0.00E+00
403	4.26E+02	2.75E+00	6.79E+03	4.23E+02	0.00E+00
404	4.28E+02	1.67E+00	6.46E+03	4.26E+02	0.00E+00
405	4.30E+02	4.29E-01	6.28E+03	4.29E+02	0.00E+00
406	4.32E+02	-8.46E-01	6.28E+03	4.32E+02	0.00E+00
407	4.33E+02	-2.02E+00	6.50E+03	4.36E+02	0.00E+00
408	4.35E+02	-2.96E+00	6.91E+03	4.38E+02	0.00E+00
409	4.37E+02	-3.54E+00	7.49E+03	4.41E+02	0.00E+00
410	4.39E+02	-3.71E+00	8.20E+03	4.43E+02	0.00E+00
411	4.41E+02	-3.45E+00	8.99E+03	4.44E+02	0.00E+00
412	4.43E+02	-2.85E+00	9.80E+03	4.46E+02	0.00E+00
413	4.45E+02	-2.00E+00	1.06E+04	4.47E+02	0.00E+00
414	4.46E+02	-1.03E+00	1.13E+04	4.47E+02	0.00E+00
415	4.48E+02	-7.98E-02	1.18E+04	4.48E+02	0.00E+00
416	4.49E+02	7.73E-01	1.22E+04	4.49E+02	0.00E+00
417	4.51E+02	1.46E+00	1.25E+04	4.50E+02	0.00E+00
418	4.53E+02	1.93E+00	1.25E+04	4.51E+02	0.00E+00
419	4.54E+02	2.17E+00	1.24E+04	4.52E+02	0.00E+00
420	4.56E+02	2.19E+00	1.23E+04	4.54E+02	0.00E+00
421	4.57E+02	2.00E+00	1.20E+04	4.55E+02	0.00E+00
422	4.59E+02	1.67E+00	1.17E+04	4.57E+02	0.00E+00
423	4.61E+02	1.24E+00	1.15E+04	4.59E+02	0.00E+00
424	4.62E+02	7.74E-01	1.14E+04	4.61E+02	0.00E+00
425	4.64E+02	3.12E-01	1.14E+04	4.63E+02	0.00E+00
426	4.65E+02	-9.90E-02	1.17E+04	4.65E+02	0.00E+00
427	4.67E+02	-4.37E-01	1.20E+04	4.67E+02	0.00E+00
428	4.68E+02	-6.93E-01	1.25E+04	4.69E+02	0.00E+00
429	4.69E+02	-8.59E-01	1.32E+04	4.70E+02	0.00E+00
430	4.70E+02	-9.25E-01	1.38E+04	4.71E+02	0.00E+00
431	4.72E+02	-8.80E-01	1.45E+04	4.72E+02	0.00E+00
432	4.73E+02	-7.20E-01	1.51E+04	4.73E+02	0.00E+00
433	4.74E+02	-4.53E-01	1.56E+04	4.74E+02	0.00E+00
434	4.75E+02	-9.73E-02	1.59E+04	4.75E+02	0.00E+00
435	4.76E+02	3.13E-01	1.60E+04	4.76E+02	0.00E+00
436	4.77E+02	7.25E-01	1.59E+04	4.76E+02	0.00E+00
437	4.78E+02	1.08E+00	1.56E+04	4.77E+02	0.00E+00
438	4.79E+02	1.31E+00	1.51E+04	4.78E+02	0.00E+00
439	4.80E+02	1.41E+00	1.46E+04	4.79E+02	0.00E+00
440	4.81E+02	1.36E+00	1.41E+04	4.80E+02	0.00E+00
441	4.82E+02	1.20E+00	1.37E+04	4.81E+02	0.00E+00
442	4.83E+02	9.27E-01	1.35E+04	4.82E+02	0.00E+00
443	4.84E+02	5.67E-01	1.35E+04	4.83E+02	0.00E+00
444	4.84E+02	1.20E-01	1.37E+04	4.84E+02	0.00E+00
445	4.85E+02	-4.09E-01	1.42E+04	4.86E+02	0.00E+00
446	4.86E+02	-9.93E-01	1.49E+04	4.87E+02	0.00E+00
447	4.87E+02	-1.58E+00	1.57E+04	4.88E+02	0.00E+00
448	4.87E+02	-2.10E+00	1.67E+04	4.89E+02	0.00E+00
449	4.88E+02	-2.48E+00	1.75E+04	4.90E+02	0.00E+00
450	4.88E+02	-2.65E+00	1.83E+04	4.91E+02	0.00E+00
451	4.89E+02	-2.60E+00	1.89E+04	4.92E+02	0.00E+00
452	4.90E+02	-2.33E+00	1.92E+04	4.92E+02	0.00E+00
453	4.90E+02	-1.87E+00	1.92E+04	4.92E+02	0.00E+00
454	4.90E+02	-1.27E+00	1.88E+04	4.92E+02	0.00E+00
455	4.90E+02	-5.75E-01	1.82E+04	4.91E+02	0.00E+00
456	4.91E+02	1.89E-01	1.73E+04	4.90E+02	0.00E+00
457	4.91E+02	9.72E-01	1.63E+04	4.90E+02	0.00E+00
458	4.91E+02	1.72E+00	1.52E+04	4.89E+02	0.00E+00
459	4.91E+02	2.36E+00	1.41E+04	4.88E+02	0.00E+00
460	4.91E+02	2.82E+00	1.31E+04	4.88E+02	0.00E+00
461	4.91E+02	3.04E+00	1.22E+04	4.88E+02	0.00E+00
462	4.91E+02	2.95E+00	1.14E+04	4.88E+02	0.00E+00
463	4.91E+02	2.57E+00	1.08E+04	4.88E+02	0.00E+00
464	4.91E+02	1.91E+00	1.02E+04	4.89E+02	0.00E+00
465	4.90E+02	1.06E+00	9.80E+03	4.89E+02	0.00E+00
466	4.90E+02	1.04E-01	9.43E+03	4.90E+02	0.00E+00
467	4.90E+02	-8.47E-01	9.08E+03	4.91E+02	0.00E+00
468	4.90E+02	-1.70E+00	8.74E+03	4.92E+02	0.00E+00
469	4.90E+02	-2.39E+00	8.40E+03	4.92E+02	0.00E+00
470	4.89E+02	-2.86E+00	8.08E+03	4.92E+02	0.00E+00
471	4.89E+02	-3.09E+00	7.80E+03	4.92E+02	0.00E+00
472	4.88E+02	-3.06E+00	7.57E+03	4.91E+02	0.00E+00
473	4.88E+02	-2.79E+00	7.43E+03	4.90E+02	0.00E+00
474	4.87E+02	-2.27E+00	7.38E+03	4.89E+02	0.00E+00
475	4.86E+02	-1.57E+00	7.43E+03	4.88E+02	0.00E+00
476	4.85E+02	-7.27E-01	7.60E+03	4.86E+02	0.00E+00
477	4.84E+02	1.66E-01	7.88E+03	4.84E+02	0.00E+00
478	4.84E+02	1.02E+00	8.25E+03	4.83E+02	0.00E+00
479	4.83E+02	1.73E+00	8.71E+03	4.81E+02	0.00E+00
480	4.82E+02	2.23E+00	9.21E+03	4.79E+02	0.00E+00
481	4.81E+02	2.47E+00	9.70E+03	4.78E+02	0.00E+00
482	4.79E+02	2.45E+00	1.01E+04	4.77E+02	0.00E+00
483	4.78E+02	2.19E+00	1.04E+04	4.76E+02	0.00E+00
484	4.77E+02	1.75E+00	1.05E+04	4.75E+02	0.00E+00
485	4.75E+02	1.21E+00	1.04E+04	4.74E+02	0.00E+00
486	4.74E+02	6.60E-01	1.02E+04	4.73E+02	0.00E+00
487	4.73E+02	1.72E-01	9.88E+03	4.72E+02	0.00E+00
488	4.71E+02	-2.03E-01	9.60E+03	4.71E+02	0.00E+00
489	4.70E+02	-4.50E-01	9.44E+03	4.70E+02	0.00E+00
490	4.68E+02	-5.86E-01	9.46E+03	4.69E+02	0.00E+00
491	4.66E+02	-6.45E-01	9.62E+03	4.67E+02	0.00E+00
492	4.65E+02	-6.62E-01	9.87E+03	4.65E+02	0.00E+00
493	4.63E+02	-6.54E-01	1.01E+04	4.63E+02	0.00E+00
494	4.61E+02	-6.27E-01	1.03E+04	4.61E+02	0.00E+00
495	4.59E+02	-5.87E-01	1.04E+04	4.59E+02	0.00E+00
496	4.57E+02	-5.44E-01	1.04E+04	4.57E+02	0.00E+00
497	4.55E+02	-5.16E-01	1.03E+04	4.55E+02	0.00E+00
498	4.53E+02	-5.18E-01	1.02E+04	4.53E+02	0.00E+00
499	4.51E+02	-5.51E-01	1.02E+04	4.51E+02	0.00E+00
500	4.49E+02	-5.93E-01	1.01E+04	4.49E+02	0.00E+00
501	4.46E+02	-6.09E-01	1.01E+04	4.47E+02	0.00E+00
502	4.44E+02	-5.64E-01	1.03E+04	4.44E+02	0.00E+00
503	4.41E+02	-4.31E-01	1.05E+04	4.42E+02	0.00E+00
504	4.39E+02	-2.03E-01	1.09E+04	4.39E+02	0.00E+00
505	4.36E+02	1.03E-01	1.13E+04	4.36E+02	0.00E+00
506	4.34E+02	4.53E-01	1.19E+04	4.33E+02	0.00E+00
507	4.31E+02	7.97E-01	1.25E+04	4.30E+02	0.00E+00
508	4.28E+02	1.09E+00	1.32E+04	4.27E+02	0.00E+00
509	4.25E+02	1.28E+00	1.38E+04	4.24E+02	0.00E+00
510	4.22E+02	1.35E+00	1.43E+04	4.21E+02	0.00E+00
511	4.19E+02	1.30E+00	1.47E+04	4.18E+02	0.00E+00
512	4.16E+02	1.14E+00	1.49E+04	4.15E+02	0.00E+00
513	4.13E+02	9.07E-01	1.49E+04	4.12E+02	0.00E+00
514	4.10E+02	6.45E-01	1.48E+04	4.09E+02	0.00E+00
515	4.06E+02	3.92E-01	1.45E+04	4.06E+02	0.00E+00
516	4.03E+02	1.77E-01	1.40E+04	4.03E+02	0.00E+00
517	4.00E+02	1.39E-02	1.35E+04	4.00E+02	0.00E+00
518	3.96E+02	-9.71E-02	1.29E+04	3.96E+02	0.00E+00
519	3.93E+02	-1.63E-01	1.22E+04	3.93E+02	0.00E+00
520	3.89E+02	-1.89E-01	1.16E+04	3.89E+02	0.00E+00
521	3.85E+02	-1.72E-01	1.12E+04	3.86E+02	0.00E+00
522	3.82E+02	-1.04E-01	1.08E+04	3.82E+02	0.00E+00
523	3.78E+02	1.54E-02	1.06E+04	3.78E+02	0.00E+00
524	3.74E+02	1.66E-01	1.07E+04	3.74E+02	0.00E+00
525	3.70E+02	3.03E-01	1.09E+04	3.70E+02	0.00E+00
526	3.66E+02	3.66E-01	1.12E+04	3.66E+02	0.00E+00
527	3.62E+02	3.01E-01	1.17E+04	3.62E+02	0.00E+00
528	3.58E+02	7.90E-02	1.23E+04	3.58E+02	0.00E+00
529	3.53E+02	-2.93E-01	1.29E+04	3.54E+02	0.00E+00
530	3.49E+02	-7.87E-01	1.35E+04	3.50E+02	0.00E+00
531	3.44E+02	-1.36E+00	1.40E+04	3.46E+02	0.00E+00
532	3.40E+02	-1.96E+00	1.44E+04	3.42E+02	0.00E+00
533	3.35E+02	-2.53E+00	1.47E+04	3.38E+02	0.00E+00
534	0.00E+00	0.00E+00	1.48E+04	3.34E+02	0.00E+00
535	0.00E+00	0.00E+00	1.49E+04	3.29E+02	0.00E+00
536	0.00E+00	0.00E+00	1.48E+04	3.25E+02	0.00E+00
537	0.00E+00	0.00E+00	1.46E+04	3.21E+02	0.00E+00
538	0.00E+00	0.00E+00	1.42E+04	3.17E+02	0.00E+00
539	0.00E+00	0.00E+00	1.38E+04	3.13E+02	0.00E+00
540	0.00E+00	0.00E+00	1.32E+04	3.08E+02	0.00E+00
541	0.00E+00	0.00E+00	1.25E+04	3.04E+02	0.00E+00
542	0.00E+00	0.00E+00	1.17E+04	3.00E+02	0.00E+00
543	0.00E+00	0.00E+00	1.07E+04	2.95E+02	0.00E+00
544	0.00E+00	0.00E+00	9.62E+03	2.91E+02	0.00E+00
545	0.00E+00	0.00E+00	8.44E+03	2.86E+02	0.00E+00
546	0.00E+00	0.00E+00	7.18E+03	2.81E+02	0.00E+00
547	0.00E+00	0.00E+00	5.84E+03	2.76E+02	0.00E+00
548	0.00E+00	0.00E+00	4.45E+03	2.71E+02	0.00E+00
549	0.00E+00	0.00E+00	3.04E+03	2.65E+02	0.00E+00
550	0.00E+00	0.00E+00	1.63E+03	2.59E+02	0.00E+00
551	0.00E+00	0.00E+00	1.50E+03	2.53E+02	0.00E+00
552	0.00E+00	0.00E+00	1.50E+03	2.47E+02	0.00E+00
553	0.00E+00	0.00E+00	1.50E+03	2.41E+02	0.00E+00
554	0.00E+00	0.00E+00	1.50E+03	2.35E+02	0.00E+00
555	0.00E+00	0.00E+00	1.50E+03	2.29E+02	0.00E+00
556	0.00E+00	0.00E+00	1.50E+03	2.24E+02	0.00E+00
557	0.00E+00	0.00E+00	1.50E+03	2.18E+02	0.00E+00
558	0.00E+00	0.00E+00	1.50E+03	2.13E+02	0.00E+00
559	0.00E+00	0.00E+00	1.50E+03	2.07E+02	0.00E+00
560	0.00E+00	0.00E+00	1.50E+03	2.02E+02	0.00E+00
561	0.00E+00	0.00E+00	1.50E+03	1.97E+02	0.00E+00
562	0.00E+00	0.00E+00	1.50E+03	1.93E+02	0.00E+00
563	0.00E+00	0.00E+00	1.50E+03	1.88E+02	0.00E+00
564	0.00E+00	0.00E+00	1.50E+03	1.83E+02	0.00E+00
565	0.00E+00	0.00E+00	1.50E+03	1.79E+02	0.00E+00
566	0.00E+00	0.00E+00	1.50E+03	1.74E+02	0.00E+00
567	0.00E+00	0.00E+00	1.50E+03	1.69E+02	0.00E+00
568	0.00E+00	0.00E+00	1.50E+03	1.64E+02	0.00E+00
569	0.00E+00	0.00E+00	1.50E+03	1.58E+02	0.00E+00
570	0.00E+00	0.00E+00	1.50E+03	1.53E+02	0.00E+00
571	0.00E+00	0.00E+00	1.50E+03	1.47E+02	0.00E+00
572	0.00E+00	0.00E+00	1.50E+03	1.41E+02	0.00E+00
573	0.00E+00	0.00E+00	1.50E+03	1.35E+02	0.00E+00
574	0.00E+00	0.00E+00	1.50E+03	1.29E+02	0.00E+00
575	0.00E+00	0.00E+00	1.50E+03	1.23E+02	0.00E+00
576	0.00E+00	0.00E+00	1.50E+03	1.17E+02	0.00E+00
577	0.00E+00	0.00E+00	1.76E+03	1.12E+02	0.00E+00
578	0.00E+00	0.00E+00	1.90E+03	1.06E+02	0.00E+00
579	0.00E+00	0.00E+00	1.89E+03	1.01E+02	0.00E+00
580	0.00E+00	0.00E+00	1.83E+03	9.56E+01	0.00E+00
581	0.00E+00	0.00E+00	1.78E+03	9.08E+01	0.00E+00
582	0.00E+00	0.00E+00	1.75E+03	8.64E+01	0.00E+00
583	0.00E+00	0.00E+00	1.75E+03	8.24E+01	0.00E+00
584	0.00E+00	0.00E+00	1.76E+03	7.88E+01	0.00E+00
585	0.00E+00	0.00E+00	1.77E+03	7.57E+01	0.00E+00
586	0.00E+00	0.00E+00	1.78E+03	7.31E+01	0.00E+00
587	0.00E+00	0.00E+00	1.77E+03	7.10E+01	0.00E+00
588	0.00E+00	0.00E+00	1.75E+03	6.93E+01	0.00E+00
589	0.00E+00	0.00E+00	1.73E+03	6.82E+01	0.00E+00
590	0.00E+00	0.00E+00	1.69E+03	6.73E+01	0.00E+00
591	0.00E+00	0.00E+00	1.66E+03	6.68E+01	0.00E+00
592	0.00E+00	0.00E+00	1.62E+03	6.65E+01	0.00E+00
593	0.00E+00	0.00E+00	1.59E+03	6.63E+01	0.00E+00
594	0.00E+00	0.00E+00	1.55E+03	6.62E+01	0.00E+00
595	0.00E+00	0.00E+00	1.53E+03	6.61E+01	0.00E+00
596	0.00E+00	0.00E+00	1.50E+03	6.60E+01	0.00E+00
597	0.00E+00	0.00E+00	1.50E+03	6.59E+01	0.00E+00
598	0.00E+00	0.00E+00	1.50E+03	6.58E+01	0.00E+00
599	0.00E+00	0.00E+00	1.50E+03	6.57E+01	0.00E+00
600	0.00E+00	0.00E+00	1.50E+03	6.56E+01	0.00E+00
601	0.00E+00	0.00E+00	1.50E+03	6.55E+01	0.00E+00
602	0.00E+00	0.00E+00	1.50E+03	6.54E+01	0.00E+00
603	0.00E+00	0.00E+00	1.50E+03	6.53E+01	0.00E+00
604	0.00E+00	0.00E+00	1.50E+03	6.52E+01	0.00E+00
605	0.00E+00	0.00E+00	1.50E+03	6.51E+01	0.00E+00
606	0.00E+00	0.00E+00	1.50E+03	6.51E+01	0.00E+00
607	0.00E+00	0.00E+00	1.50E+03	6.50E+01	0.00E+00
608	0.00E+00	0.00E+00	1.50E+03	6.49E+01	0.00E+00
609	0.00E+00	0.00E+00	1.50E+03	6.48E+01	0.00E+00
610	0.00E+00	0.00E+00	1.50E+03	6.48E+01	0.00E+00
611	0.00E+00	0.00E+00	1.50E+03	6.47E+01	0.00E+00
612	0.00E+00	0.00E+00	1.50E+03	6.46E+01	0.00E+00
613	0.00E+00	0.00E+00	1.50E+03	6.44E+01	0.00E+00
614	0.00E+00	0.00E+00	1.50E+03	6.43E+01	0.00E+00
615	0.00E+00	0.00E+00	1.50E+03	6.42E+01	0.00E+00
616	0.00E+00	0.00E+00	1.50E+03	6.40E+01	0.00E+00
617	0.00E+00	0.00E+00	1.50E+03	6.38E+01	0.00E+00
618	0.00E+00	0.00E+00	1.50E+03	6.36E+01	0.00E+00
619	0.00E+00	0.00E+00	1.50E+03	6.33E+01	0.00E+00
620	0.00E+00	0.00E+00	1.50E+03	6.30E+01	0.00E+00
621	0.00E+00	0.00E+00	1.50E+03	6.28E+01	0.00E+00
622	0.00E+00	0.00E+00	1.50E+03	6.25E+01	0.00E+00
623	0.00E+00	0.00E+00	1.50E+03	6.23E+01	0.00E+00
624	0.00E+00	0.00E+00	1.50E+03	6.20E+01	0.00E+00
625	0.00E+00	0.00E+00	1.50E+03	6.18E+01	0.00E+00
626	0.00E+00	0.00E+00	1.50E+03	6.16E+01	0.00E+00
627	0.00E+00	0.00E+00	1.50E+03	6.14E+01	0.00E+00
628	0.00E+00	0.00E+00	1.50E+03	6.12E+01	0.00E+00
629	0.00E+00	0.00E+00	1.50E+03	6.10E+01	0.00E+00
630	0.00E+00	0.00E+00	1.50E+03	6.09E+01	0.00E+00
631	0.00E+00	0.00E+00	1.50E+03	6.08E+01	0.00E+00
632	0.00E+00	0.00E+00	1.50E+03	6.07E+01	0.00E+00
633	0.00E+00	0.00E+00	1.50E+03	6.06E+01	0.00E+00
634	0.00E+00	0.00E+00	1.50E+03	6.06E+01	0.00E+00
635	0.00E+00	0.00E+00	1.50E+03	6.06E+01	0.00E+00
636	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
637	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
638	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
639	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
640	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
641	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
642	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
643	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
644	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
645	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
646	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
647	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
648	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
649	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
650	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
651	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
652	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
653	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
654	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
655	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
656	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
657	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
658	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
659	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
660	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
661	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
662	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
663	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
664	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
665	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
666	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
667	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
668	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
669	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
670	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
671	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
672	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
673	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
674	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
675	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
676	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
677	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
678	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
679	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
680	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
681	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
682	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
683	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
684	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
685	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
686	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
687	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
688	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
689	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
690	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
691	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
692	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
693	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
694	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
695	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
696	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
697	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
698	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
699	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
700	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
701	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
702	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
703	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
704	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
705	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
706	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
707	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
708	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
709	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
710	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
711	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
712	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
713	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
714	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
715	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
716	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
717	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
718	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
719	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
720	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
721	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
722	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
723	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
724	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
725	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
726	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
727	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
728	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
729	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
730	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
731	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
732	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
733	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
734	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
735	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
736	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
737	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
738	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
739	0.00E+00	0.00E+00	1.50E+03	6.05E+01	0.00E+00
