     Count            Initial values               Iteration-1               Iteration-2          Iteration-100000          Iteration-300000          Iteration-500001 
       120  5.722834209069608846e+01  5.722834209069608846e+01  5.957094362723861281e+01  6.032844529926681076e+01  6.032844548946927432e+01  6.032844567941779701e+01 
       121  5.780907207644480650e+01  5.780907207644480650e+01  6.029176464287613157e+01  6.116655523357045610e+01  6.116655543057448341e+01  6.116655562731550333e+01 
       122  5.833992317345447987e+01  5.833992317345447987e+01  6.096801713129531208e+01  6.197963488030342205e+01  6.197963508417512912e+01  6.197963528777462727e+01 
       123  5.881058504791324282e+01  5.881058504791324282e+01  6.158947718011420847e+01  6.276293463378831916e+01  6.276293484467225170e+01  6.276293505527451799e+01 
       124  5.921227783898586949e+01  5.921227783898586949e+01  6.214745110383366011e+01  6.351496514098307244e+01  6.351496535902653306e+01  6.351496557677887012e+01 
       125  5.953934970952603578e+01  5.953934970952603578e+01  6.263637310022574667e+01  6.423920231871873909e+01  6.423920254399986618e+01  6.423920276898020632e+01 
       126  5.979077679479262741e+01  5.979077679479262741e+01  6.305530529380789773e+01  6.494531731951069276e+01  6.494531755197773748e+01  6.494531778413437451e+01 
       127  5.997109187401473918e+01  5.997109187401473918e+01  6.340886648247627022e+01  6.564940057148450592e+01  6.564940081091518209e+01  6.564940105002624193e+01 
       128  6.009011274924782242e+01  6.009011274924782242e+01  6.370696056017560949e+01  6.637270631241179331e+01  6.637270655839489564e+01  6.637270680404955669e+01 
       129  6.016114525730073836e+01  6.016114525730073836e+01  6.396297952239459761e+01  6.713895480838498031e+01  6.713895506033148308e+01  6.713895531194162913e+01 
       130  6.019830879273136759e+01  6.019830879273136759e+01  6.419112891092090933e+01  6.797115960401035295e+01  6.797115986118770081e+01  6.797116011802175706e+01 
       131  6.021422435872580081e+01  6.021422435872580081e+01  6.440411571241324395e+01  6.888926502709537658e+01  6.888926528868350374e+01  6.888926554992227125e+01 
       132  6.021878746229809565e+01  6.021878746229809565e+01  6.461192105786216189e+01  6.990912197516104243e+01  6.990912224031956157e+01  6.990912250512400306e+01 
       133  6.021892530671738086e+01  6.021892530671738086e+01  6.482155722425731881e+01  7.104245844661760145e+01  7.104245871455617589e+01  7.104245898213704891e+01 
       134  6.021892530671738086e+01  6.021892530671738086e+01  6.503739600476740179e+01  7.229727984234096994e+01  7.229728011237480700e+01  7.229728038204790153e+01 
       135  6.022101224207852965e+01  6.022101224207852965e+01  6.526174578278082095e+01  7.367835159432053160e+01  7.367835186591153729e+01  7.367835213713976827e+01 
       136  6.022598063266832469e+01  6.022598063266832469e+01  6.549548389139080484e+01  7.518764508581752182e+01  7.518764535858431941e+01  7.518764563098693543e+01 
       137  6.023375777394329589e+01  6.023375777394329589e+01  6.573861968008304757e+01  7.682474408585895276e+01  7.682474435955910508e+01  7.682474463289385369e+01 
       138  6.024383757144903484e+01  6.024383757144903484e+01  6.599072840198327583e+01  7.858726972908220887e+01  7.858727000356752512e+01  7.858727027768635764e+01 
       139  6.025557528321948553e+01  6.025557528321948553e+01  6.625124600649282058e+01  8.047139428102023828e+01  8.047139455616925829e+01  8.047139483095085666e+01 
       140  6.026835935835541136e+01  6.026835935835541136e+01  6.651964101000643836e+01  8.247248801218476899e+01  8.247248828782701935e+01  8.247248856310120857e+01 
       141  6.028170084167413734e+01  6.028170084167413734e+01  6.679550391113365038e+01  8.458590742374221350e+01  8.458590769958439637e+01  8.458590797505819125e+01 
       142  6.029527640105965247e+01  6.029527640105965247e+01  6.707859021541474931e+01  8.680786846732065953e+01  8.680786874288500599e+01  8.680786901808140499e+01 
       143  6.030892677129187973e+01  6.030892677129187973e+01  6.736881887900024424e+01  8.913627386686113141e+01  8.913627414144536942e+01  8.913627441566298160e+01 
       144  6.032260252942249679e+01  6.032260252942249679e+01  6.766621810168420836e+01  9.157134162886364948e+01  9.157134190153190900e+01  9.157134217383618591e+01 
       145  6.033628182184543221e+01  6.033628182184543221e+01  6.797084309650598755e+01  9.411592290625667090e+01  9.411592317586574552e+01  9.411592344511474550e+01 
       146  6.034991583025548323e+01  6.034991583025548323e+01  6.828272161589799794e+01  9.677545213420854964e+01  9.677545239946466893e+01  9.677545266436663951e+01 
       147  6.036343309025552628e+01  6.036343309025552628e+01  6.860185832249854343e+01  9.955749061227426466e+01  9.955749087181877144e+01  9.955749113101677494e+01 
       148  6.037677763558944832e+01  6.037677763558944832e+01  6.892827293035787761e+01  1.024708352365974946e+02  1.024708354891063351e+02  1.024708357412779662e+02 
       149  6.038994556414944270e+01  6.038994556414944270e+01  6.926203664267798388e+01  1.055242362986482760e+02  1.055242365429376576e+02  1.055242367869008433e+02 
       150  6.040300398594891362e+01  6.040300398594891362e+01  6.960329075690309253e+01  1.087248655803145425e+02  1.087248658154325369e+02  1.087248660502366562e+02 
       151  6.041608001592288701e+01  6.041608001592288701e+01  6.995223499890438745e+01  1.120767336574010073e+02  1.120767338826945263e+02  1.120767341076873436e+02 
       152  6.042932506840290330e+01  6.042932506840290330e+01  7.030909074009954907e+01  1.155792998327361829e+02  1.155793000478872727e+02  1.155793002627511612e+02 
       153  6.044288411527557514e+01  6.044288411527557514e+01  7.067406866633579909e+01  1.192265494089581210e+02  1.192265496139783210e+02  1.192265498187248767e+02 
       154  6.045687958021713371e+01  6.045687958021713371e+01  7.104735050068238422e+01  1.230067758524512698e+02  1.230067760476387804e+02  1.230067762425657207e+02 
       155  6.047139071819238154e+01  6.047139071819238154e+01  7.142906559563351720e+01  1.269032224806033895e+02  1.269032226664688920e+02  1.269032228520863157e+02 
       156  6.048643102017997819e+01  6.048643102017997819e+01  7.181926495296688984e+01  1.308956638154624272e+02  1.308956639926361447e+02  1.308956641695732799e+02 
       157  6.050194943275306514e+01  6.050194943275306514e+01  7.221791854928427767e+01  1.349628974439567060e+02  1.349628976130943840e+02  1.349628977820062232e+02 
       158  6.051786176685142493e+01  6.051786176685142493e+01  7.262494251731112627e+01  1.390859478592881260e+02  1.390859480209859100e+02  1.390859481824677744e+02 
       159  6.053409430630166810e+01  6.053409430630166810e+01  7.304023846674162712e+01  1.432516187015083915e+02  1.432516188562475463e+02  1.432516190107799332e+02 
       160  6.055061044714712182e+01  6.055061044714712182e+01  7.346371614351174628e+01  1.474559073521607502e+02  1.474559075002828479e+02  1.474559076482073294e+02 
       161  6.056739215458505043e+01  6.056739215458505043e+01  7.389527165452577151e+01  1.517067281405252004e+02  1.517067282822499408e+02  1.517067284237853926e+02 
       162  6.058437162473937576e+01  6.058437162473937576e+01  7.433471711270374271e+01  1.560254018986286724e+02  1.560254020341020009e+02  1.560254021693944253e+02 
       163  6.060135248612954229e+01  6.060135248612954229e+01  7.478170146673376451e+01  1.604464881076825691e+02  1.604464882370457985e+02  1.604464883662365082e+02 
       164  6.061797584379972648e+01  6.061797584379972648e+01  7.523567813231218793e+01  1.650157525463091588e+02  1.650157526697694550e+02  1.650157527930649053e+02 
       165  6.063373968188578544e+01  6.063373968188578544e+01  7.569592806212237690e+01  1.697863347903665101e+02  1.697863349082444131e+02  1.697863350259648314e+02 
       166  6.064804709245754566e+01  6.064804709245754566e+01  7.616161359283601939e+01  1.748135047767723336e+02  1.748135048895143484e+02  1.748135050021058419e+02 
       167  6.066027497090858844e+01  6.066027497090858844e+01  7.663185430796113451e+01  1.801487185814226564e+02  1.801487186895675734e+02  1.801487187975681934e+02 
       168  6.066986182705937836e+01  6.066986182705937836e+01  7.710582292362035162e+01  1.858338716945634985e+02  1.858338717986632673e+02  1.858338719026241392e+02 
       169  6.067639873029939679e+01  6.067639873029939679e+01  7.758284441831501965e+01  1.918966419627665800e+02  1.918966420632807512e+02  1.918966421636607720e+02 
       170  6.067968151212330952e+01  6.067968151212330952e+01  7.806245570622296270e+01  1.983476098699654244e+02  1.983476099671493671e+02  1.983476100642033089e+02 
       171  6.067968151212330952e+01  6.067968151212330952e+01  7.854438243479773973e+01  2.051795117456547928e+02  2.051795118394668123e+02  2.051795119331535773e+02 
       172  6.067968151212330952e+01  6.067968151212330952e+01  7.903167908790484830e+01  2.123718605879316499e+02  2.123718606779852678e+02  2.123718607679185197e+02 
       173  6.067968151212330952e+01  6.067968151212330952e+01  7.952413697762062839e+01  2.198875121228717546e+02  2.198875122084360783e+02  2.198875122938860898e+02 
       174  6.067968151212330952e+01  6.067968151212330952e+01  8.002156718360559751e+01  2.276804824410681647e+02  2.276804825211307843e+02  2.276804826010867089e+02 
       175  6.067968151212330952e+01  6.067968151212330952e+01  8.052379925592900634e+01  2.357006584248329091e+02  2.357006584982085826e+02  2.357006585714865139e+02 
       176  6.067968151212330952e+01  6.067968151212330952e+01  8.103067886849420631e+01  2.438981278130401336e+02  2.438981278785037148e+02  2.438981279438796719e+02 
       177  6.067968151212330952e+01  6.067968151212330952e+01  8.154206491960844971e+01  2.522266340131191953e+02  2.522266340695455824e+02  2.522266341258961688e+02 
       178  6.067968151212330952e+01  6.067968151212330952e+01  8.205782651188837917e+01  2.606459120361984674e+02  2.606459120826842195e+02  2.606459121291081260e+02 
       179  6.067968151212330952e+01  6.067968151212330952e+01  8.257784013541007084e+01  2.691228831273321589e+02  2.691228831632872698e+02  2.691228831991946322e+02 
       180  6.067968151212330952e+01  6.067968151212330952e+01  8.310198725701691558e+01  2.776318462504222566e+02  2.776318462756145209e+02  2.776318463007734181e+02 
