Count	Target	Error	Dwell Time	Expected Figure	Sputter Yield              Error in RMS           Target Elements             Unit Elements            Total Elements
367	7.51E+02	1.92E+01	1.50E+03	7.31E+02	0.00E+00
368	7.61E+02	1.21E+01	1.50E+03	7.49E+02	0.00E+00
369	7.71E+02	6.14E+00	2.03E+03	7.65E+02	0.00E+00
370	7.81E+02	1.40E+00	8.76E+03	7.79E+02	0.00E+00
371	7.90E+02	-1.88E+00	1.37E+04	7.92E+02	0.00E+00
372	7.99E+02	-3.29E+00	1.62E+04	8.03E+02	0.00E+00
373	8.09E+02	-2.95E+00	1.63E+04	8.12E+02	0.00E+00
374	8.18E+02	-2.27E+00	1.42E+04	8.20E+02	0.00E+00
375	8.26E+02	-9.12E-01	1.06E+04	8.27E+02	0.00E+00
376	8.34E+02	1.04E+00	8.53E+03	8.33E+02	0.00E+00
377	8.42E+02	3.81E+00	6.06E+03	8.38E+02	0.00E+00
378	8.50E+02	6.38E+00	3.59E+03	8.43E+02	0.00E+00
379	8.57E+02	8.32E+00	1.67E+03	8.49E+02	0.00E+00
380	8.65E+02	9.85E+00	1.50E+03	8.55E+02	0.00E+00
381	8.73E+02	1.13E+01	1.50E+03	8.61E+02	0.00E+00
382	8.82E+02	1.28E+01	1.50E+03	8.69E+02	0.00E+00
383	8.92E+02	1.37E+01	1.50E+03	8.78E+02	0.00E+00
384	9.02E+02	1.42E+01	4.29E+03	8.88E+02	0.00E+00
385	9.13E+02	1.40E+01	1.03E+04	8.99E+02	0.00E+00
386	9.24E+02	1.33E+01	1.67E+04	9.11E+02	0.00E+00
387	9.36E+02	1.20E+01	2.28E+04	9.24E+02	0.00E+00
388	9.47E+02	9.98E+00	2.80E+04	9.37E+02	0.00E+00
389	9.59E+02	7.84E+00	3.17E+04	9.51E+02	0.00E+00
390	9.71E+02	5.73E+00	3.34E+04	9.65E+02	0.00E+00
391	9.82E+02	3.76E+00	3.29E+04	9.79E+02	0.00E+00
392	9.94E+02	1.76E+00	3.00E+04	9.92E+02	0.00E+00
393	1.01E+03	2.17E-01	2.52E+04	1.01E+03	0.00E+00
394	1.02E+03	-1.25E+00	1.88E+04	1.02E+03	0.00E+00
395	1.03E+03	-2.97E+00	1.17E+04	1.03E+03	0.00E+00
396	1.04E+03	-5.04E+00	4.60E+03	1.05E+03	0.00E+00
397	1.06E+03	-6.71E+00	1.50E+03	1.06E+03	0.00E+00
398	1.07E+03	-9.75E+00	1.50E+03	1.08E+03	0.00E+00
399	1.08E+03	-1.58E+01	1.50E+03	1.10E+03	0.00E+00
400	1.09E+03	-2.27E+01	1.50E+03	1.12E+03	0.00E+00
401	1.10E+03	-2.99E+01	1.50E+03	1.13E+03	0.00E+00
402	1.12E+03	-3.66E+01	3.27E+03	1.15E+03	0.00E+00
403	1.13E+03	-4.18E+01	1.18E+04	1.17E+03	0.00E+00
404	1.14E+03	-4.51E+01	2.16E+04	1.18E+03	0.00E+00
405	1.15E+03	-4.63E+01	3.16E+04	1.19E+03	0.00E+00
406	1.16E+03	-4.46E+01	4.07E+04	1.20E+03	0.00E+00
407	1.17E+03	-4.08E+01	4.81E+04	1.21E+03	0.00E+00
408	1.18E+03	-3.45E+01	5.32E+04	1.22E+03	0.00E+00
409	1.19E+03	-2.63E+01	5.57E+04	1.22E+03	0.00E+00
410	1.20E+03	-1.74E+01	5.55E+04	1.22E+03	0.00E+00
411	1.21E+03	-8.79E+00	5.29E+04	1.22E+03	0.00E+00
412	1.21E+03	-1.49E+00	4.84E+04	1.22E+03	0.00E+00
413	1.22E+03	3.56E+00	4.25E+04	1.21E+03	0.00E+00
414	1.21E+03	4.76E+00	3.59E+04	1.21E+03	0.00E+00
415	1.20E+03	-1.20E+00	2.93E+04	1.21E+03	0.00E+00
416	1.19E+03	-1.27E+01	2.32E+04	1.20E+03	0.00E+00
417	1.18E+03	-2.45E+01	1.83E+04	1.20E+03	0.00E+00
418	1.17E+03	-2.78E+01	1.49E+04	1.20E+03	0.00E+00
419	1.17E+03	-2.56E+01	1.34E+04	1.20E+03	0.00E+00
420	1.18E+03	-2.33E+01	1.38E+04	1.20E+03	0.00E+00
421	1.18E+03	-2.24E+01	1.59E+04	1.20E+03	0.00E+00
422	1.18E+03	-2.29E+01	1.95E+04	1.21E+03	0.00E+00
423	1.19E+03	-2.35E+01	2.42E+04	1.21E+03	0.00E+00
424	1.18E+03	-2.73E+01	2.96E+04	1.21E+03	0.00E+00
425	1.19E+03	-2.38E+01	3.53E+04	1.22E+03	0.00E+00
426	1.19E+03	-2.45E+01	4.08E+04	1.22E+03	0.00E+00
427	1.20E+03	-2.41E+01	4.59E+04	1.22E+03	0.00E+00
428	1.20E+03	-2.18E+01	5.05E+04	1.22E+03	0.00E+00
429	1.20E+03	-1.89E+01	5.44E+04	1.22E+03	0.00E+00
430	1.20E+03	-1.53E+01	5.78E+04	1.22E+03	0.00E+00
431	1.20E+03	-9.76E+00	6.07E+04	1.21E+03	0.00E+00
432	1.21E+03	-3.51E+00	6.31E+04	1.21E+03	0.00E+00
433	1.21E+03	2.38E+00	6.51E+04	1.20E+03	0.00E+00
434	1.21E+03	7.62E+00	6.65E+04	1.20E+03	0.00E+00
435	1.21E+03	1.20E+01	6.74E+04	1.19E+03	0.00E+00
436	1.21E+03	1.68E+01	6.78E+04	1.19E+03	0.00E+00
437	1.21E+03	2.09E+01	6.77E+04	1.19E+03	0.00E+00
438	1.21E+03	2.43E+01	6.73E+04	1.18E+03	0.00E+00
439	1.20E+03	2.73E+01	6.67E+04	1.18E+03	0.00E+00
440	1.20E+03	3.02E+01	6.62E+04	1.17E+03	0.00E+00
441	1.20E+03	3.36E+01	6.59E+04	1.17E+03	0.00E+00
442	1.20E+03	3.71E+01	6.58E+04	1.16E+03	0.00E+00
443	1.20E+03	4.11E+01	6.58E+04	1.15E+03	0.00E+00
444	1.19E+03	4.44E+01	6.54E+04	1.14E+03	0.00E+00
445	1.18E+03	4.72E+01	6.40E+04	1.13E+03	0.00E+00
446	1.17E+03	5.00E+01	6.10E+04	1.12E+03	0.00E+00
447	1.15E+03	5.20E+01	5.55E+04	1.10E+03	0.00E+00
448	1.14E+03	5.38E+01	4.71E+04	1.08E+03	0.00E+00
449	1.12E+03	5.43E+01	3.55E+04	1.06E+03	0.00E+00
450	1.09E+03	4.72E+01	2.07E+04	1.04E+03	0.00E+00
451	1.06E+03	3.51E+01	3.35E+03	1.02E+03	0.00E+00
452	1.03E+03	2.46E+01	1.50E+03	1.00E+03	0.00E+00
453	1.00E+03	1.60E+01	1.50E+03	9.87E+02	0.00E+00
454	9.79E+02	8.56E+00	1.50E+03	9.70E+02	0.00E+00
455	9.58E+02	2.78E+00	1.50E+03	9.55E+02	0.00E+00
456	9.40E+02	-1.64E+00	1.50E+03	9.42E+02	0.00E+00
457	9.24E+02	-5.22E+00	1.50E+03	9.30E+02	0.00E+00
458	9.10E+02	-8.31E+00	1.50E+03	9.19E+02	0.00E+00
459	8.98E+02	-1.01E+01	1.50E+03	9.08E+02	0.00E+00
460	8.88E+02	-1.01E+01	1.50E+03	8.98E+02	0.00E+00
461	8.80E+02	-8.71E+00	1.50E+03	8.88E+02	0.00E+00
462	8.73E+02	-5.16E+00	1.50E+03	8.78E+02	0.00E+00
463	8.68E+02	-2.16E-01	1.50E+03	8.68E+02	0.00E+00
464	8.62E+02	4.60E+00	1.50E+03	8.58E+02	0.00E+00
465	8.57E+02	8.91E+00	1.50E+03	8.48E+02	0.00E+00
466	8.53E+02	1.29E+01	1.50E+03	8.40E+02	0.00E+00
467	8.50E+02	1.75E+01	9.27E+03	8.33E+02	0.00E+00
468	8.48E+02	2.02E+01	1.87E+04	8.28E+02	0.00E+00
469	8.45E+02	2.00E+01	2.62E+04	8.25E+02	0.00E+00
470	8.41E+02	1.76E+01	3.15E+04	8.23E+02	0.00E+00
471	8.38E+02	1.40E+01	3.46E+04	8.24E+02	0.00E+00
472	8.36E+02	1.05E+01	3.50E+04	8.25E+02	0.00E+00
473	8.34E+02	7.50E+00	3.27E+04	8.27E+02	0.00E+00
474	8.32E+02	4.53E+00	2.71E+04	8.28E+02	0.00E+00
475	8.29E+02	1.25E+00	1.81E+04	8.27E+02	0.00E+00
476	8.25E+02	-7.25E-01	5.08E+03	8.26E+02	0.00E+00
477	8.21E+02	-2.08E+00	1.50E+03	8.23E+02	0.00E+00
478	8.15E+02	-3.15E+00	1.50E+03	8.19E+02	0.00E+00
479	8.08E+02	-4.88E+00	1.50E+03	8.13E+02	0.00E+00
480	8.00E+02	-7.33E+00	1.50E+03	8.08E+02	0.00E+00
481	7.92E+02	-9.99E+00	1.50E+03	8.02E+02	0.00E+00
482	7.82E+02	-1.41E+01	1.50E+03	7.96E+02	0.00E+00
483	7.71E+02	-1.97E+01	1.50E+03	7.90E+02	0.00E+00
484	7.61E+02	-2.39E+01	1.50E+03	7.85E+02	0.00E+00
485	7.53E+02	-2.68E+01	1.50E+03	7.80E+02	0.00E+00
486	7.46E+02	-2.90E+01	1.50E+03	7.75E+02	0.00E+00
487	7.40E+02	-3.05E+01	1.50E+03	7.70E+02	0.00E+00
488	7.35E+02	-3.08E+01	1.50E+03	7.66E+02	0.00E+00
489	7.31E+02	-3.07E+01	1.50E+03	7.61E+02	0.00E+00
490	7.27E+02	-3.06E+01	1.50E+03	7.57E+02	0.00E+00
491	7.23E+02	-3.14E+01	1.50E+03	7.54E+02	0.00E+00
492	7.19E+02	-3.24E+01	1.50E+03	7.52E+02	0.00E+00
493	7.16E+02	-3.41E+01	1.50E+03	7.50E+02	0.00E+00
494	7.14E+02	-3.52E+01	1.50E+03	7.49E+02	0.00E+00
495	7.14E+02	-3.49E+01	1.50E+03	7.49E+02	0.00E+00
496	7.14E+02	-3.46E+01	1.50E+03	7.49E+02	0.00E+00
497	7.16E+02	-3.41E+01	1.50E+03	7.50E+02	0.00E+00
498	7.18E+02	-3.32E+01	1.50E+03	7.51E+02	0.00E+00
499	7.21E+02	-3.22E+01	1.50E+03	7.53E+02	0.00E+00
500	7.26E+02	-2.99E+01	1.50E+03	7.56E+02	0.00E+00
501	7.34E+02	-2.62E+01	1.50E+03	7.60E+02	0.00E+00
502	7.44E+02	-2.12E+01	1.50E+03	7.66E+02	0.00E+00
503	7.56E+02	-1.73E+01	1.50E+03	7.73E+02	0.00E+00
504	7.68E+02	-1.39E+01	1.50E+03	7.82E+02	0.00E+00
505	7.81E+02	-1.15E+01	1.50E+03	7.92E+02	0.00E+00
506	7.95E+02	-9.76E+00	1.50E+03	8.04E+02	0.00E+00
507	8.09E+02	-8.31E+00	1.50E+03	8.17E+02	0.00E+00
508	8.22E+02	-7.62E+00	1.50E+03	8.30E+02	0.00E+00
509	8.37E+02	-6.11E+00	1.50E+03	8.43E+02	0.00E+00
510	8.53E+02	-2.47E+00	1.50E+03	8.56E+02	0.00E+00
511	8.69E+02	1.20E+00	1.50E+03	8.67E+02	0.00E+00
512	8.80E+02	1.48E+00	1.50E+03	8.78E+02	0.00E+00
513	8.88E+02	-7.91E-02	3.96E+04	8.88E+02	0.00E+00
514	8.95E+02	-2.11E+00	6.78E+04	8.97E+02	0.00E+00
515	9.01E+02	-4.23E+00	8.60E+04	9.05E+02	0.00E+00
516	9.09E+02	-2.98E+00	9.48E+04	9.12E+02	0.00E+00
517	9.20E+02	1.41E+00	9.52E+04	9.19E+02	0.00E+00
518	9.24E+02	3.98E-01	8.93E+04	9.24E+02	0.00E+00
519	9.27E+02	-1.16E+00	7.91E+04	9.28E+02	0.00E+00
520	9.30E+02	-1.68E+00	6.71E+04	9.32E+02	0.00E+00
521	9.33E+02	-1.83E+00	5.55E+04	9.34E+02	0.00E+00
522	9.35E+02	-1.07E+00	4.61E+04	9.36E+02	0.00E+00
523	9.38E+02	3.04E-01	4.02E+04	9.38E+02	0.00E+00
524	9.41E+02	2.46E+00	3.84E+04	9.39E+02	0.00E+00
525	9.45E+02	4.42E+00	4.03E+04	9.40E+02	0.00E+00
526	9.48E+02	5.85E+00	4.52E+04	9.42E+02	0.00E+00
527	9.53E+02	7.58E+00	5.14E+04	9.45E+02	0.00E+00
528	9.57E+02	7.96E+00	5.72E+04	9.49E+02	0.00E+00
529	9.62E+02	7.03E+00	6.06E+04	9.55E+02	0.00E+00
530	9.68E+02	5.13E+00	5.97E+04	9.63E+02	0.00E+00
531	9.75E+02	2.42E+00	5.34E+04	9.72E+02	0.00E+00
532	9.83E+02	-3.35E-01	4.10E+04	9.83E+02	0.00E+00
533	9.91E+02	-3.15E+00	2.29E+04	9.95E+02	0.00E+00
534	1.00E+03	-5.58E+00	1.50E+03	1.01E+03	0.00E+00
535	1.01E+03	-9.26E+00	1.50E+03	1.02E+03	0.00E+00
536	1.02E+03	-1.33E+01	1.50E+03	1.03E+03	0.00E+00
537	1.02E+03	-1.65E+01	1.50E+03	1.04E+03	0.00E+00
538	1.03E+03	-1.68E+01	1.50E+03	1.05E+03	0.00E+00
539	1.04E+03	-1.32E+01	1.50E+03	1.05E+03	0.00E+00
540	1.05E+03	-6.70E+00	1.50E+03	1.06E+03	0.00E+00
541	1.06E+03	3.44E-01	1.50E+03	1.06E+03	0.00E+00
542	1.07E+03	7.74E+00	1.50E+03	1.06E+03	0.00E+00
543	1.08E+03	1.49E+01	1.50E+03	1.06E+03	0.00E+00
544	1.09E+03	2.23E+01	1.50E+03	1.06E+03	0.00E+00
545	1.09E+03	3.05E+01	1.50E+03	1.06E+03	0.00E+00
546	1.10E+03	3.85E+01	1.50E+03	1.06E+03	0.00E+00
547	1.11E+03	4.58E+01	1.50E+03	1.06E+03	0.00E+00
548	1.11E+03	5.20E+01	1.58E+04	1.06E+03	0.00E+00
549	1.11E+03	5.78E+01	2.86E+04	1.05E+03	0.00E+00
550	1.10E+03	6.32E+01	3.92E+04	1.04E+03	0.00E+00
551	1.10E+03	6.74E+01	4.74E+04	1.03E+03	0.00E+00
552	1.08E+03	7.06E+01	5.33E+04	1.01E+03	0.00E+00
553	1.07E+03	7.16E+01	5.70E+04	9.96E+02	0.00E+00
554	1.04E+03	7.01E+01	5.88E+04	9.74E+02	0.00E+00
555	1.01E+03	6.51E+01	5.87E+04	9.48E+02	0.00E+00
556	9.78E+02	5.82E+01	5.70E+04	9.19E+02	0.00E+00
557	9.39E+02	5.04E+01	5.37E+04	8.89E+02	0.00E+00
558	8.98E+02	4.05E+01	4.89E+04	8.57E+02	0.00E+00
559	8.52E+02	2.59E+01	4.28E+04	8.26E+02	0.00E+00
560	8.02E+02	7.19E+00	3.56E+04	7.95E+02	0.00E+00
561	7.56E+02	-1.01E+01	2.75E+04	7.66E+02	0.00E+00
562	7.17E+02	-2.28E+01	1.89E+04	7.40E+02	0.00E+00
563	6.84E+02	-3.06E+01	1.00E+04	7.15E+02	0.00E+00
564	6.56E+02	-3.53E+01	1.50E+03	6.91E+02	0.00E+00
565	6.32E+02	-3.70E+01	1.50E+03	6.69E+02	0.00E+00
566	6.11E+02	-3.64E+01	1.50E+03	6.48E+02	0.00E+00
567	5.94E+02	-3.36E+01	1.50E+03	6.27E+02	0.00E+00
568	5.77E+02	-3.03E+01	1.50E+03	6.08E+02	0.00E+00
569	5.63E+02	-2.52E+01	1.50E+03	5.89E+02	0.00E+00
570	5.55E+02	-1.60E+01	1.50E+03	5.71E+02	0.00E+00
571	5.45E+02	-9.16E+00	1.50E+03	5.54E+02	0.00E+00
572	5.34E+02	-5.49E+00	1.50E+03	5.40E+02	0.00E+00
573	5.22E+02	-5.63E+00	1.50E+03	5.28E+02	0.00E+00
574	5.09E+02	-9.40E+00	8.40E+03	5.19E+02	0.00E+00
575	4.97E+02	-1.52E+01	1.94E+04	5.12E+02	0.00E+00
576	4.84E+02	-2.32E+01	3.01E+04	5.07E+02	0.00E+00
577	4.72E+02	-3.28E+01	3.96E+04	5.05E+02	0.00E+00
578	4.60E+02	-4.40E+01	4.64E+04	5.04E+02	0.00E+00
579	4.48E+02	-5.62E+01	4.91E+04	5.04E+02	0.00E+00
580	4.34E+02	-7.15E+01	4.63E+04	5.05E+02	0.00E+00
581	4.01E+02	-1.05E+02	3.67E+04	5.07E+02	0.00E+00
582	3.61E+02	-1.46E+02	1.92E+04	5.08E+02	0.00E+00
583	0.00E+00	0.00E+00	1.50E+03	5.09E+02	0.00E+00
584	0.00E+00	0.00E+00	1.50E+03	5.09E+02	0.00E+00
585	0.00E+00	0.00E+00	1.50E+03	5.08E+02	0.00E+00
586	0.00E+00	0.00E+00	1.50E+03	5.06E+02	0.00E+00
587	0.00E+00	0.00E+00	1.50E+03	5.01E+02	0.00E+00
588	0.00E+00	0.00E+00	1.50E+03	4.93E+02	0.00E+00
589	0.00E+00	0.00E+00	1.50E+03	4.83E+02	0.00E+00
590	0.00E+00	0.00E+00	1.50E+03	4.70E+02	0.00E+00
591	0.00E+00	0.00E+00	1.50E+03	4.54E+02	0.00E+00
592	0.00E+00	0.00E+00	1.50E+03	4.36E+02	0.00E+00
593	0.00E+00	0.00E+00	1.50E+03	4.16E+02	0.00E+00
594	0.00E+00	0.00E+00	1.50E+03	3.95E+02	0.00E+00
595	0.00E+00	0.00E+00	1.50E+03	3.73E+02	0.00E+00
596	0.00E+00	0.00E+00	1.50E+03	3.51E+02	0.00E+00
597	0.00E+00	0.00E+00	1.50E+03	3.30E+02	0.00E+00
598	0.00E+00	0.00E+00	1.50E+03	3.10E+02	0.00E+00
599	0.00E+00	0.00E+00	1.50E+03	2.92E+02	0.00E+00
600	0.00E+00	0.00E+00	1.50E+03	2.77E+02	0.00E+00
601	0.00E+00	0.00E+00	1.50E+03	2.64E+02	0.00E+00
602	0.00E+00	0.00E+00	1.50E+03	2.53E+02	0.00E+00
603	0.00E+00	0.00E+00	1.50E+03	2.45E+02	0.00E+00
604	0.00E+00	0.00E+00	1.50E+03	2.39E+02	0.00E+00
605	0.00E+00	0.00E+00	1.50E+03	2.35E+02	0.00E+00
606	0.00E+00	0.00E+00	1.50E+03	2.32E+02	0.00E+00
607	0.00E+00	0.00E+00	1.50E+03	2.30E+02	0.00E+00
608	0.00E+00	0.00E+00	1.50E+03	2.28E+02	0.00E+00
609	0.00E+00	0.00E+00	1.50E+03	2.27E+02	0.00E+00
610	0.00E+00	0.00E+00	1.50E+03	2.25E+02	0.00E+00
611	0.00E+00	0.00E+00	1.50E+03	2.21E+02	0.00E+00
612	0.00E+00	0.00E+00	1.50E+03	2.17E+02	0.00E+00
613	0.00E+00	0.00E+00	1.50E+03	2.12E+02	0.00E+00
614	0.00E+00	0.00E+00	1.50E+03	2.04E+02	0.00E+00
615	0.00E+00	0.00E+00	1.50E+03	1.96E+02	0.00E+00
616	0.00E+00	0.00E+00	1.50E+03	1.85E+02	0.00E+00
617	0.00E+00	0.00E+00	1.50E+03	1.74E+02	0.00E+00
618	0.00E+00	0.00E+00	1.50E+03	1.62E+02	0.00E+00
619	0.00E+00	0.00E+00	1.50E+03	1.49E+02	0.00E+00
620	0.00E+00	0.00E+00	1.50E+03	1.37E+02	0.00E+00
621	0.00E+00	0.00E+00	1.50E+03	1.26E+02	0.00E+00
622	0.00E+00	0.00E+00	1.50E+03	1.16E+02	0.00E+00
623	0.00E+00	0.00E+00	1.50E+03	1.08E+02	0.00E+00
624	0.00E+00	0.00E+00	1.50E+03	1.02E+02	0.00E+00
625	0.00E+00	0.00E+00	1.50E+03	9.81E+01	0.00E+00
626	0.00E+00	0.00E+00	1.50E+03	9.54E+01	0.00E+00
627	0.00E+00	0.00E+00	5.99E+03	9.37E+01	0.00E+00
628	0.00E+00	0.00E+00	1.32E+04	9.28E+01	0.00E+00
629	0.00E+00	0.00E+00	1.53E+04	9.23E+01	0.00E+00
630	0.00E+00	0.00E+00	1.41E+04	9.20E+01	0.00E+00
631	0.00E+00	0.00E+00	1.10E+04	9.16E+01	0.00E+00
632	0.00E+00	0.00E+00	7.17E+03	9.12E+01	0.00E+00
633	0.00E+00	0.00E+00	3.11E+03	9.05E+01	0.00E+00
634	0.00E+00	0.00E+00	1.50E+03	8.97E+01	0.00E+00
635	0.00E+00	0.00E+00	1.50E+03	8.86E+01	0.00E+00
636	0.00E+00	0.00E+00	1.50E+03	8.75E+01	0.00E+00
637	0.00E+00	0.00E+00	1.50E+03	8.62E+01	0.00E+00
638	0.00E+00	0.00E+00	1.50E+03	8.49E+01	0.00E+00
639	0.00E+00	0.00E+00	1.50E+03	8.36E+01	0.00E+00
640	0.00E+00	0.00E+00	1.50E+03	8.23E+01	0.00E+00
641	0.00E+00	0.00E+00	1.50E+03	8.10E+01	0.00E+00
642	0.00E+00	0.00E+00	1.50E+03	7.98E+01	0.00E+00
643	0.00E+00	0.00E+00	1.50E+03	7.86E+01	0.00E+00
644	0.00E+00	0.00E+00	1.50E+03	7.76E+01	0.00E+00
645	0.00E+00	0.00E+00	1.50E+03	7.66E+01	0.00E+00
646	0.00E+00	0.00E+00	1.50E+03	7.58E+01	0.00E+00
647	0.00E+00	0.00E+00	1.50E+03	7.50E+01	0.00E+00
648	0.00E+00	0.00E+00	1.50E+03	7.43E+01	0.00E+00
649	0.00E+00	0.00E+00	1.50E+03	7.36E+01	0.00E+00
650	0.00E+00	0.00E+00	1.50E+03	7.29E+01	0.00E+00
651	0.00E+00	0.00E+00	1.50E+03	7.22E+01	0.00E+00
652	0.00E+00	0.00E+00	1.50E+03	7.15E+01	0.00E+00
653	0.00E+00	0.00E+00	1.50E+03	7.09E+01	0.00E+00
654	0.00E+00	0.00E+00	1.50E+03	7.02E+01	0.00E+00
655	0.00E+00	0.00E+00	1.50E+03	6.95E+01	0.00E+00
656	0.00E+00	0.00E+00	1.50E+03	6.87E+01	0.00E+00
657	0.00E+00	0.00E+00	1.50E+03	6.79E+01	0.00E+00
658	0.00E+00	0.00E+00	1.50E+03	6.69E+01	0.00E+00
659	0.00E+00	0.00E+00	1.50E+03	6.58E+01	0.00E+00
660	0.00E+00	0.00E+00	1.50E+03	6.45E+01	0.00E+00
661	0.00E+00	0.00E+00	1.50E+03	6.31E+01	0.00E+00
662	0.00E+00	0.00E+00	1.50E+03	6.14E+01	0.00E+00
663	0.00E+00	0.00E+00	1.50E+03	5.95E+01	0.00E+00
664	0.00E+00	0.00E+00	1.50E+03	5.73E+01	0.00E+00
665	0.00E+00	0.00E+00	1.50E+03	5.49E+01	0.00E+00
666	0.00E+00	0.00E+00	1.50E+03	5.23E+01	0.00E+00
667	0.00E+00	0.00E+00	1.50E+03	4.93E+01	0.00E+00
668	0.00E+00	0.00E+00	1.50E+03	4.61E+01	0.00E+00
669	0.00E+00	0.00E+00	0.00E+00	4.27E+01	0.00E+00
670	0.00E+00	0.00E+00	0.00E+00	3.92E+01	0.00E+00
671	0.00E+00	0.00E+00	0.00E+00	3.58E+01	0.00E+00
672	0.00E+00	0.00E+00	0.00E+00	3.26E+01	0.00E+00
673	0.00E+00	0.00E+00	0.00E+00	2.98E+01	0.00E+00
674	0.00E+00	0.00E+00	0.00E+00	2.74E+01	0.00E+00
675	0.00E+00	0.00E+00	0.00E+00	2.55E+01	0.00E+00
676	0.00E+00	0.00E+00	0.00E+00	2.40E+01	0.00E+00
677	0.00E+00	0.00E+00	0.00E+00	2.29E+01	0.00E+00
678	0.00E+00	0.00E+00	0.00E+00	2.19E+01	0.00E+00
679	0.00E+00	0.00E+00	0.00E+00	2.12E+01	0.00E+00
680	0.00E+00	0.00E+00	0.00E+00	2.05E+01	0.00E+00
681	0.00E+00	0.00E+00	0.00E+00	1.99E+01	0.00E+00
682	0.00E+00	0.00E+00	0.00E+00	1.92E+01	0.00E+00
683	0.00E+00	0.00E+00	0.00E+00	1.86E+01	0.00E+00
684	0.00E+00	0.00E+00	0.00E+00	1.79E+01	0.00E+00
685	0.00E+00	0.00E+00	0.00E+00	1.72E+01	0.00E+00
686	0.00E+00	0.00E+00	0.00E+00	1.65E+01	0.00E+00
687	0.00E+00	0.00E+00	0.00E+00	1.58E+01	0.00E+00
688	0.00E+00	0.00E+00	0.00E+00	1.51E+01	0.00E+00
689	0.00E+00	0.00E+00	0.00E+00	1.44E+01	0.00E+00
690	0.00E+00	0.00E+00	0.00E+00	1.37E+01	0.00E+00
691	0.00E+00	0.00E+00	0.00E+00	1.30E+01	0.00E+00
692	0.00E+00	0.00E+00	0.00E+00	1.23E+01	0.00E+00
693	0.00E+00	0.00E+00	0.00E+00	1.16E+01	0.00E+00
694	0.00E+00	0.00E+00	0.00E+00	1.08E+01	0.00E+00
695	0.00E+00	0.00E+00	0.00E+00	1.01E+01	0.00E+00
696	0.00E+00	0.00E+00	0.00E+00	9.42E+00	0.00E+00
697	0.00E+00	0.00E+00	0.00E+00	8.72E+00	0.00E+00
698	0.00E+00	0.00E+00	0.00E+00	8.03E+00	0.00E+00
699	0.00E+00	0.00E+00	0.00E+00	7.34E+00	0.00E+00
700	0.00E+00	0.00E+00	0.00E+00	6.66E+00	0.00E+00
701	0.00E+00	0.00E+00	0.00E+00	5.99E+00	0.00E+00
702	0.00E+00	0.00E+00	0.00E+00	5.34E+00	0.00E+00
703	0.00E+00	0.00E+00	0.00E+00	4.70E+00	0.00E+00
704	0.00E+00	0.00E+00	0.00E+00	4.10E+00	0.00E+00
705	0.00E+00	0.00E+00	0.00E+00	3.53E+00	0.00E+00
706	0.00E+00	0.00E+00	0.00E+00	3.00E+00	0.00E+00
707	0.00E+00	0.00E+00	0.00E+00	2.53E+00	0.00E+00
708	0.00E+00	0.00E+00	0.00E+00	2.12E+00	0.00E+00
709	0.00E+00	0.00E+00	0.00E+00	1.76E+00	0.00E+00
710	0.00E+00	0.00E+00	0.00E+00	1.46E+00	0.00E+00
711	0.00E+00	0.00E+00	0.00E+00	1.22E+00	0.00E+00
712	0.00E+00	0.00E+00	0.00E+00	1.01E+00	0.00E+00
713	0.00E+00	0.00E+00	0.00E+00	8.33E-01	0.00E+00
714	0.00E+00	0.00E+00	0.00E+00	6.89E-01	0.00E+00
715	0.00E+00	0.00E+00	0.00E+00	5.84E-01	0.00E+00
716	0.00E+00	0.00E+00	0.00E+00	5.17E-01	0.00E+00
717	0.00E+00	0.00E+00	0.00E+00	4.80E-01	0.00E+00
718	0.00E+00	0.00E+00	0.00E+00	4.64E-01	0.00E+00
719	0.00E+00	0.00E+00	0.00E+00	4.59E-01	0.00E+00
720	0.00E+00	0.00E+00	0.00E+00	4.54E-01	0.00E+00
721	0.00E+00	0.00E+00	0.00E+00	4.46E-01	0.00E+00
722	0.00E+00	0.00E+00	0.00E+00	4.36E-01	0.00E+00
723	0.00E+00	0.00E+00	0.00E+00	4.24E-01	0.00E+00
724	0.00E+00	0.00E+00	0.00E+00	4.11E-01	0.00E+00
725	0.00E+00	0.00E+00	0.00E+00	3.98E-01	0.00E+00
726	0.00E+00	0.00E+00	0.00E+00	3.84E-01	0.00E+00
727	0.00E+00	0.00E+00	0.00E+00	3.71E-01	0.00E+00
728	0.00E+00	0.00E+00	0.00E+00	3.57E-01	0.00E+00
729	0.00E+00	0.00E+00	0.00E+00	3.43E-01	0.00E+00
730	0.00E+00	0.00E+00	0.00E+00	3.30E-01	0.00E+00
731	0.00E+00	0.00E+00	0.00E+00	3.16E-01	0.00E+00
732	0.00E+00	0.00E+00	0.00E+00	3.03E-01	0.00E+00
733	0.00E+00	0.00E+00	0.00E+00	2.90E-01	0.00E+00
734	0.00E+00	0.00E+00	0.00E+00	2.77E-01	0.00E+00
735	0.00E+00	0.00E+00	0.00E+00	2.64E-01	0.00E+00
736	0.00E+00	0.00E+00	0.00E+00	2.50E-01	0.00E+00
737	0.00E+00	0.00E+00	0.00E+00	2.37E-01	0.00E+00
738	0.00E+00	0.00E+00	0.00E+00	2.23E-01	0.00E+00
739	0.00E+00	0.00E+00	0.00E+00	2.08E-01	0.00E+00
