     Count               Iteration-1             Iteration-100             Iteration-200             Iteration-300             Iteration-400             Iteration-500             Iteration-600             Iteration-700             Iteration-800             Iteration-900            Iteration-1000            Iteration-1001 
         0  0.000000000000000000e+00 -2.944629788258225744e+00 -8.853499446434625497e+00 -1.311433567025756020e+01 -1.571766197516780039e+01 -1.707532245727259124e+01 -1.802557453092526885e+01 -1.868995996440338558e+01 -1.913526798953955677e+01 -1.942296103532396501e+01 -1.959541549390036153e+01 -1.959735235677254650e+01 
         1  0.000000000000000000e+00 -2.774447192484274183e+00 -8.630280532033054897e+00 -1.286299777619831275e+01 -1.545155392605801126e+01 -1.680289863197617706e+01 -1.775043964541777086e+01 -1.841455303232368124e+01 -1.886147902001039256e+01 -1.915190734945139184e+01 -1.932758728694875572e+01 -1.932955628267205839e+01 
         2  0.000000000000000000e+00 -2.604196459576257894e+00 -8.407117401027051073e+00 -1.261173857472675763e+01 -1.518554379918418817e+01 -1.653061204033446074e+01 -1.747543494604258285e+01 -1.813929318145858360e+01 -1.858787794018843442e+01 -1.888103382328756652e+01 -1.905993315521197928e+01 -1.906193406759365416e+01 
         3  0.000000000000000000e+00 -2.433884027407316353e+00 -8.184025304043416327e+00 -1.236056207698538856e+01 -1.491964098082007695e+01 -1.625847057771687787e+01 -1.720056825996948646e+01 -1.786417998500985505e+01 -1.831445677645149317e+01 -1.861033169630775319e+01 -1.879244141799989620e+01 -1.879447415522997744e+01 
         4  0.000000000000000000e+00 -2.263516166353724657e+00 -7.961019102208524600e+00 -1.210948202142253649e+01 -1.465385422859696973e+01 -1.598648133450160458e+01 -1.692584644601748778e+01 -1.758921677274423701e+01 -1.804120644114436800e+01 -1.833979096696856459e+01 -1.852509816812926147e+01 -1.852716262770519506e+01 
         5  0.000000000000000000e+00 -2.093098978052182702e+00 -7.738113267458231803e+00 -1.185851281876955454e+01 -1.438819167591913128e+01 -1.571465060216621623e+01 -1.665127540297118003e+01 -1.731441367071317927e+01 -1.776811674480171632e+01 -1.806939964751080652e+01 -1.825788810099948023e+01 -1.825998416844976191e+01 
         6  0.000000000000000000e+00 -1.922638218187103121e+00 -7.515321897428805187e+00 -1.160766826761027914e+01 -1.412266085106591618e+01 -1.544298386631203357e+01 -1.637686009252939812e+01 -1.703977975350966290e+01 -1.749518136754784337e+01 -1.779914343245883401e+01 -1.799079454497638153e+01 -1.799292209260278241e+01 
         7  0.000000000000000000e+00 -1.752138520378935027e+00 -7.292658718288066666e+00 -1.135696155895925585e+01 -1.385726868433812342e+01 -1.517148584297075331e+01 -1.610260455042549665e+01 -1.676532305745467966e+01 -1.722240163198614482e+01 -1.752900681511528092e+01 -1.772379948042021169e+01 -1.772595836605478326e+01 
         8  0.000000000000000000e+00 -1.581605853563644359e+00 -7.070137088687488358e+00 -1.110640527646984310e+01 -1.359203080072228431e+01 -1.490016047478616201e+01 -1.582851308037709259e+01 -1.649105057073580838e+01 -1.694977769141502222e+01 -1.725898189665389282e+01 -1.745688351952287576e+01 -1.745907358525670361e+01 
         9  0.000000000000000000e+00 -1.411053089488461865e+00 -6.847768375967461907e+00 -1.085601140499494477e+01 -1.332696702603385575e+01 -1.462901030456038143e+01 -1.555459083807124898e+01 -1.621696826951563253e+01 -1.667730846871944550e+01 -1.698906537859414811e+01 -1.719002651854515307e+01 -1.719224735476683463e+01 
