     Count               1-iterative             200-iterative             400-iterative             600-iterative             800-iterative            1000-iterative            1001-iterative 
        86  0.000000000000000000e+00  9.957218053734344721e+03  9.958276359593424786e+03  9.958282581556164587e+03  9.958283095303961090e+03  9.958283609045434787e+03  9.958283614182817473e+03 
        87  0.000000000000000000e+00  9.957218053734344721e+03  9.958276359593424786e+03  9.958282581556164587e+03  9.958283095303961090e+03  9.958283609045434787e+03  9.958283614182817473e+03 
        88  0.000000000000000000e+00  9.957218053734344721e+03  9.958276359593424786e+03  9.958282581556164587e+03  9.958283095303961090e+03  9.958283609045434787e+03  9.958283614182817473e+03 
        89  0.000000000000000000e+00  9.957218053734344721e+03  9.958276359593424786e+03  9.958282581556164587e+03  9.958283095303961090e+03  9.958283609045434787e+03  9.958283614182817473e+03 
        90  0.000000000000000000e+00  9.957218053734344721e+03  9.958276359593424786e+03  9.958282581556164587e+03  9.958283095303962909e+03  9.958283609045434787e+03  9.958283614182817473e+03 
        91  0.000000000000000000e+00  9.957218053734344721e+03  9.958276359593424786e+03  9.958282581556166406e+03  9.958283095303962909e+03  9.958283609045434787e+03  9.958283614182817473e+03 
        92  0.000000000000000000e+00  9.957218053734346540e+03  9.958276359593424786e+03  9.958282581556168225e+03  9.958283095303966547e+03  9.958283609045438425e+03  9.958283614182819292e+03 
        93  0.000000000000000000e+00  9.957218053734348359e+03  9.958276359593430243e+03  9.958282581556171863e+03  9.958283095303970185e+03  9.958283609045442063e+03  9.958283614182824749e+03 
        94  0.000000000000000000e+00  9.957218053734351997e+03  9.958276359593433881e+03  9.958282581556175501e+03  9.958283095303973823e+03  9.958283609045443882e+03  9.958283614182826568e+03 
        95  0.000000000000000000e+00  9.957218053734351997e+03  9.958276359593433881e+03  9.958282581556175501e+03  9.958283095303972004e+03  9.958283609045443882e+03  9.958283614182826568e+03 
        96  0.000000000000000000e+00  9.957218053734348359e+03  9.958276359593428424e+03  9.958282581556170044e+03  9.958283095303968366e+03  9.958283609045440244e+03  9.958283614182822930e+03 
        97  0.000000000000000000e+00  9.957218053734337445e+03  9.958276359593415691e+03  9.958282581556157311e+03  9.958283095303955633e+03  9.958283609045427511e+03  9.958283614182808378e+03 
        98  0.000000000000000000e+00  9.957218053734319255e+03  9.958276359593395682e+03  9.958282581556135483e+03  9.958283095303933806e+03  9.958283609045407502e+03  9.958283614182788369e+03 
        99  0.000000000000000000e+00  9.957218053734288333e+03  9.958276359593359302e+03  9.958282581556100922e+03  9.958283095303897426e+03  9.958283609045369303e+03  9.958283614182750171e+03 
       100  0.000000000000000000e+00  9.957218053734262867e+03  9.958276359593326561e+03  9.958282581556066361e+03  9.958283095303866503e+03  9.958283609045336561e+03  9.958283614182719248e+03 
       101  0.000000000000000000e+00  9.957218053734250134e+03  9.958276359593306552e+03  9.958282581556046352e+03  9.958283095303844675e+03  9.958283609045316553e+03  9.958283614182699239e+03 
       102  0.000000000000000000e+00  9.957218053734284695e+03  9.958276359593339293e+03  9.958282581556080913e+03  9.958283095303879236e+03  9.958283609045351113e+03  9.958283614182733800e+03 
       103  0.000000000000000000e+00  9.957218053734401110e+03  9.958276359593470261e+03  9.958282581556210062e+03  9.958283095304008384e+03  9.958283609045480262e+03  9.958283614182864767e+03 
       104  0.000000000000000000e+00  9.957218053734637579e+03  9.958276359593743109e+03  9.958282581556482910e+03  9.958283095304283052e+03  9.958283609045754929e+03  9.958283614183135796e+03 
       105  0.000000000000000000e+00  9.957218053734994101e+03  9.958276359594166934e+03  9.958282581556910372e+03  9.958283095304706876e+03  9.958283609046178753e+03  9.958283614183561440e+03 
       106  0.000000000000000000e+00  9.957218053735417925e+03  9.958276359594687165e+03  9.958282581557430603e+03  9.958283095305227107e+03  9.958283609046698984e+03  9.958283614184083490e+03 
       107  0.000000000000000000e+00  9.957218053735732610e+03  9.958276359595098256e+03  9.958282581557843514e+03  9.958283095305641837e+03  9.958283609047111895e+03  9.958283614184494581e+03 
       108  0.000000000000000000e+00  9.957218053735621652e+03  9.958276359595036411e+03  9.958282581557781668e+03  9.958283095305579991e+03  9.958283609047051868e+03  9.958283614184434555e+03 
       109  0.000000000000000000e+00  9.957218053734617570e+03  9.958276359593941379e+03  9.958282581556686637e+03  9.958283095304484959e+03  9.958283609045955018e+03  9.958283614183337704e+03 
       110  0.000000000000000000e+00  9.957218053732207409e+03  9.958276359591200162e+03  9.958282581553941782e+03  9.958283095301741923e+03  9.958283609043211982e+03  9.958283614180594668e+03 
       111  0.000000000000000000e+00  9.957218053728100131e+03  9.958276359586412582e+03  9.958282581549148745e+03  9.958283095296947067e+03  9.958283609038420764e+03  9.958283614175801631e+03 
       112  0.000000000000000000e+00  9.957218053722646800e+03  9.958276359579918790e+03  9.958282581542647677e+03  9.958283095290444180e+03  9.958283609031916058e+03  9.958283614169298744e+03 
       113  0.000000000000000000e+00  9.957218053717402654e+03  9.958276359573445006e+03  9.958282581536168436e+03  9.958283095283963121e+03  9.958283609025433179e+03  9.958283614162815866e+03 
       114  0.000000000000000000e+00  9.957218053715692804e+03  9.958276359570785644e+03  9.958282581533501798e+03  9.958283095281300120e+03  9.958283609022768360e+03  9.958283614160149227e+03 
       115  0.000000000000000000e+00  9.957218053722717741e+03  9.958276359578001575e+03  9.958282581540723186e+03  9.958283095288517870e+03  9.958283609029984291e+03  9.958283614167366977e+03 
       116  0.000000000000000000e+00  9.957218053744780264e+03  9.958276359602574303e+03  9.958282581565310466e+03  9.958283095313105150e+03  9.958283609054578847e+03  9.958283614191959714e+03 
       117  0.000000000000000000e+00  9.957218053786900782e+03  9.958276359650744780e+03  9.958282581613517323e+03  9.958283095361317464e+03  9.958283609102791161e+03  9.958283614240175666e+03 
       118  0.000000000000000000e+00  9.957218053848429918e+03  9.958276359722472989e+03  9.958282581685309196e+03  9.958283095433112976e+03  9.958283609174593948e+03  9.958283614311976635e+03 
       119  0.000000000000000000e+00  9.957218053916860299e+03  9.958276359804258391e+03  9.958282581767176453e+03  9.958283095514987508e+03  9.958283609256472118e+03  9.958283614393854805e+03 
       120  0.000000000000000000e+00  9.957218053961358237e+03  9.958276359861425590e+03  9.958282581824425506e+03  9.958283095572243838e+03  9.958283609313733905e+03  9.958283614451116591e+03 
       121  0.000000000000000000e+00  9.957218053929414964e+03  9.958276359833829702e+03  9.958282581796862360e+03  9.958283095544680691e+03  9.958283609286172577e+03  9.958283614423555264e+03 
       122  0.000000000000000000e+00  9.957218053752059859e+03  9.958276359641122326e+03  9.958282581604062216e+03  9.958283095351873271e+03  9.958283609093357882e+03  9.958283614230742387e+03 
       123  0.000000000000000000e+00  9.957218053364267689e+03  9.958276359205367044e+03  9.958282581168008619e+03  9.958283094915796028e+03  9.958283608657256991e+03  9.958283613794639678e+03 
       124  0.000000000000000000e+00  9.957218052745896784e+03  9.958276358497316323e+03  9.958282580459392193e+03  9.958283094207132308e+03  9.958283607948547797e+03  9.958283613085930483e+03 
       125  0.000000000000000000e+00  9.957218051982710676e+03  9.958276357606373494e+03  9.958282579567639914e+03  9.958283093315312726e+03  9.958283607056660912e+03  9.958283612194041780e+03 
       126  0.000000000000000000e+00  9.957218051335146811e+03  9.958276356820768342e+03  9.958282578781147095e+03  9.958283092528745328e+03  9.958283606270018936e+03  9.958283611407399803e+03 
       127  0.000000000000000000e+00  9.957218051284829926e+03  9.958276356684280472e+03  9.958282578644078967e+03  9.958283092391629907e+03  9.958283606132854402e+03  9.958283611270233450e+03 
       128  0.000000000000000000e+00  9.957218052508755136e+03  9.958276357972819824e+03  9.958282579932982117e+03  9.958283093680562160e+03  9.958283607421817578e+03  9.958283612559198446e+03 
       129  0.000000000000000000e+00  9.957218055717881725e+03  9.958276361518244812e+03  9.958282583480488029e+03  9.958283097228239058e+03  9.958283610969665460e+03  9.958283616107048147e+03 
       130  0.000000000000000000e+00  9.957218061305078663e+03  9.958276367814936748e+03  9.958282589781623756e+03  9.958283103529745858e+03  9.958283617271539697e+03  9.958283622408926021e+03 
       131  0.000000000000000000e+00  9.957218068794656574e+03  9.958276376396646810e+03  9.958282598370238702e+03  9.958283112118931967e+03  9.958283625861296969e+03  9.958283630998686931e+03 
       132  0.000000000000000000e+00  9.957218076187122278e+03  9.958276385084540379e+03  9.958282607066394121e+03  9.958283120815769507e+03  9.958283634558814811e+03  9.958283639696212049e+03 
       133  0.000000000000000000e+00  9.957218079447489799e+03  9.958276389381921035e+03  9.958282611370512313e+03  9.958283125120444311e+03  9.958283638864046225e+03  9.958283644001452558e+03 
       134  0.000000000000000000e+00  9.957218072562942325e+03  9.958276382493530036e+03  9.958282604482421448e+03  9.958283118232378911e+03  9.958283631976004472e+03  9.958283637113408986e+03 
       135  0.000000000000000000e+00  9.957218048721320883e+03  9.958276356594395111e+03  9.958282578570726400e+03  9.958283092319643401e+03  9.958283606062235776e+03  9.958283611199627558e+03 
       136  0.000000000000000000e+00  9.957218003113888699e+03  9.958276305928533475e+03  9.958282527873394429e+03  9.958283041619715732e+03  9.958283555359706952e+03  9.958283560497073267e+03 
       137  0.000000000000000000e+00  9.957217937496541708e+03  9.958276231914675009e+03  9.958282453806843478e+03  9.958282967548808301e+03  9.958283481284448499e+03  9.958283486421771158e+03 
       138  0.000000000000000000e+00  9.957217865833412361e+03  9.958276149537628953e+03  9.958282371362050981e+03  9.958282885098424231e+03  9.958283398828465579e+03  9.958283403965733669e+03 
       139  0.000000000000000000e+00  9.957217819099731059e+03  9.958276092910009538e+03  9.958282314671079803e+03  9.958282828402214363e+03  9.958283342127024298e+03  9.958283347264241456e+03 
       140  0.000000000000000000e+00  9.957217845882654728e+03  9.958276116266695681e+03  9.958282338004113626e+03  9.958282851733296411e+03  9.958283365456150932e+03  9.958283370593348081e+03 
       141  0.000000000000000000e+00  9.957218004376562021e+03  9.958276285453848686e+03  9.958282507255449673e+03  9.958283020989932993e+03  9.958283534718088049e+03  9.958283539855336130e+03 
       142  0.000000000000000000e+00  9.957218341663776300e+03  9.958276655240031687e+03  9.958282877242414543e+03  9.958283390993481589e+03  9.958283904738220372e+03  9.958283909875635800e+03 
       143  0.000000000000000000e+00  9.957218858920783532e+03  9.958277230759687882e+03  9.958283453125390224e+03  9.958283966906465139e+03  9.958284480681215427e+03  9.958284485818930989e+03 
       144  0.000000000000000000e+00  9.957219467257909855e+03  9.958277918076453716e+03  9.958284140938036217e+03  9.958284654760074773e+03  9.958285168575788703e+03  9.958285173713913537e+03 
       145  0.000000000000000000e+00  9.957219948189575007e+03  9.958278479149288614e+03  9.958284702518751146e+03  9.958285216382746512e+03  9.958285730240417251e+03  9.958285735378962272e+03 
       146  0.000000000000000000e+00  9.957219943345504362e+03  9.958278518336008347e+03  9.958284741993553325e+03  9.958285255881348348e+03  9.958285769762827840e+03  9.958285774901611148e+03 
       147  0.000000000000000000e+00  9.957219005622824625e+03  9.958277536202735064e+03  9.958283759601228667e+03  9.958284273467637831e+03  9.958284787327726008e+03  9.958284792466296494e+03 
       148  0.000000000000000000e+00  9.957216741822219774e+03  9.958275084408087423e+03  9.958281306653085267e+03  9.958281820424221223e+03  9.958282334189039830e+03  9.958282339326655347e+03 
       149  0.000000000000000000e+00  9.957213057219203620e+03  9.958271034276551291e+03  9.958277254255322987e+03  9.958277767839274020e+03  9.958278281416896789e+03  9.958278286552640566e+03 
       150  0.000000000000000000e+00  9.957208470028486772e+03  9.958265925236622934e+03  9.958272141959128930e+03  9.958272655274107819e+03  9.958273168582747530e+03  9.958273173715802841e+03 
       151  0.000000000000000000e+00  9.957204399932683373e+03  9.958261289166915958e+03  9.958267502331396827e+03  9.958268015352463408e+03  9.958268528367176259e+03  9.958268533497292083e+03 
       152  0.000000000000000000e+00  9.957203263826559123e+03  9.958259768098498171e+03  9.958265978796944182e+03  9.958266491614278493e+03  9.958267004425244522e+03  9.958267009553323078e+03 
       153  0.000000000000000000e+00  9.957208163709490691e+03  9.958264788439808399e+03  9.958270999783122534e+03  9.958271512653665923e+03  9.958272025517837392e+03  9.958272030646447092e+03 
       154  0.000000000000000000e+00  9.957221970431535738e+03  9.958279573308973340e+03  9.958285790613383142e+03  9.958286303976246927e+03  9.958286817332747887e+03  9.958286822466279773e+03 
       155  0.000000000000000000e+00  9.957245740330190529e+03  9.958305417965890229e+03  9.958311648065739064e+03  9.958312162485446606e+03  9.958312676898824066e+03  9.958312682042926099e+03 
       156  0.000000000000000000e+00  9.957276678962080041e+03  9.958339454309689245e+03  9.958345703632707227e+03  9.958346219640230629e+03  9.958346735641469422e+03  9.958346740801451233e+03 
