     Count               Iteration-1              Iteration-10              Iteration-20              Iteration-30              Iteration-40              Iteration-50              Iteration-60              Iteration-70              Iteration-80              Iteration-88 
        54  0.000000000000000000e+00  1.162082539116418047e+02  4.433763881934282836e-01  1.690259432507446036e-03  6.412450602510944009e-06 -1.154421624960377812e-06  1.406293449690565467e-06  1.111468009185045958e-06 -6.802820280427113175e-07 -1.319473085459321737e-06 
        55  0.000000000000000000e+00  1.162082539116418047e+02  4.433809309703065082e-01  1.691131574261817150e-03  5.670988684869371355e-06  5.733018042519688606e-07  6.888149073347449303e-07 -7.226153684314340353e-07 -8.570132195018231869e-07 -1.292246452067047358e-07 
        56  0.000000000000000000e+00  1.162082539116418047e+02  4.433835812869801885e-01  1.691178395049064420e-03  6.224547178135253489e-06  5.652909749187529087e-07 -4.399880708660930395e-07 -4.889279807684943080e-07  2.464275894453749061e-07  5.359670467441901565e-07 
        57  0.000000000000000000e+00  1.162082539116418047e+02  4.433851518133451464e-01  1.691118426606408320e-03  6.640866558882407844e-06 -5.950278136879205704e-08 -3.224013198632746935e-07  2.380838850513100624e-07  3.496315912343561649e-07  5.199035513214766979e-08 
        58  0.000000000000000000e+00  1.162082539116418047e+02  4.433860928165813675e-01  1.691225059403222986e-03  6.580014087376184762e-06 -1.889111445052549243e-07  1.158496161224320531e-07  2.115502866217866540e-07 -8.105416782200336456e-08 -2.151955413864925504e-07 
        59  0.000000000000000000e+00  1.162082539116418047e+02  4.433866452636721078e-01  1.691398354523698799e-03  6.423064405680634081e-06  5.362380761653184891e-09  1.390490069752559066e-07 -6.947993824724107981e-08 -1.422140485374256968e-07 -2.455089997965842485e-08 
        60  0.000000000000000000e+00  1.162082539116418047e+02  4.433869531603704672e-01  1.691521938482765108e-03  6.395324817276559770e-06  9.598079486750066280e-08 -1.920852810144424438e-08 -8.882307156454771757e-08  2.267188392579555511e-08  8.532515494152903557e-08 
        61  0.000000000000000000e+00  1.162082539116418047e+02  4.433871129385806853e-01  1.691582967396243475e-03  6.439897333621047437e-06  4.912180884275585413e-08 -5.466790753416717052e-08  1.570151653140783310e-08  5.720539775211364031e-08  1.266926119569689035e-08 
        62  0.000000000000000000e+00  1.162082539116418047e+02  4.433871894889307441e-01  1.691615627350984141e-03  6.465179467340931296e-06  5.735273589380085468e-09 -3.061359166167676449e-09  3.573768481146544218e-08 -4.210960469208657742e-09 -3.329660103190690279e-08 
        63  0.000000000000000000e+00  1.162082539116418047e+02  4.433872232875728514e-01  1.691642697551287711e-03  6.460135409724898636e-06  1.097942003980278969e-08  1.950138539541512728e-08 -1.007720129564404488e-09 -2.254819264635443687e-08 -6.668415153399109840e-09 
        64  0.000000000000000000e+00  1.162082539116418047e+02  4.433872370536846574e-01  1.691667283012066036e-03  6.450783985201269388e-06  2.743399818427860737e-08  5.191395757719874382e-09 -1.358966983389109373e-08 -5.511537892743945122e-10  1.272019289899617434e-08 
        65  0.000000000000000000e+00  1.162082539116418047e+02  4.433872422378044575e-01  1.691686287813354284e-03  6.449577995226718485e-06  3.011700755450874567e-08 -5.857145879417657852e-09 -1.704393071122467518e-09  8.612914825789630413e-09  3.448803909122943878e-09 
        66  0.000000000000000000e+00  1.162082539116418047e+02  4.433872440476989141e-01  1.691698944341624156e-03  6.452575689763762057e-06  2.522756403777748346e-08 -3.046807250939309597e-09  4.794856067746877670e-09  1.171429175883531570e-09 -4.720277502201497555e-09 
        67  0.000000000000000000e+00  1.162082539116418047e+02  4.433872446352324914e-01  1.691706967903883196e-03  6.454432877944782376e-06  2.290471456944942474e-08  1.517037162557244301e-09  1.442458597011864185e-09 -3.146851668134331703e-09 -1.720763975754380226e-09 
        68  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448116744636e-01  1.691712295723846182e-03  6.454454705817624927e-06  2.387969288975000381e-08  1.549778971821069717e-09 -1.518856151960790157e-09 -8.440110832452774048e-10  1.680746208876371384e-09 
        69  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448626061669e-01  1.691716050117975101e-03  6.454069080064073205e-06  2.496381057426333427e-08 -6.002665031701326370e-11 -8.076312951743602753e-10  1.078660716302692890e-09  8.240021998062729836e-10 
        70  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448753390927e-01  1.691718702204525471e-03  6.454056347138248384e-06  2.497654350008815527e-08 -4.583853296935558319e-10  4.038156475871801376e-10  4.711182555183768272e-10 -5.638867150992155075e-10 
        71  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691720499366056174e-03  6.454283720813691616e-06  2.462184056639671326e-08  5.456968210637569427e-12  3.747118171304464340e-10 -3.346940502524375916e-10 -3.765308065339922905e-10 
        72  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691721667157253250e-03  6.454471076722256839e-06  2.449996827635914087e-08  2.637534635141491890e-10 -6.730260793119668961e-11 -2.273736754432320595e-10  1.728039933368563652e-10 
        73  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691722405666951090e-03  6.454542017308995128e-06  2.458182279951870441e-08  1.691660145297646523e-10 -1.491571310907602310e-10  8.913048077374696732e-11  1.637090463191270828e-10 
        74  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691722873147227801e-03  6.454565664171241224e-06  2.464912540744990110e-08  5.456968210637569427e-11 -5.456968210637569427e-12  1.000444171950221062e-10 -4.365574568510055542e-11 
        75  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723167823511176e-03  6.454587492044083774e-06  2.464730641804635525e-08  5.638867150992155075e-11  5.275069270282983780e-11 -1.455191522836685181e-11 -6.912159733474254608e-11 
        76  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723355179419741e-03  6.454616595874540508e-06  2.462365955580025911e-08  9.640643838793039322e-11  1.455191522836685181e-11 -3.819877747446298599e-11  7.275957614183425903e-12 
        77  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723467956762761e-03  6.454643880715593696e-06  2.461820258758962154e-08  1.091393642127513885e-10 -1.637090463191270828e-11  0.000000000000000000e+00  2.728484105318784714e-11 
        78  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723537078360096e-03  6.454656613641418517e-06  2.462184056639671326e-08  9.822542779147624969e-11 -9.094947017729282379e-12  1.637090463191270828e-11  1.818989403545856476e-12 
        79  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723577096126974e-03  6.454667527577839792e-06  2.462729753460735083e-08  9.094947017729282379e-11  3.637978807091712952e-12  7.275957614183425903e-12 -9.094947017729282379e-12 
        80  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723598923999816e-03  6.454674803535453975e-06  2.462547854520380497e-08  9.276845958083868027e-11  7.275957614183425903e-12 -3.637978807091712952e-12 -3.637978807091712952e-12 
        81  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723613475915045e-03  6.454682079493068159e-06  2.462547854520380497e-08  9.458744898438453674e-11  3.637978807091712952e-12  0.000000000000000000e+00  1.818989403545856476e-12 
        82  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723620751872659e-03  6.454685717471875250e-06  2.462547854520380497e-08  9.458744898438453674e-11  1.818989403545856476e-12  3.637978807091712952e-12  0.000000000000000000e+00 
        83  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723624389851466e-03  6.454687536461278796e-06  2.462547854520380497e-08  9.458744898438453674e-11  3.637978807091712952e-12  3.637978807091712952e-12 -1.818989403545856476e-12 
        84  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723626208840869e-03  6.454689355450682342e-06  2.462729753460735083e-08  9.458744898438453674e-11  3.637978807091712952e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        85  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454691174440085888e-06  2.462729753460735083e-08  9.458744898438453674e-11  3.637978807091712952e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        86  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  3.637978807091712952e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        87  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454691174440085888e-06  2.462729753460735083e-08  9.458744898438453674e-11  3.637978807091712952e-12  3.637978807091712952e-12 -1.818989403545856476e-12 
        88  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  3.637978807091712952e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        89  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  1.818989403545856476e-12 -3.637978807091712952e-12 
        90  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        91  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        92  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        93  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        94  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -1.818989403545856476e-12 
        95  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -1.818989403545856476e-12 
        96  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        97  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        98  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  3.637978807091712952e-12 -3.637978807091712952e-12 
        99  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       100  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       101  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       102  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       103  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       104  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       105  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       106  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
       107  0.000000000000000000e+00  1.162082539116418047e+02  4.433872448789770715e-01  1.691723628027830273e-03  6.454692993429489434e-06  2.462729753460735083e-08  9.458744898438453674e-11  5.456968210637569427e-12  5.456968210637569427e-12 -3.637978807091712952e-12 
