     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00  1.462812500000000000e+02  3.248168130004883096e+02  4.861572393299463215e+02  6.319586288721460505e+02  7.637175790373894415e+02  8.827865467775916386e+02  9.903877310254720214e+02  1.064231403192793550e+03 
         1  0.000000000000000000e+00  1.462812500000000000e+02  3.248168130004883096e+02  4.861572393299484247e+02  6.319586288727174406e+02  7.637175790549368912e+02  8.827865469945153336e+02  9.903877326221316935e+02  1.064231408871328540e+03 
         2  0.000000000000000000e+00  1.462812500000000000e+02  3.248168130004883096e+02  4.861572393295292613e+02  6.319586288346469019e+02  7.637175783536727067e+02  8.827865408034931534e+02  9.903876971863134031e+02  1.064231300862562875e+03 
         3  0.000000000000000000e+00  1.462812500000000000e+02  3.248168130004883096e+02  4.861572393797993641e+02  6.319586307908160734e+02  7.637176012785109833e+02  8.827866891885182667e+02  9.903883675479087287e+02  1.064233065202544140e+03 
         4  0.000000000000000000e+00  1.462812500000000000e+02  3.248168129882812991e+02  4.861572353615497946e+02  6.319585526313312585e+02  7.637169908037794812e+02  8.827837264757495177e+02  9.903776628405721567e+02  1.064208571362517205e+03 
         5  0.000000000000000000e+00  1.462812500000000000e+02  3.248168164038086161e+02  4.861574601418232646e+02  6.319609807685382066e+02  7.637301158330765247e+02  8.828324184752614201e+02  9.905200309313925118e+02  1.064493530346892385e+03 
         6  0.000000000000000000e+00  1.462812500000000000e+02  3.248164069311523576e+02  4.861484818215106998e+02  6.319028171943194820e+02  7.635056560674514685e+02  8.821850695494800902e+02  9.889721803454550582e+02  1.061768195874236199e+03 
         7  0.000000000000000000e+00  1.462812500000000000e+02  3.248436686499023267e+02  4.864044896340107016e+02  6.329574929755694939e+02  7.664883591924515258e+02  8.889715968932300711e+02  1.002367766282955017e+03  1.082621688061735995e+03 
         8  0.000000000000000000e+00  1.462500000000000000e+02  3.237553873999023608e+02  4.812998021340107471e+02  6.189520242255695166e+02  7.368127341924514440e+02  8.350114406432300029e+02  9.137037037829546762e+02  9.600287193117339939e+02 
         9  0.000000000000000000e+00  1.499937500000000057e+02  3.497866373999023608e+02  5.490185521340107471e+02  7.473582742255694029e+02  9.445064841924513530e+02  1.140192690643230662e+03  1.334172453782966613e+03  1.478403719311804934e+03 
        10  0.000000000000000000e+00  7.437500000000000222e-01  5.036637399902343937e+00  1.276855213401073286e+01  2.360827422556948818e+01  3.725648419245027299e+01  5.344269064319868079e+01  7.192245378255458377e+01  8.715371930975707926e+01 
        11  0.000000000000000000e+00  7.437500000000000222e-01  5.036637399902343937e+00  1.276855213401073463e+01  2.360827422557079203e+01  3.725648419252211596e+01  5.344269064448167228e+01  7.192245379490557866e+01  8.715371936144126153e+01 
