                    Count                    Target                     Error                Dwell Time           Expected Figure             Sputter Yield              Error in RMS           Target Elements             Unit Elements            Total Elements 
                        5  1.000000000000000000e+02 -3.200000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  1.000000000000000000e+00  2.125734224453227398e+03  2.460000000000000000e+02  5.000000000000000000e+00  2.560000000000000000e+02 
                        6  2.000000000000000000e+02 -3.100000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  2.000000000000000000e+00 
                        7  3.000000000000000000e+02 -3.000000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  5.000000000000000000e+00 
                        8  4.000000000000000000e+02 -2.900000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  2.000000000000000000e+00 
                        9  5.000000000000000000e+02 -2.800000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  1.000000000000000000e+00 
                       10  6.000000000000000000e+02 -2.700000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  0.000000000000000000e+00 
                       11  7.000000000000000000e+02 -2.600000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  0.000000000000000000e+00 
                       12  8.000000000000000000e+02 -2.500000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  0.000000000000000000e+00 
                       13  9.000000000000000000e+02 -2.400000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  0.000000000000000000e+00 
                       14  1.000000000000000000e+03 -2.300000000000000000e+03  3.000000000000000000e+02  3.300000000000000000e+03  0.000000000000000000e+00 
                       15  2.000000000000000000e+03 -1.431565024637324314e+03  3.000000000000000000e+02  3.431565024637324314e+03  0.000000000000000000e+00 
                       16  3.000000000000000000e+03 -1.009212621345256593e+03  3.000000000000000000e+02  4.009212621345256593e+03  0.000000000000000000e+00 
                       17  4.000000000000000000e+03 -1.415288573136239393e+03  4.315650246373243135e+02  5.415288573136239393e+03  0.000000000000000000e+00 
                       18  5.000000000000000000e+03 -2.529438031624748874e+03  7.460825720706081938e+02  7.529438031624748874e+03  0.000000000000000000e+00 
                       19  6.000000000000000000e+03 -2.966117228961318688e+03  8.652983058084018921e+02  8.966117228961318688e+03  0.000000000000000000e+00 
                       20  7.000000000000000000e+03 -2.719067266729460243e+03  9.052985103802560616e+02  9.719067266729460243e+03  0.000000000000000000e+00 
                       21  8.000000000000000000e+03 -1.918283409610963645e+03  9.052985103802560616e+02  9.918283409610963645e+03  0.000000000000000000e+00 
                       22  9.000000000000000000e+03 -9.582836141828174732e+02  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
                       23  1.000000000000000000e+04  4.171638581718252681e+01  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
                       24  1.000000000000000000e+04  4.171638581718252681e+01  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
                       25  1.000000000000000000e+04  4.171638581718252681e+01  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
                       26  1.000000000000000000e+04  4.171638581718252681e+01  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
                       27  1.000000000000000000e+04  4.171638581718252681e+01  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
                       28  1.000000000000000000e+04  4.171638581718252681e+01  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
                       29  1.000000000000000000e+04  4.171638581718252681e+01  9.052985103802560616e+02  9.958283614182817473e+03  0.000000000000000000e+00 
