     Count               Iteration-1              Iteration-10              Iteration-20              Iteration-30              Iteration-40              Iteration-50              Iteration-60              Iteration-70              Iteration-80              Iteration-88 
        22  0.000000000000000000e+00  8.964107824574062761e+03  9.020069472252174819e+03  9.009046527589152902e+03  9.004233245848745355e+03  9.002063714210413309e+03  9.001036601224875994e+03  9.000532041102984294e+03  9.000277416451526733e+03  9.000155967738783147e+03 
        23  0.000000000000000000e+00  9.815202524922660814e+03  9.957249284591143805e+03  9.980121980656493179e+03  9.990351006370152390e+03  9.995193974381420048e+03  9.997559427422027511e+03  9.998741947869342766e+03  9.999343739434654708e+03  9.999631578894552149e+03 
        24  0.000000000000000000e+00  9.952178264197393219e+03  1.002098076999663317e+04  1.001062834188556371e+04  1.000536858619664417e+04  1.000274122185851229e+04  1.000141389508233260e+04  1.000073587321711966e+04  1.000038605284480764e+04  1.000021734079457747e+04 
        25  0.000000000000000000e+00  9.934032959739970465e+03  1.001284777524625133e+04  1.000674156974369544e+04  1.000352954476888408e+04  1.000186843413572751e+04  1.000099753818091813e+04  1.000053637576485926e+04  1.000029016627577948e+04  1.000016766823395665e+04 
        26  0.000000000000000000e+00  9.873238543823737928e+03  9.979810763963794670e+03  9.988046373413462788e+03  9.993177282944589024e+03  9.996194807647339985e+03  9.997899803077423712e+03  9.998845918486229493e+03  9.999366660032730579e+03  9.999630860866524017e+03 
        27  0.000000000000000000e+00  9.890696653590726783e+03  1.000288529903435119e+04  1.000363283405583206e+04  1.000259975232970828e+04  1.000163559121123399e+04  1.000097232614054519e+04  1.000056136748362223e+04  1.000031886508841308e+04  1.000019010151498151e+04 
        28  0.000000000000000000e+00  9.902093597684661290e+03  1.000640694203018029e+04  1.000399667758103715e+04  1.000226163701650694e+04  1.000126700907516351e+04  1.000070871977260504e+04  1.000039676841089567e+04  1.000022244275022422e+04  1.000013230328192185e+04 
        29  0.000000000000000000e+00  9.896112263613631512e+03  9.997000450008770713e+03  9.996682754169702093e+03  9.997409594015563925e+03  9.998247273362561828e+03  9.998891359098010071e+03  9.999324626670351790e+03  9.999597921846774625e+03  9.999751111917064918e+03 
        30  0.000000000000000000e+00  9.888625264252936176e+03  9.997640205410058115e+03  9.999553076698310178e+03  1.000019862533703235e+04  1.000034395409261015e+04  1.000030491011726008e+04  1.000022344815361794e+04  1.000014962754301632e+04  1.000009974827542464e+04 
        31  0.000000000000000000e+00  9.886516330130192728e+03  1.000041738790133059e+04  1.000129206403212811e+04  1.000100610623792636e+04  1.000066336910590144e+04  1.000040955851526815e+04  1.000024506600494169e+04  1.000014426335316602e+04  1.000008884306934488e+04 
        32  0.000000000000000000e+00  9.887176360308712901e+03  1.000042450795179138e+04  9.999978081147846751e+03  9.999601790159918892e+03  9.999555165999898236e+03  9.999633527480709745e+03  9.999734443506917160e+03  9.999820585607849353e+03  9.999878581841776395e+03 
        33  0.000000000000000000e+00  9.886941431276551157e+03  9.999372293419581183e+03  9.999542166949693637e+03  9.999726335354993353e+03  9.999895111425812502e+03  9.999986076614131889e+03  1.000002204064219222e+04  1.000002999218373589e+04  1.000002721713677420e+04 
        34  0.000000000000000000e+00  9.885840655530491858e+03  9.999223630424290604e+03  9.999998216260344634e+03  1.000018478762314771e+04  1.000020308838435994e+04  1.000016194543011261e+04  1.000011344189634838e+04  1.000007431251556591e+04  1.000004909682537254e+04 
        35  0.000000000000000000e+00  9.884902707049213859e+03  9.999621907922348328e+03  1.000018541046530299e+04  1.000008626057219226e+04  9.999992330828748891e+03  9.999948939865635111e+03  9.999940359541405996e+03  9.999947803469203791e+03  9.999958662058874324e+03 
        36  0.000000000000000000e+00  9.884434411288251795e+03  9.999718952646697289e+03  1.000000410651131642e+04  9.999923709802211306e+03  9.999925572350002767e+03  9.999952012213752823e+03  9.999975649225183588e+03  9.999990542785268190e+03  9.999997697966075066e+03 
        37  0.000000000000000000e+00  9.884237132211115750e+03  9.999585724085640322e+03  9.999922078736133699e+03  9.999966164060397205e+03  1.000001107625089389e+04  1.000003020092516454e+04  1.000003188176257572e+04  1.000002633664761015e+04  1.000002003112276543e+04 
        38  0.000000000000000000e+00  9.884108548868987782e+03  9.999522070695229559e+03  9.999992614335973485e+03  1.000003322230939375e+04  1.000002933479126477e+04  1.000001335230434051e+04  1.000000079149305020e+04  9.999994343224265322e+03  9.999992419815203903e+03 
        39  0.000000000000000000e+00  9.883991922100105512e+03  9.999551126504586136e+03  1.000002734500097540e+04  1.000001322135513692e+04  9.999993263203117749e+03  9.999986209662612964e+03  9.999987419069984753e+03  9.999991222576602013e+03  9.999994481750558407e+03 
        40  0.000000000000000000e+00  9.883899330219741387e+03  9.999578019462858720e+03  1.000000357438615538e+04  9.999986300647004100e+03  9.999987975035372074e+03  9.999995969629228057e+03  1.000000191942089987e+04  1.000000454298572731e+04  1.000000494465063275e+04 
        41  0.000000000000000000e+00  9.883840894131764799e+03  9.999572958851149451e+03  9.999988121106474864e+03  9.999994632007947075e+03  1.000000363772779383e+04  1.000000629557962930e+04  1.000000487172035901e+04  1.000000249851110129e+04  1.000000078196225513e+04 
        42  0.000000000000000000e+00  9.883811008091846816e+03  9.999560556640986761e+03  9.999994878764562600e+03  1.000000518056338478e+04  1.000000476855491797e+04  1.000000108593782352e+04  9.999998532361852995e+03  9.999997685772432305e+03  9.999997820264476104e+03 
        43  0.000000000000000000e+00  9.883798280402341334e+03  9.999557066169016252e+03  1.000000161381796534e+04  1.000000237234292035e+04  9.999998357172667966e+03  9.999997226444902481e+03  9.999998096956200243e+03  9.999999336280834541e+03  1.000000014757773533e+04 
        44  0.000000000000000000e+00  9.883793676664156010e+03  9.999558962352773960e+03  1.000000023646792215e+04  9.999998158520287689e+03  9.999998114820878982e+03  9.999999779219469929e+03  1.000000087116632130e+04  1.000000109376320142e+04  1.000000088146796588e+04 
        45  0.000000000000000000e+00  9.883792244457181368e+03  9.999559933175167316e+03  9.999997524873151633e+03  9.999998904543785102e+03  1.000000064051749177e+04  1.000000115351225941e+04  1.000000070695895556e+04  1.000000012224392231e+04  9.999999781312808409e+03 
        46  0.000000000000000000e+00  9.883791858505319396e+03  9.999559031773073002e+03  9.999997475710128128e+03  1.000000058497908321e+04  1.000000076393451855e+04  1.000000003501357423e+04  9.999999559159958153e+03  9.999999510560766794e+03  9.999999655922540114e+03 
        47  0.000000000000000000e+00  9.883791768177619815e+03  9.999557889150692063e+03  9.999998425257133931e+03  1.000000048059307665e+04  9.999999776707507408e+03  9.999999532835892751e+03  9.999999746670369859e+03  1.000000001460633212e+04  1.000000015146696933e+04 
        48  0.000000000000000000e+00  9.883791749843765501e+03  9.999557355222223123e+03  9.999998657079608165e+03  9.999999835365697436e+03  9.999999686902276153e+03  9.999999991789432897e+03  1.000000019966925902e+04  1.000000020475369638e+04  1.000000012454661373e+04 
        49  0.000000000000000000e+00  9.883791746634380615e+03  9.999557223922576668e+03  9.999998377190517203e+03  9.999999787263846883e+03  1.000000006689784641e+04  1.000000018795917458e+04  1.000000009239621795e+04  9.999999971594532326e+03  9.999999916956578090e+03 
        50  0.000000000000000000e+00  9.883791746155016881e+03  9.999557138224019582e+03  9.999998220110832335e+03  1.000000001902855729e+04  1.000000012707564201e+04  1.000000000586687202e+04  9.999999914668122074e+03  9.999999917716202617e+03  9.999999958486831019e+03 
        51  0.000000000000000000e+00  9.883791746094990231e+03  9.999556999965145224e+03  9.999998270481044528e+03  1.000000007455041305e+04  9.999999985760989148e+03  9.999999925136444290e+03  9.999999964795446431e+03  1.000000001816087752e+04  1.000000003980813199e+04 
        52  0.000000000000000000e+00  9.883791746088869331e+03  9.999556862176492359e+03  9.999998336308741273e+03  9.999999999620418748e+03  9.999999949676948745e+03  9.999999994882289684e+03  1.000000003525959983e+04  1.000000003274979645e+04  1.000000001313100620e+04 
        53  0.000000000000000000e+00  9.883791746088385480e+03  9.999556767994283291e+03  9.999998337246966912e+03  9.999999965284125210e+03  9.999999999522276994e+03  1.000000002927634705e+04  1.000000001403358874e+04  9.999999990806552887e+03  9.999999982236215146e+03 
        54  0.000000000000000000e+00  9.883791746088358195e+03  9.999556714579905019e+03  9.999998313941503511e+03  9.999999985375055985e+03  1.000000001901264113e+04  1.000000000379240919e+04  9.999999985877426298e+03  9.999999986943237673e+03  9.999999995958654836e+03 
        55  0.000000000000000000e+00  9.883791746088358195e+03  9.999556682819631533e+03  9.999998304799779362e+03  1.000000000193499363e+04  1.000000000281565553e+04  9.999999988850871887e+03  9.999999994153184161e+03  1.000000000416666990e+04  1.000000000763684875e+04 
        56  0.000000000000000000e+00  9.883791746088358195e+03  9.999556660275951799e+03  9.999998308443107817e+03  9.999999998503881216e+03  9.999999993262536009e+03  9.999999997595923560e+03  1.000000000546959200e+04  1.000000000522812479e+04  1.000000000122587880e+04 
        57  0.000000000000000000e+00  9.883791746088358195e+03  9.999556643247768079e+03  9.999998311978637503e+03  9.999999991838680216e+03  9.999999997828635969e+03  1.000000000408108099e+04  1.000000000252557038e+04  9.999999998255949322e+03  9.999999996796126652e+03 
        58  0.000000000000000000e+00  9.883791746088358195e+03  9.999556631253732121e+03  9.999998311504235971e+03  9.999999991387860064e+03  1.000000000209400059e+04  1.000000000135044502e+04  9.999999997961571353e+03  9.999999997891394742e+03  9.999999999620571543e+03 
        59  0.000000000000000000e+00  9.883791746088358195e+03  9.999556623611806572e+03  9.999998309740567493e+03  9.999999993587549397e+03  1.000000000115442162e+04  9.999999998593706550e+03  9.999999998888531991e+03  1.000000000068028203e+04  1.000000000131947309e+04 
        60  0.000000000000000000e+00  9.883791746088358195e+03  9.999556619069029693e+03  9.999998308868425738e+03  9.999999994329011315e+03  9.999999999426698196e+03  9.999999999311185093e+03  1.000000000072261537e+04  1.000000000085701322e+04  1.000000000012922465e+04 
        61  0.000000000000000000e+00  9.883791746088358195e+03  9.999556616418713020e+03  9.999998308821604951e+03  9.999999993775452822e+03  9.999999999434709025e+03  1.000000000043998807e+04  1.000000000048892798e+04  9.999999999753572411e+03  9.999999999464032953e+03 
        62  0.000000000000000000e+00  9.883791746088358195e+03  9.999556614848186655e+03  9.999998308881573394e+03  9.999999993359133441e+03  1.000000000005950278e+04  1.000000000032240132e+04  9.999999999761916115e+03  9.999999999650368409e+03  9.999999999948009645e+03 
        63  0.000000000000000000e+00  9.883791746088358195e+03  9.999556613907183419e+03  9.999998308774940597e+03  9.999999993419985913e+03  1.000000000018891114e+04  9.999999999884150384e+03  9.999999999788449713e+03  1.000000000008105417e+04  1.000000000021519554e+04 
        64  0.000000000000000000e+00  9.883791746088358195e+03  9.999556613354736328e+03  9.999998308601645476e+03  9.999999993576935594e+03  9.999999999994637619e+03  9.999999999860950993e+03  1.000000000006947994e+04  1.000000000014221405e+04  1.000000000002455090e+04 
        65  0.000000000000000000e+00  9.883791746088358195e+03  9.999556613046839630e+03  9.999998308478061517e+03  9.999999993604675183e+03  9.999999999904019205e+03  1.000000000001920853e+04  1.000000000008882307e+04  9.999999999977328116e+03  9.999999999914674845e+03 
        66  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612887061419e+03  9.999998308417032604e+03  9.999999993560102666e+03  9.999999999950878191e+03  1.000000000005466791e+04  9.999999999984298483e+03  9.999999999942794602e+03  9.999999999987330739e+03 
        67  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612810511069e+03  9.999998308384372649e+03  9.999999993534820533e+03  9.999999999994264726e+03  1.000000000000306136e+04  9.999999999964262315e+03  1.000000000000421096e+04  1.000000000003329660e+04 
        68  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612776712427e+03  9.999998308357302449e+03  9.999999993539864590e+03  9.999999999989020580e+03  9.999999999980498615e+03  1.000000000000100772e+04  1.000000000002254819e+04  1.000000000000666842e+04 
        69  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612762946315e+03  9.999998308332716988e+03  9.999999993549216015e+03  9.999999999972566002e+03  9.999999999994808604e+03  1.000000000001358967e+04  1.000000000000055115e+04  9.999999999987279807e+03 
        70  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612757762196e+03  9.999998308313712187e+03  9.999999993550422005e+03  9.999999999969882992e+03  1.000000000000585715e+04  1.000000000000170439e+04  9.999999999991387085e+03  9.999999999996551196e+03 
        71  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755952301e+03  9.999998308301055658e+03  9.999999993547424310e+03  9.999999999974772436e+03  1.000000000000304681e+04  9.999999999995205144e+03  9.999999999998828571e+03  1.000000000000472028e+04 
        72  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755364768e+03  9.999998308293032096e+03  9.999999993545567122e+03  9.999999999977095285e+03  9.999999999998482963e+03  9.999999999998557541e+03  1.000000000000314685e+04  1.000000000000172076e+04 
        73  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755188326e+03  9.999998308287704276e+03  9.999999993545545294e+03  9.999999999976120307e+03  9.999999999998450221e+03  1.000000000000151886e+04  1.000000000000084401e+04  9.999999999998319254e+03 
        74  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755137394e+03  9.999998308283949882e+03  9.999999993545930920e+03  9.999999999975036189e+03  1.000000000000006003e+04  1.000000000000080763e+04  9.999999999998921339e+03  9.999999999999175998e+03 
        75  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755124661e+03  9.999998308281297795e+03  9.999999993545943653e+03  9.999999999975023456e+03  1.000000000000045839e+04  9.999999999999596184e+03  9.999999999999528882e+03  1.000000000000056389e+04 
        76  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308279500634e+03  9.999999993545716279e+03  9.999999999975378159e+03  9.999999999999994543e+03  9.999999999999625288e+03  1.000000000000033469e+04  1.000000000000037653e+04 
        77  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308278332843e+03  9.999999993545528923e+03  9.999999999975500032e+03  9.999999999999736247e+03  1.000000000000006730e+04  1.000000000000022737e+04  9.999999999999827196e+03 
        78  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308277594333e+03  9.999999993545457983e+03  9.999999999975418177e+03  9.999999999999830834e+03  1.000000000000014916e+04  9.999999999999910870e+03  9.999999999999836291e+03 
        79  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308277126853e+03  9.999999993545434336e+03  9.999999999975350875e+03  9.999999999999945430e+03  1.000000000000000546e+04  9.999999999999899956e+03  1.000000000000004366e+04 
        80  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276832176e+03  9.999999993545412508e+03  9.999999999975352694e+03  9.999999999999943611e+03  9.999999999999947249e+03  1.000000000000001455e+04  1.000000000000006912e+04 
        81  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276644821e+03  9.999999993545383404e+03  9.999999999975376340e+03  9.999999999999903594e+03  9.999999999999985448e+03  1.000000000000003820e+04  9.999999999999992724e+03 
        82  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276532043e+03  9.999999993545356119e+03  9.999999999975381797e+03  9.999999999999890861e+03  1.000000000000001637e+04  1.000000000000000000e+04  9.999999999999972715e+03 
        83  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276462922e+03  9.999999993545343386e+03  9.999999999975378159e+03  9.999999999999901775e+03  1.000000000000000909e+04  9.999999999999983629e+03  9.999999999999998181e+03 
        84  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276422904e+03  9.999999993545332472e+03  9.999999999975372702e+03  9.999999999999909051e+03  9.999999999999996362e+03  9.999999999999992724e+03  1.000000000000000909e+04 
        85  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276401076e+03  9.999999993545325196e+03  9.999999999975374521e+03  9.999999999999907232e+03  9.999999999999992724e+03  1.000000000000000364e+04  1.000000000000000364e+04 
        86  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276386524e+03  9.999999993545317921e+03  9.999999999975374521e+03  9.999999999999905413e+03  9.999999999999996362e+03  1.000000000000000000e+04  9.999999999999998181e+03 
        87  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276379248e+03  9.999999993545314283e+03  9.999999999975374521e+03  9.999999999999905413e+03  9.999999999999998181e+03  9.999999999999996362e+03  1.000000000000000000e+04 
        88  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276375610e+03  9.999999993545312464e+03  9.999999999975374521e+03  9.999999999999905413e+03  9.999999999999996362e+03  9.999999999999996362e+03  1.000000000000000182e+04 
        89  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276373791e+03  9.999999993545310645e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999996362e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        90  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545308826e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999996362e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        91  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999996362e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        92  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545308826e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999996362e+03  9.999999999999996362e+03  1.000000000000000182e+04 
        93  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999996362e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        94  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999998181e+03  1.000000000000000364e+04 
        95  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        96  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        97  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        98  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000364e+04 
        99  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       100  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       101  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       102  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       103  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       104  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       105  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       106  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       107  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       108  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       109  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       110  0.000000000000000000e+00  9.883791746088358195e+03  9.999556612755121023e+03  9.999998308276371972e+03  9.999999993545307007e+03  9.999999999975372702e+03  9.999999999999905413e+03  9.999999999999994543e+03  9.999999999999994543e+03  1.000000000000000364e+04 
