     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00 -5.009999999999990905e+00 -5.455403962399998363e+00 -2.709080495446073655e+00 -7.144010851615405500e-01 -2.631179201630118314e-02  1.855101139274495381e-02 -1.461083807376155619e-01 -2.888215854126912063e-01 
         1  0.000000000000000000e+00  1.242000000000001592e+01  2.846055659599983301e+00  7.332112987825496475e-01  7.790792212163353270e-01  1.135581701151920697e+00  1.404042621215324971e+00  1.539810530747018902e+00  1.568373097759888424e+00 
         2  0.000000000000000000e+00  1.781999999999999318e+01  3.952297827099982896e+00 -2.502979057990728506e-01 -2.024584535666576812e+00 -2.291482241802270892e+00 -1.954216182782488431e+00 -1.454036128017150986e+00 -1.085652031374877424e+00 
         3  0.000000000000000000e+00  2.062000000000000455e+01  3.744295815000043604e+00  2.554090334710508614e+00  5.772074601730992072e-02 -1.644781771789610048e+00 -2.619626321656653545e+00 -3.116459360941462364e+00 -3.282160567736696066e+00 
         4  0.000000000000000000e+00  2.834999999999996589e+01 -1.153372199199964143e+00  5.940584202537650071e+00  7.588675649896060804e+00  7.417558370865435791e+00  6.688171879811193321e+00  5.828195974140840008e+00  5.195501307100414579e+00 
         5  0.000000000000000000e+00  5.139999999999997726e+01 -1.452992830259995571e+01 -6.580986465019464049e+00 -1.433301183371213483e+00  1.288787527000522459e+00  2.651154519622309635e+00  3.263047572714299349e+00  3.431605240934800349e+00 
         6  0.000000000000000000e+00  9.811000000000001364e+01 -1.703292686040003900e+01 -2.382227415896056755e+01 -2.338403068789216377e+01 -2.133964289107427703e+01 -1.891078620244809372e+01 -1.647698628042996916e+01 -1.474530108236251635e+01 
         7  0.000000000000000000e+00  1.629000000000000909e+02  4.386730611659993428e+01  2.830394870367922522e+01  2.076873528618511955e+01  1.618637960923751962e+01  1.295531570327034387e+01  1.049236052513708728e+01  8.991087546888820725e+00 
         8  0.000000000000000000e+00  1.355400000000000773e+02  4.903437453549997826e+01  4.024313811847196121e+01  3.222724266950126548e+01  2.593325177209999310e+01  2.096127725794940488e+01  1.697889824975607098e+01  1.450617468914902020e+01 
         9  0.000000000000000000e+00 -1.013399999999999181e+02 -1.286627584054001545e+02 -9.185357893591572065e+01 -6.968418418163764727e+01 -5.402009880812511255e+01 -4.229458131862224946e+01 -3.331359224254970286e+01 -2.793497813929320728e+01 
        10  0.000000000000000000e+00  1.840499999999999545e+02  4.905690020309975807e+01  4.268525214994770067e+01  3.395323644168183819e+01  2.628388523861463000e+01  2.021864211020579205e+01  1.557128956767905947e+01  1.283451344259742655e+01 
        11  0.000000000000000000e+00  2.598200000000001637e+02  4.127871076599967637e+01  2.965618463645159864e+01  2.329187307034862897e+01  1.855189875354381002e+01  1.481516387400188250e+01  1.183764943711594242e+01  1.000570062275346572e+01 
        12  0.000000000000000000e+00  2.426299999999996544e+02 -2.223818949330052419e+01 -2.821072746065146930e+01 -2.488977661902526961e+01 -2.049956970519906463e+01 -1.653924113339508040e+01 -1.325254220749093292e+01 -1.120684482873821253e+01 
        13  0.000000000000000000e+00  2.390399999999999636e+02 -1.354139977520026150e+01 -1.373709582292121922e+01 -1.017070212730050116e+01 -6.945782633829367114e+00 -4.553926092257825076e+00 -2.892205952525728208e+00 -2.012223250629176619e+00 
        14  0.000000000000000000e+00  2.426700000000000728e+02  1.616462532269906660e+01  1.384225345629511139e+01  9.543860220976966957e+00  6.032126687904565188e+00  3.561360063767097017e+00  1.920046686652312928e+00  1.087873635889991419e+00 
        15  0.000000000000000000e+00  2.348999999999996362e+02  2.456048559219925664e+01  3.045225857534023817e+01  2.737118484853999689e+01  2.295851718271660502e+01  1.884882238373847940e+01  1.535571491279461043e+01  1.314113723129412392e+01 
        16  0.000000000000000000e+00  2.110899999999992360e+02 -4.546357557779992931e+01 -3.272860270826640772e+01 -2.536349652891112783e+01 -2.008381036380160367e+01 -1.601963367206099065e+01 -1.282083929784312204e+01 -1.086318428766571742e+01 
        17  0.000000000000000000e+00  2.904000000000014552e+02 -5.349902008100070816e+01 -4.700786900680395775e+01 -3.746830541157396510e+01 -2.917346547987835947e+01 -2.260190571276507399e+01 -1.753638652187873959e+01 -1.453340560993274266e+01 
        18  0.000000000000000000e+00  6.026000000000003638e+02  1.440505449171996588e+02  1.021166691368762258e+02  7.732591728136139864e+01  5.986376208400906762e+01  4.684140839138854062e+01  3.689608752313506557e+01  3.095108659349898517e+01 
        19  0.000000000000000000e+00  3.345000000000000000e+02 -5.348851241320153349e+01 -4.489676963304009405e+01 -3.595644788264507952e+01 -2.884134383168566274e+01 -2.321573351954975806e+01 -1.873351781980818487e+01 -1.596751982974092243e+01 
        20  0.000000000000000000e+00  2.992000000000007276e+02 -4.771413500349990500e+01 -3.158825958675697620e+01 -2.319461377765583165e+01 -1.803356362585873285e+01 -1.439174655652277579e+01 -1.162902710393791494e+01 -9.954760333464946598e+00 
