     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         1  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         2  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         3  0.000000000000000000e+00  4.899000000000001132e-01  2.224724305760001630e-01  6.994016353458573643e-02  1.634130671304117807e-02  7.978249654110640410e-03  9.198130650648974477e-03  6.084052662613114934e-03  0.000000000000000000e+00 
         4  0.000000000000000000e+00  2.624000000000000110e+00  2.220845705547999760e+00  1.964078502374272395e+00  1.884875806669216169e+00  1.908247699090314109e+00  1.963241513358180201e+00  2.016959036399265326e+00  2.049327355907907489e+00 
         5  0.000000000000000000e+00  8.276099999999999568e+00  7.329326698242999427e+00  6.708678056011290636e+00  6.435688447131393097e+00  6.383427700660521786e+00  6.410417188207597761e+00  6.448944454540111337e+00  6.470237378754267077e+00 
         6  0.000000000000000000e+00  1.764339999999999975e+01  1.798597064062400008e+01  1.814576510189260716e+01  1.809466446148708130e+01  1.805420769659857427e+01  1.805897095558029619e+01  1.810250045316826473e+01  1.815291868252078800e+01 
         7  0.000000000000000000e+00  2.743519999999999825e+01  2.763788712613099818e+01  2.823038313022489731e+01  2.829222939111065926e+01  2.812719152773731324e+01  2.790770946246311013e+01  2.770485819774185643e+01  2.757831686616091815e+01 
         8  0.000000000000000000e+00  3.727259999999999707e+01  3.603695903447800220e+01  3.677152160549359650e+01  3.731950308522646509e+01  3.758439744931003190e+01  3.765575379783216903e+01  3.760747587026975225e+01  3.752228818529507492e+01 
         9  0.000000000000000000e+00  4.736719999999999686e+01  4.377131402385499825e+01  4.320742722770197730e+01  4.346286752905663064e+01  4.394358940226233301e+01  4.445596594688358039e+01  4.493478397701974103e+01  4.525887574225868804e+01 
        10  0.000000000000000000e+00  5.835439999999999827e+01  5.515217941619399511e+01  5.322961292602843741e+01  5.224764866178786349e+01  5.182824692020046342e+01  5.171540706203689552e+01  5.176873274693067373e+01  5.186956630554274028e+01 
        11  0.000000000000000000e+00  6.788040000000000873e+01  6.976144209782299299e+01  6.906904375255986395e+01  6.761618585702139228e+01  6.606631149573182427e+01  6.459346641075595130e+01  6.325493007413545854e+01  6.235060483372236462e+01 
        12  0.000000000000000000e+00  6.833859999999999957e+01  7.374329740105198994e+01  7.752214281407187002e+01  7.985966651400792671e+01  8.152820328368379421e+01  8.281004187097553881e+01  8.382862452773179029e+01  8.446082841533549868e+01 
        13  0.000000000000000000e+00  6.923980000000000246e+01  6.997958879092600171e+01  7.395992279323540686e+01  7.719015351240103939e+01  7.975920292999209948e+01  8.182036685134683296e+01  8.348415379034439354e+01  8.452024032529230624e+01 
        14  0.000000000000000000e+00  8.021200000000000330e+01  5.813526531412799869e+01  4.713147765259294175e+01  3.940275743961918664e+01  3.359577253021374332e+01  2.912602788833867962e+01  2.564651648540739970e+01  2.354096784466944925e+01 
        15  0.000000000000000000e+00  1.701537999999999897e+02  1.696796284693890016e+02  1.737552737282044006e+02  1.774018038749530888e+02  1.803080172334485098e+02  1.825495477188249822e+02  1.842636263516183419e+02  1.852789222594463752e+02 
        16  0.000000000000000000e+00  2.701015999999999622e+02  2.735035248370899694e+02  2.768276336328041793e+02  2.792421590624676924e+02  2.811368913620891590e+02  2.826454863841072438e+02  2.838498414665479572e+02  2.845911664612085588e+02 
        17  0.000000000000000000e+00  3.701958999999999946e+02  3.704413511384090043e+02  3.688401088659092579e+02  3.666200006236099398e+02  3.646157539063111130e+02  3.629533348317850141e+02  3.616095606882415723e+02  3.607799059019048400e+02 
        18  0.000000000000000000e+00  4.604851999999999634e+02  4.570941356234100112e+02  4.557052381764401048e+02  4.543509103463421184e+02  4.533365706224835776e+02  4.526341306424538402e+02  4.521655561389779905e+02  4.519249545753158372e+02 
        19  0.000000000000000000e+00  5.482595000000000027e+02  5.430327033766640170e+02  5.446689358129843868e+02  5.461052010389298630e+02  5.471167502617404352e+02  5.477785342562732467e+02  5.481908864392282794e+02  5.483860003246530823e+02 
        20  0.000000000000000000e+00  6.386145999999999958e+02  6.289615451589460235e+02  6.305335981989527454e+02  6.328457151371788996e+02  6.349853451604167276e+02  6.367974362740586685e+02  6.382902077598989763e+02  6.392263668639935759e+02 
        21  0.000000000000000000e+00  7.397132000000000289e+02  7.263853595185329368e+02  7.225741592467776400e+02  7.198956259270322562e+02  7.178337777582937633e+02  7.162076394810316060e+02  7.149141419987737436e+02  7.141182148128197014e+02 
        22  0.000000000000000000e+00  8.405878000000001293e+02  8.316306865159278914e+02  8.271134255557490178e+02  8.231322159933121156e+02  8.199551857928357776e+02  8.174908848383831810e+02  8.155927234479029266e+02  8.144607305110449715e+02 
        23  0.000000000000000000e+00  9.303309000000000424e+02  9.455115156302629202e+02  9.577573703748772687e+02  9.663596098195548620e+02  9.728047962215752023e+02  9.777549393239083884e+02  9.816031396540804508e+02  9.839303048945587307e+02 
        24  0.000000000000000000e+00  9.323279999999999745e+02  9.222800526745419347e+02  9.178412914146334742e+02  9.142185608338393195e+02  9.113346204060542277e+02  9.090297795981638274e+02  9.071792374355784432e+02  9.060320719210523066e+02 
        25  0.000000000000000000e+00  9.231359999999999673e+02  9.079994790694019002e+02  9.037910311696118697e+02  9.011736594912351848e+02  8.993034790507643947e+02  8.978715613140934693e+02  8.967388485355861576e+02  8.960383115709672666e+02 
        26  0.000000000000000000e+00  9.134590000000000600e+02  9.022838933413739824e+02  9.030763848596631078e+02  9.047242256228930728e+02  9.064657307273337210e+02  9.081064793113964697e+02  9.095874657895915334e+02  9.105837740624401704e+02 
        27  0.000000000000000000e+00  9.138819999999999482e+02  9.083431716859938660e+02  9.104570915525930559e+02  9.115858512474875397e+02  9.120926099560007287e+02  9.122480966451731774e+02  9.122074506686686846e+02  9.121038246551624979e+02 
        28  0.000000000000000000e+00  9.159750000000000227e+02  9.109618019087560015e+02  9.114702374894354762e+02  9.111452981892299476e+02  9.106053379577579108e+02  9.100495000161233747e+02  9.095388231765681439e+02  9.091958696073929787e+02 
        29  0.000000000000000000e+00  9.170560000000000400e+02  9.097746063143019910e+02  9.088543595756674449e+02  9.081285067065842895e+02  9.077287829479597576e+02  9.075698546884096913e+02  9.075667616254775112e+02  9.076295878404522455e+02 
        30  0.000000000000000000e+00  9.174220000000000255e+02  9.089079009109880189e+02  9.084089531438261247e+02  9.084216582477671409e+02  9.086306238686140659e+02  9.088757325620075562e+02  9.090957796881467630e+02  9.092326711720503454e+02 
        31  0.000000000000000000e+00  9.174980000000000473e+02  9.088462379093200525e+02  9.089767492240615638e+02  9.092879895022598475e+02  9.095123981206115786e+02  9.096271465453129395e+02  9.096598785689986926e+02  9.096484485909385285e+02 
        32  0.000000000000000000e+00  9.175090000000000146e+02  9.090375389296100366e+02  9.092471695278387642e+02  9.093223876041150788e+02  9.092649015062931994e+02  9.091573512176420309e+02  9.090473494569745299e+02  9.089759766917313755e+02 
        33  0.000000000000000000e+00  9.175099999999999909e+02  9.091364164252869386e+02  9.091778454098688371e+02  9.090896104494557903e+02  9.089910780412802751e+02  9.089312064000205282e+02  9.089108653050091107e+02  9.089146208993598748e+02 
        34  0.000000000000000000e+00  9.175099999999999909e+02  9.091375449211199111e+02  9.090779037899452533e+02  9.090188066815991306e+02  9.090154927991671912e+02  9.090488216432481750e+02  9.090937034962141752e+02  9.091258311104389804e+02 
        35  0.000000000000000000e+00  9.175099999999999909e+02  9.091171205834949660e+02  9.090627871564148563e+02  9.090711164618662679e+02  9.091069387917144695e+02  9.091367931924532968e+02  9.091504535403968248e+02  9.091509403515269696e+02 
        36  0.000000000000000000e+00  9.175099999999999909e+02  9.091061575791100040e+02  9.090827989612536157e+02  9.091060348080491167e+02  9.091185327172228199e+02  9.091129869454226764e+02  9.090977725338627806e+02  9.090849782439895534e+02 
        37  0.000000000000000000e+00  9.175099999999999909e+02  9.091042833318679186e+02  9.090945292614475193e+02  9.091014705001506400e+02  9.090927268629981199e+02  9.090799131225037399e+02  9.090714884592398448e+02  9.090693592323812027e+02 
        38  0.000000000000000000e+00  9.175099999999999909e+02  9.091054030752619610e+02  9.090946289323766223e+02  9.090904315314593305e+02  9.090830894263882556e+02  9.090816058835122249e+02  9.090856399030658395e+02  9.090903280733931524e+02 
        39  0.000000000000000000e+00  9.175099999999999909e+02  9.091064922017890240e+02  9.090918460966159955e+02  9.090878184065751384e+02  9.090880550517607617e+02  9.090922380067878521e+02  9.090963918741939551e+02  9.090981404180166692e+02 
        40  0.000000000000000000e+00  9.175099999999999909e+02  9.091070257848999745e+02  9.090905243584785467e+02  9.090898153716551633e+02  9.090922996713736666e+02  9.090941265419512547e+02  9.090936779489711626e+02  9.090922359208650505e+02 
        41  0.000000000000000000e+00  9.175099999999999909e+02  9.091072149427999420e+02  9.090905136220070517e+02  9.090912756303699780e+02  9.090922030066761863e+02  9.090913768299092226e+02  9.090897544436089674e+02  9.090887720851102358e+02 
        42  0.000000000000000000e+00  9.175099999999999909e+02  9.091072678818700297e+02  9.090908011779131357e+02  9.090913509156171131e+02  9.090909683043862515e+02  9.090900661684804618e+02  9.090897560598085647e+02  9.090900488960500070e+02 
        43  0.000000000000000000e+00  9.175099999999999909e+02  9.091072799625001153e+02  9.090909552578946204e+02  9.090910145440083170e+02  9.090905686299030322e+02  9.090905114767658688e+02  9.090909815208598275e+02  9.090914139613573752e+02 
        44  0.000000000000000000e+00  9.175099999999999909e+02  9.091072822283500727e+02  9.090909788905987625e+02  9.090908481747288761e+02  9.090907616037907246e+02  9.090910304397414166e+02  9.090912875076926412e+02  9.090913029953900377e+02 
        45  0.000000000000000000e+00  9.175099999999999909e+02  9.091072825760001024e+02  9.090909607005123689e+02  9.090908540181727631e+02  9.090909422017940642e+02  9.090910657347817505e+02  9.090909938997657491e+02  9.090908464291562723e+02 
