     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00  3.641309999999998581e+01  4.600911184718512459e+00  5.805788607217152730e-01  2.786325771039486199e-01  1.745025889132989505e-02 -2.778109268183186487e-01 -5.002401703393104526e-01 -5.997296853957863050e-01 
         1  0.000000000000000000e+00  7.642980000000000018e+01  1.612735392586247940e+01  3.004510966306298769e+00  1.472057571146905275e+00  1.530553596103516156e+00  1.596042078529706032e+00  1.540081569216994239e+00  1.445062471942776483e+00 
         2  0.000000000000000000e+00  1.070357999999999663e+02  2.388105335228829063e+01  1.381199220450014309e+00 -1.955241254244640459e+00 -1.750305827318641150e+00 -1.107658561871801339e+00 -5.530584100855548968e-01 -2.413598673557544316e-01 
         3  0.000000000000000000e+00  1.363677999999999884e+02  3.453701193782842438e+01  4.992524701325862679e+00 -1.280412141641704693e+00 -2.864250185923651770e+00 -3.323162433689105910e+00 -3.348302982722373144e+00 -3.218833448215207227e+00 
         4  0.000000000000000000e+00  1.748115000000000236e+02  4.347612240595435651e+01  1.336594406462188545e+01  8.165732542856801501e+00  6.480756041629206265e+00  5.267272106062932835e+00  4.243018358208018981e+00  3.588380862221356438e+00 
         5  0.000000000000000000e+00  2.391460000000000150e+02  3.952826654733382838e+01  4.815671061354919402e+00  2.443652483943537845e+00  3.160117850639608150e+00  3.510063415588547286e+00  3.446512447354848518e+00  3.244648932712721034e+00 
         6  0.000000000000000000e+00  3.504859000000000151e+02  3.919764504720569676e+01 -1.574916929136009003e+01 -2.030157151233072454e+01 -1.792368907488719287e+01 -1.490323134951188422e+01 -1.214470076147074451e+01 -1.033887003185532194e+01 
         7  0.000000000000000000e+00  5.204610000000000127e+02  1.098379512032189496e+02  3.148355375787525645e+01  1.690847402345809769e+01  1.200552217733513771e+01  9.077695169712342249e+00  6.951349473147161007e+00  5.703301170716144952e+00 
         8  0.000000000000000000e+00  6.329826000000000477e+02  1.360282939742551207e+02  4.497863214366964257e+01  2.671127657667943822e+01  1.940959586252188274e+01  1.464856542936979622e+01  1.112373011162026160e+01  9.056881976486920394e+00 
         9  0.000000000000000000e+00  5.598954000000001088e+02 -3.242147847632850244e-01 -6.079941904231009175e+01 -5.124949330475601528e+01 -3.817618989152788345e+01 -2.811877675054711290e+01 -2.078229627976043048e+01 -1.662005135579988746e+01 
        10  0.000000000000000000e+00  9.941445000000001073e+02  1.720464998909283167e+02  5.038607328760963355e+01  2.725585506141578662e+01  1.832325002730362939e+01  1.292946807214366345e+01  9.269650360630976138e+00  7.272020263956392228e+00 
        11  0.000000000000000000e+00  1.242615800000000036e+03  1.770491089913739415e+02  4.056880165999336896e+01  1.994426329391171748e+01  1.373182549195189495e+01  1.011154605691172037e+01  7.524914682095186436e+00  6.036562816657806252e+00 
        12  0.000000000000000000e+00  1.432264700000000175e+03  1.333901007336653493e+02 -8.290338984423215152e+00 -1.825791231218363464e+01 -1.494877892331624025e+01 -1.128206131900014952e+01 -8.423157741868180892e+00 -6.762973958045222389e+00 
        13  0.000000000000000000e+00  1.672977599999999711e+03  1.664819745448066897e+02  8.541277773605543189e+00 -4.548701692801842000e+00 -3.521746762407929054e+00 -1.971029267055200762e+00 -9.791537109440469067e-01 -5.268232185781016597e-01 
        14  0.000000000000000000e+00  1.932912299999999505e+03  2.179753822409293207e+02  3.183942198664135503e+01  7.965302255704045820e+00  2.978107590832223650e+00  1.081626893806969747e+00  1.603556453746932675e-01 -2.051323689302080311e-01 
        15  0.000000000000000000e+00  2.165780999999999040e+03  2.519310636462560069e+02  5.169774728718221013e+01  2.510136788202271418e+01  1.766538876169033756e+01  1.328998854288875009e+01  1.008837033044073905e+01  8.211807751835294766e+00 
        16  0.000000000000000000e+00  2.340342099999999846e+03  2.017300513254067482e+02 -1.912745598919173062e+00 -1.706018140873948141e+01 -1.436633637624800031e+01 -1.092339075233121548e+01 -8.212603554346969759e+00 -6.631904342966663535e+00 
        17  0.000000000000000000e+00  2.579976000000000568e+03  2.047431740773154161e+02 -1.330315530389088963e+01 -2.574738410152713186e+01 -2.006947225217481900e+01 -1.459511725323318387e+01 -1.059205363812543510e+01 -8.367980394863479887e+00 
        18  0.000000000000000000e+00  3.025993999999999687e+03  3.927532302970394085e+02  1.095090677799744299e+02  6.126893627285426192e+01  4.275071540885619470e+01  3.120181292263987416e+01  2.306028073524430511e+01  1.846460059159107914e+01 
        19  0.000000000000000000e+00  2.908305000000000291e+03  2.375130384871226852e+02 -8.462324642925523221e+00 -2.523563494777772576e+01 -2.098076999663317110e+01 -1.606886710947765096e+01 -1.219839745519311691e+01 -9.923326204574550502e+00 
        20  0.000000000000000000e+00  2.996847999999999956e+03  2.630821452938071161e+02  6.218261740490561351e+00 -1.440981801108500804e+01 -1.284777524625133083e+01 -9.997112839260807959e+00 -7.685879738248331705e+00 -6.316581049839442130e+00 
        21  0.000000000000000000e+00  3.149246999999999389e+03  3.382492472282083327e+02  5.852088935280517035e+01  2.682949763769101992e+01  2.018923603620532958e+01  1.640013282087602420e+01  1.330933814772106416e+01  1.131893508473694965e+01 
        22  0.000000000000000000e+00  3.236646000000000640e+03  3.342880345591129299e+02  3.564005831934809976e+01  1.914382269513225765e+00 -2.885299034351191949e+00 -3.759267331475712126e+00 -3.761879046560352435e+00 -3.551419350595097058e+00 
