     Count               Iteration-1              Iteration-40              Iteration-80              Iteration-88 
       117  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       118  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       119  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       120  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       121  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       122  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       123  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       124  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       125  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       126  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       127  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       128  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       129  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       130  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000546e+04 
       131  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       132  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       133  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       134  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       135  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000182e+04 
       136  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       137  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       138  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000182e+04 
       139  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       140  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       141  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000182e+04 
       142  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       143  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000364e+04 
       144  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999994543e+03  1.000000000000000182e+04 
       145  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       146  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       147  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       148  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       149  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999998181e+03  1.000000000000000364e+04 
       150  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       151  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       152  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999998181e+03  1.000000000000000364e+04 
       153  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       154  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       155  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999998181e+03  1.000000000000000364e+04 
       156  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       157  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       158  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999998181e+03  1.000000000000000364e+04 
       159  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       160  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000182e+04 
       161  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       162  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999996362e+03  1.000000000000000364e+04 
       163  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999998181e+03  1.000000000000000364e+04 
       164  0.000000000000000000e+00  9.999999993545307007e+03  9.999999999999998181e+03  1.000000000000000182e+04 
       165  0.000000000000000000e+00  9.999999993545308826e+03  9.999999999999998181e+03  1.000000000000000182e+04 
       166  0.000000000000000000e+00  9.999999993545310645e+03  1.000000000000000000e+04  1.000000000000000182e+04 
       167  0.000000000000000000e+00  9.999999993545312464e+03  1.000000000000000000e+04  1.000000000000000182e+04 
       168  0.000000000000000000e+00  9.999999993545316102e+03  9.999999999999998181e+03  1.000000000000000000e+04 
       169  0.000000000000000000e+00  9.999999993545319739e+03  1.000000000000000182e+04  9.999999999999998181e+03 
       170  0.000000000000000000e+00  9.999999993545325196e+03  1.000000000000000546e+04  1.000000000000000182e+04 
       171  0.000000000000000000e+00  9.999999993545330653e+03  9.999999999999996362e+03  1.000000000000001091e+04 
       172  0.000000000000000000e+00  9.999999993545343386e+03  9.999999999999985448e+03  9.999999999999998181e+03 
       173  0.000000000000000000e+00  9.999999993545357938e+03  1.000000000000000182e+04  9.999999999999974534e+03 
       174  0.000000000000000000e+00  9.999999993545381585e+03  1.000000000000004184e+04  9.999999999999992724e+03 
       175  0.000000000000000000e+00  9.999999993545412508e+03  1.000000000000001819e+04  1.000000000000006912e+04 
       176  0.000000000000000000e+00  9.999999993545434336e+03  9.999999999999901775e+03  1.000000000000004547e+04 
       177  0.000000000000000000e+00  9.999999993545454345e+03  9.999999999999910870e+03  9.999999999999834472e+03 
       178  0.000000000000000000e+00  9.999999993545527104e+03  1.000000000000022919e+04  9.999999999999827196e+03 
       179  0.000000000000000000e+00  9.999999993545716279e+03  1.000000000000033651e+04  1.000000000000037835e+04 
       180  0.000000000000000000e+00  9.999999993545943653e+03  9.999999999999530701e+03  1.000000000000056571e+04 
       181  0.000000000000000000e+00  9.999999993545930920e+03  9.999999999998923158e+03  9.999999999999175998e+03 
       182  0.000000000000000000e+00  9.999999993545545294e+03  1.000000000000084583e+04  9.999999999998321073e+03 
       183  0.000000000000000000e+00  9.999999993545565303e+03  1.000000000000314685e+04  1.000000000000172076e+04 
       184  0.000000000000000000e+00  9.999999993547426129e+03  9.999999999998828571e+03  1.000000000000472028e+04 
       185  0.000000000000000000e+00  9.999999993550425643e+03  9.999999999991387085e+03  9.999999999996553015e+03 
       186  0.000000000000000000e+00  9.999999993549217834e+03  1.000000000000055115e+04  9.999999999987279807e+03 
       187  0.000000000000000000e+00  9.999999993539866409e+03  1.000000000002254819e+04  1.000000000000666842e+04 
       188  0.000000000000000000e+00  9.999999993534820533e+03  1.000000000000421096e+04  1.000000000003329478e+04 
       189  0.000000000000000000e+00  9.999999993560102666e+03  9.999999999942792783e+03  9.999999999987332558e+03 
       190  0.000000000000000000e+00  9.999999993604677002e+03  9.999999999977326297e+03  9.999999999914676664e+03 
       191  0.000000000000000000e+00  9.999999993576935594e+03  1.000000000014221405e+04  1.000000000002455454e+04 
       192  0.000000000000000000e+00  9.999999993419984094e+03  1.000000000008105235e+04  1.000000000021519554e+04 
       193  0.000000000000000000e+00  9.999999993359137079e+03  9.999999999650366590e+03  9.999999999948009645e+03 
       194  0.000000000000000000e+00  9.999999993775451003e+03  9.999999999753574230e+03  9.999999999464031134e+03 
       195  0.000000000000000000e+00  9.999999994329011315e+03  1.000000000085701322e+04  1.000000000012922283e+04 
       196  0.000000000000000000e+00  9.999999993587549397e+03  1.000000000068028203e+04  1.000000000131947672e+04 
       197  0.000000000000000000e+00  9.999999991387858245e+03  9.999999997891396561e+03  9.999999999620573362e+03 
       198  0.000000000000000000e+00  9.999999991838680216e+03  9.999999998255949322e+03  9.999999996796128471e+03 
       199  0.000000000000000000e+00  9.999999998503881216e+03  1.000000000522812661e+04  1.000000000122587699e+04 
       200  0.000000000000000000e+00  1.000000000193499363e+04  1.000000000416666990e+04  1.000000000763685057e+04 
       201  0.000000000000000000e+00  9.999999985375055985e+03  9.999999986943239492e+03  9.999999995958651198e+03 
       202  0.000000000000000000e+00  9.999999965284128848e+03  9.999999990806554706e+03  9.999999982236215146e+03 
       203  0.000000000000000000e+00  9.999999999620418748e+03  1.000000003274979645e+04  1.000000001313100620e+04 
       204  0.000000000000000000e+00  1.000000007455041487e+04  1.000000001816087752e+04  1.000000003980813199e+04 
       205  0.000000000000000000e+00  1.000000001902855911e+04  9.999999917716200798e+03  9.999999958486832838e+03 
       206  0.000000000000000000e+00  9.999999787263848702e+03  9.999999971594530507e+03  9.999999916956578090e+03 
       207  0.000000000000000000e+00  9.999999835365701074e+03  1.000000020475369638e+04  1.000000012454661373e+04 
       208  0.000000000000000000e+00  1.000000048059307846e+04  1.000000001460633212e+04  1.000000015146696933e+04 
       209  0.000000000000000000e+00  1.000000058497908503e+04  9.999999510560766794e+03  9.999999655922540114e+03 
       210  0.000000000000000000e+00  9.999998904543786921e+03  1.000000012224392049e+04  9.999999781312804771e+03 
       211  0.000000000000000000e+00  9.999998158520289508e+03  1.000000109376320142e+04  1.000000088146796588e+04 
       212  0.000000000000000000e+00  1.000000237234292217e+04  9.999999336280834541e+03  1.000000014757773533e+04 
       213  0.000000000000000000e+00  1.000000518056338660e+04  9.999997685772430486e+03  9.999997820264472466e+03 
       214  0.000000000000000000e+00  9.999994632007948894e+03  1.000000249851110129e+04  1.000000078196225331e+04 
       215  0.000000000000000000e+00  9.999986300647004100e+03  1.000000454298572549e+04  1.000000494465063275e+04 
       216  0.000000000000000000e+00  1.000001322135513692e+04  9.999991222576600194e+03  9.999994481750556588e+03 
       217  0.000000000000000000e+00  1.000003322230939193e+04  9.999994343224265322e+03  9.999992419815205722e+03 
       218  0.000000000000000000e+00  9.999966164060397205e+03  1.000002633664761015e+04  1.000002003112276179e+04 
       219  0.000000000000000000e+00  9.999923709802211306e+03  9.999990542785268190e+03  9.999997697966073247e+03 
       220  0.000000000000000000e+00  1.000008626057219044e+04  9.999947803469203791e+03  9.999958662058874324e+03 
       221  0.000000000000000000e+00  1.000018478762314953e+04  1.000007431251556591e+04  1.000004909682537073e+04 
       222  0.000000000000000000e+00  9.999726335354991534e+03  1.000002999218373589e+04  1.000002721713677420e+04 
       223  0.000000000000000000e+00  9.999601790159918892e+03  9.999820585607851172e+03  9.999878581841776395e+03 
       224  0.000000000000000000e+00  1.000100610623792454e+04  1.000014426335316784e+04  1.000008884306934488e+04 
       225  0.000000000000000000e+00  1.000019862533703417e+04  1.000014962754301814e+04  1.000009974827542646e+04 
       226  0.000000000000000000e+00  9.997409594015563925e+03  9.999597921846776444e+03  9.999751111917064918e+03 
       227  0.000000000000000000e+00  1.000226163701650694e+04  1.000022244275022604e+04  1.000013230328192003e+04 
       228  0.000000000000000000e+00  1.000259975232970646e+04  1.000031886508841490e+04  1.000019010151498151e+04 
       229  0.000000000000000000e+00  9.993177282944587205e+03  9.999366660032730579e+03  9.999630860866522198e+03 
       230  0.000000000000000000e+00  1.000352954476888226e+04  1.000029016627577948e+04  1.000016766823395483e+04 
       231  0.000000000000000000e+00  1.000536858619664235e+04  1.000038605284480764e+04  1.000021734079457747e+04 
       232  0.000000000000000000e+00  9.990351006370152390e+03  9.999343739434654708e+03  9.999631578894552149e+03 
       233  0.000000000000000000e+00  9.004233245848747174e+03  9.000277416451526733e+03  9.000155967738783147e+03 
       234  0.000000000000000000e+00  8.003508442589221886e+03  8.000229011281908242e+03  8.000126700243535197e+03 
       235  0.000000000000000000e+00  6.995555803011684475e+03  6.999687377231512073e+03  6.999824736668560035e+03 
       236  0.000000000000000000e+00  6.000521711014132052e+03  6.000088533083571747e+03  6.000052258443944083e+03 
       237  0.000000000000000000e+00  4.999958168887455031e+03  4.999966220010323013e+03  4.999980779195530886e+03 
       238  0.000000000000000000e+00  4.003511585527603074e+03  4.000206138634733179e+03  4.000110865488492436e+03 
       239  0.000000000000000000e+00  2.996873565819227679e+03  2.999819336208899131e+03  2.999903024697963247e+03 
       240  0.000000000000000000e+00  1.996382818447702221e+03  1.999776390534397933e+03  1.999875655332873521e+03 
       241  0.000000000000000000e+00  1.008628120079489349e+03  1.000562348420867693e+03  1.000312186130282612e+03 
       242  0.000000000000000000e+00  8.950944169895375353e+02  8.996555249185854564e+02  8.998081322321793323e+02 
       243  0.000000000000000000e+00  7.968313085024287830e+02  7.997464693952545076e+02  7.998542635460349857e+02 
       244  0.000000000000000000e+00  7.062322123024107441e+02  7.005701576757525118e+02  7.003295553776790712e+02 
       245  0.000000000000000000e+00  5.976153874179307195e+02  5.997105959814738299e+02  5.998295937667995759e+02 
       246  0.000000000000000000e+00  4.978573014519506614e+02  4.997950810841007296e+02  4.998798702161286656e+02 
       247  0.000000000000000000e+00  4.025149142917814515e+02  4.003639217219092643e+02  4.002193970124298517e+02 
       248  0.000000000000000000e+00  2.997503194580976924e+02  2.998730530943021790e+02  2.999191918501341547e+02 
       249  0.000000000000000000e+00  1.989428068533811711e+02  1.998789683987315016e+02  1.999295732948158673e+02 
       250  0.000000000000000000e+00  1.006396812247900812e+02  1.001148522383244597e+02  1.000693968793970043e+02 
       251  0.000000000000000000e+00  4.189222589286201526e+01  4.119864519790968416e+01  4.113209099452407713e+01 
       252  0.000000000000000000e+00  1.060836583927777710e+01  1.007479770402763108e+01  1.003435381025254713e+01 
       253  0.000000000000000000e+00  2.099187182880227542e+00  1.977042516286873219e+00  1.966577311320521604e+00 
       254  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
       255  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
