     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         1  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         2  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         3  0.000000000000000000e+00  6.059702999999998507e-01  1.631962349223320397e-01  2.030018199700471884e-02  7.860766528681398940e-03  1.056686122913581480e-02  1.255840874479237108e-03  0.000000000000000000e+00  0.000000000000000000e+00 
         4  0.000000000000000000e+00  3.214328000000000074e+00  2.218337427518707106e+00  1.896973585484217129e+00  1.913049106472558769e+00  1.989707110562269676e+00  2.052619984727822811e+00  2.089946585264655265e+00  2.103109964835204071e+00 
         5  0.000000000000000000e+00  1.007449169999999938e+01  7.437166040114219001e+00  6.500356044840838621e+00  6.381816752478713717e+00  6.429656280131906598e+00  6.474974049081919425e+00  6.488464271704086350e+00  6.479316044561545418e+00 
         6  0.000000000000000000e+00  2.129678979999999910e+01  1.903205673794697361e+01  1.823110951157857684e+01  1.805891180950849417e+01  1.806709404361578919e+01  1.814610115668184065e+01  1.825630572387925810e+01  1.834630447691802146e+01 
         7  0.000000000000000000e+00  3.284448439999999891e+01  2.938188898493365286e+01  2.852749215749836154e+01  2.813028003021107537e+01  2.781232491894490622e+01  2.756987994708017098e+01  2.740520434075634881e+01  2.732544166542575326e+01 
         8  0.000000000000000000e+00  4.458362219999999354e+01  3.814059588151150848e+01  3.753267104743243010e+01  3.766617556180344906e+01  3.767284493836434933e+01  3.753977023725530415e+01  3.732926443168933872e+01  3.714882179631838710e+01 
         9  0.000000000000000000e+00  5.743538839999999368e+01  4.541525122835250272e+01  4.366088646961662079e+01  4.404203216274859756e+01  4.468063621800252605e+01  4.526555901774280244e+01  4.575414863341534044e+01  4.605959861321793625e+01 
        10  0.000000000000000000e+00  7.316079679999999996e+01  5.669819197420202528e+01  5.265275336524266692e+01  5.179236046249620529e+01  5.169832538204168770e+01  5.185099971831056109e+01  5.209514952444147440e+01  5.229690396944756259e+01 
        11  0.000000000000000000e+00  8.938718879999998990e+01  7.313685798048908282e+01  6.834362278761476261e+01  6.591101039678977713e+01  6.397821248652954296e+01  6.233630704319242000e+01  6.096208854186358650e+01  6.009355664575128486e+01 
        12  0.000000000000000000e+00  9.582148420000001465e+01  8.031250616836936729e+01  8.012446031823151316e+01  8.183227907913392585e+01  8.333097271981483800e+01  8.448875176819944954e+01  8.537412000041911142e+01  8.589916696893095605e+01 
        13  0.000000000000000000e+00  1.011862306000000160e+02  7.711453339682398678e+01  7.736495653953502938e+01  8.020082527060804978e+01  8.266318481730613144e+01  8.456642967487503881e+01  8.601513719696049520e+01  8.686813529289143787e+01 
        14  0.000000000000000000e+00  1.139139039999999738e+02  5.713823735057187747e+01  4.098720201365805593e+01  3.280917203534439608e+01  2.734277142542846661e+01  2.342866201938591075e+01  2.057461275816987367e+01  1.894264599664606408e+01 
        15  0.000000000000000000e+00  2.199728985999999793e+02  1.784295723516658541e+02  1.776782573387574473e+02  1.808285701605387317e+02  1.834559139142433253e+02  1.853433379113555475e+02  1.866799848674506279e+02  1.874233008666699050e+02 
        16  0.000000000000000000e+00  3.332520151999999598e+02  2.830702691956437320e+02  2.797796879200773219e+02  2.815065281971995432e+02  2.832657718625027883e+02  2.846282968723440376e+02  2.856488853573749793e+02  2.862399673091563841e+02 
        17  0.000000000000000000e+00  4.448101722999999765e+02  3.784394496348065786e+02  3.679053482138353388e+02  3.644240996467516425e+02  3.622860785232854255e+02  3.607407164262558581e+02  3.595959415941011343e+02  3.589344303757429770e+02 
        18  0.000000000000000000e+00  5.448045043999999280e+02  4.659287283253996179e+02  4.555359334961252102e+02  4.532846205611552364e+02  4.523742324290959687e+02  4.518973484435002206e+02  4.516398396456657451e+02  4.515314069081615571e+02 
        19  0.000000000000000000e+00  6.420568115000000944e+02  5.543176747733461980e+02  5.470559480231834186e+02  5.473986238655963916e+02  5.480421617640280374e+02  5.484177035507726714e+02  5.485937771372522320e+02  5.486471280204393679e+02 
        20  0.000000000000000000e+00  7.416937761999998884e+02  6.408334134763078964e+02  6.336601611170335673e+02  6.354201905549614366e+02  6.375539468433179309e+02  6.392679110617268634e+02  6.405808412272234591e+02  6.413545958963781004e+02 
        21  0.000000000000000000e+00  8.538157003999999688e+02  7.363836403761187057e+02  7.215043023304044709e+02  7.176656678628531836e+02  7.155655547131366347e+02  7.140814441201025602e+02  7.129815820550345506e+02  7.123429107346956926e+02 
        22  0.000000000000000000e+00  9.677152965999999878e+02  8.424589777596614795e+02  8.250187073610641164e+02  8.196218932155765060e+02  8.165176987018476211e+02  8.143944700693942877e+02  8.128891880380283510e+02  8.120460478240712519e+02 
        23  0.000000000000000000e+00  1.073562387299999955e+03  9.670333124294566005e+02  9.667889561149454494e+02  9.739122764990248697e+02  9.797535125662500377e+02  9.840572435598210177e+02  9.872084794755849089e+02  9.890124740988931080e+02 
        24  0.000000000000000000e+00  1.075703616000000011e+03  9.345868700114310741e+02  9.161997119957654832e+02  9.110700094183724786e+02  9.081132689819977486e+02  9.059817870295202056e+02  9.043831802427575894e+02  9.034464178589441872e+02 
        25  0.000000000000000000e+00  1.069665792000000010e+03  9.207561501112006681e+02  9.030330129847402532e+02  8.991921731734809100e+02  8.973148102938976081e+02  8.960092180505154147e+02  8.950291473410416074e+02  8.944498315370238970e+02 
        26  0.000000000000000000e+00  1.064832223000000113e+03  9.184071323326106722e+02  9.060429214963246523e+02  9.068699308133193426e+02  9.088146194216188860e+02  9.106033128878840444e+02  9.121096001561280673e+02  9.130607879962295783e+02 
        27  0.000000000000000000e+00  1.070932953999999881e+03  9.262658082764469327e+02  9.132357078127207615e+02  9.123640948653859368e+02  9.123027020850528288e+02  9.121283752795890223e+02  9.118621516531031830e+02  9.116406800232916794e+02 
        28  0.000000000000000000e+00  1.076595974999999953e+03  9.285264944155636613e+02  9.130091782672679983e+02  9.107155120071831789e+02  9.098309807390414790e+02  9.091907040641440290e+02  9.086741335548979350e+02  9.083527321711533205e+02 
        29  0.000000000000000000e+00  1.079123031999999967e+03  9.266607742210305787e+02  9.099712060721401485e+02  9.078402635598487223e+02  9.075427082031536656e+02  9.076103582300216885e+02  9.078015631403884527e+02  9.079780562244070552e+02 
        30  0.000000000000000000e+00  1.079927134000000024e+03  9.261337289201152316e+02  9.101932245737898484e+02  9.088478838675961242e+02  9.090029524887107755e+02  9.092437485877773042e+02  9.094214325206220337e+02  9.095109434111583369e+02 
        31  0.000000000000000000e+00  1.080094106000000011e+03  9.266778761356447376e+02  9.111097495799629087e+02  9.097478184625476842e+02  9.096862416425398123e+02  9.096617623858852539e+02  9.095928084295308054e+02  9.095240964781759203e+02 
        32  0.000000000000000000e+00  1.080118273000000045e+03  9.271940917168949454e+02  9.112314734924923414e+02  9.094584818673711197e+02  9.091277378151801258e+02  9.089735795945977088e+02  9.088772383626657074e+02  9.088329153516569932e+02 
        33  0.000000000000000000e+00  1.080120470000000068e+03  9.273705971260811793e+02  9.110217755668112432e+02  9.091734797385619231e+02  9.089307660516650458e+02  9.089108849040537734e+02  9.089408151356805092e+02  9.089732152311863729e+02 
        34  0.000000000000000000e+00  1.080120470000000068e+03  9.273869038502429021e+02  9.109442801775963972e+02  9.092148301582215026e+02  9.090881019435120152e+02  9.091295277003162028e+02  9.091729074237269970e+02  9.091943182410050213e+02 
        35  0.000000000000000000e+00  1.080120470000000068e+03  9.274047953658827055e+02  9.110037561419859458e+02  9.093186787276603127e+02  9.091704809999982899e+02  9.091566029337968757e+02  9.091408492388814011e+02  9.091245860284170703e+02 
        36  0.000000000000000000e+00  1.080120470000000068e+03  9.274456069677147525e+02  9.110580470634854464e+02  9.093295923133338192e+02  9.091305648848729106e+02  9.090871128982462324e+02  9.090652252172566250e+02  9.090554334456497827e+02 
        37  0.000000000000000000e+00  1.080120470000000068e+03  9.274850422078488918e+02  9.110684487991238711e+02  9.093003046965321801e+02  9.090961772282319089e+02  9.090700252444233911e+02  9.090716637959188802e+02  9.090777832775386287e+02 
        38  0.000000000000000000e+00  1.080120470000000068e+03  9.275098749528549433e+02  9.110635609894521849e+02  9.092910355302889229e+02  9.091040368854211238e+02  9.090924623962818032e+02  9.090989304068207275e+02  9.091030314779758328e+02 
        39  0.000000000000000000e+00  1.080120470000000068e+03  9.275216112075772799e+02  9.110635220587454342e+02  9.092985712891853609e+02  9.091169833228930202e+02  9.091012495967200948e+02  9.090989156898964438e+02  9.090964294576838256e+02 
        40  0.000000000000000000e+00  1.080120470000000068e+03  9.275260467378313933e+02  9.110683936835996519e+02  9.093045999955562593e+02  9.091173843025126189e+02  9.090949256892605490e+02  9.090892545194765262e+02  9.090868551079148574e+02 
        41  0.000000000000000000e+00  1.080120470000000068e+03  9.275274284469242048e+02  9.110730446464453962e+02  9.093049797079612517e+02  9.091134581564684822e+02  9.090909502994296645e+02  9.090882079390062245e+02  9.090884989379034096e+02 
        42  0.000000000000000000e+00  1.080120470000000068e+03  9.275277884051965884e+02  9.110755569964854885e+02  9.093038062498351337e+02  9.091123884561349087e+02  9.090922931853588125e+02  9.090913802970814004e+02  9.090920128723764719e+02 
        43  0.000000000000000000e+00  1.080120470000000068e+03  9.275278672299752998e+02  9.110766129390545984e+02  9.093036398230680106e+02  9.091134088774642805e+02  9.090939066847726053e+02  9.090922281715827467e+02  9.090918441696563832e+02 
        44  0.000000000000000000e+00  1.080120470000000068e+03  9.275278816809830005e+02  9.110771608525338934e+02  9.093042040356259577e+02  9.091141147861143281e+02  9.090938502576501605e+02  9.090913017055872842e+02  9.090906070870490794e+02 
        45  0.000000000000000000e+00  1.080120470000000068e+03  9.275278838725714650e+02  9.110775927158757668e+02  9.093046933965302969e+02  9.091140718911940439e+02  9.090933177686109730e+02  9.090908382025018000e+02  9.090904735772335243e+02 
