     Count               Iteration-1              Iteration-40              Iteration-80              Iteration-88 
        92  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
        93  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
        94  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
        95  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
        96  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
        97  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
        98  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
        99  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       100  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       101  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       102  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       103  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       104  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       105  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       106  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       107  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       108  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       109  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       110  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       111  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       112  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       113  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       114  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       115  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       116  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       117  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       118  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       119  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       120  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       121  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       122  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       123  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       124  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       125  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -5.456968210637569427e-12 
       126  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       127  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       128  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       129  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       130  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -1.818989403545856476e-12 
       131  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       132  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       133  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -1.818989403545856476e-12 
       134  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       135  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       136  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -1.818989403545856476e-12 
       137  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       138  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -3.637978807091712952e-12 
       139  0.000000000000000000e+00  6.454692993429489434e-06  5.456968210637569427e-12 -1.818989403545856476e-12 
       140  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       141  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       142  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
       143  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       144  0.000000000000000000e+00  6.454692993429489434e-06  1.818989403545856476e-12 -3.637978807091712952e-12 
       145  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
       146  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       147  0.000000000000000000e+00  6.454692993429489434e-06  1.818989403545856476e-12 -3.637978807091712952e-12 
       148  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
       149  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       150  0.000000000000000000e+00  6.454692993429489434e-06  1.818989403545856476e-12 -3.637978807091712952e-12 
       151  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
       152  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       153  0.000000000000000000e+00  6.454692993429489434e-06  1.818989403545856476e-12 -3.637978807091712952e-12 
       154  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
       155  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -1.818989403545856476e-12 
       156  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       157  0.000000000000000000e+00  6.454692993429489434e-06  3.637978807091712952e-12 -3.637978807091712952e-12 
       158  0.000000000000000000e+00  6.454692993429489434e-06  1.818989403545856476e-12 -3.637978807091712952e-12 
       159  0.000000000000000000e+00  6.454692993429489434e-06  1.818989403545856476e-12 -1.818989403545856476e-12 
       160  0.000000000000000000e+00  6.454691174440085888e-06  1.818989403545856476e-12 -1.818989403545856476e-12 
       161  0.000000000000000000e+00  6.454689355450682342e-06  0.000000000000000000e+00 -1.818989403545856476e-12 
       162  0.000000000000000000e+00  6.454687536461278796e-06  0.000000000000000000e+00 -1.818989403545856476e-12 
       163  0.000000000000000000e+00  6.454683898482471704e-06  1.818989403545856476e-12  0.000000000000000000e+00 
       164  0.000000000000000000e+00  6.454680260503664613e-06 -1.818989403545856476e-12  1.818989403545856476e-12 
       165  0.000000000000000000e+00  6.454674803535453975e-06 -5.456968210637569427e-12 -1.818989403545856476e-12 
       166  0.000000000000000000e+00  6.454669346567243338e-06  3.637978807091712952e-12 -1.091393642127513885e-11 
       167  0.000000000000000000e+00  6.454656613641418517e-06  1.455191522836685181e-11  1.818989403545856476e-12 
       168  0.000000000000000000e+00  6.454642061726190150e-06 -1.818989403545856476e-12  2.546585164964199066e-11 
       169  0.000000000000000000e+00  6.454618414863944054e-06 -4.183675628155469894e-11  7.275957614183425903e-12 
       170  0.000000000000000000e+00  6.454587492044083774e-06 -1.818989403545856476e-11 -6.912159733474254608e-11 
       171  0.000000000000000000e+00  6.454565664171241224e-06  9.822542779147624969e-11 -4.547473508864641190e-11 
       172  0.000000000000000000e+00  6.454545655287802219e-06  8.913048077374696732e-11  1.655280357226729393e-10 
       173  0.000000000000000000e+00  6.454472895711660385e-06 -2.291926648467779160e-10  1.728039933368563652e-10 
       174  0.000000000000000000e+00  6.454283720813691616e-06 -3.365130396559834480e-10 -3.783497959375381470e-10 
       175  0.000000000000000000e+00  6.454056347138248384e-06  4.692992661148309708e-10 -5.657057045027613640e-10 
       176  0.000000000000000000e+00  6.454069080064073205e-06  1.076841726899147034e-09  8.240021998062729836e-10 
       177  0.000000000000000000e+00  6.454454705817624927e-06 -8.458300726488232613e-10  1.678927219472825527e-09 
       178  0.000000000000000000e+00  6.454434696934185922e-06 -3.146851668134331703e-09 -1.720763975754380226e-09 
       179  0.000000000000000000e+00  6.452573870774358511e-06  1.171429175883531570e-09 -4.720277502201497555e-09 
       180  0.000000000000000000e+00  6.449574357247911394e-06  8.612914825789630413e-09  3.446984919719398022e-09 
       181  0.000000000000000000e+00  6.450782166211865842e-06 -5.511537892743945122e-10  1.272019289899617434e-08 
       182  0.000000000000000000e+00  6.460133590735495090e-06 -2.254819264635443687e-08 -6.668415153399109840e-09 
       183  0.000000000000000000e+00  6.465179467340931296e-06 -4.210960469208657742e-09 -3.329478204250335693e-08 
       184  0.000000000000000000e+00  6.439897333621047437e-06  5.720721674151718616e-08  1.266744220629334450e-08 
       185  0.000000000000000000e+00  6.395322998287156224e-06  2.267370291519910097e-08  8.532333595212548971e-08 
       186  0.000000000000000000e+00  6.423064405680634081e-06 -1.422140485374256968e-07 -2.455453795846551657e-08 
       187  0.000000000000000000e+00  6.580015906365588307e-06 -8.105234883259981871e-08 -2.151955413864925504e-07 
       188  0.000000000000000000e+00  6.640862920903600752e-06  3.496334102237597108e-07  5.199035513214766979e-08 
       189  0.000000000000000000e+00  6.224548997124657035e-06  2.464257704559713602e-07  5.359688657335937023e-07 
       190  0.000000000000000000e+00  5.670988684869371355e-06 -8.570132195018231869e-07 -1.292228262173011899e-07 
       191  0.000000000000000000e+00  6.412450602510944009e-06 -6.802820280427113175e-07 -1.319476723438128829e-06 
       192  0.000000000000000000e+00  8.612141755293123424e-06  2.108603439410217106e-06  3.794266376644372940e-07 
       193  0.000000000000000000e+00  8.161319783539511263e-06  1.744050678098574281e-06  3.203871528967283666e-06 
       194  0.000000000000000000e+00  1.496118784416466951e-06 -5.228126610745675862e-06 -1.225876985699869692e-06 
       195  0.000000000000000000e+00 -1.934993633767589927e-06 -4.166669896221719682e-06 -7.636850568815134466e-06 
       196  0.000000000000000000e+00  1.462494401494041085e-05  1.305676050833426416e-05  4.041348802275024354e-06 
       197  0.000000000000000000e+00  3.471587115200236440e-05  9.193445293931290507e-06  1.776378485374152660e-05 
       198  0.000000000000000000e+00  3.795812517637386918e-07 -3.274979644629638642e-05 -1.313100619881879538e-05 
       199  0.000000000000000000e+00 -7.455041486537083983e-05 -1.816087751649320126e-05 -3.980813198722898960e-05 
       200  0.000000000000000000e+00 -1.902855910884682089e-05  8.228379920183215290e-05  4.151316716161090881e-05 
       201  0.000000000000000000e+00  2.127361512975767255e-04  2.840546949300915003e-05  8.304342190967872739e-05 
       202  0.000000000000000000e+00  1.646342989261029288e-04 -2.047536963800666854e-04 -1.245466137334005907e-04 
       203  0.000000000000000000e+00 -4.805930784641532227e-04 -1.460633211536332965e-05 -1.514669693278847262e-04 
       204  0.000000000000000000e+00 -5.849790850334102288e-04  4.894392332062125206e-04  3.440774598857387900e-04 
       205  0.000000000000000000e+00  1.095456213079160079e-03 -1.222439204866532236e-04  2.186871952289948240e-04 
       206  0.000000000000000000e+00  1.841479710492421873e-03 -1.093763201424735598e-03 -8.814679658826207742e-04 
       207  0.000000000000000000e+00 -2.372342922171810642e-03  6.637191654590424150e-04 -1.475777353334706277e-04 
       208  0.000000000000000000e+00 -5.180563386602443643e-03  2.314227569513604976e-03  2.179735527533921413e-03 
       209  0.000000000000000000e+00  5.367992051105829887e-03 -2.498511101293843240e-03 -7.819622533133951947e-04 
       210  0.000000000000000000e+00  1.369935299589997157e-02 -4.542985725493053906e-03 -4.944650632751290686e-03 
       211  0.000000000000000000e+00 -1.322135513692046516e-02  8.777423399806139059e-03  5.518249443412059918e-03 
       212  0.000000000000000000e+00 -3.322230939193104859e-02  5.656775734678376466e-03  7.580184794278466143e-03 
       213  0.000000000000000000e+00  3.383593960279540624e-02 -2.633664761015097611e-02 -2.003112276179308537e-02 
       214  0.000000000000000000e+00  7.629019778869405854e-02  9.457214731810381636e-03  2.302033926753210835e-03 
       215  0.000000000000000000e+00 -8.626057219044014346e-02  5.219653079620911740e-02  4.133794112567557022e-02 
       216  0.000000000000000000e+00 -1.847876231495320098e-01 -7.431251556590723339e-02 -4.909682537072512787e-02 
       217  0.000000000000000000e+00  2.736646450084663229e-01 -2.999218373588519171e-02 -2.721713677419757005e-02 
       218  0.000000000000000000e+00  3.982098400811082684e-01  1.794143921488284832e-01  1.214181582236051327e-01 
       219  0.000000000000000000e+00 -1.006106237924541347e+00 -1.442633531678438885e-01 -8.884306934487540275e-02 
       220  0.000000000000000000e+00 -1.986253370341728441e-01 -1.496275430181412958e-01 -9.974827542646380607e-02 
       221  0.000000000000000000e+00  2.590405984436074505e+00  4.020781532235560007e-01  2.488880829350819113e-01 
       222  0.000000000000000000e+00 -2.261637016506938380e+00 -2.224427502260368783e-01 -1.323032819200307131e-01 
       223  0.000000000000000000e+00 -2.599752329706461751e+00 -3.188650884148955811e-01 -1.901015149815066252e-01 
       224  0.000000000000000000e+00  6.822717055412795162e+00  6.333399672694213223e-01  3.691391334778018063e-01 
       225  0.000000000000000000e+00 -3.529544768882260541e+00 -2.901662757794838399e-01 -1.676682339548278833e-01 
       226  0.000000000000000000e+00 -5.368586196642354480e+00 -3.860528448076365748e-01 -2.173407945774670225e-01 
       227  0.000000000000000000e+00  9.648993629847609554e+00  6.562605653452919796e-01  3.684211054478510050e-01 
       228  0.000000000000000000e+00 -4.233245848747174023e+00 -2.774164515267329989e-01 -1.559677387831470696e-01 
       229  0.000000000000000000e+00 -3.508442589221886010e+00 -2.290112819082423812e-01 -1.267002435351969325e-01 
       230  0.000000000000000000e+00  4.444196988315525232e+00  3.126227684879268054e-01  1.752633314399645315e-01 
       231  0.000000000000000000e+00 -5.217110141320517869e-01 -8.853308357174682897e-02 -5.225844394408341032e-02 
       232  0.000000000000000000e+00  4.183111254496907350e-02  3.377998967698658817e-02  1.922080446911422769e-02 
       233  0.000000000000000000e+00 -3.511585527603074297e+00 -2.061386347331790603e-01 -1.108654884924362705e-01 
       234  0.000000000000000000e+00  3.126434180772321270e+00  1.806637911008692754e-01  9.697530203675341909e-02 
       235  0.000000000000000000e+00  3.617181552297779490e+00  2.236094656020668481e-01  1.243446671264791803e-01 
       236  0.000000000000000000e+00 -8.628120079489349337e+00 -5.623484208676927665e-01 -3.121861302826118845e-01 
       237  0.000000000000000000e+00  4.905583010462464699e+00  3.444750814145436379e-01  1.918677678206677228e-01 
       238  0.000000000000000000e+00  3.168691497571217042e+00  2.535306047454923828e-01  1.457364539650143342e-01 
       239  0.000000000000000000e+00 -6.232212302410744087e+00 -5.701576757525117500e-01 -3.295553776790711709e-01 
       240  0.000000000000000000e+00  2.384612582069280506e+00  2.894040185261701481e-01  1.704062332004241398e-01 
       241  0.000000000000000000e+00  2.142698548049338569e+00  2.049189158992703597e-01  1.201297838713344390e-01 
       242  0.000000000000000000e+00 -2.514914291781451539e+00 -3.639217219092643063e-01 -2.193970124298516566e-01 
       243  0.000000000000000000e+00  2.496805419023075956e-01  1.269469056978209665e-01  8.080814986584528015e-02 
       244  0.000000000000000000e+00  1.057193146618828905e+00  1.210316012684984344e-01  7.042670518413274294e-02 
       245  0.000000000000000000e+00 -6.396812247900811599e-01 -1.148522383244596767e-01 -6.939687939700434072e-02 
