     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         1  0.000000000000000000e+00  5.400000000000000355e-01  2.770264702000001522e-01  9.703096848904647909e-02  2.348531756465658399e-02  8.241367574273652380e-03  9.012620536721525563e-03  7.545136469989270622e-03  1.713259014159089228e-03 
         2  0.000000000000000000e+00  3.679999999999999716e+00  2.855546168600000101e+00  2.204989936273461293e+00  1.938343671289596726e+00  1.913900853067668217e+00  1.966855307991614898e+00  2.019573371646525839e+00  2.042846574666880688e+00 
         3  0.000000000000000000e+00  1.600000000000000000e+01  1.349377161230000155e+01  1.133898167490190190e+01  1.037624542246565973e+01  1.022098955236593198e+01  1.034367418356143098e+01  1.048668590400526313e+01  1.055157392473137179e+01 
         4  0.000000000000000000e+00  4.683999999999999631e+01  4.490911171339999441e+01  4.205539480281807840e+01  4.056589434595700538e+01  4.033369859199203944e+01  4.061775586091115287e+01  4.100617122537258297e+01  4.126367293963394900e+01 
         5  0.000000000000000000e+00  1.050099999999999909e+02  1.054554039623999984e+02  1.027090804954460737e+02  1.007144010851615405e+02  1.000263117920163012e+02  9.998144898860725505e+01  1.001461083807376156e+02  1.002888215854126912e+02 
         6  0.000000000000000000e+00  1.875799999999999841e+02  1.971539443404000167e+02  1.992667887012174504e+02  1.992209207787836647e+02  1.988644182988480793e+02  1.985959573787846750e+02  1.984601894692529811e+02  1.984316269022401116e+02 
         7  0.000000000000000000e+00  2.821800000000000068e+02  2.960477021729000171e+02  3.002502979057990729e+02  3.020245845356665768e+02  3.022914822418022709e+02  3.019542161827824884e+02  3.014540361280171510e+02  3.010856520313748774e+02 
         8  0.000000000000000000e+00  3.793799999999999955e+02  3.962557041849999564e+02  3.974459096652894914e+02  3.999422792539826901e+02  4.016447817717896100e+02  4.026196263216566535e+02  4.031164593609414624e+02  4.032821605677366961e+02 
         9  0.000000000000000000e+00  4.716500000000000341e+02  5.011533721991999641e+02  4.940594157974623499e+02  4.924113243501039392e+02  4.925824416291345642e+02  4.933118281201888067e+02  4.941718040258591600e+02  4.948044986928995854e+02 
        10  0.000000000000000000e+00  5.486000000000000227e+02  6.145299283025999557e+02  6.065809864650194640e+02  6.014333011833712135e+02  5.987112124729994775e+02  5.973488454803776904e+02  5.967369524272857007e+02  5.965683947590651997e+02 
        11  0.000000000000000000e+00  6.018899999999999864e+02  7.170329268604000390e+02  7.238222741589605675e+02  7.233840306878921638e+02  7.213396428910742770e+02  7.189107862024480937e+02  7.164769862804299692e+02  7.147453010823625164e+02 
