     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         1  0.000000000000000000e+00  5.400000000000000355e-01  2.770264701999999302e-01  9.703096848904570193e-02  2.348531756465595255e-02  8.241367574273164923e-03  9.012620536721038106e-03  7.545136469989066792e-03  0.000000000000000000e+00 
         2  0.000000000000000000e+00  3.679999999999999716e+00  2.855546168600000101e+00  2.204989936273459517e+00  1.938343671289595394e+00  1.913900853067667551e+00  1.966855307991614676e+00  2.019573371646527171e+00  2.049327355907910153e+00 
         3  0.000000000000000000e+00  1.600000000000000000e+01  1.349377161230000155e+01  1.133898167490189302e+01  1.037624542246565262e+01  1.022098955236592666e+01  1.034367418356142565e+01  1.048668590400526845e+01  1.056889209057008827e+01 
         4  0.000000000000000000e+00  4.683999999999999631e+01  4.490911171340000152e+01  4.205539480281807840e+01  4.056589434595699828e+01  4.033369859199203233e+01  4.061775586091114576e+01  4.100617122537259007e+01  4.134003021956887380e+01 
         5  0.000000000000000000e+00  1.050100000000000051e+02  1.054554039624000126e+02  1.027090804954460879e+02  1.007144010851615263e+02  1.000263117920162870e+02  9.998144898860724084e+01  1.001461083807376156e+02  1.003339958367896685e+02 
         6  0.000000000000000000e+00  1.875799999999999557e+02  1.971539443404000167e+02  1.992667887012174788e+02  1.992209207787836647e+02  1.988644182988480793e+02  1.985959573787846466e+02  1.984601894692529527e+02  1.984333174436372644e+02 
         7  0.000000000000000000e+00  2.821800000000000068e+02  2.960477021729000171e+02  3.002502979057991297e+02  3.020245845356665768e+02  3.022914822418023277e+02  3.019542161827824316e+02  3.014540361280170373e+02  3.009711111874493668e+02 
         8  0.000000000000000000e+00  3.793799999999999955e+02  3.962557041850000701e+02  3.974459096652894914e+02  3.999422792539827469e+02  4.016447817717896100e+02  4.026196263216564830e+02  4.031164593609414055e+02  4.033083111313781615e+02 
         9  0.000000000000000000e+00  4.716499999999999773e+02  5.011533721992000778e+02  4.940594157974622931e+02  4.924113243501039960e+02  4.925824416291345642e+02  4.933118281201888067e+02  4.941718040258591031e+02  4.950070093928523534e+02 
        10  0.000000000000000000e+00  5.486000000000000227e+02  6.145299283026000694e+02  6.065809864650194640e+02  6.014333011833712135e+02  5.987112124729994775e+02  5.973488454803776904e+02  5.967369524272858143e+02  5.965499092803064514e+02 
        11  0.000000000000000000e+00  6.018899999999999864e+02  7.170329268603999253e+02  7.238222741589604539e+02  7.233840306878920501e+02  7.213396428910743907e+02  7.189107862024480937e+02  7.164769862804299692e+02  7.141929296779192100e+02 
        12  0.000000000000000000e+00  6.370999999999999091e+02  7.561326938834000657e+02  7.716960512963206611e+02  7.792312647138149941e+02  7.838136203907624804e+02  7.870446842967297698e+02  7.895076394748630264e+02  7.914563665449189784e+02 
        13  0.000000000000000000e+00  7.644599999999998090e+02  8.509656254645000217e+02  8.597568618815280388e+02  8.677727573304986208e+02  8.740667482279000069e+02  8.790387227420505951e+02  8.830211017502441564e+02  8.862343212396402805e+02 
        14  0.000000000000000000e+00  1.101339999999999918e+03  1.128662758405399927e+03  1.091853578935915721e+03  1.069684184181637875e+03  1.054020098808124885e+03  1.042294581318622249e+03  1.033313592242549703e+03  1.026355159269368869e+03 
        15  0.000000000000000000e+00  1.815950000000000045e+03  1.950943099796900015e+03  1.957314747850052072e+03  1.966046763558317934e+03  1.973716114761385143e+03  1.979781357889793981e+03  1.984428710432320941e+03  1.987959026136185457e+03 
        16  0.000000000000000000e+00  2.740179999999999836e+03  2.958721289234000324e+03  2.970343815363548856e+03  2.976708126929651371e+03  2.981448101246456190e+03  2.985184836125998117e+03  2.988162350562884058e+03  2.990539411048730926e+03 
        17  0.000000000000000000e+00  3.757369999999999891e+03  4.022238189493300069e+03  4.028210727460651469e+03  4.024889776619025270e+03  4.020499569705198155e+03  4.016539241133395535e+03  4.013252542207491388e+03  4.010596694166672478e+03 
        18  0.000000000000000000e+00  4.760960000000000036e+03  5.013541399775200262e+03  5.013737095822922129e+03  5.010170702127299592e+03  5.006945782633828458e+03  5.004553926092256916e+03  5.002892205952524819e+03  5.001774118654897393e+03 
        19  0.000000000000000000e+00  5.757329999999999927e+03  5.983835374677300933e+03  5.986157746543704889e+03  5.990456139779022124e+03  5.993967873312095435e+03  5.996438639936232903e+03  5.998079953313345868e+03  5.999130765216608779e+03 
        20  0.000000000000000000e+00  6.765100000000000364e+03  6.975439514407800743e+03  6.969547741424658852e+03  6.972628815151460003e+03  6.977041482817284304e+03  6.981151177616261521e+03  6.984644285087205390e+03  6.987525949681274142e+03 
        21  0.000000000000000000e+00  7.788909999999999854e+03  8.045463575577799929e+03  8.032728602708267317e+03  8.025363496528912947e+03  8.020083810363802513e+03  8.016019633672060991e+03  8.012820839297844032e+03  8.010281574033387187e+03 
        22  0.000000000000000000e+00  8.709600000000000364e+03  9.053499020081000708e+03  9.047007869006803958e+03  9.037468305411573965e+03  9.029173465479878359e+03  9.022601905712765074e+03  9.017536386521878740e+03  9.013659130755027945e+03 
        23  0.000000000000000000e+00  9.397400000000001455e+03  9.855949455082800341e+03  9.897883330863125593e+03  9.922674082718640420e+03  9.940136237915990932e+03  9.953158591608609640e+03  9.963103912476864934e+03  9.970793655720774041e+03 
        24  0.000000000000000000e+00  9.665500000000000000e+03  1.005348851241319971e+04  1.004489676963304009e+04  1.003595644788264690e+04  1.002884134383168202e+04  1.002321573351954976e+04  1.001873351781981000e+04  1.001514209710979776e+04 
        25  0.000000000000000000e+00  9.700800000000001091e+03  1.004771413500349990e+04  1.003158825958675698e+04  1.002319461377765583e+04  1.001803356362585873e+04  1.001439174655652278e+04  1.001162902710393973e+04  1.000945737937154263e+04 
        26  0.000000000000000000e+00  9.633700000000000728e+03  9.979913684346201990e+03  9.973373141012263659e+03  9.973987807904344663e+03  9.976378744966976228e+03  9.979154469227103618e+03  9.981891138939379744e+03  9.984431084292904416e+03 
        27  0.000000000000000000e+00  9.586600000000000364e+03  9.982888170670699765e+03  9.992280207171012080e+03  9.997996304321646676e+03  1.000112298928610289e+04  1.000274193369817840e+04  1.000349577057866736e+04  1.000374631002689966e+04 
        28  0.000000000000000000e+00  9.565300000000001091e+03  9.998519520470001225e+03  1.000674767638589219e+04  1.000828835078616248e+04  1.000795557487028418e+04  1.000710152489198845e+04  1.000615674782558017e+04  1.000526261826268637e+04 
        29  0.000000000000000000e+00  9.560000000000000000e+03  1.000450408516120115e+04  1.000422166848277266e+04  1.000127907310767114e+04  9.999119982101919959e+03  9.997801914001291152e+03  9.997082114968417955e+03  9.996757294007249584e+03 
        30  0.000000000000000000e+00  9.559100000000000364e+03  1.000184622480440157e+04  9.998990988275972995e+03  9.997516507820886545e+03  9.997426944186301625e+03  9.997847418754765386e+03  9.998385874477344260e+03  9.998891275022157060e+03 
        31  0.000000000000000000e+00  9.559000000000000000e+03  9.998857260354299797e+03  9.998131172443188916e+03  9.998887444457130186e+03  9.999866682434487302e+03  1.000057359466714661e+04  1.000099419090337324e+04  1.000120374742206877e+04 
        32  0.000000000000000000e+00  9.559000000000000000e+03  9.998305888958200740e+03  9.999738870885408687e+03  1.000067956932660491e+04  1.000097605777115677e+04  1.000088178091285772e+04  1.000063618296237837e+04  1.000036452472174278e+04 
        33  0.000000000000000000e+00  9.559000000000000000e+03  9.998774505690102160e+03  1.000048288556772786e+04  1.000055782415887734e+04  1.000022555368450776e+04  9.999897439451249738e+03  9.999682452768895018e+03  9.999576109043606266e+03 
        34  0.000000000000000000e+00  9.559000000000000000e+03  9.999158814074802649e+03  1.000026984836345036e+04  9.999924438410198491e+03  9.999683554979905239e+03  9.999640116799866519e+03  9.999710290420449383e+03  9.999821232989688724e+03 
        35  0.000000000000000000e+00  9.559000000000000000e+03  9.999260215220503596e+03  9.999975881141406717e+03  9.999798378224430053e+03  9.999855067354465064e+03  9.999987275110830524e+03  1.000009735170848035e+04  1.000016030059823424e+04 
        36  0.000000000000000000e+00  9.559000000000000000e+03  9.999228215974600971e+03  9.999910243372381956e+03  9.999953870758097764e+03  1.000006967494343917e+04  1.000012554297568022e+04  1.000011969959313137e+04  1.000008164957159897e+04 
        37  0.000000000000000000e+00  9.559000000000000000e+03  9.999182658669102238e+03  9.999961948130243400e+03  1.000004560139493697e+04  1.000006775483642741e+04  1.000003033544619393e+04  9.999981606892197306e+03  9.999946489566216769e+03 
        38  0.000000000000000000e+00  9.559000000000000000e+03  9.999156729862001157e+03  1.000000341528771241e+04  1.000003182276806911e+04  9.999998028949978107e+03  9.999964212428409155e+03  9.999954432163573074e+03  9.999963853832616223e+03 
        39  0.000000000000000000e+00  9.559000000000000000e+03  9.999146463974000653e+03  1.000001048804537277e+04  9.999999570136189504e+03  9.999977521704757237e+03  9.999980364781205935e+03  9.999997261424065073e+03  1.000001396139609096e+04 
        40  0.000000000000000000e+00  9.559000000000000000e+03  9.999143310003000806e+03  1.000000382379971234e+04  9.999990667675083387e+03  9.999992892286109054e+03  1.000000654463323190e+04  1.000001530444004311e+04  1.000001538158002222e+04 
        41  0.000000000000000000e+00  9.559000000000000000e+03  9.999142527351999888e+03  9.999998543035200782e+03  9.999995915673083800e+03  1.000000433677923502e+04  1.000000838366943026e+04  1.000000461130076292e+04  9.999997984438754429e+03 
        42  0.000000000000000000e+00  9.559000000000000000e+03  9.999142368781000187e+03  9.999997170233011275e+03  1.000000064606744672e+04  1.000000379702629652e+04  1.000000050759156693e+04  9.999995985617015322e+03  9.999994155489441255e+03 
        43  0.000000000000000000e+00  9.559000000000000000e+03  9.999142342617999020e+03  9.999997578147327658e+03  1.000000140677529816e+04  1.000000023089024216e+04  9.999997512572397682e+03  9.999997369037817407e+03  9.999999392103933133e+03 
        44  0.000000000000000000e+00  9.559000000000000000e+03  9.999142339164998702e+03  9.999998121282005741e+03  1.000000053439732801e+04  9.999998993011629864e+03  9.999998979500816858e+03  1.000000055663187595e+04  1.000000185369272367e+04 
        45  0.000000000000000000e+00  9.559000000000000000e+03  9.999142338815998301e+03  9.999998365662731885e+03  9.999999914414691375e+03  9.999999501483169297e+03  1.000000039360798655e+04  1.000000102157402398e+04  1.000000067992171535e+04 
        46  0.000000000000000000e+00  9.559000000000000000e+03  9.999142338790998110e+03  9.999998405656244358e+03  9.999999818314896402e+03  1.000000005974636588e+04  1.000000045604175284e+04  1.000000014935281251e+04  9.999999566991353277e+03 
        47  0.000000000000000000e+00  9.559000000000000000e+03  9.999142338789999485e+03  9.999998380674000146e+03  9.999999918987054116e+03  1.000000016401329594e+04  1.000000006112717165e+04  9.999999728374539700e+03  9.999999652460686775e+03 
        48  0.000000000000000000e+00  9.559000000000000000e+03  9.999142338789999485e+03  9.999998354647683300e+03  9.999999995635369487e+03  1.000000006136735283e+04  9.999999891541334364e+03  9.999999859345225559e+03  1.000000003674875734e+04 
        49  0.000000000000000000e+00  9.559000000000000000e+03  9.999142338789999485e+03  9.999998340473897770e+03  1.000000001433560647e+04  9.999999986474329489e+03  9.999999937265180051e+03  1.000000003238710997e+04  1.000000012296913337e+04 
