     Count               Iteration-1               Iteration-2               Iteration-4               Iteration-6               Iteration-8              Iteration-10              Iteration-12              Iteration-14              Iteration-16              Iteration-18              Iteration-20              Iteration-22              Iteration-24              Iteration-26              Iteration-28              Iteration-30              Iteration-32              Iteration-34              Iteration-36              Iteration-38              Iteration-40              Iteration-42              Iteration-44              Iteration-46              Iteration-48              Iteration-50              Iteration-52              Iteration-54              Iteration-56              Iteration-58              Iteration-60              Iteration-62              Iteration-64              Iteration-66              Iteration-68              Iteration-70              Iteration-72              Iteration-74              Iteration-76              Iteration-78              Iteration-80              Iteration-82              Iteration-84              Iteration-86              Iteration-88              Iteration-88 
        10  0.000000000000000000e+00  2.000000000000000000e+03  9.941445000000001073e+02  4.046709226540997406e+02  1.720464998909283167e+02  8.461184144354569980e+01  5.038607328760963355e+01  3.528189376782484032e+01  2.725585506141578662e+01  2.210209540825826480e+01  1.832325002730362939e+01  1.534892435796405152e+01  1.292946807214366345e+01  1.093167744857646539e+01  9.269650360630976138e+00  7.880610538347127658e+00  6.715703386410950770e+00  5.735809190147165282e+00  4.909213346686556179e+00  4.210058648679478210e+00  3.617181552297779490e+00  3.113202649158665736e+00  2.683804383551660067e+00  2.317153913003949128e+00  2.003440640886310575e+00  1.734504864715745498e+00  1.503538925438988372e+00  1.304846084288328711e+00  1.133645412869782376e+00  9.859134213031666150e-01  8.582550853618613473e-01  7.477984632728293946e-01  6.521082977756123000e-01  5.691149468123057886e-01  4.970557316366921441e-01  4.344263780149049126e-01  3.799406890193495201e-01  3.324969537704873801e-01  2.911498864459645119e-01  2.550871203491169581e-01  2.236094656020668481e-01  1.961142860191102955e-01  1.720814686898393120e-01  1.510615547699671879e-01  1.326656767184886121e-01  1.243446671260244329e-01 
        11  0.000000000000000000e+00  3.000000000000000000e+03  1.242615800000000036e+03  4.609120631833998232e+02  1.770491089913739415e+02  7.677558689600846265e+01  4.056880165999336896e+01  2.641813413254158149e+01  1.994426329391171748e+01  1.626932027004295378e+01  1.373182549195189495e+01  1.175148145286539147e+01  1.011154605691172037e+01  8.719070763846502814e+00  7.524914682095186436e+00  6.496904532107691921e+00  5.610648064584893291e+00  4.846177693112622364e+00  4.186616939636223833e+00  3.617515179109432211e+00  3.126434180772321270e+00  2.702647306364269753e+00  2.336898676715918555e+00  2.021201270715209830e+00  1.748664249328612641e+00  1.513344042018616165e+00  1.310115501671134552e+00  1.134560301357396384e+00  9.828702576392061019e-01  8.517636177989516000e-01  7.384126187880610814e-01  6.403808465902329772e-01  5.555691116846901423e-01  4.821687179210130125e-01  4.186211433220705658e-01  3.635832754221155483e-01  3.158974530915656942e-01  2.745656631395831937e-01  2.387273248032215633e-01  2.076401698136578489e-01  1.806637911013240227e-01  1.572454904817277566e-01  1.369081056350296421e-01  1.192395402640613611e-01  1.038837591995616094e-01  9.697530203720816644e-02 
        12  0.000000000000000000e+00  4.000000000000000000e+03  1.432264700000000175e+03  4.629173276065998834e+02  1.333901007336653493e+02  2.530112195841093126e+01 -8.290338984423215152e+00 -1.724274317528897882e+01 -1.825791231218363464e+01 -1.688603603106776063e+01 -1.494877892331624025e+01 -1.302516920861808103e+01 -1.128206131900014952e+01 -9.751467969687837467e+00 -8.423157741868180892e+00 -7.275459060765570030e+00 -6.285329200460182619e+00 -5.431468275220595388e+00 -4.695063526012290822e+00 -4.059791445351493167e+00 -3.511585527602164802e+00 -3.038353659701442666e+00 -2.629707085339759942e+00 -2.276718901242020365e+00 -1.971714782243452646e+00 -1.708093612486663915e+00 -1.480174345338127750e+00 -1.283065354691643734e+00 -1.112552903704454366e+00 -9.650058203305889037e-01 -8.372939155810854572e-01 -7.267180732278575306e-01 -6.309502721778699197e-01 -5.479820797604588734e-01 -4.760803836470586248e-01 -4.137493201401412080e-01 -3.596975144992029527e-01 -3.128098806209891336e-01 -2.721233378229044320e-01 -2.368058954525622539e-01 -2.061386347331790603e-01 -1.795001840273471316e-01 -1.563533407029353839e-01 -1.362335413823529962e-01 -1.187389240685661207e-01 -1.108654884919815231e-01 
        13  0.000000000000000000e+00  5.000000000000000000e+03  1.672977599999999711e+03  5.390859786309993069e+02  1.664819745448066897e+02  4.614799046258394810e+01  8.541277773605543189e+00 -2.245472034801423433e+00 -4.548701692801842000e+00 -4.337896406806976302e+00 -3.521746762407929054e+00 -2.681724568490608362e+00 -1.971029267055200762e+00 -1.409432515951266396e+00 -9.791537109440469067e-01 -6.552724203820616822e-01 -4.147145387059936184e-01 -2.383461427725706017e-01 -1.109423884681746131e-01 -2.061513513217505533e-02  4.183111254496907350e-02  8.346865909879852552e-02  1.097133654639037559e-01  1.246959444870299194e-01  1.315534527575437096e-01  1.326566807547351345e-01  1.297869360523691284e-01  1.242731935917618102e-01  1.170983305728441337e-01  1.089812969721606351e-01  1.004405778412547079e-01  9.184312420165952062e-02  8.344200545434432570e-02  7.540531505947001278e-02  6.783829916639660951e-02  6.080024020320706768e-02  5.431728656367340591e-02  4.839215428637544392e-02  4.301141989071766147e-02  3.815096270500362152e-02  3.377998967698658817e-02  2.986397813310759375e-02  2.636679594070301391e-02  2.325219950307655381e-02  2.048486395779036684e-02  1.922080446820473298e-02 
        14  0.000000000000000000e+00  6.000000000000000000e+03  1.932912299999999505e+03  6.384686063217995979e+02  2.179753822409293207e+02  7.908329679681355628e+01  3.183942198664135503e+01  1.480052577794776880e+01  7.965302255704045820e+00  4.759241930082680483e+00  2.978107590832223650e+00  1.850431550254143076e+00  1.081626893806969747e+00  5.413907401052711066e-01  1.603556453746932675e-01 -1.049959682459302712e-01 -2.849868217153925798e-01 -4.018841734141460620e-01 -4.723987346560534206e-01 -5.091596622269207728e-01 -5.217110141320517869e-01 -5.172415392189577688e-01 -5.011377579294276075e-01 -4.774083998117930605e-01 -4.490112762196076801e-01 -4.181050372590107145e-01 -3.862428467973586521e-01 -3.545211312039100449e-01 -3.236936097982834326e-01 -2.942585280407001846e-01 -2.665252322231026483e-01 -2.406648366322770016e-01 -2.167486559092139942e-01 -1.947772392450133339e-01 -1.747021957944525639e-01 -1.564425000915434794e-01 -1.398965793423485593e-01 -1.249511855985474540e-01 -1.114878249209141359e-01 -9.938733731178217568e-02 -8.853308356992783956e-02 -7.881308886044280371e-02 -7.012141078575950814e-02 -6.235893642224255018e-02 -5.543376402783906087e-02 -5.225844394408341032e-02 
        15  0.000000000000000000e+00  7.000000000000000000e+03  2.165780999999999040e+03  7.125303426558002684e+02  2.519310636462560069e+02  1.022504184054960206e+02  5.169774728718221013e+01  3.313641421400188847e+01  2.510136788202271418e+01  2.069035851246462698e+01  1.766538876169033756e+01  1.528526986765245965e+01  1.328998854288875009e+01  1.157523716825016891e+01  1.008837033044073905e+01  8.795223819459351944e+00  7.669488275607363903e+00  6.689204086682366324e+00  5.835479455465247156e+00  5.091905568086076528e+00  4.444196988317344221e+00  3.879914494766126154e+00  3.388229929312728927e+00  2.959720836242013320e+00  2.586190193481343158e+00  2.260508372792173759e+00  1.976474896738181997e+00  1.728697732381988317e+00  1.512488030489294033e+00  1.323768412690697005e+00  1.158993111492236494e+00  1.015078463781719620e+00  8.893424392690576497e-01  7.794520477500554989e-01  6.833776132298226003e-01  5.993530298737823614e-01  5.258412263174250256e-01  4.615041626730089774e-01  4.051767703285804600e-01  3.558443198926397599e-01  3.126227684888363001e-01  2.747416953479842050e-01  2.415294851962244138e-01  2.124004631359639461e-01  1.868437233188160462e-01  1.752633314399645315e-01 
        16  0.000000000000000000e+00  8.000000000000000000e+03  2.340342099999999846e+03  7.053922504995016425e+02  2.017300513254067482e+02  4.539342318662147591e+01 -1.912745598919173062e+00 -1.483943925485982618e+01 -1.706018140873948141e+01 -1.610828192261487857e+01 -1.436633637624800031e+01 -1.256859436287049903e+01 -1.092339075233121548e+01 -9.473670047101222735e+00 -8.212603554346969759e+00 -7.120348959964758251e+00 -6.175443233709302149e+00 -5.358080229072584189e+00 -4.650836437909674714e+00 -4.038624051551778393e+00 -3.508442589222795505e+00 -3.049103017062407162e+00 -2.650973567392611585e+00 -2.305758000949936104e+00 -2.006305525237621623e+00 -1.746448623779542686e+00 -1.520864729012828320e+00 -1.324958079976568115e+00 -1.154758649470750242e+00 -1.006835532199147565e+00 -8.782226164221356157e-01 -7.663547178344742861e-01 -6.690126464945933549e-01 -5.842759175338869682e-01 -5.104820142341850442e-01 -4.461912761853454867e-01 -3.901566222339170054e-01 -3.412974328575728578e-01 -2.986770136067207204e-01 -2.614831434793813969e-01 -2.290112819091518759e-01 -2.006500678699012497e-01 -1.758687955607456388e-01 -1.542065949288371485e-01 -1.352630829969712067e-01 -1.267002435333779431e-01 
        17  0.000000000000000000e+00  9.000000000000000000e+03  2.579976000000000568e+03  7.581889633304017480e+02  2.047431740773154161e+02  3.589217542593723920e+01 -1.330315530389088963e+01 -2.519046179010001651e+01 -2.574738410152713186e+01 -2.318766865426368895e+01 -2.006947225217481900e+01 -1.714513856105804734e+01 -1.459511725323318387e+01 -1.242486438478226773e+01 -1.059205363812543510e+01 -9.046527589152901783e+00 -7.742022542855920619e+00 -6.638862216605048161e+00 -5.703877883624954848e+00 -4.909582404987304471e+00 -4.233245848745355033e+00 -3.656059769124112790e+00 -3.162431099795867340e+00 -2.739400766875405679e+00 -2.376169778166513424e+00 -2.063714210413309047e+00 -1.794472499695984880e+00 -1.562091136691378779e+00 -1.361217433826823253e+00 -1.187330231990927132e+00 -1.036601224875994376e+00 -9.057810406684438931e-01 -7.921053898735408438e-01 -6.932175196034222608e-01 -6.071039556136383908e-01 -5.320411029842944117e-01 -4.665507459121727152e-01 -4.093628617538342951e-01 -3.593844639453891432e-01 -3.156734285039419774e-01 -2.774164515267329989e-01 -2.439104405293619493e-01 -2.145467677146370988e-01 -1.887979149014427094e-01 -1.662061222814372741e-01 -1.559677387831470696e-01 
        18  0.000000000000000000e+00  1.000000000000000000e+04  3.025993999999999687e+03  1.019929238794300545e+03  3.927532302970394085e+02  1.847974750773391861e+02  1.095090677799744299e+02  7.779747956781284302e+01  6.126893627285426192e+01  5.064056589111714857e+01  4.275071540885619470e+01  3.643531230924418196e+01  3.120181292263987416e+01  2.679653945823156391e+01  2.306028073524430511e+01  1.987801934350682131e+01  1.715995586778444704e+01  1.483328763827012153e+01  1.283792205941426801e+01  1.112379993821741664e+01  9.648993629847609554e+00  8.378254179824580206e+00  7.281859213633651962e+00  6.334681902773809270e+00  5.515430854087753687e+00  4.806025618579951697e+00  4.191081304405088304e+00  3.657481681189892697e+00  3.194024454243844957e+00  2.791125648189336061e+00  2.440572577972488943e+00  2.135316887934095575e+00  1.869300733345880872e+00  1.637310454361795564e+00  1.434853117882084916e+00  1.258052130657233647e+00  1.103558797392906854e+00  9.684772423497634009e-01  8.503005569382366957e-01  7.468563988059031544e-01  6.562605653452919796e-01  5.768773092586343409e-01  5.072853653946367558e-01  4.462488247700093780e-01  3.926921297443186631e-01  3.684211054478510050e-01 
        19  0.000000000000000000e+00  1.000000000000000000e+04  2.908305000000000291e+03  8.585282381672004703e+02  2.375130384871226852e+02  4.782173580260678136e+01 -8.462324642925523221e+00 -2.322597399767073512e+01 -2.523563494777772576e+01 -2.354321327839170408e+01 -2.098076999663317110e+01 -1.840977786331495736e+01 -1.606886710947765096e+01 -1.400271675193107512e+01 -1.219839745519311691e+01 -1.062834188556371373e+01 -9.263536386855776072e+00 -8.077271207901503658e+00 -7.045946009358885931e+00 -6.148995852177904453e+00 -5.368586196644173469e+00 -4.689274456362909405e+00 -4.097694757807403221e+00 -3.582278635029069846e+00 -3.133011554331460502e+00 -2.741221858512290055e+00 -2.399398208510319819e+00 -2.101031840957148233e+00 -1.840480359345747274e+00 -1.612850175659332308e+00 -1.413895082332601305e+00 -1.239928757540837978e+00 -1.087749293290471542e+00 -9.545740884914266644e-01 -8.379836721633182606e-01 -7.358732171196606942e-01 -6.464106751009239815e-01 -5.680006127713568276e-01 -4.992529565042786999e-01 -4.389559650317096384e-01 -3.860528448076365748e-01 -3.396215053035120945e-01 -2.988570222987618763e-01 -2.630564378214330645e-01 -2.316055776645953301e-01 -2.173407945774670225e-01 
        20  0.000000000000000000e+00  1.000000000000000000e+04  2.996847999999999956e+03  9.031990873784998257e+02  2.630821452938071161e+02  6.596704026002953469e+01  6.218261740490561351e+00 -1.071434264801973768e+01 -1.440981801108500804e+01 -1.415419430659130740e+01 -1.284777524625133083e+01 -1.137726284729797044e+01 -9.997112839260807959e+00 -8.766312901589117246e+00 -7.685879738248331705e+00 -6.741569743695436046e+00 -5.916723517653736053e+00 -5.195822298952407436e+00 -4.565238759649218991e+00 -4.013196387786592823e+00 -3.529544768884079531e+00 -3.105522929457947612e+00 -2.733551976385570015e+00 -2.407061265379525139e+00 -2.120343613743898459e+00 -1.868434135727511602e+00 -1.647008123160048854e+00 -1.452294401204198948e+00 -1.281001405810457072e+00 -1.130253836297924863e+00 -9.975381809181271819e-01 -8.806557427924417425e-01 -7.776820432027307106e-01 -6.869316723677911796e-01 -6.069278105351259001e-01 -5.363757648592581972e-01 -4.741399676167930011e-01 -4.192239636995509500e-01 -3.707529840467032045e-01 -3.279587592060124734e-01 -2.901662757794838399e-01 -2.567822197397617856e-01 -2.272848856755445013e-01 -2.012153609975939617e-01 -1.781698198428784963e-01 -1.676682339566468727e-01 
        21  0.000000000000000000e+00  1.000000000000000000e+04  3.149246999999999389e+03  1.006856769201000134e+03  3.382492472282083327e+02  1.267614561762620724e+02  5.852088935280517035e+01  3.549933995290666644e+01  2.682949763769101992e+01  2.275347277970467985e+01  2.018923603620532958e+01  1.817066356954455841e+01  1.640013282087602420e+01  1.478848187133917236e+01  1.330933814772106416e+01  1.195362658653721155e+01  1.071588686812356173e+01  9.590562646420949022e+00  8.571310658589936793e+00  7.651140577301703161e+00  6.822717055410976172e+00  6.078635246674821246e+00  5.411629623247790732e+00  4.814718618405095185e+00  4.281297521998567390e+00  3.805192352660014876e+00  3.380685328782419674e+00  3.002520213596653775e+00  2.665893788727771607e+00  2.366438104905682849e+00  2.100196922576287761e+00  1.863598818359605502e+00  1.653428729632651084e+00  1.466799183803232154e+00  1.301122068805852905e+00  1.154081513770506717e+00  1.023608238136148429e+00  9.078555749892984750e-01  8.051772650396742392e-01  7.141070407542429166e-01  6.333399672694213223e-01  5.617154712817864493e-01  4.982019671006128192e-01  4.418829759742948227e-01  3.919446289037296083e-01  3.691391334759828169e-01 
        22  0.000000000000000000e+00  1.000000000000000000e+04  3.236646000000000640e+03  1.034565442038299807e+03  3.342880345591129299e+02  1.093033464092732174e+02  3.564005831934809976e+01  1.075854279620216403e+01  1.914382269513225765e+00 -1.473117211249700631e+00 -2.885299034351191949e+00 -3.505107970075187040e+00 -3.759267331475712126e+00 -3.818453509489700082e+00 -3.761879046560352435e+00 -3.632834055832063314e+00 -3.458328212655032985e+00 -3.256644589833740611e+00 -3.040652831703482661e+00 -2.819521758852715720e+00 -2.599752329708280740e+00 -2.385873859058847302e+00 -2.180944814934264286e+00 -1.986925502053054515e+00 -1.804960030249276315e+00 -1.635591211233986542e+00 -1.478924710596402292e+00 -1.334754342085943790e+00 -1.202657422458287328e+00 -1.082066991573810810e+00 -9.723261405451921746e-01 -8.727285101940651657e-01 -7.825481175768800313e-01 -7.010609696790197631e-01 -6.275603803878766485e-01 -5.613674836222344311e-01 -5.018381047721049981e-01 -4.483668938064511167e-01 -4.003894206980476156e-01 -3.573827751570206601e-01 -3.188650884130765917e-01 -2.843942974850506289e-01 -2.535663964663399383e-01 -2.260133600739209214e-01 -2.014008784844918409e-01 -1.901015149815066252e-01 
