                    Count                    Target                     Error                Dwell Time           Expected Figure             Sputter Yield              Error in RMS           Target Elements             Unit Elements            Total Elements 
                        0  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  5.000000000000000000e+00  4.678842982793402371e+03  1.000000000000000000e+01  1.000000000000000000e+00  1.200000000000000000e+01 
                        1  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        2  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        3  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        4  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        5  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        6  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        7  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        8  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                        9  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                       10  1.000000000000000000e+04  4.678842982793402371e+03  1.064231403441319571e+03  5.321157017206597629e+03  0.000000000000000000e+00 
                       11  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
