     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0 -1.288229753919426662e-231  9.506250000000000000e+03  8.590683010253906104e+03  7.763296208564376684e+03  7.015596775013658771e+03  6.339909851047666052e+03  5.729299759485863433e+03  5.177498810096221860e+03  4.678842955643357527e+03 
         1 -1.288229753919426662e-231  9.506250000000000000e+03  8.590683010253906104e+03  7.763296208564757762e+03  7.015596775089838047e+03  6.339909852894024880e+03  5.729299778337592215e+03  5.177498928275212165e+03  4.678843495687186078e+03 
         2 1.778636325028487559e-322  9.506250000000000000e+03  8.590683010253906104e+03  7.763296208496169129e+03  7.015596770522897714e+03  6.339909786495556546e+03  5.729299294202306555e+03  5.177496568271168144e+03  4.678834673987279530e+03 
         3 6.953238202215051769e-310  9.506250000000000000e+03  8.590683010253906104e+03  7.763296215806655709e+03  7.015596979079110497e+03  6.339911715524487590e+03  5.729309605795935568e+03  5.177536240428456040e+03  4.678957143187413749e+03 
         4 6.953238983178294110e-310  9.506250000000000000e+03  8.590683007812500364e+03  7.763295704576186836e+03  7.015589689430673388e+03  6.339866781735425320e+03  5.729129526987340796e+03  5.176982185252674753e+03  4.677532348265538531e+03 
         5  0.000000000000000000e+00  9.506250000000000000e+03  8.590683593261717760e+03  7.763320211412124991e+03  7.015783730934579580e+03  6.340694436032299564e+03  5.731664774545934961e+03  5.183293596385487035e+03  4.691159020628819235e+03 
         6 -4.331027278083852797e-311  9.506250000000000000e+03  8.590625116699218779e+03  7.762504820787124117e+03  7.011912676247079617e+03  6.328908654782299891e+03  5.703604891733435579e+03  5.126179924510487581e+03  4.586891559691320253e+03 
         7 -1.730595710122594781e-77  9.506250000000000000e+03  8.593738397949218779e+03  7.781090758287124117e+03  7.068005644997079798e+03  6.454018029782300800e+03  5.938515047983435579e+03  5.520750237010487581e+03  5.199856403441330258e+03 
         8 6.953238980854308125e-310  9.500000000000000000e+03  8.500613397949218779e+03  7.503590758287124117e+03  6.510630644997079798e+03  5.523268029782300800e+03  4.542890047983433760e+03  3.570750237010456658e+03  2.607981403440975555e+03 
         9 4.311080600857702680e-308  9.998750000000000000e+03  9.981863397949218779e+03  9.947340758287124117e+03  9.896880644997079798e+03  9.832018029782302619e+03  9.754140047983510158e+03  9.664500237011601712e+03  9.564231403451214646e+03 
