     Count               Iteration-1               Iteration-4               Iteration-8              Iteration-12              Iteration-16              Iteration-20              Iteration-24              Iteration-28              Iteration-31 
         0  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         1  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         2  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         3  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         4  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         5  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         6  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         7  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         8  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
         9  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
        10  0.000000000000000000e+00  1.156250000000000000e+03  1.733032226562500000e+03  1.915529727935791016e+03  1.973273077979683876e+03  1.991543434829509351e+03  1.997324289926524443e+03  1.999153388609564445e+03  1.999642835819660149e+03 
        11  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
