     Count               1-iterative             200-iterative             400-iterative             600-iterative             800-iterative            1000-iterative            1001-iterative 
         0  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         1  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
         2  0.000000000000000000e+00  2.263408818550233903e+01  1.945790596315352516e+01  1.943883297540884669e+01  1.943740933998544662e+01  1.943598569271938103e+01  1.943597145618691613e+01 
         3  0.000000000000000000e+00  1.624664799941651552e+02  1.542790424286580446e+02  1.542298013866974600e+02  1.542261259286033805e+02  1.542224504351265182e+02  1.542224136800130623e+02 
         4  0.000000000000000000e+00  5.248502574715953415e+02  5.050536929553042000e+02  5.049345397442878038e+02  5.049256458471216433e+02  5.049167518584648064e+02  5.049166629181162307e+02 
         5  0.000000000000000000e+00  1.190670005426315811e+03  1.175724630781469614e+03  1.175634120998487333e+03  1.175627364859290537e+03  1.175620608615304036e+03  1.175620541052335057e+03 
         6  0.000000000000000000e+00  1.763071245712564860e+03  1.759205169798432053e+03  1.759180758881740758e+03  1.759178936254988457e+03  1.759177113536977004e+03  1.759177095309336210e+03 
         7  0.000000000000000000e+00  2.097897572196035071e+03  2.107809407501625628e+03  2.107867457403523986e+03  2.107871789642797921e+03  2.107876121824519487e+03  2.107876165146046333e+03 
         8  0.000000000000000000e+00  2.145664274275242860e+03  2.166499582402665510e+03  2.166623076968169698e+03  2.166632294021605503e+03  2.166641511048582743e+03  2.166641603218719411e+03 
         9  0.000000000000000000e+00  1.870596708536416600e+03  1.897892926953283222e+03  1.898055223561606681e+03  1.898067336858018962e+03  1.898079450152380332e+03  1.898079571285313250e+03 
        10  0.000000000000000000e+00  1.390305659347597384e+03  1.417707278377421972e+03  1.417870438315623687e+03  1.417882616160303996e+03  1.417894794018140828e+03  1.417894915796785881e+03 
        11  0.000000000000000000e+00  7.009998113688232024e+02  7.204811049581943507e+02  7.205972698727284751e+02  7.206059402061742958e+02  7.206146105596222924e+02  7.206146972632577672e+02 
        12  0.000000000000000000e+00  2.365699014618633100e+02  2.438890041239733080e+02  2.439326601021054444e+02  2.439359185093304632e+02  2.439391769249016306e+02  2.439392095090994985e+02 
        13  0.000000000000000000e+00  4.582005839558733129e+01  4.791417036718662814e+01  4.792667568344855766e+01  4.792760906568688029e+01  4.792854245125420931e+01  4.792855178512669312e+01 
        14  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        15  0.000000000000000000e+00  3.878968528012402999e+02  3.853206453728447514e+02  3.853053181141041250e+02  3.853041741322547864e+02  3.853030301499754273e+02  3.853030187101504680e+02 
        16  0.000000000000000000e+00  1.507273217571674422e+03  1.501308781583332802e+03  1.501273290148332308e+03  1.501270641168530801e+03  1.501267992187366872e+03  1.501267965697548334e+03 
        17  0.000000000000000000e+00  4.264290052025507066e+03  4.249650790675535063e+03  4.249563674518962216e+03  4.249557172414336492e+03  4.249550670306044594e+03  4.249550605284943231e+03 
        18  0.000000000000000000e+00  7.062500891653362487e+03  7.053115125676962634e+03  7.053059232117870124e+03  7.053055060361179130e+03  7.053050888599578684e+03  7.053050846881938014e+03 
        19  0.000000000000000000e+00  8.876937991273447551e+03  8.872352187141275863e+03  8.872324828713281022e+03  8.872322786724966136e+03  8.872320744731117884e+03  8.872320724311150116e+03 
        20  0.000000000000000000e+00  9.700101824475646936e+03  9.699782386877748650e+03  9.699780398717737626e+03  9.699780250286237788e+03  9.699780101849108178e+03  9.699780100364709142e+03 
        21  0.000000000000000000e+00  9.918007744511691271e+03  9.918824746846095877e+03  9.918829516834726746e+03  9.918829872810239976e+03  9.918830228780112520e+03  9.918830232339783834e+03 
        22  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        23  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        24  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        25  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        26  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        27  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        28  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        29  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        30  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        31  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        32  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        33  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        34  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        35  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        36  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        37  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        38  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        39  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        40  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        41  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        42  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        43  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        44  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        45  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        46  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        47  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        48  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        49  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        50  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        51  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        52  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        53  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        54  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        55  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        56  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        57  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        58  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        59  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        60  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        61  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        62  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        63  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        64  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        65  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        66  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        67  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        68  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        69  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        70  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        71  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        72  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        73  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        74  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        75  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        76  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        77  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        78  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        79  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        80  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        81  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        82  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        83  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298658030e+03  9.962830434876097570e+03 
        84  0.000000000000000000e+00  9.961777078473851361e+03  9.962823381181078730e+03  9.962829514799186654e+03  9.962829972551740866e+03  9.962830430298656211e+03  9.962830434876097570e+03 
        85  0.000000000000000000e+00  9.961777078473847723e+03  9.962823381181078730e+03  9.962829514799184835e+03  9.962829972551739047e+03  9.962830430298656211e+03  9.962830434876095751e+03 
        86  0.000000000000000000e+00  9.961777078473847723e+03  9.962823381181075092e+03  9.962829514799183016e+03  9.962829972551735409e+03  9.962830430298652573e+03  9.962830434876093932e+03 
        87  0.000000000000000000e+00  9.961777078473842266e+03  9.962823381181069635e+03  9.962829514799177559e+03  9.962829972551729952e+03  9.962830430298647116e+03  9.962830434876088475e+03 
        88  0.000000000000000000e+00  9.961777078473838628e+03  9.962823381181064178e+03  9.962829514799173921e+03  9.962829972551726314e+03  9.962830430298643478e+03  9.962830434876084837e+03 
        89  0.000000000000000000e+00  9.961777078473836809e+03  9.962823381181060540e+03  9.962829514799170283e+03  9.962829972551722676e+03  9.962830430298641659e+03  9.962830434876081199e+03 
        90  0.000000000000000000e+00  9.961777078473842266e+03  9.962823381181065997e+03  9.962829514799175740e+03  9.962829972551728133e+03  9.962830430298643478e+03  9.962830434876086656e+03 
        91  0.000000000000000000e+00  9.961777078473849542e+03  9.962823381181076911e+03  9.962829514799184835e+03  9.962829972551737228e+03  9.962830430298654392e+03  9.962830434876095751e+03 
        92  0.000000000000000000e+00  9.961777078473869551e+03  9.962823381181100558e+03  9.962829514799208482e+03  9.962829972551760875e+03  9.962830430298679858e+03  9.962830434876119398e+03 
