     Count               Iteration-1              Iteration-10              Iteration-20              Iteration-30              Iteration-40              Iteration-50              Iteration-60              Iteration-70              Iteration-80              Iteration-88 
        72  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355097047e+02  9.090909972131322547e+02  9.090909094268912440e+02  9.090909090925190412e+02  9.090909090902773642e+02  9.090909090913131649e+02  9.090909090916853756e+02  9.090909090905367975e+02 
        73  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355544973e+02  9.090909972135435737e+02  9.090909094271014510e+02  9.090909090920994231e+02  9.090909090908588723e+02  9.090909090913739874e+02  9.090909090906126266e+02  9.090909090903079459e+02 
        74  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355685945e+02  9.090909972137949353e+02  9.090909094271650019e+02  9.090909090920548579e+02  9.090909090911221710e+02  9.090909090908447752e+02  9.090909090905850007e+02  9.090909090909976840e+02 
        75  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355726872e+02  9.090909972139643287e+02  9.090909094271336244e+02  9.090909090921795723e+02  9.090909090909827910e+02  9.090909090907307473e+02  9.090909090909756287e+02  9.090909090911437715e+02 
        76  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355738241e+02  9.090909972140872242e+02  9.090909094271084996e+02  9.090909090922323230e+02  9.090909090908590997e+02  9.090909090908987764e+02  9.090909090910374744e+02  9.090909090908993448e+02 
        77  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355740515e+02  9.090909972141745357e+02  9.090909094271133881e+02  9.090909090922086762e+02  9.090909090908763801e+02  9.090909090909705128e+02  9.090909090909036649e+02  9.090909090908203325e+02 
        78  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972142327433e+02  9.090909094271266895e+02  9.090909090921840061e+02  9.090909090909228780e+02  9.090909090909254928e+02  9.090909090908613734e+02  9.090909090909024144e+02 
        79  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972142696915e+02  9.090909094271338518e+02  9.090909090921834377e+02  9.090909090909290171e+02  9.090909090908908183e+02  9.090909090909036649e+02  9.090909090909414090e+02 
        80  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972142931110e+02  9.090909094271352160e+02  9.090909090921916231e+02  9.090909090909151473e+02  9.090909090908994585e+02  9.090909090909254928e+02  9.090909090909154884e+02 
        81  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143074356e+02  9.090909094271354434e+02  9.090909090921943516e+02  9.090909090909091219e+02  9.090909090909134420e+02  9.090909090909140104e+02  9.090909090908980943e+02 
        82  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143168716e+02  9.090909094271362392e+02  9.090909090921926463e+02  9.090909090909123051e+02  9.090909090909133283e+02  9.090909090909040060e+02  9.090909090909051429e+02 
        83  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143224422e+02  9.090909094271372624e+02  9.090909090921912821e+02  9.090909090909153747e+02  9.090909090909086672e+02  9.090909090909066208e+02  9.090909090909126462e+02 
        84  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143260802e+02  9.090909094271381718e+02  9.090909090921911684e+02  9.090909090909148063e+02  9.090909090909073029e+02  9.090909090909105998e+02  9.090909090909111683e+02 
        85  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143280129e+02  9.090909094271388540e+02  9.090909090921918505e+02  9.090909090909141241e+02  9.090909090909090082e+02  9.090909090909104862e+02  9.090909090909079850e+02 
        86  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143292634e+02  9.090909094271390813e+02  9.090909090921917368e+02  9.090909090909135557e+02  9.090909090909098040e+02  9.090909090909091219e+02  9.090909090909082124e+02 
        87  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143299456e+02  9.090909094271394224e+02  9.090909090921917368e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909087809e+02  9.090909090909091219e+02 
        88  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143302866e+02  9.090909094271395361e+02  9.090909090921918505e+02  9.090909090909140104e+02  9.090909090909093493e+02  9.090909090909092356e+02  9.090909090909091219e+02 
        89  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143305140e+02  9.090909094271396498e+02  9.090909090921919642e+02  9.090909090909138968e+02  9.090909090909092356e+02  9.090909090909094630e+02  9.090909090909090082e+02 
        90  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143307414e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909094630e+02  9.090909090909088945e+02 
        91  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271397635e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909093493e+02  9.090909090909094630e+02  9.090909090909088945e+02 
        92  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909093493e+02  9.090909090909092356e+02  9.090909090909087809e+02 
        93  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271401045e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909093493e+02  9.090909090909093493e+02  9.090909090909088945e+02 
        94  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271399908e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909093493e+02  9.090909090909094630e+02  9.090909090909090082e+02 
        95  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271399908e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909087809e+02 
        96  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271399908e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909087809e+02 
        97  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271399908e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909094630e+02  9.090909090909088945e+02 
        98  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909094630e+02  9.090909090909090082e+02 
        99  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271399908e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909088945e+02 
       100  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909088945e+02 
       101  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909088945e+02 
       102  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909090082e+02 
       103  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909087809e+02 
       104  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909093493e+02  9.090909090909087809e+02 
       105  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909094630e+02  9.090909090909087809e+02 
       106  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909094630e+02  9.090909090909087809e+02 
       107  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909094630e+02  9.090909090909087809e+02 
       108  0.000000000000000000e+00  9.151443026810336505e+02  9.091140055355741652e+02  9.090909972143308551e+02  9.090909094271398772e+02  9.090909090921918505e+02  9.090909090909138968e+02  9.090909090909094630e+02  9.090909090909094630e+02  9.090909090909087809e+02 
