RMS,8.72762327489904,Time,2017/06/27 22:13:34
count,purpose,ResidualError,TimeDistribution,Working,spot
0,3128.09638771102,0,1,5.88875E-06,5.88875E-06
1,3128.09638771102,0,1,1.185368E-05,5.96493E-06
2,3128.09638771102,0,1,0.000381687973630694,6.04112E-06
3,3128.09638771102,0,1,0.0011195006737847,6.1173E-06
4,3128.09638771102,0,1,0.00222936073870024,6.19349E-06
5,3128.09638771102,0,1,0.00371528444033832,6.25958E-06
6,3128.09638771102,0,1,0.00558125801564324,6.32567E-06
7,3128.09638771102,0,1,0.00782997844225944,6.39176E-06
8,3128.09638771102,0,1,0.0104641034000246,6.45786E-06
9,3128.09638771102,0,1,0.0134862513546432,6.52395E-06
10,3128.09638771102,0,1,0.0168990029366668,6.59004E-06
11,3128.09638771102,0,1,0.020704898581819,6.65613E-06
12,3128.09638771102,0,1,0.0249064409661215,6.72222E-06
13,3128.09638771102,0,1,0.0295060951108951,6.78832E-06
14,3128.09638771102,0,1,0.0345062884744837,6.85441E-06
15,3128.09638771102,0,1,0.0399094123208129,6.9205E-06
16,3128.09638771102,0,1,0.0457178193515293,6.98659E-06
17,3128.09638771102,0,1,0.0519338593947724,7.08701E-06
18,3128.09638771102,0,1,0.0585598108533133,7.18744E-06
19,3128.09638771102,0,1,0.0656021568018029,7.28786E-06
20,3128.09638771102,0,1,0.0730673377551386,7.38828E-06
21,3128.09638771102,0,1,0.0809617489193175,7.4887E-06
22,3128.09638771102,0,1,0.0892917411849291,7.58912E-06
23,3128.09638771102,0,1,0.0980636208928531,7.68954E-06
24,3128.09638771102,0,1,0.107283642319179,7.78996E-06
25,3128.09638771102,0,1,0.116958007559005,7.89038E-06
26,3128.09638771102,0,1,0.127092866415264,7.9908E-06
27,3128.09638771102,0,1,0.137694316305548,8.09122E-06
28,3128.09638771102,0,1,0.148768402142568,8.19164E-06
29,3128.09638771102,0,1,0.160321038273567,8.21408E-06
30,3128.09638771102,0,1,0.172358164324293,8.23651E-06
31,3128.09638771102,0,1,0.184876032349083,8.25895E-06
32,3128.09638771102,0,1,0.197870856133634,8.28138E-06
33,3128.09638771102,0,1,0.211338814479551,8.30382E-06
34,3128.09638771102,0,1,0.225276049503573,8.32625E-06
35,3128.09638771102,0,1,0.239678669918973,8.34869E-06
36,3128.09638771102,0,1,0.254542778177949,8.37112E-06
37,3128.09638771102,0,1,0.269864473365379,8.39356E-06
38,3128.09638771102,0,1,0.285639849014259,8.41599E-06
39,3128.09638771102,0,1,0.30186499596549,8.43843E-06
40,3128.09638771102,0,1,0.318536000197365,8.46086E-06
41,3128.09638771102,0,1,0.335649007548133,8.54515E-06
42,3128.09638771102,0,1,0.353200097849691,8.62943E-06
43,3128.09638771102,0,1,0.371192991522343,8.71372E-06
44,3128.09638771102,0,1,0.389631392949922,8.79801E-06
45,3128.09638771102,0,1,0.408518992632989,8.88229E-06
46,3128.09638771102,0,1,0.427859465627158,8.96658E-06
47,3128.09638771102,0,1,0.447656469934841,9.05087E-06
48,3128.09638771102,0,1,0.46791357939249,9.13515E-06
49,3128.09638771102,0,1,0.488634283112469,9.21944E-06
50,3128.09638771102,0,1,0.509821984927896,9.30373E-06
51,3128.09638771102,0,1,0.531480006552436,9.38801E-06
52,3128.09638771102,0,1,0.553611587042954,9.4723E-06
53,3128.09638771102,0,1,0.576219905463725,9.57985E-06
54,3128.09638771102,0,1,0.599308037540898,9.6874E-06
55,3128.09638771102,0,1,0.622881852253295,9.79495E-06
56,3128.09638771102,0,1,0.646947133918156,9.9025E-06
57,3128.09638771102,0,1,0.671509582629591,1.00101E-05
58,3128.09638771102,0,1,0.696574814487707,1.01176E-05
59,3128.09638771102,0,1,0.72214836854247,1.02252E-05
60,3128.09638771102,0,1,0.748235791694677,1.03327E-05
61,3128.09638771102,0,1,0.77484266276621,1.04403E-05
62,3128.09638771102,0,1,0.801974566289374,1.05478E-05
63,3128.09638771102,0,1,0.829637116583669,1.06554E-05
64,3128.09638771102,0,1,0.857835931554042,1.07629E-05
65,3128.09638771102,0,1,0.886576652530178,1.08662E-05
66,3128.09638771102,0,1,0.915864926672732,1.09694E-05
67,3128.09638771102,0,1,0.94570589556589,1.10727E-05
68,3128.09638771102,0,1,0.976104701302177,1.1176E-05
69,3128.09638771102,0,1,1.00706651033637,1.12792E-05
70,3128.09638771102,0,1,1.03859650041897,1.13825E-05
71,3128.09638771102,0,1,1.07069984707911,1.14858E-05
72,3128.09638771102,0,1,1.10338166400693,1.15891E-05
73,3128.09638771102,0,1,1.13664699091956,1.16923E-05
74,3128.09638771102,0,1,1.17050079417556,1.17956E-05
75,3128.09638771102,0,1,1.20494794723397,1.18917E-05
76,3128.09638771102,0,1,1.23999327031088,1.19878E-05
77,3128.09638771102,0,1,1.2756406214155,1.20839E-05
78,3128.09638771102,0,1,1.31189378785552,1.218E-05
79,3128.09638771102,0,1,1.34875648647234,1.2276E-05
80,3128.09638771102,0,1,1.38623236447694,1.23721E-05
81,3128.09638771102,0,1,1.42432498710201,1.24682E-05
82,3128.09638771102,0,1,1.46303786449074,1.25643E-05
83,3128.09638771102,0,1,1.50237443963472,1.26604E-05
84,3128.09638771102,0,1,1.54233808784828,1.27565E-05
85,3128.09638771102,0,1,1.58293211710246,1.28526E-05
86,3128.09638771102,0,1,1.62415976856213,1.29487E-05
87,3128.09638771102,0,1,1.6660242217019,1.30495E-05
88,3128.09638771102,0,1,1.70852858516899,1.31503E-05
89,3128.09638771102,0,1,1.75167648286595,1.32511E-05
90,3128.09638771102,0,1,1.79547147256563,1.33519E-05
91,3128.09638771102,0,1,1.83991704654864,1.34528E-05
92,3128.09638771102,0,1,1.88501663146755,1.35536E-05
93,3128.09638771102,0,1,1.93077360161469,1.36544E-05
94,3128.09638771102,0,1,1.97719124812189,1.37552E-05
95,3128.09638771102,0,1,2.02427279199102,1.3856E-05
96,3128.09638771102,0,1,2.07202142162118,1.39568E-05
97,3128.09638771102,0,1,2.12044029301952,1.40577E-05
98,3128.09638771102,0,1,2.16953252919317,1.41585E-05
99,3128.09638771102,0,1,2.21930122323459,1.42497E-05
100,3128.09638771102,0,1,2.26974943297079,1.4341E-05
101,3128.09638771102,0,1,2.32087899697192,1.44322E-05
102,3128.09638771102,0,1,2.37269173547031,1.45235E-05
103,3128.09638771102,0,1,2.42518942518204,1.46147E-05
104,3128.09638771102,0,1,2.47837382476678,1.4706E-05
