RMS,1.34999939,Time,2018/1/22 14:10,,,,,,,,
count,purpose,ResidualError,TimeDistribution,Working,spot,,,,,,
3152,364.412739,0.474411778,1546.933519,363.9383272,0,,,,,,
3153,364.126476,0.469148313,1524.482045,363.6573277,0,,,,,,
3154,363.8399283,0.4636917,1502.143136,363.3762366,0,,,,,,
3155,363.5533784,0.458322167,1479.923528,363.0950562,0,,,,,,
3156,363.2665438,0.452756727,1457.82988,362.8137871,0,,,,,,
3157,362.9797063,0.44727652,1435.868784,362.5324298,0,,,,,,
3158,362.6925856,0.441600599,1414.046764,362.250985,0,,,,,,
3159,362.4054651,0.436011572,1392.370287,361.9694535,0,,,,,,
3160,362.1180604,0.430224095,1370.845771,361.6878363,0,,,,,,
3161,361.8306565,0.424522066,1349.479583,361.4061344,0,,,,,,
3162,361.542969,0.418619856,1328.27805,361.1243491,0,,,,,,
3163,361.2552827,0.412800897,1307.247445,360.8424818,0,,,,,,
3164,360.9673136,0.406779838,1286.394049,360.5605338,0,,,,,,
3165,360.6793478,0.400843067,1265.724072,360.2785047,0,,,,,,
3166,360.3910989,0.394706299,1245.24374,359.9963926,0,,,,,,
3167,360.1028542,0.388659514,1224.959216,359.7141947,0,,,,,,
3168,359.8143266,0.382419037,1204.876676,359.4319076,0,,,,,,
3169,359.5258047,0.376276959,1185.002216,359.1495277,0,,,,,,
3170,359.237,0.369948309,1165.341949,358.8670517,0,,,,,,
3171,358.9482016,0.363725778,1145.901904,358.5844758,0,,,,,,
3172,358.6591216,0.357325133,1126.68812,358.3017965,0,,,,,,
3173,358.370049,0.351039087,1107.706552,358.0190099,0,,,,,,
3174,358.080695,0.344582511,1088.963154,357.7361125,0,,,,,,
3175,357.7913491,0.338248516,1070.463793,357.4531006,0,,,,,,
3176,357.5017226,0.331751815,1052.214334,357.1699708,0,,,,,,
3177,357.212105,0.325383398,1034.220542,356.8867216,0,,,,,,
3178,356.9222082,0.318854279,1016.488181,356.6033539,0,,,,,,
3179,356.6323202,0.312451127,999.0229103,356.3198691,0,,,,,,
3180,356.342153,0.305885957,981.8303784,356.036267,0,,,,,,
3181,356.0519963,0.299448775,964.916129,355.7525475,0,,,,,,
3182,355.7615605,0.292849994,948.2856858,355.4687105,0,,,,,,
3183,355.4711368,0.286380602,931.9444607,355.1847562,0,,,,,,
3184,355.1804351,0.279750045,915.8978373,354.9006851,0,,,,,,
3185,354.8897454,0.273247618,900.1510703,354.6164978,0,,,,,,
3186,354.5987775,0.266582299,884.7093847,354.3321952,0,,,,,,
3187,354.3078236,0.260045344,869.5778613,354.0477783,0,,,,,,
3188,354.0165922,0.253344169,854.7615386,353.763248,0,,,,,,
3189,353.7253751,0.246769996,840.2653099,353.4786051,0,,,,,,
3190,353.433881,0.240032091,826.0940143,353.1938489,0,,,,,,
3191,353.1424027,0.233423963,812.2523302,352.9089787,0,,,,,,
3192,352.8506482,0.226653947,798.7448845,352.6239943,0,,,,,,
3193,352.55891,0.220014858,785.5761191,352.3388951,0,,,,,,
3194,352.2668963,0.213215482,772.7504138,352.0536808,0,,,,,,
3195,351.9748994,0.206548969,760.2719563,351.7683504,0,,,,,,
3196,351.6826277,0.19972482,748.1448687,351.4829029,0,,,,,,
3197,351.3903737,0.193036915,736.3730885,351.1973368,0,,,,,,
3198,351.0978454,0.186194909,724.9604675,350.9116505,0,,,,,,
3199,350.8053359,0.179494183,713.9106693,350.6258417,0,,,,,,
3200,350.5125526,0.172644744,703.2272657,350.3399079,0,,,,,,
3201,350.219789,0.165941242,692.9135203,350.0538478,0,,,,,,
3202,349.926752,0.159089424,682.9729656,349.7676626,0,,,,,,
3203,349.6337359,0.152382926,673.40844,349.481353,0,,,,,,
3204,349.3404467,0.145526786,664.2232066,349.1949199,0,,,,,,
3205,349.0471795,0.13881497,655.4197997,348.9083645,0,,,,,,
3206,348.7536398,0.131951629,647.0012103,348.6216882,0,,,,,,
3207,348.4601228,0.125230183,638.9697065,348.3348926,0,,,,,,
3208,348.1663337,0.118353608,631.3280226,348.0479801,0,,,,,,
3209,347.8725688,0.111615498,624.0781643,347.7609533,0,,,,,,
3210,347.5785321,0.10471667,617.2226171,347.4738154,0,,,,,,
3211,347.2845211,0.09795093,610.7631411,347.1865702,0,,,,,,
3212,346.9902384,0.091016624,604.7019862,346.8992218,0,,,,,,
3213,346.6959814,0.084208445,599.0406855,346.611773,0,,,,,,
3214,346.4014537,0.077229095,593.7812573,346.3242246,0,,,,,,
3215,346.1069533,0.070375998,588.9250082,346.0365773,0,,,,,,
3216,345.8121823,0.063351092,584.4737028,345.7488312,0,,,,,,
3217,345.5174402,0.056453665,580.4284381,345.4609865,0,,,,,,
3218,345.2224275,0.049384039,576.790743,345.1730435,0,,,,,,
3219,344.9274441,0.042442019,573.5614807,344.8850021,0,,,,,,
3220,344.6321921,0.035329705,570.7419412,344.5968624,0,,,,,,
3221,344.3369692,0.028344889,568.3327082,344.3086243,0,,,,,,
3222,344.0414775,0.021189863,566.3348647,344.0202876,0,,,,,,
3223,343.7460177,0.014165627,564.7487453,343.7318521,0,,,,,,
3224,343.4502887,0.006971491,563.5751834,343.4433172,0,,,,,,
3225,343.1545927,-8.99E-05,562.8142606,343.1546826,0,,,,,,
3226,342.8586278,-0.007320051,562.4665602,342.8659479,0,,,,,,
3227,342.5626965,-0.014415899,562.5319104,342.5771124,0,,,,,,
3228,342.266498,-0.021676889,563.0107474,342.2881749,0,,,,,,
3229,341.9703335,-0.028800267,563.902543,341.9991338,0,,,,,,
3230,341.6739022,-0.036085047,565.2074722,341.7099872,0,,,,,,
3231,341.3775057,-0.043227554,566.9247528,341.4207333,0,,,,,,
3232,341.0808433,-0.050526129,569.0543,341.1313694,0,,,,,,
3233,340.7842166,-0.057676525,571.5951386,340.8418931,0,,,,,,
3234,340.4873243,-0.064977076,574.5468627,340.5523014,0,,,,,,
3235,340.1904689,-0.072121958,577.9082407,340.2625909,0,,,,,,
3236,339.8933491,-0.079408822,581.6786107,339.9727579,0,,,,,,
3237,339.5962668,-0.086533521,585.8564918,339.6828003,0,,,,,,
3238,339.2989188,-0.093796177,590.4409607,339.392715,0,,,,,,
3239,339.0016109,-0.100887842,595.4302756,339.1024987,0,,,,,,
3240,338.7040378,-0.108110915,600.8232613,338.8121487,0,,,,,,
3241,338.4065057,-0.115156604,606.6179271,338.5216623,0,,,,,,
3242,338.1087093,-0.12232794,612.8128542,338.2310372,0,,,,,,
3243,337.8109539,-0.129317701,619.4058012,337.9402716,0,,,,,,
3244,337.5129353,-0.136428512,626.3951041,337.6493638,0,,,,,,
3245,337.2149592,-0.143353456,633.7782218,337.3583127,0,,,,,,
3246,336.9167199,-0.150397416,641.5532991,337.0671173,0,,,,,,
3247,336.6185236,-0.157252589,649.7175396,336.7757762,0,,,,,,
3248,336.3200649,-0.164221915,658.2688349,336.4842868,0,,,,,,
3249,336.021651,-0.170996049,667.2041392,336.192647,0,,,,,,
3250,335.7229748,-0.177881247,676.5211008,335.900856,0,,,,,,
3251,335.4243441,-0.184569031,686.2164197,335.6089131,0,,,,,,
3252,335.1254511,-0.191366364,696.2874116,335.3168175,0,,,,,,
3253,334.8266053,-0.197962726,706.730611,335.024568,0,,,,,,
3254,334.5274979,-0.204665681,717.5430853,334.7321636,0,,,,,,
3255,334.2284392,-0.211163456,728.7211147,334.4396027,0,,,,,,
3256,333.929119,-0.217764544,740.2615231,334.1468835,0,,,,,,
3257,333.6298474,-0.224156883,752.1602959,333.8540043,0,,,,,,
3258,333.3303155,-0.230640426,764.4140623,333.5609559,0,,,,,,
3259,333.0308333,-0.236901298,777.0185693,333.2677346,0,,,,,,
3260,332.7310913,-0.243245806,789.9702158,332.9743371,0,,,,,,
3261,332.4314001,-0.249361233,803.2645101,332.6807613,0,,,,,,
3262,332.1314495,-0.255556578,816.8976051,332.3870061,0,,,,,,
3263,331.8315507,-0.261519173,830.8647675,332.0930699,0,,,,,,
3264,331.5313931,-0.267558146,845.1620953,331.7989512,0,,,,,,
3265,331.2312883,-0.273360632,859.7844094,331.5046489,0,,,,,,
3266,330.9309252,-0.279236691,874.7275527,331.2101619,0,,,,,,
3267,330.6306164,-0.28487294,889.9861613,330.9154893,0,,,,,,
3268,330.3300494,-0.290581356,905.5557489,330.6206308,0,,,,,,
3269,330.0295371,-0.296048783,921.4306854,330.3255859,0,,,,,,
3270,329.7287675,-0.301587276,937.6062214,330.0303548,0,,,,,,
3271,329.4280539,-0.306884459,954.0764614,329.7349384,0,,,,,,
3272,329.1270839,-0.312254514,970.8363929,329.4393384,0,,,,,,
3273,328.8261704,-0.31738513,987.87986,329.1435555,0,,,,,,
3274,328.5250005,-0.322589976,1005.201528,328.8475905,0,,,,,,
3275,328.2238886,-0.327555857,1022.795077,328.5514445,0,,,,,,
3276,327.9225202,-0.332598347,1040.654952,328.2551185,0,,,,,,
3277,327.6212132,-0.337400388,1058.77463,327.9586136,0,,,,,,
3278,327.3196492,-0.342280987,1077.148365,327.6619302,0,,,,,,
3279,327.0181453,-0.346923381,1095.769415,327.3650687,0,,,,,,
3280,326.7163861,-0.351643035,1114.631928,327.0680291,0,,,,,,
3281,326.4146894,-0.356121937,1133.729021,326.7708113,0,,,,,,
3282,326.1127373,-0.360677424,1153.054716,326.4734147,0,,,,,,
3283,325.8108474,-0.364990166,1172.602012,326.1758376,0,,,,,,
3284,325.5087043,-0.369372659,1192.364832,325.878077,0,,,,,,
3285,325.2066238,-0.373510735,1212.336081,325.5801345,0,,,,,,
3286,324.9042911,-0.377718685,1232.509604,325.2820098,0,,,,,,
3287,324.6020215,-0.381680051,1252.878205,324.9837016,0,,,,,,
3288,324.2994988,-0.385709813,1273.43564,324.6852086,0,,,,,,
3289,323.9970425,-0.389487232,1294.174621,324.3865297,0,,,,,,
3290,323.6943328,-0.39333085,1315.088811,324.0876637,0,,,,,,
3291,323.3916905,-0.396918595,1336.170786,323.7886091,0,,,,,,
3292,323.0887956,-0.40056916,1357.414137,323.4893648,0,,,,,,
3293,322.7859687,-0.403960427,1378.81134,323.1899291,0,,,,,,
3294,322.48289,-0.407410021,1400.355882,322.8903,0,,,,,,
3295,322.1798805,-0.410595228,1422.04012,322.5904757,0,,,,,,
3296,321.8766189,-0.413835506,1443.857423,322.2904544,0,,,,,,
3297,321.5734281,-0.416806682,1465.800033,321.9902348,0,,,,,,
3298,321.2699866,-0.419830126,1487.861208,321.6898167,0,,,,,,
3299,320.9666152,-0.422585196,1510.033076,321.3892004,0,,,,,,
3300,320.6629945,-0.425391708,1532.308782,321.0883862,0,,,,,,
3301,320.3594453,-0.427929425,1554.680347,320.7873747,0,,,,,,
3302,320.0556468,-0.430519851,1577.140814,320.4861667,0,,,,,,
3303,319.7519212,-0.432841647,1599.68213,320.1847628,0,,,,,,
3304,319.4479466,-0.435217712,1622.297196,319.8831643,0,,,,,,
3305,319.1440453,-0.437326887,1644.977846,319.5813722,0,,,,,,
3306,318.8398961,-0.439491694,1667.716863,319.2793878,0,,,,,,
3307,318.5358224,-0.441391852,1690.505962,318.9772143,0,,,,,,
3308,318.2314993,-0.443357065,1713.337802,318.6748564,0,,,,,,
3309,317.9272534,-0.445061224,1736.203963,318.3723146,0,,,,,,
3310,317.6227599,-0.446829031,1759.097007,318.0695889,0,,,,,,
3311,317.3183433,-0.448335623,1782.008391,317.7666789,0,,,,,,
3312,317.0136798,-0.449904155,1804.930594,317.463584,0,,,,,,
3313,316.7090938,-0.451209439,1827.855012,317.1603032,0,,,,,,
3314,316.4042624,-0.452573455,1850.774091,316.8568359,0,,,,,,
3315,316.0995102,-0.453670544,1873.679218,316.5531807,0,,,,,,
3316,315.7945118,-0.454824867,1896.562858,316.2493367,0,,,,,,
3317,315.4895935,-0.455708708,1919.416447,315.9453022,0,,,,,,
3318,315.18443,-0.456645802,1942.23253,315.6410758,0,,,,,,
3319,314.8793482,-0.457307415,1965.002647,315.3366556,0,,,,,,
3320,314.5740211,-0.458018332,1987.719468,315.0320394,0,,,,,,
3321,314.2687763,-0.458460975,2010.374663,314.7272373,0,,,,,,
3322,313.9632873,-0.458974657,2032.961111,314.422262,0,,,,,,
3323,313.6578815,-0.459244693,2055.47053,314.1171262,0,,,,,,
3324,313.352232,-0.45961054,2077.895899,313.8118425,0,,,,,,
3325,313.0466676,-0.459755742,2100.229021,313.5064233,0,,,,,,
3326,312.7408593,-0.460021411,2122.462936,313.2008807,0,,,,,,
3327,312.4351366,-0.460089948,2144.589468,312.8952265,0,,,,,,
3328,312.129171,-0.460301477,2166.601694,312.5894725,0,,,,,,
3329,311.8232921,-0.460336749,2188.49144,312.2836288,0,,,,,,
3330,311.5171702,-0.460534505,2210.251764,311.9777047,0,,,,,,
3331,311.2111379,-0.460566335,2231.874452,311.6717042,0,,,,,,
3332,310.9048633,-0.460766909,2253.352514,311.3656302,0,,,,,,
3333,310.5986762,-0.460808587,2274.677681,311.0594848,0,,,,,,
3334,310.2922491,-0.461020957,2295.84282,310.7532701,0,,,,,,
3335,309.9859113,-0.461076754,2316.839707,310.4469881,0,,,,,,
3336,309.679333,-0.461307763,2337.661175,310.1406408,0,,,,,,
3337,309.3728457,-0.461384427,2358.298979,309.8342301,0,,,,,,
3338,309.0661184,-0.461639652,2378.745946,309.5277581,0,,,,,,
3339,308.7594826,-0.46174381,2398.993755,309.2212264,0,,,,,,
3340,308.4526064,-0.462030645,2419.035318,308.914637,0,,,,,,
3341,308.1458252,-0.462166269,2438.862338,308.6079915,0,,,,,,
3342,307.8388042,-0.46248665,2458.467766,308.3012909,0,,,,,,
3343,307.5318768,-0.462659455,2477.843349,307.9945363,0,,,,,,
3344,307.2247114,-0.463015134,2496.982096,307.6877265,0,,,,,,
3345,306.9176411,-0.463218973,2515.875837,307.3808601,0,,,,,,
3346,306.6103317,-0.463603142,2534.517829,307.0739348,0,,,,,,
3347,306.3031195,-0.463828954,2552.899877,306.7669485,0,,,,,,
3348,305.9956695,-0.464228714,2571.015383,306.4598982,0,,,,,,
3349,305.6883171,-0.464464017,2588.856384,306.1527811,0,,,,,,
3350,305.380728,-0.464865876,2606.416403,305.8455939,0,,,,,,
3351,305.0732369,-0.465096016,2623.687686,305.5383329,0,,,,,,
3352,304.7655092,-0.465485189,2640.663986,305.2309944,0,,,,,,
3353,304.4578811,-0.465692599,2657.337804,304.9235737,0,,,,,,
3354,304.1500176,-0.46604791,2673.703165,304.6160655,0,,,,,,
3355,303.8422542,-0.466210413,2689.752853,304.3084646,0,,,,,,
3356,303.5342552,-0.466511126,2705.481183,304.0007663,0,,,,,,
3357,303.2263581,-0.46660891,2720.881219,303.692967,0,,,,,,
3358,302.9182264,-0.466836946,2735.947545,303.3850633,0,,,,,,
3359,302.6101972,-0.466855001,2750.673483,303.0770522,0,,,,,,
3360,302.3019334,-0.466997144,2765.053865,302.7689305,0,,,,,,
3361,301.9937742,-0.466921189,2779.082228,302.4606954,0,,,,,,
3362,301.6853812,-0.466962575,2792.753651,302.1523438,0,,,,,,
3363,301.3770922,-0.466780549,2806.061871,301.8438727,0,,,,,,
3364,301.06857,-0.466709335,2819.002149,301.5352793,0,,,,,,
3365,300.7601541,-0.46640647,2831.568387,301.2265606,0,,,,,,
3366,300.4515048,-0.466208536,2843.756004,300.9177133,0,,,,,,
3367,300.1429647,-0.465769992,2855.559045,300.6087347,0,,,,,,
3368,299.8341905,-0.465431656,2866.972971,300.2996222,0,,,,,,
3369,299.5255249,-0.46484924,2877.992073,299.9903741,0,,,,,,
3370,299.2166279,-0.464361318,2888.611971,299.6809892,0,,,,,,
3371,298.9078404,-0.463625643,2898.827131,299.371466,0,,,,,,
3372,298.5988209,-0.462982453,2908.633353,299.0618034,0,,,,,,
3373,298.2899121,-0.4620879,2918.025292,298.752,0,,,,,,
3374,297.9807739,-0.461281058,2926.998959,298.442055,0,,,,,,
3375,297.6717456,-0.460221741,2935.549228,298.1319673,0,,,,,,
3376,297.3624872,-0.459249252,2943.672352,297.8217365,0,,,,,,
3377,297.0533422,-0.458019764,2951.363463,297.511362,0,,,,,,
3378,296.7439674,-0.456876578,2958.61908,297.200844,0,,,,,,
3379,296.4347068,-0.455480934,2965.434616,296.8901877,0,,,,,,
3380,296.125216,-0.454184474,2971.806997,296.5794005,0,,,,,,
3381,295.8158411,-0.452647173,2977.731811,296.2684883,0,,,,,,
3382,295.5062371,-0.451219933,2983.206291,295.957457,0,,,,,,
3383,295.1967489,-0.449563733,2988.226331,295.6463126,0,,,,,,
3384,294.887033,-0.448027931,2992.78948,295.3350609,0,,,,,,
3385,294.5774344,-0.446273364,2996.891922,295.0237078,0,,,,,,
3386,294.267608,-0.444650936,3000.53154,294.7122589,0,,,,,,
3387,293.9579002,-0.442820021,3003.704829,294.4007202,0,,,,,,
3388,293.647964,-0.441133374,3006.409982,294.0890974,0,,,,,,
3389,293.3381493,-0.439246472,3008.643793,293.7773958,0,,,,,,
3390,293.0281064,-0.437514923,3010.404756,293.4656213,0,,,,,,
3391,292.7181848,-0.435589969,3011.689961,293.1537748,0,,,,,,
3392,292.4080369,-0.433816566,3012.498134,292.8418535,0,,,,,,
3393,292.0980108,-0.431844033,3012.82675,292.5298548,0,,,,,,
3394,291.7877591,-0.43001717,3012.674844,292.2177763,0,,,,,,
3395,291.4776297,-0.427985204,3012.040209,291.9056149,0,,,,,,
3396,291.1672765,-0.426091103,3010.922212,291.5933676,0,,,,,,
3397,290.8570466,-0.42398434,3009.31899,291.2810309,0,,,,,,
3398,290.5465925,-0.422008666,3007.230257,290.9686012,0,,,,,,
3399,290.2362628,-0.419811375,3004.654511,290.6560742,0,,,,,,
3400,289.9257094,-0.417736121,3001.591843,290.3434455,0,,,,,,
3401,289.6152824,-0.415427943,2998.041135,290.0307103,0,,,,,,
3402,289.3046322,-0.413231078,2994.002871,289.7178633,0,,,,,,
3403,288.9941092,-0.410797294,2989.476321,289.4049065,0,,,,,,
3404,288.6833623,-0.4084815,2984.462466,289.0918438,0,,,,,,
3405,288.3727451,-0.405933452,2978.960858,288.7786786,0,,,,,,
3406,288.061905,-0.403508764,2972.972857,288.4654138,0,,,,,,
3407,287.7511946,-0.400857821,2966.498385,288.1520524,0,,,,,,
3408,287.4402627,-0.398334773,2959.539164,287.8385975,0,,,,,,
3409,287.1294611,-0.395590757,2952.095464,287.5250519,0,,,,,,
3410,286.818438,-0.392980493,2944.169353,287.2114185,0,,,,,,
3411,286.5075469,-0.390152332,2935.761434,286.8976992,0,,,,,,
3412,286.1964349,-0.387459943,2926.874099,286.5838948,0,,,,,,
3413,285.8854567,-0.384548989,2917.508269,286.2700057,0,,,,,,
3414,285.5742565,-0.38177542,2907.666631,285.9560319,0,,,,,,
3415,285.2631922,-0.37878216,2897.350395,285.6419744,0,,,,,,
3416,284.951908,-0.375926063,2886.562413,285.3278341,0,,,,,,
3417,284.6407591,-0.372852854,2875.304289,285.013612,0,,,,,,
3418,284.3293904,-0.369918415,2863.579149,284.6993088,0,,,,,,
3419,284.0181581,-0.366767125,2851.38887,284.3849252,0,,,,,,
3420,283.7067066,-0.363754976,2838.736849,284.0704616,0,,,,,,
3421,283.3953942,-0.360523829,2825.625184,283.755918,0,,,,,,
3422,283.0838625,-0.357432002,2812.057571,283.4412945,0,,,,,,
3423,282.7724696,-0.354121436,2798.036352,283.126591,0,,,,,,
3424,282.4608597,-0.350947024,2783.565469,282.8118067,0,,,,,,
3425,282.149389,-0.347543667,2768.647507,282.4969327,0,,,,,,
3426,281.8377024,-0.344260181,2753.286655,282.1819626,0,,,,,,
3427,281.5261558,-0.340733794,2737.485741,281.8668896,0,,,,,,
3428,281.2143924,-0.337314757,2721.249221,281.5517072,0,,,,,,
3429,280.9027719,-0.33363681,2704.580186,281.2364087,0,,,,,,
3430,280.5909353,-0.330052379,2687.483365,280.9209877,0,,,,,,
3431,280.2792415,-0.326196013,2669.962157,280.6054375,0,,,,,,
3432,279.9673326,-0.322419111,2652.021567,280.2897517,0,,,,,,
3433,279.6555678,-0.318356045,2633.6653,279.9739238,0,,,,,,
3434,279.3435891,-0.314358482,2614.898687,279.6579476,0,,,,,,
3435,279.031755,-0.310062198,2595.725765,279.3418172,0,,,,,,
3436,278.719706,-0.305821629,2576.152207,279.0255276,0,,,,,,
3437,278.4078057,-0.301274767,2556.182393,278.7090805,0,,,,,,
3438,278.0956899,-0.296787424,2535.822328,278.3924773,0,,,,,,
3439,277.7837228,-0.291998043,2515.076707,278.0757208,0,,,,,,
3440,277.4715421,-0.287271187,2493.951971,277.7588133,0,,,,,,
3441,277.1595101,-0.282247034,2472.452973,277.4417571,0,,,,,,
3442,276.8472658,-0.27728922,2450.586421,277.124555,0,,,,,,
3443,276.5351718,-0.272037902,2428.357422,276.8072097,0,,,,,,
3444,276.2228654,-0.266858632,2405.772899,276.489724,0,,,,,,
3445,275.91071,-0.261390944,2382.838165,276.1721009,0,,,,,,
3446,275.5983439,-0.255999543,2359.560325,275.8543434,0,,,,,,
3447,275.2861292,-0.25032532,2335.944845,275.5364545,0,,,,,,
3448,274.9737046,-0.244732491,2311.998972,275.2184371,0,,,,,,
3449,274.6614325,-0.238857985,2287.728294,274.9002905,0,,,,,,
3450,274.34895,-0.233065006,2263.140105,274.582015,0,,,,,,
3451,274.0366237,-0.226988095,2238.240187,274.2636118,0,,,,,,
3452,273.7240854,-0.220999455,2213.035961,273.9450849,0,,,,,,
3453,273.4117051,-0.214733059,2187.533343,273.6264382,0,,,,,,
3454,273.0991141,-0.20856155,2161.7399,273.3076757,0,,,,,,
3455,272.7866801,-0.202121118,2135.661714,272.9888012,0,,,,,,
3456,272.4740378,-0.195780911,2109.30651,272.6698187,0,,,,,,
3457,272.1615537,-0.189178209,2082.680545,272.3507319,0,,,,,,
3458,271.8488605,-0.182683996,2055.791739,272.0315445,0,,,,,,
3459,271.5363277,-0.17593111,2028.646563,271.7122588,0,,,,,,
3460,271.2235862,-0.169289403,2001.253172,271.3928756,0,,,,,,
3461,270.9110062,-0.162393389,1973.618282,271.0733996,0,,,,,,
3462,270.5982182,-0.155616529,1945.750254,270.7538347,0,,,,,,
3463,270.2855933,-0.148592003,1917.656102,270.4341853,0,,,,,,
3464,269.9727606,-0.141694689,1889.344434,270.1144553,0,,,,,,
3465,269.660091,-0.134557467,1860.822504,269.7946485,0,,,,,,
3466,269.3472156,-0.127552822,1832.09916,269.4747684,0,,,,,,
3467,269.0345035,-0.120315056,1803.181906,269.1548186,0,,,,,,
3468,268.7215863,-0.113215785,1774.079792,268.8348021,0,,,,,,
3469,268.4088347,-0.105887364,1744.800541,268.5147221,0,,,,,,
3470,268.0958778,-0.098703598,1715.35341,268.1945814,0,,,,,,
3471,267.7830878,-0.091295522,1685.746303,267.8743833,0,,,,,,
3472,267.4700922,-0.084038787,1655.98864,267.554131,0,,,,,,
3473,267.1572658,-0.076555903,1626.088459,267.2338217,0,,,,,,
3474,266.8442343,-0.069220214,1596.055332,266.9134545,0,,,,,,
3475,266.5313724,-0.06165544,1565.897378,266.5930278,0,,,,,,
3476,266.2183063,-0.054231657,1535.624269,266.272538,0,,,,,,
3477,265.9054104,-0.046570858,1505.24421,265.9519813,0,,,,,,
3478,265.5923121,-0.039042168,1474.766951,265.6313543,0,,,,,,
3479,265.2793847,-0.031268916,1444.200737,265.3106536,0,,,,,,
3480,264.9662548,-0.023621217,1413.555399,264.989876,0,,,,,,
3481,264.6532977,-0.015720535,1382.839219,264.6690182,0,,,,,,
3482,264.3401385,-0.007938592,1352.062054,264.3480771,0,,,,,,
3483,264.0271533,0.00010364,1321.232199,264.0270497,0,,,,,,
3484,263.7139675,0.008034085,1290.359517,263.7059334,0,,,,,,
3485,263.4009555,0.016230566,1259.4523,263.3847249,0,,,,,,
3486,263.087743,0.024326158,1228.520375,263.0634168,0,,,,,,
3487,262.7747064,0.032702556,1197.572097,262.7420038,0,,,,,,
3488,262.4614685,0.040982201,1166.617313,262.4204863,0,,,,,,
3489,262.1484101,0.049545512,1135.664399,262.0988646,0,,,,,,
3490,261.8351509,0.058011785,1104.72324,261.7771391,0,,,,,,
3491,261.522071,0.066760671,1073.802238,261.4553103,0,,,,,,
3492,261.2087905,0.075411757,1042.911353,261.1333787,0,,,,,,
3493,260.895691,0.084346378,1012.059064,260.8113446,0,,,,,,
3494,260.5823927,0.093184688,981.2554229,260.489208,0,,,,,,
3495,260.2692751,0.10230506,950.5090114,260.16697,0,,,,,,
3496,259.9559596,0.111323972,919.8299913,259.8446356,0,,,,,,
3497,259.6428255,0.120608266,889.2270362,259.5222172,0,,,,,,
3498,259.3294941,0.129766948,858.7103358,259.1997272,0,,,,,,
3499,259.0163462,0.1391683,828.2886391,258.8771779,0,,,,,,
3500,258.7030019,0.148419692,797.9721562,258.5545822,0,,,,,,
3501,258.3898416,0.157888626,767.7696211,258.231953,0,,,,,,
3502,258.0764854,0.167182143,737.691203,257.9093033,0,,,,,,
3503,257.7633144,0.176668155,707.745583,257.5866462,0,,,,,,
3504,257.4499484,0.185953137,677.9428017,257.2639953,0,,,,,,
3505,257.136768,0.195404029,648.2913975,256.941364,0,,,,,,
3506,256.8233938,0.204627484,618.8012349,256.6187663,0,,,,,,
3507,256.5102063,0.213994664,589.4806477,256.2962116,0,,,,,,
3508,256.1968249,0.223118703,560.3392721,255.9737062,0,,,,,,
3509,255.8836326,0.232376966,531.3852171,255.6512556,0,,,,,,
3510,255.5702464,0.241380737,502.628007,255.3288657,0,,,,,,
3511,255.2570504,0.25050861,474.07546,255.0065418,0,,,,,,
3512,254.9436611,0.259371766,445.7369229,254.6842893,0,,,,,,
3513,254.6304633,0.268349838,417.6200719,254.3621135,0,,,,,,
3514,254.3170728,0.277053588,389.7341177,254.0400192,0,,,,,,
3515,254.0038755,0.285863996,362.0866323,253.7180115,0,,,,,,
3516,253.6904858,0.29439067,334.6867529,253.3960951,0,,,,,,
3517,253.3772891,0.303015571,307.5420009,253.0742735,0,,,,,,
3518,253.0639014,0.31135264,285.5406843,252.7525488,0,,,,,,
3519,252.7507093,0.319789795,268.2518422,252.4309195,0,,,,,,
3520,252.4373258,0.327943915,251.3031319,252.1093819,0,,,,,,
3521,252.124138,0.336207015,234.7195448,251.787931,0,,,,,,
3522,251.81076,0.344198164,218.5018547,251.4665618,0,,,,,,
3523,251.4975803,0.352310925,202.6545962,251.1452694,0,,,,,,
3524,251.1842103,0.360161856,187.2010144,250.8240484,0,,,,,,
3525,250.8710382,0.368144407,172.1350271,250.5028938,0,,,,,,
3526,250.5576773,0.375877227,157.477726,250.1818001,0,,,,,,
3527,250.244517,0.383755151,143.2322384,249.8607618,0,,,,,,
3528,249.9311671,0.391393524,129.4260768,249.5397736,0,,,,,,
3529,249.6180193,0.399189295,116.0995563,249.21883,0,,,,,,
3530,249.3046823,0.406756097,103.2504392,248.8979262,0,,,,,,
3531,248.991548,0.414488705,90.91274506,248.5770593,0,,,,,,
3532,248.6782269,0.421998108,79.11959055,248.2562288,0,,,,,,
3533,248.3651081,0.429671662,67.88219608,247.9354364,0,,,,,,
3534,248.0518035,0.4371185,57.26703807,247.614685,0,,,,,,
3535,247.7387025,0.444724999,47.33750134,247.2939775,0,,,,,,
3536,247.4254153,0.452098142,38.14968268,246.9733172,0,,,,,,
3537,247.1123347,0.459627375,29.75605226,246.6527073,0,,,,,,
3538,246.7990688,0.466917318,22.20078389,246.3321515,0,,,,,,
3539,246.4860086,0.474355413,15.56075871,246.0116532,0,,,,,,
3540,246.1727646,0.481548529,9.914834755,245.6912161,0,,,,,,
3541,245.8597276,0.488884057,5.42196163,245.3708435,0,,,,,,
3542,245.5465065,0.49596787,2.33380184,245.0505386,0,,,,,,
3543,245.233496,0.503194973,1.016011526,244.730301,0,,,,,,
3544,244.9202998,0.510170826,1,244.410129,0,,,,,,
