RMS,1.34999939,Time,2018/1/22 14:10,,,,,,,,
count,purpose,ResidualError,TimeDistribution,Working,spot,,,,,,
2064,523.4512381,1.445928201,2428.90607,522.0053099,0,,,,,,
2065,523.4985027,1.419447316,2436.457148,522.0790554,0,,,,,,
2066,523.5454355,1.392687752,2443.978159,522.1527477,0,,,,,,
2067,523.5918168,1.365438466,2451.467558,522.2263783,0,,,,,,
2068,523.6378664,1.337928193,2458.923891,522.2999382,0,,,,,,
2069,523.6833647,1.309946539,2466.345555,522.3734182,0,,,,,,
2070,523.7285324,1.281723671,2473.828891,522.4468087,0,,,,,,
2071,523.7731484,1.253046444,2481.370753,522.520102,0,,,,,,
2072,523.817434,1.224142422,2488.968073,522.5932916,0,,,,,,
2073,523.8611687,1.194797375,2496.617625,522.6663713,0,,,,,,
2074,523.9045733,1.165238333,2504.316265,522.739335,0,,,,,,
2075,523.9474277,1.135251455,2512.060684,522.8121762,0,,,,,,
2076,523.9899529,1.105063956,2519.847654,522.8848889,0,,,,,,
2077,524.0319268,1.074459912,2527.673777,522.9574669,0,,,,,,
2078,524.0735738,1.043669855,2535.535741,523.0299039,0,,,,,,
2079,524.1146687,1.012474672,2543.430064,523.102194,0,,,,,,
2080,524.1554369,0.981105806,2551.353347,523.1743311,0,,,,,,
2081,524.1956546,0.949345454,2559.302025,523.2463091,0,,,,,,
2082,524.2355446,0.917422363,2567.365723,523.3181222,0,,,,,,
2083,524.2748848,0.885123024,2575.53938,523.3897618,0,,,,,,
2084,524.3138995,0.852683144,2583.818024,523.4612164,0,,,,,,
2085,524.3523629,0.819888562,2592.196512,523.5324743,0,,,,,,
2086,524.3905013,0.78697736,2600.669791,523.6035239,0,,,,,,
2087,524.4280901,0.753736897,2609.232646,523.6743532,0,,,,,,
2088,524.4653538,0.720403765,2617.879945,523.74495,0,,,,,,
2089,524.5020663,0.686764092,2626.606399,523.8153022,0,,,,,,
2090,524.5384565,0.653059136,2635.406806,523.8853974,0,,,,,,
2091,524.5742967,0.619073678,2644.275811,523.955223,0,,,,,,
2092,524.6098127,0.585046122,2653.208153,524.0247666,0,,,,,,
2093,524.64478,0.550763134,2662.198419,524.0940169,0,,,,,,
2094,524.679424,0.516459739,2671.398544,524.1629643,0,,,,,,
2095,524.7135183,0.481919098,2680.800696,524.2315992,0,,,,,,
2096,524.7472905,0.44738546,2690.397164,524.299905,0,,,,,,
2097,524.7805142,0.41264926,2700.180101,524.3678649,0,,,,,,
2098,524.8134156,0.377947133,2710.141794,524.4354685,0,,,,,,
2099,524.8457689,0.343063751,2720.274396,524.5027051,0,,,,,,
2100,524.877801,0.308236522,2730.570218,524.5695645,0,,,,,,
2101,524.9092845,0.273248582,2741.021443,524.6360359,0,,,,,,
2102,524.9404472,0.238338295,2751.620412,524.7021089,0,,,,,,
2103,524.971062,0.203289147,2762.35935,524.7677729,0,,,,,,
2104,525.0013564,0.168339245,2773.230648,524.8330172,0,,,,,,
2105,525.031103,0.133271809,2784.226585,524.8978312,0,,,,,,
2106,525.0605308,0.098326712,2795.147226,524.9622041,0,,,,,,
2107,525.0894108,0.063286075,2805.987814,525.0261247,0,,,,,,
2108,525.1179712,0.028389247,2816.74375,525.089582,0,,,,,,
2109,525.1459858,-0.006578735,2827.410326,525.1525645,0,,,,,,
2110,525.173681,-0.041380209,2837.982983,525.2150612,0,,,,,,
2111,525.2008288,-0.076231895,2848.457052,525.2770607,0,,,,,,
2112,525.2276595,-0.110892201,2858.828008,525.3385517,0,,,,,,
2113,525.2539432,-0.145579724,2869.091217,525.3995229,0,,,,,,
2114,525.2799094,-0.180053658,2879.242185,525.4599631,0,,,,,,
2115,525.30533,-0.214530794,2889.276302,525.5198608,0,,,,,,
2116,525.3304338,-0.248771027,2899.189099,525.5792048,0,,,,,,
2117,525.354991,-0.282992861,2908.975992,525.6379839,0,,,,,,
2118,525.3792318,-0.316955084,2918.502882,525.6961869,0,,,,,,
2119,525.402928,-0.35087517,2927.767186,525.7538032,0,,,,,,
2120,525.4263077,-0.384514572,2936.766458,525.8108223,0,,,,,,
2121,525.449142,-0.418092418,2945.498152,525.8672344,0,,,,,,
2122,525.4716608,-0.451369325,2953.959863,525.9230301,0,,,,,,
2123,525.4936353,-0.4845649,2962.149093,525.9782002,0,,,,,,
2124,525.5152951,-0.517440642,2970.063489,526.0327357,0,,,,,,
2125,525.5364105,-0.550217636,2977.700607,526.0866281,0,,,,,,
2126,525.5572107,-0.582658356,2985.058155,526.1398691,0,,,,,,
2127,525.5774667,-0.614983762,2992.133753,526.1924505,0,,,,,,
2128,525.5974102,-0.646954401,2998.925177,526.2443646,0,,,,,,
2129,525.6168076,-0.678796406,3005.430117,526.295604,0,,,,,,
2130,525.6358943,-0.710267008,3011.813107,526.3461613,0,,,,,,
2131,525.6544358,-0.741593444,3018.069376,526.3960292,0,,,,,,
2132,525.6726648,-0.772535968,3024.19432,526.4452008,0,,,,,,
2133,525.6903506,-0.803318334,3030.18324,526.4936689,0,,,,,,
2134,525.7077256,-0.833701414,3036.031604,526.541427,0,,,,,,
2135,525.7245559,-0.863912597,3041.734782,526.5884685,0,,,,,,
2136,525.7410755,-0.893711592,3047.288317,526.6347871,0,,,,,,
2137,525.7570513,-0.923325426,3052.687658,526.6803767,0,,,,,,
2138,525.7727182,-0.952513347,3057.928428,526.7252315,0,,,,,,
2139,525.7878415,-0.98150442,3063.006164,526.7693459,0,,,,,,
2140,525.8026543,-1.010060129,3067.992687,526.8127144,0,,,,,,
2141,525.8169242,-1.03840768,3072.882473,526.8553319,0,,,,,,
2142,525.8308856,-1.066307314,3077.670193,526.8971929,0,,,,,,
2143,525.8443046,-1.093987417,3082.350434,526.938292,0,,,,,,
2144,525.8574152,-1.121208011,3086.917983,526.9786232,0,,,,,,
2145,525.8699835,-1.148196637,3091.367552,527.0181801,0,,,,,,
2146,525.8822425,-1.174713497,3095.694055,527.056956,0,,,,,,
2147,525.8939606,-1.200982962,3099.892338,527.0949436,0,,,,,,
2148,525.9053716,-1.226763582,3103.957458,527.1321352,0,,,,,,
2149,525.9162409,-1.252281904,3107.884404,527.1685228,0,,,,,,
2150,525.9268019,-1.277296071,3111.668372,527.204098,0,,,,,,
2151,525.9368228,-1.302029044,3115.304497,527.2388518,0,,,,,,
2152,525.9465375,-1.326237703,3118.875264,527.2727752,0,,,,,,
2153,525.9557109,-1.350147563,3122.374635,527.3058585,0,,,,,,
2154,525.9645778,-1.373514467,3125.796783,527.3380923,0,,,,,,
2155,525.9729056,-1.396561885,3129.135816,527.3694675,0,,,,,,
2156,525.9809268,-1.4190488,3132.386063,527.3999756,0,,,,,,
2157,525.988408,-1.441200414,3135.541781,527.4296084,0,,,,,,
2158,525.9955844,-1.462773924,3138.597445,527.4583583,0,,,,,,
2159,526.0022206,-1.483997718,3141.547461,527.4862183,0,,,,,,
2160,526.0085537,-1.504628271,3144.386454,527.513182,0,,,,,,
2161,526.0143463,-1.52489714,3147.108979,527.5392434,0,,,,,,
2162,526.0198356,-1.54456186,3149.709808,527.5643975,0,,,,,,
2163,526.0247844,-1.563854936,3152.183641,527.5886393,0,,,,,,
2164,526.0294317,-1.582533239,3154.58776,527.6119649,0,,,,,,
2165,526.0335391,-1.600831606,3156.916059,527.6343707,0,,,,,,
2166,526.0373444,-1.618508687,3159.162648,527.6558531,0,,,,,,
2167,526.0406104,-1.635798156,3161.321549,527.6764086,0,,,,,,
2168,526.0435746,-1.652459083,3163.386999,527.6960337,0,,,,,,
2169,526.0459999,-1.668725563,3165.353149,527.7147255,0,,,,,,
2170,526.0481251,-1.6843559,3167.214363,527.732481,0,,,,,,
2171,526.0497116,-1.699585911,3168.964919,527.7492975,0,,,,,,
2172,526.0509964,-1.714175927,3170.599306,527.7651723,0,,,,,,
2173,526.0517441,-1.728358796,3172.111926,527.7801029,0,,,,,,
2174,526.0521921,-1.741894681,3173.497326,527.7940868,0,,,,,,
2175,526.0521017,-1.755019968,3174.750215,527.8071217,0,,,,,,
2176,526.0517122,-1.767493236,3176.114665,527.8192054,0,,,,,,
2177,526.0507852,-1.779550964,3177.581768,527.8303362,0,,,,,,
2178,526.0495589,-1.790952933,3179.142493,527.8405118,0,,,,,,
2179,526.0477952,-1.801935042,3180.788101,527.8497302,0,,,,,,
2180,526.0457342,-1.812254902,3182.50974,527.8579891,0,,,,,,
2181,526.0431361,-1.822149938,3184.298853,527.865286,0,,,,,,
2182,526.0402401,-1.831378498,3186.146779,527.8716186,0,,,,,,
2183,526.0368077,-1.840176554,3188.045164,527.8769843,0,,,,,,
2184,526.033077,-1.848303409,3189.985552,527.8813804,0,,,,,,
2185,526.0288109,-1.8559935,3191.9598,527.8848044,0,,,,,,
2186,526.0242487,-1.8630048,3193.959664,527.8872535,0,,,,,,
2187,526.0191502,-1.869574727,3195.977221,527.8887249,0,,,,,,
2188,526.0137558,-1.875460238,3197.900078,527.889216,0,,,,,,
2189,526.0078256,-1.880898735,3199.722085,527.8887243,0,,,,,,
2190,526.0015996,-1.885648084,3201.437014,527.8872477,0,,,,,,
2191,525.9948383,-1.889946054,3203.038916,527.8847844,0,,,,,,
2192,525.987783,-1.893549973,3204.521761,527.881333,0,,,,,,
2193,525.9801921,-1.896700433,3205.879797,527.8768925,0,,,,,,
2194,525.972307,-1.899155379,3207.107191,527.8714624,0,,,,,,
2195,525.9638871,-1.901155113,3208.198379,527.8650422,0,,,,,,
2196,525.955173,-1.902459086,3209.147713,527.8576321,0,,,,,,
2197,525.9459247,-1.903307698,3209.949814,527.8492324,0,,,,,,
2198,525.936384,-1.903459896,3210.599219,527.8398439,0,,,,,,
2199,525.9263086,-1.903159068,3211.09073,527.8294677,0,,,,,,
2200,525.9159409,-1.902163972,3211.515518,527.8181049,0,,,,,,
2201,525.9050391,-1.900717632,3211.867179,527.8057567,0,,,,,,
2202,525.8938451,-1.898579648,3212.13909,527.7924247,0,,,,,,
2203,525.882118,-1.895992628,3212.325033,527.7781106,0,,,,,,
2204,525.8700999,-1.89271645,3212.418575,527.7628163,0,,,,,,
2205,525.857548,-1.888996155,3212.413681,527.7465442,0,,,,,,
2206,525.8447056,-1.884590954,3212.304106,527.7292966,0,,,,,,
2207,525.83133,-1.879746316,3212.084012,527.7110763,0,,,,,,
2208,525.8176649,-1.874221573,3211.747336,527.6918865,0,,,,,,
2209,525.8034656,-1.868264717,3211.288429,527.6717303,0,,,,,,
2210,525.788978,-1.861633397,3210.701419,527.6506114,0,,,,,,
2211,525.773957,-1.854576513,3209.980846,527.6285335,0,,,,,,
2212,525.758649,-1.84685173,3209.399316,527.6055007,0,,,,,,
2213,525.7428074,-1.838709971,3208.947336,527.5815174,0,,,,,,
2214,525.7266778,-1.829909894,3208.61522,527.5565877,0,,,,,,
2215,525.7100166,-1.820699597,3208.393668,527.5307162,0,,,,,,
2216,525.6930673,-1.810840027,3208.273193,527.5039073,0,,,,,,
2217,525.6755852,-1.800580282,3208.244702,527.4761655,0,,,,,,
2218,525.6578184,-1.789676613,3208.29892,527.447495,0,,,,,,
2219,525.6395188,-1.778381424,3208.426972,527.4179002,0,,,,,,
2220,525.6209338,-1.766451575,3208.619805,527.3873854,0,,,,,,
2221,525.6018169,-1.754137785,3208.868775,527.3559547,0,,,,,,
2222,525.5824148,-1.741197533,3209.165056,527.3236123,0,,,,,,
2223,525.5624813,-1.727881159,3209.500239,527.2903625,0,,,,,,
2224,525.5422631,-1.713946023,3209.697916,527.2562091,0,,,,,,
2225,525.5215139,-1.699642414,3209.752403,527.2211563,0,,,,,,
2226,525.5004794,-1.684728883,3209.657935,527.1852083,0,,,,,,
2227,525.4789157,-1.669453532,3209.409063,527.1483692,0,,,,,,
2228,525.4570685,-1.653575114,3209.000256,527.1106436,0,,,,,,
2229,525.4346899,-1.637346228,3208.426293,527.0720361,0,,,,,,
2230,525.4120297,-1.620522021,3207.681868,527.0325517,0,,,,,,
2231,525.3888392,-1.603356382,3206.761984,526.9921956,0,,,,,,
2232,525.3653655,-1.585607641,3205.66155,526.9509731,0,,,,,,
2233,525.3413627,-1.567527364,3204.375781,526.9088901,0,,,,,,
2234,525.3170768,-1.548875451,3202.655112,526.8659523,0,,,,,,
2235,525.2922635,-1.529902334,3200.498695,526.8221658,0,,,,,,
2236,525.2671675,-1.510369777,3197.90558,526.7775373,0,,,,,,
2237,525.241543,-1.490530369,3194.875276,526.7320734,0,,,,,,
2238,525.2156376,-1.470143447,3191.406932,526.685781,0,,,,,,
2239,525.1892036,-1.449464153,3187.500295,526.6386678,0,,,,,,
2240,525.16249,-1.428251083,3183.154747,526.5907411,0,,,,,,
2241,525.1352477,-1.406761081,3178.370272,526.5420088,0,,,,,,
2242,525.1077252,-1.384753538,3173.146496,526.4924787,0,,,,,,
2243,525.079675,-1.362483989,3167.483652,526.442159,0,,,,,,
2244,525.0513464,-1.339711308,3161.381611,526.3910577,0,,,,,,
2245,525.0224897,-1.316693511,3154.840856,526.3391832,0,,,,,,
2246,524.9933541,-1.293189848,3148.444782,526.2865439,0,,,,,,
2247,524.9636922,-1.2694563,3142.185207,526.2331485,0,,,,,,
2248,524.9337507,-1.24525468,3136.053732,526.1790054,0,,,,,,
2249,524.9032828,-1.220840231,3130.042408,526.124123,0,,,,,,
2250,524.8725387,-1.19597154,3124.143069,526.0685102,0,,,,,,
2251,524.8412667,-1.170908943,3118.348001,526.0121756,0,,,,,,
2252,524.8097193,-1.145408895,3112.649265,525.9551282,0,,,,,,
2253,524.777644,-1.119733159,3107.039378,525.8973772,0,,,,,,
2254,524.7452941,-1.093638005,3101.510638,525.8389321,0,,,,,,
2255,524.7124166,-1.067386301,3096.055795,525.7798029,0,,,,,,
2256,524.6792652,-1.040734507,3090.667378,525.7199997,0,,,,,,
2257,524.6455866,-1.013946372,3085.338376,525.659533,0,,,,,,
2258,524.611634,-0.986779443,3080.094058,525.5984134,0,,,,,,
2259,524.5771552,-0.959496957,3074.927177,525.5366522,0,,,,,,
2260,524.5424028,-0.931856988,3069.83025,525.4742598,0,,,,,,
2261,524.5071254,-0.904121247,3064.796285,525.4112466,0,,,,,,
2262,524.4715732,-0.876049487,3059.818062,525.3476227,0,,,,,,
2263,524.4354972,-0.847900941,3054.888863,525.2833981,0,,,,,,
2264,524.3991471,-0.819435809,3050.001749,525.2185829,0,,,,,,
2265,524.362273,-0.79091356,3045.150287,525.1531866,0,,,,,,
2266,524.3251261,-0.762092241,3040.32782,525.0872183,0,,,,,,
2267,524.2874562,-0.733230973,3035.528196,525.0206872,0,,,,,,
2268,524.249513,-0.704088661,3030.745037,524.9536017,0,,,,,,
2269,524.2110458,-0.674924291,3025.97247,524.8859701,0,,,,,,
2270,524.1723079,-0.645492776,3021.000772,524.8178007,0,,,,,,
2271,524.1330464,-0.616055158,3015.827431,524.7491016,0,,,,,,
2272,524.0935144,-0.586366624,3010.449681,524.679881,0,,,,,,
2273,524.0534579,-0.556689056,3004.865262,524.610147,0,,,,,,
2274,524.0131328,-0.526774558,2999.071653,524.5399074,0,,,,,,
2275,523.972284,-0.496886356,2993.06683,524.4691704,0,,,,,,
2276,523.9311663,-0.466777894,2986.848497,524.3979442,0,,,,,,
2277,523.8895243,-0.436712929,2980.414852,524.3262372,0,,,,,,
2278,523.8476158,-0.406442129,2973.763819,524.2540579,0,,,,,,
2279,523.8051826,-0.376232265,2966.893809,524.1814149,0,,,,,,
2280,523.7624828,-0.345833914,2959.802958,524.1083167,0,,,,,,
2281,523.7192599,-0.315512351,2952.489889,524.0347723,0,,,,,,
2282,523.6757703,-0.285019919,2945.387243,523.9607902,0,,,,,,
2283,523.6317579,-0.254621434,2938.487273,523.8863793,0,,,,,,
2284,523.5874795,-0.224068882,2931.781958,523.8115484,0,,,,,,
2285,523.542679,-0.193627556,2925.263755,523.7363066,0,,,,,,
2286,523.4976124,-0.163050727,2918.924855,523.6606631,0,,,,,,
2287,523.4520241,-0.132603337,2912.75793,523.5846274,0,,,,,,
2288,523.4061706,-0.102038298,2906.755387,523.5082089,0,,,,,,
2289,523.3597953,-0.071621687,2900.910121,523.431417,0,,,,,,
2290,523.3131561,-0.041105146,2895.214757,523.3542612,0,,,,,,
2291,523.265995,-0.010756277,2889.662403,523.2767513,0,,,,,,
2292,523.2185712,0.019674459,2884.245901,523.1988967,0,,,,,,
2293,523.170626,0.049918648,2878.958571,523.1207074,0,,,,,,
2294,523.1224166,0.080223747,2873.797857,523.0421929,0,,,,,,
2295,523.0736872,0.110324189,2868.757277,522.963363,0,,,,,,
2296,523.0246949,0.140467188,2863.829973,522.8842277,0,,,,,,
2297,522.9751824,0.170385339,2859.009674,522.8047971,0,,,,,,
2298,522.9254084,0.20032712,2854.289728,522.7250813,0,,,,,,
2299,522.8751138,0.230023102,2849.664075,522.6450907,0,,,,,,
2300,522.8245578,0.259722053,2845.126269,522.5648357,0,,,,,,
2301,522.7734817,0.289154736,2840.67046,522.484327,0,,,,,,
2302,522.7221461,0.318571124,2836.290422,522.403575,0,,,,,,
2303,522.6702901,0.347699595,2831.98052,522.3225905,0,,,,,,
2304,522.6181739,0.376789542,2827.734743,522.2413844,0,,,,,,
2305,522.5655385,0.405571076,2823.547676,522.1599674,0,,,,,,
2306,522.5126443,0.434293866,2819.297322,522.0783504,0,,,,,,
2307,522.4592306,0.462686641,2814.980184,521.996544,0,,,,,,
2308,522.405559,0.491000884,2810.592504,521.9145581,0,,,,,,
2309,522.3513675,0.51896507,2806.130999,521.8324024,0,,,,,,
2310,522.2969185,0.546832528,2801.592122,521.750086,0,,,,,,
2311,522.2419516,0.574334236,2796.9728,521.6676174,0,,,,,,
2312,522.1867262,0.601721419,2792.2697,521.5850048,0,,,,,,
2313,522.1309847,0.628728748,2787.479951,521.502256,0,,,,,,
2314,522.0749835,0.655605331,2782.60042,521.4193782,0,,,,,,
2315,522.0184674,0.682089111,2777.62844,521.3363783,0,,,,,,
2316,521.9616922,0.708429463,2772.66358,521.2532627,0,,,,,,
2317,521.9044023,0.734364791,2767.701828,521.1700375,0,,,,,,
2318,521.8468541,0.760145701,2762.738911,521.0867084,0,,,,,,
2319,521.788791,0.785510006,2757.771119,521.003281,0,,,,,,
2320,521.7304711,0.810710148,2752.794291,520.919761,0,,,,,,
2321,521.6716362,0.835482165,2747.804925,520.836154,0,,,,,,
2322,521.6125462,0.860080128,2742.799071,520.7524661,0,,,,,,
2323,521.5529392,0.884236247,2737.773441,520.668703,0,,,,,,
2324,521.4930788,0.908208172,2732.724295,520.5848706,0,,,,,,
2325,521.432702,0.931726896,2727.64856,520.5009751,0,,,,,,
2326,521.3720723,0.955049858,2722.542702,520.4170224,0,,,,,,
2327,521.3109266,0.977907847,2717.403851,520.3330188,0,,,,,,
2328,521.2495284,1.000558201,2712.34322,520.2489702,0,,,,,,
2329,521.1876146,1.022731617,2707.356393,520.164883,0,,,,,,
2330,521.1254493,1.044685902,2702.438504,520.0807634,0,,,,,,
2331,521.0627687,1.066150878,2697.585333,519.9966178,0,,,,,,
2332,520.9998361,1.087383288,2692.792203,519.9124528,0,,,,,,
2333,520.9363899,1.108114677,2688.05509,519.8282752,0,,,,,,
2334,520.8726916,1.128599519,2683.369509,519.7440921,0,,,,,,
2335,520.8084802,1.148569618,2678.731624,519.6599106,0,,,,,,
2336,520.7440179,1.168279816,2674.137149,519.5757381,0,,,,,,
2337,520.679041,1.187458897,2669.582454,519.4915821,0,,,,,,
2338,520.6138151,1.20636479,2665.063459,519.4074503,0,,,,,,
2339,520.5480753,1.224724777,2660.576749,519.3233505,0,,,,,,
2340,520.4820866,1.242795895,2656.185751,519.2392907,0,,,,,,
2341,520.4155843,1.26030534,2651.886184,519.155279,0,,,,,,
2342,520.3488339,1.277510991,2647.67347,519.0713229,0,,,,,,
2343,520.2815697,1.294140005,2643.54356,518.9874297,0,,,,,,
2344,520.2140587,1.310452713,2639.492111,518.903606,0,,,,,,
2345,520.1460341,1.326176519,2635.515314,518.8198576,0,,,,,,
2346,520.0777631,1.341573303,2631.609072,518.7361898,0,,,,,,
2347,520.0089799,1.356372413,2627.769821,518.6526075,0,,,,,,
2348,519.9399497,1.37083466,2623.993695,518.569115,0,,,,,,
2349,519.8704071,1.384690712,2620.277355,518.4857164,0,,,,,,
2350,519.8006189,1.398203888,2616.617157,518.402415,0,,,,,,
2351,519.7303185,1.411104555,2613.009977,518.3192139,0,,,,,,
2352,519.6597733,1.42365746,2609.482935,518.2361158,0,,,,,,
2353,519.5887159,1.435592927,2606.032711,518.153123,0,,,,,,
2354,519.5174149,1.447177534,2602.655494,518.0702374,0,,,,,,
2355,519.4456021,1.458140927,2599.348127,517.9874612,0,,,,,,
2356,519.3735458,1.468749488,2596.106953,517.9047963,0,,,,,,
2357,519.3009787,1.478734238,2592.928964,517.8222445,0,,,,,,
2358,519.228168,1.488360928,2589.810642,517.7398071,0,,,,,,
2359,519.1548464,1.49736104,2586.749109,517.6574854,0,,,,,,
2360,519.0812822,1.506001887,2583.740976,517.5752803,0,,,,,,
2361,519.0072082,1.514015503,2580.783504,517.4931927,0,,,,,,
2362,518.9328919,1.521668849,2577.873437,517.4112231,0,,,,,,
2363,518.8580649,1.528693205,2575.008169,517.3293717,0,,,,,,
2364,518.782998,1.535359118,2572.056157,517.2476389,0,,,,,,
2365,518.7074209,1.541396106,2569.016848,517.1660248,0,,,,,,
2366,518.6316023,1.547072502,2565.889267,517.0845298,0,,,,,,
2367,518.5552756,1.552121317,2562.67302,517.0031543,0,,,,,,
2368,518.4787081,1.556809289,2559.367302,516.9218988,0,,,,,,
2369,518.4016312,1.560867091,2555.971896,516.8407641,0,,,,,,
2370,518.3243157,1.564564629,2552.486174,516.7597511,0,,,,,,
2371,518.2464903,1.567629549,2548.910105,516.6788608,0,,,,,,
2372,518.1684269,1.570332535,2545.243258,516.5980944,0,,,,,,
2373,518.0898558,1.572402516,2541.485793,516.5174533,0,,,,,,
2374,518.011045,1.574105965,2537.637474,516.436939,0,,,,,,
2375,517.9317277,1.575174404,2533.698659,516.3565533,0,,,,,,
2376,517.8521719,1.575874207,2530.022269,516.2762977,0,,,,,,
2377,517.7721082,1.575934404,2526.603582,516.1961738,0,,,,,,
2378,517.6918081,1.57562549,2523.437363,516.1161826,0,,,,,,
2379,517.6110002,1.574675459,2520.519099,516.0363247,0,,,,,,
2380,517.5299562,1.573355951,2517.843767,515.9566002,0,,,,,,
2381,517.4484059,1.57139724,2515.407063,515.8770087,0,,,,,,
2382,517.3666196,1.569070628,2513.204175,515.797549,0,,,,,,
2383,517.2843253,1.566105635,2511.231006,515.7182197,0,,,,,,
2384,517.2017976,1.562778893,2509.482937,515.6390187,0,,,,,,
2385,517.1187622,1.558818633,2507.956054,515.5599436,0,,,,,,
2386,517.0354932,1.554501983,2506.645905,515.4809912,0,,,,,,
2387,516.9517183,1.549560153,2505.548724,515.4021581,0,,,,,,
2388,516.8677085,1.544268133,2504.124556,515.3234404,0,,,,,,
2389,516.7831938,1.538360386,2502.377789,515.2448334,0,,,,,,
2390,516.6984466,1.532113752,2500.312373,515.1663328,0,,,,,,
2391,516.6131927,1.525258683,2497.932768,515.087934,0,,,,,,
2392,516.5277069,1.518074615,2495.24297,515.0096323,0,,,,,,
2393,516.4417153,1.510292265,2492.247467,514.931423,0,,,,,,
2394,516.3554936,1.502191926,2488.950273,514.8533017,0,,,,,,
2395,516.2687663,1.493502673,2485.355895,514.7752636,0,,,,,,
2396,516.1818075,1.484503153,2481.468357,514.6973043,0,,,,,,
2397,516.0943434,1.47492409,2477.292189,514.6194193,0,,,,,,
2398,516.0066506,1.465046579,2473.140799,514.541604,0,,,,,,
2399,515.9184529,1.454598888,2469.014071,514.463854,0,,,,,,
2400,515.8300259,1.443861038,2464.91145,514.3861649,0,,,,,,
2401,515.7410941,1.432561903,2459.432393,514.3085322,0,,,,,,
2402,515.6519337,1.420982234,2453.938127,514.2309515,0,,,,,,
2403,515.5622688,1.408850251,2448.429564,514.1534185,0,,,,,,
2404,515.4723765,1.396447318,2442.907403,514.0759292,0,,,,,,
2405,515.3819808,1.383501849,2437.372715,513.998479,0,,,,,,
2406,515.2913573,1.370293991,2431.826366,513.9210633,0,,,,,,
2407,515.2002301,1.356552529,2426.269601,513.8436776,0,,,,,,
2408,515.1088765,1.342559575,2420.703455,513.7663169,0,,,,,,
2409,515.0170191,1.328042664,2415.129336,513.6889764,0,,,,,,
2410,514.9249371,1.313286048,2409.548435,513.6116511,0,,,,,,
2411,514.8323513,1.298015696,2403.962311,513.5343356,0,,,,,,
2412,514.7395403,1.282515589,2398.372298,513.4570247,0,,,,,,
2413,514.6462263,1.266513521,2392.780173,513.3797128,0,,,,,,
2414,514.5526883,1.250294084,2387.187299,513.3023942,0,,,,,,
2415,514.4586471,1.233584071,2381.59556,513.225063,0,,,,,,
2416,514.3643838,1.216670575,2376.006409,513.1477132,0,,,,,,
2417,514.2696178,1.19927899,2370.421813,513.0703388,0,,,,,,
2418,514.1746282,1.181694404,2364.843301,512.9929338,0,,,,,,
2419,514.0791364,1.163644194,2359.272914,512.9154922,0,,,,,,
2420,513.9834228,1.145414727,2353.712253,512.8380081,0,,,,,,
2421,513.8872076,1.126732151,2348.163421,512.7604754,0,,,,,,
2422,513.7907706,1.107882195,2342.628079,512.6828884,0,,,,,,
2423,513.6938325,1.088591463,2337.108345,512.605241,0,,,,,,
2424,513.5966732,1.069145972,2331.605979,512.5275272,0,,,,,,
2425,513.4990132,1.049272541,2326.123151,512.4497407,0,,,,,,
2426,513.4011326,1.029257779,2320.661665,512.3718748,0,,,,,,
2427,513.302751,1.008827763,2315.223732,512.2939232,0,,,,,,
2428,513.2041504,0.988271139,2309.811194,512.2158793,0,,,,,,
2429,513.1050503,0.967314219,2304.426301,512.1377361,0,,,,,,
2430,513.0057298,0.946243073,2299.07093,512.0594867,0,,,,,,
2431,512.9059095,0.924785422,2293.747363,511.9811241,0,,,,,,
2432,512.805871,0.903230133,2288.457512,511.9026409,0,,,,,,
2433,512.7053318,0.881302109,2283.203687,511.8240297,0,,,,,,
2434,512.604576,0.859292784,2277.987822,511.7452832,0,,,,,,
2435,512.5033214,0.836927222,2272.812218,511.6663942,0,,,,,,
2436,512.4018488,0.814493429,2267.678863,511.5873554,0,,,,,,
2437,512.2998772,0.791717908,2262.590074,511.5081593,0,,,,,,
2438,512.1976897,0.768891207,2257.547861,511.4287985,0,,,,,,
2439,512.0950038,0.745738218,2252.554561,511.3492656,0,,,,,,
2440,511.9921023,0.72254907,2247.612202,511.2695532,0,,,,,,
2441,511.8887007,0.699046525,2242.723136,511.1896542,0,,,,,,
2442,511.785086,0.675524777,2237.889397,511.1095612,0,,,,,,
2443,511.6809723,0.651705044,2233.113335,511.0292673,0,,,,,,
2444,511.5766449,0.627879669,2228.396972,510.9487652,0,,,,,,
2445,511.471819,0.603770809,2223.742641,510.8680482,0,,,,,,
2446,511.3667794,0.579670136,2219.152344,510.7871093,0,,,,,,
2447,511.2612431,0.555301427,2214.628411,510.7059417,0,,,,,,
2448,511.1554932,0.530954781,2210.17279,510.6245384,0,,,,,,
2449,511.0492457,0.506353246,2205.78777,510.5428925,0,,,,,,
2450,510.9427873,0.481790769,2201.47525,510.4609965,0,,,,,,
2451,510.835832,0.456988785,2197.237473,510.3788432,0,,,,,,
2452,510.7286638,0.432238909,2193.07628,510.2964249,0,,,,,,
2453,510.6209991,0.407265327,2188.993855,510.2137338,0,,,,,,
2454,510.5131253,0.382363385,2184.991994,510.1307619,0,,,,,,
2455,510.4047534,0.357252185,2181.072836,510.0475012,0,,,,,,
2456,510.2961719,0.332228468,2177.238148,509.9639434,0,,,,,,
2457,510.1870941,0.307013912,2173.490051,509.8800802,0,,,,,,
2458,510.0778083,0.281905411,2169.830301,509.7959029,0,,,,,,
