     Count               Iteration-1               Iteration-2          Iteration-100000          Iteration-200000          Iteration-300000          Iteration-400000          Iteration-500000          Iteration-500001 
        73  3.732961268956277223e+01  3.732961268956277223e+01  3.739380909600505731e+01  3.746907337157700368e+01  3.753161373126873457e+01  3.758038873163161497e+01  3.761812858911402913e+01  3.761812894745859381e+01 
        74  4.041853730911186915e+01  4.041853730911186915e+01  4.048878839756867620e+01  4.057130614060275775e+01  4.063985212738130315e+01  4.069326809925133404e+01  4.073454452943109771e+01  4.073454492127025617e+01 
        75  4.376287233645000896e+01  4.376287233645000896e+01  4.383959718469475320e+01  4.392994744827198872e+01  4.400498328114220215e+01  4.406341405375210485e+01  4.410850525822813495e+01  4.410850568617725287e+01 
        76  4.738240416144952150e+01  4.738240416144952150e+01  4.746590778308182479e+01  4.756458402288294707e+01  4.764651509239863714e+01  4.771025975831130239e+01  4.775936953451596878e+01  4.775937000044599046e+01 
        77  5.129646512319796159e+01  5.129646512319796159e+01  5.138690771230208298e+01  5.149429118376513514e+01  5.158342197878627644e+01  5.165268696843351393e+01  5.170592940432081264e+01  5.170592990920941645e+01 
        78  5.552334525219681183e+01  5.552334525219681183e+01  5.562072882532850571e+01  5.573707748695849062e+01  5.583360407412661885e+01  5.590849901080554929e+01  5.596589656004697133e+01  5.596589710396150252e+01 
        79  6.008004867912225677e+01  6.008004867912225677e+01  6.018422306423234147e+01  6.030967739780484038e+01  6.041369534612547909e+01  6.049424311318894354e+01  6.055573820301601984e+01  6.055573878523132691e+01 
        80  6.498238354051264309e+01  6.498238354051264309e+01  6.509307976138838114e+01  6.522769244126772037e+01  6.533922598328615550e+01  6.542539177133564010e+01  6.549087607600145589e+01  6.549087669529109235e+01 
        81  7.024522676369308272e+01  7.024522676369308272e+01  7.036212397450101719e+01  7.050591869191060823e+01  7.062497535942520699e+01  7.071671795659729298e+01  7.078608197858720530e+01  7.078608263371452836e+01 
        82  7.588288918349147139e+01  7.588288918349147139e+01  7.600571157298594471e+01  7.615876768270246089e+01  7.628541483756144714e+01  7.638275632481810362e+01  7.645595524679626465e+01  7.645595593716501526e+01 
        83  8.190946585136963165e+01  8.190946585136963165e+01  8.203809643947599284e+01  8.220064772209333626e+01  8.233509994557965683e+01  8.243820331106809363e+01  8.251532891736862041e+01  8.251532964373178913e+01 
        84  8.833897380192070159e+01  8.833897380192070159e+01  8.847356492255575233e+01  8.864609456315503166e+01  8.878879552584982093e+01  8.889803512712126121e+01  8.897937946890843364e+01  8.897938023399389351e+01 
        85  9.518522873546379515e+01  9.518522873546379515e+01  9.532628463738723212e+01  9.550959484946397993e+01  9.566127435568243698e+01  9.577728189799573499e+01  9.586337653325296060e+01  9.586337734214610862e+01 
        86  1.024616010334679999e+02  1.024616010334679999e+02  1.026100116719375990e+02  1.028052498961417172e+02  1.029669404036415443e+02  1.030906128152271748e+02  1.031822312495070264e+02  1.031822321096698545e+02 
        87  1.101807723381918009e+02  1.101807723381918009e+02  1.103377904566398513e+02  1.105464259031904959e+02  1.107194338672223353e+02  1.108518998140199443e+02  1.109500207279225492e+02  1.109500216488245457e+02 
        88  1.183545740139587110e+02  1.183545740139587110e+02  1.185217428447522110e+02  1.187455008051170893e+02  1.189313406719414985e+02  1.190738938978010992e+02  1.191796335753234075e+02  1.191796345677698099e+02 
        89  1.269939726116275267e+02  1.269939726116275267e+02  1.271730231233055264e+02  1.274137946847136789e+02  1.276141024576284906e+02  1.277681182612752764e+02  1.278826481768102070e+02  1.278826492521244091e+02 
        90  1.361091405708857565e+02  1.361091405708857565e+02  1.363018825646525443e+02  1.365616318304456627e+02  1.367780788192094406e+02  1.369449329810675522e+02  1.370694010945476009e+02  1.370694022637922558e+02 
        91  1.457095427659627092e+02  1.457095427659627092e+02  1.459177704483445837e+02  1.461984576432345762e+02  1.464326811867177867e+02  1.466136867542076629e+02  1.467491571157144961e+02  1.467491583890945321e+02 
        92  1.558040843801395283e+02  1.558040843801395283e+02  1.560295080047108058e+02  1.563330383456330992e+02  1.565865981930822954e+02  1.567829677774462311e+02  1.569303855071643738e+02  1.569303868936814581e+02 
        93  1.664012966574569532e+02  1.664012966574569532e+02  1.666455040775770726e+02  1.669737050687189708e+02  1.672480672749996131e+02  1.674609020270480642e+02  1.676210844656979475e+02  1.676210859730642824e+02 
        94  1.775094639174312761e+02  1.775094639174312761e+02  1.777739088608074383e+02  1.781285322560460145e+02  1.784250765135275003e+02  1.786553774376369574e+02  1.788290270139884228e+02  1.788290286487561787e+02 
        95  1.891367198497536322e+02  1.891367198497536322e+02  1.894227270188822843e+02  1.898054657102709086e+02  1.901255066633178501e+02  1.903741990927478867e+02  1.905619289449192024e+02  1.905619307127344655e+02 
        96  2.012912400296620774e+02  2.012912400296620774e+02  2.016000151836169891e+02  2.020125236587556685e+02  2.023573354301362315e+02  2.026252964421960598e+02  2.028276589443549938e+02  2.028276608502413296e+02 
        97  2.139815645275344878e+02  2.139815645275344878e+02  2.143142016669461043e+02  2.147581124214414672e+02  2.151289491395851030e+02  2.154170310928963943e+02  2.156345427386327458e+02  2.156345447872376155e+02 
        98  2.272168939086422199e+02  2.272168939086422199e+02  2.275743768875940987e+02  2.280513100212469340e+02  2.284494196560132195e+02  2.287584672653810856e+02  2.289916274083495296e+02  2.289916296041311909e+02 
        99  2.410072091207352400e+02  2.410072091207352400e+02  2.413904063088181999e+02  2.419019708227659180e+02  2.423286008957949775e+02  2.426594604866748739e+02  2.429087626384578869e+02  2.429087649857968927e+02 
       100  2.553632550199626792e+02  2.553632550199626792e+02  2.557729051058833534e+02  2.563206900208031129e+02  2.567770834659177126e+02  2.571306028447395988e+02  2.573965370710803882e+02  2.573965395743050522e+02 
       101  2.702964502649817291e+02  2.702964502649817291e+02  2.707331400923206957e+02  2.713186960877993670e+02  2.718060779146795198e+02  2.721830974775949699e+02  2.724661444987909817e+02  2.724661471621180340e+02 
       102  2.858187268466003275e+02  2.858187268466003275e+02  2.862828664825813689e+02  2.869076826872398556e+02  2.874272416624093012e+02  2.878285805870806371e+02  2.881292011968159272e+02  2.881292040242483381e+02 
       103  3.019423966313374308e+02  3.019423966313374308e+02  3.024341997096803425e+02  3.030996828680488306e+02  3.036525547371225571e+02  3.040789981491026879e+02  3.043976234437907351e+02  3.043976264390207689e+02 
       104  3.186802079785056208e+02  3.186802079785056208e+02  3.191996886211487094e+02  3.199071548352420677e+02  3.204944162045599114e+02  3.209467114625417139e+02  3.212837414064978248e+02  3.212837445728925445e+02 
       105  3.360455742428507051e+02  3.360455742428507051e+02  3.365925749679445858e+02  3.373432670501161965e+02  3.379659514668024940e+02  3.384448237541734557e+02  3.388006434043822992e+02  3.388006467451440926e+02 
       106  3.540527135812257029e+02  3.540527135812257029e+02  3.546269753108818463e+02  3.554221158977000528e+02  3.560812609060026830e+02  3.565874556563822466e+02  3.569624757585242492e+02  3.569624792770904378e+02 
       107  3.727164843319988563e+02  3.727164843319988563e+02  3.733177572923990510e+02  3.741586369091665460e+02  3.748553608886585948e+02  3.753897114669758253e+02  3.757844315477854025e+02  3.757844352484482897e+02 
       108  3.920520113981676786e+02  3.920520113981676786e+02  3.926801924141963127e+02  3.935682799103498724e+02  3.943038769558917807e+02  3.948673865502911440e+02  3.952824698204959191e+02  3.952824737091415841e+02 
       109  4.120743510635895746e+02  4.120743510635895746e+02  4.127296293537223733e+02  4.136666893102263884e+02  4.144427280879067439e+02  4.150366528762222629e+02  4.154730006290896540e+02  4.154730047139252065e+02 
       110  4.327982322186634292e+02  4.327982322186634292e+02  4.334812320623740334e+02  4.344694396468642594e+02  4.352878577223756906e+02  4.359137836553530860e+02  4.363726019446882560e+02  4.363726062369008218e+02 
       111  4.542377708632421331e+02  4.542377708632421331e+02  4.549496849420879698e+02  4.559917337491595504e+02  4.568549236693232842e+02  4.575148337398260310e+02  4.579976894831812615e+02  4.579976939974827133e+02 
       112  4.764062382467275256e+02  4.764062382467275256e+02  4.771489465932673966e+02  4.782481461015582909e+02  4.791590306420142156e+02  4.798553606649581411e+02  4.803642254808838175e+02  4.803642302359406244e+02 
       113  4.993160442501026068e+02  4.993160442501026068e+02  5.000922171425699503e+02  5.012525794475732255e+02  5.022146762346729361e+02  5.029503597449884751e+02  5.034876422810889949e+02  5.034876472998345207e+02 
       114  5.229788855135583390e+02  5.229788855135583390e+02  5.237920742412139816e+02  5.250183946251910356e+02  5.260358747357257698e+02  5.268143815538223862e+02  5.273829527257537393e+02  5.273829580356299402e+02 
       115  5.474058522917871414e+02  5.474058522917871414e+02  5.482605714841417921e+02  5.495585069922874482e+02  5.506362516909885017e+02  5.514616242149674008e+02  5.520648392643818170e+02  5.520648448975484825e+02 
       116  5.726073815956568751e+02  5.726073815956568751e+02  5.735091790217467178e+02  5.748853220051956896e+02  5.760289752120246476e+02  5.769058605032479363e+02  5.775475761609333176e+02  5.775475821544265500e+02 
       117  5.985931174374337616e+02  5.985931174374337616e+02  5.995486186851065895e+02  6.010105544501889199e+02  6.022265615205448057e+02  6.031602309803499793e+02  6.038448102368705577e+02  6.038448166326369346e+02 
       118  6.253717991435830754e+02  6.253717991435830754e+02  6.263887115565034946e+02  6.279450463902396677e+02  6.292406673689017680e+02  6.302370138116356202e+02  6.309693091103232518e+02  6.309693159550353130e+02 
       119  6.529512071458823357e+02  6.529512071458823357e+02  6.540382701910792775e+02  6.556986184113324043e+02  6.570819062874882093e+02  6.581474106139341984e+02  6.589327187483484067e+02  6.589327260929439944e+02 
       120  6.813380655715795911e+02  6.813380655715795911e+02  6.825049397420648347e+02  6.842798626789060563e+02  6.857596012055032588e+02  6.869012647683607611e+02  6.877452506144194331e+02  6.877452585133263483e+02 
       121  7.105378960820773955e+02  7.105378960820773955e+02  7.117949863029150492e+02  7.136958793274640129e+02  7.152814779725476910e+02  7.165067195980078623e+02  7.174153086544769167e+02  7.174153171645353950e+02 
       122  7.405550116853531790e+02  7.405550116853531790e+02  7.419132270783554759e+02  7.439521557151841762e+02  7.456535037318748209e+02  7.469700243814161240e+02  7.479492679172419685e+02  7.479492770963547628e+02 
       123  7.713926199990442001e+02  7.713926199990442001e+02  7.728630824938651358e+02  7.750525777465679766e+02  7.768798673644050723e+02  7.782954925144867957e+02  7.793514156890272488e+02  7.793514255946427056e+02 
       124  8.030527392409735512e+02  8.030527392409735512e+02  8.046464594805066781e+02  8.069992873339924699e+02  8.089628200836243650e+02  8.104853331992391077e+02  8.116237794089188355e+02  8.116237900964839582e+02 
       125  8.355359615117870362e+02  8.355359615117870362e+02  8.372634971312205607e+02  8.397924136287049350e+02  8.419024001530302712e+02  8.435393769047093429e+02  8.447658578529199076e+02  8.447658693743939011e+02 
       126  8.688413580924026292e+02  8.688413580924026292e+02  8.707124703119379774e+02  8.734299738961053663e+02  8.756963373904007994e+02  8.774549896203698154e+02  8.787745496934512630e+02  8.787745620959643702e+02 
       127  9.029665366789590735e+02  9.029665366789590735e+02  9.049898701515867288e+02  9.079079706937453693e+02  9.103401705866801876e+02  9.122272143786614151e+02  9.136443225496585683e+02  9.136443358744480747e+02 
       128  9.379077733745155001e+02  9.379077733745155001e+02  9.400905883557476272e+02  9.432206158125708271e+02  9.458275109386354416e+02  9.478490749940401656e+02  9.493675587989689575e+02  9.493675730807349282e+02 
       129  9.736603046827873413e+02  9.736603046827873413e+02  9.760082880288370006e+02  9.793607613651903421e+02  9.821505293011149433e+02  9.843121169760732982e+02  9.859351500380527114e+02  9.859351653048463504e+02 
       130  1.010218738205948512e+03  1.010218738205948512e+03  1.012735915396027735e+03  1.016320488766684321e+03  1.019300614305858289e+03  1.021607128882197912e+03  1.023337279559113767e+03  1.023337295832832183e+03 
       131  1.047577345697465717e+03  1.047577345697465717e+03  1.050266105146936070e+03  1.054091598992316676e+03  1.057268936070718610e+03  1.059724770730839737e+03  1.061564111626767271e+03  1.061564128924251236e+03 
       132  1.085730064913978367e+03  1.085730064913978367e+03  1.088591286250833264e+03  1.092665794102226755e+03  1.096046690330997535e+03  1.098655870613489469e+03  1.100606135828715423e+03  1.100606154163313249e+03 
       133  1.124670274519885197e+03  1.124670274519885197e+03  1.127703533151446209e+03  1.132034578553597612e+03  1.135625037148746969e+03  1.138391391051326082e+03  1.140454156451496146e+03  1.140454175834864373e+03 
       134  1.164390564850801411e+03  1.164390564850801411e+03  1.167594376882286952e+03  1.172189088588810137e+03  1.175994937591335429e+03  1.178922264754683511e+03  1.181099123472548627e+03  1.181099143916391768e+03 
       135  1.204882645731688399e+03  1.204882645731688399e+03  1.208254722778586938e+03  1.213120002514661564e+03  1.217147047628172686e+03  1.220239265687725947e+03  1.222531977820131715e+03  1.222531999337702700e+03 
