 ,target,realshape,error,dwelltime,unit
0,          0.000000000000000000,          0.000000000000000000,          0.000000000000000000,          0.000000000000000000,          0.000000279793262389
1,          0.000000000000000000,          0.000110340069201331,          0.000000000000000000,          0.000000000000000000,          0.000001558257380165
2,          0.000000000000000000,          0.001264662328319268,          0.000000000000000000,          0.000000000000000000,          0.000002690979530302
3,          0.000000000000000000,          0.005926222408202356,          0.000000000000000000,          0.000000000000000000,          0.000003614137766751
4,          0.000000000000000000,          0.016246137508037575,          0.000000000000000000,          0.000000000000000000,          0.000004347864389230
5,          0.000000000000000000,          0.032943669182235388,          0.000000000000000000,          0.000000000000000000,          0.000004937921079112
6,          0.000000000000000000,          0.055127761480164149,          0.000000000000000000,          0.000000000000000000,          0.000005423149559541
7,          0.000000000000000000,          0.080776037957244071,          0.000000000000000000,          0.000000000000000000,          0.000005830660401486
8,          0.000000000000000000,          0.107453569434210500,          0.000000000000000000,          0.000000000000000000,          0.000006161724319061
9,          0.000000000000000000,          0.132948408799410306,          0.000000000000000000,          0.000000000000000000,          0.000006381649070583
10,          0.000000000000000000,          0.155606267398878173,          0.000000000000000000,          0.000000000000000000,          0.000006443858971791
11,          0.000000000000000000,          0.174434092900599025,          0.000000000000000000,          0.000000000000000000,          0.000006332895491044
12,          0.000000000000000000,          0.189261594599408223,          0.000000000000000000,          0.000000000000000000,          0.000006084342621873
13,          0.000000000000000000,          0.200123760186514371,          0.000000000000000000,          0.000000000000000000,          0.000005764640134996
14,          0.000000000000000000,          0.206888316093529839,          0.000000000000000000,          0.000000000000000000,          0.000005434094623295
15,          0.000000000000000000,          0.209494207653758341,          0.000000000000000000,          0.000000000000000000,          0.000005122912085783
16,          0.000000000000000000,          0.208284927853892632,          0.000000000000000000,          0.000000000000000000,          0.000004828084383890
17,          0.000000000000000000,          0.204235968780940191,          0.000000000000000000,          0.000000000000000000,          0.000004529803651662
18,          0.000000000000000000,          0.198678703875218493,          0.000000000000000000,          0.000000000000000000,          0.000004215227647900
19,          0.000000000000000000,          0.192869793529490408,          0.000000000000000000,          0.000000000000000000,          0.000003887226643835
20,          0.000000000000000000,          0.187648991981497426,          0.000000000000000000,          0.000000000000000000,          0.000003568085129500
21,          0.000000000000000000,          0.183295023630260845,          0.000000000000000000,          0.000000000000000000,          0.000003310747234732
22,          0.000000000000000000,          0.179654357537025383,          0.000000000000000000,          0.000000000000000000,          0.000003185206235751
23,          0.000000000000000000,          0.176500200140814772,          0.000000000000000000,          0.000000000000000000,          0.000003233902039830
24,          0.000000000000000000,          0.173952223514273752,          0.000000000000000000,          0.000000000000000000,          0.000003442811902667
25,          0.000000000000000000,          0.172683398543224231,          0.000000000000000000,          0.000000000000000000,          0.000003751540952396
26,          0.000000000000000000,          0.173744436887259629,          0.000000000000000000,          0.000000000000000000,          0.000004084302840710
27,          0.000000000000000000,          0.178087194560734463,          0.000000000000000000,          0.000000000000000000,          0.000004377149164318
28,          0.000000000000000000,          0.186042646767082376,          0.000000000000000000,          0.000000000000000000,          0.000004584517874484
29,          0.000000000000000000,          0.197015325975649691,          0.000000000000000000,          0.000000000000000000,          0.000004670248538852
30,          0.000000000000000000,          0.209537249399808612,          0.000000000000000000,          0.000000000000000000,          0.000004607213302784
31,          0.000000000000000000,          0.221647218871863810,          0.000000000000000000,          0.000000000000000000,          0.000004387809053603
32,          0.000000000000000000,          0.231570281798127331,          0.000000000000000000,          0.000000000000000000,          0.000004027862098275
33,          0.000000000000000000,          0.238126291509518084,          0.000000000000000000,          0.000000000000000000,          0.000003561181075991
34,          0.000000000000000000,          0.240401256095438776,          0.000000000000000000,          0.000000000000000000,          0.000003034409923623
35,          0.000000000000000000,          0.237828023556730189,          0.000000000000000000,          0.000000000000000000,          0.000002507527637671
36,          0.000000000000000000,          0.230267858220674165,          0.000000000000000000,          0.000000000000000000,          0.000002053407884835
37,          0.000000000000000000,          0.218114354972976848,          0.000000000000000000,          0.000000000000000000,          0.000001754814889479
38,          0.000000000000000000,          0.202617677309410160,          0.000000000000000000,          0.000000000000000000,          0.000001699762789680
39,          0.000000000000000000,          0.186492485330194441,          0.000000000000000000,          0.000000000000000000,          0.000001961149124920
40,          0.000000000000000000,          0.173450748722988490,          0.000000000000000000,          0.000000000000000000,          0.000002563343699585
41,          0.000000000000000000,          0.167701500302457562,          0.000000000000000000,          0.000000000000000000,          0.000003460448585414
42,          0.000000000000000000,          0.173427396383563914,          0.000000000000000000,          0.000000000000000000,          0.000004536382687316
43,          0.000000000000000000,          0.194249643628230051,          0.000000000000000000,          0.000000000000000000,          0.000005628670951737
44,          0.000000000000000000,          0.232274439018966050,          0.000000000000000000,          0.000000000000000000,          0.000006573298814785
