      0.000000000000000000e+00,      5.505412606351130873e-04,      2.640357074926721155e-04,      4.895491360532694754e-06,      3.321240922025915042e-06,      2.613748063325546132e-06,      2.210133763536838467e-06,      1.938194529383297110e-06,      1.736260005696472923e-06,      1.576483541376521576e-06,      1.456672416779369688e-06,      1.363054125581670284e-06,      1.284661610074154592e-06,      1.217003630342027025e-06,      1.157752245400872787e-06,      1.105219694585422687e-06,      1.058266411034052118e-06,      1.015971549228906120e-06,      9.776894177815340248e-07,      9.427479549204897464e-07,      9.106855189774625792e-07,      8.811017985101498182e-07,      8.536763723157734857e-07
      0.000000000000000000e+00,      3.603614662311719133e-03,      1.718112018063701080e-03,      2.940689334490696988e-05,      1.969615501211358400e-05,      1.537343058064445954e-05,      1.292312930388817173e-05,      1.128119494391341456e-05,      1.006687742312432842e-05,      9.107956777899203500e-06,      8.390274525580351160e-06,      7.832554256403884217e-06,      7.367044341662160974e-06,      6.966176131408502206e-06,      6.615778150499316583e-06,      6.305625306992284199e-06,      6.028850697678406664e-06,      5.779907139308365822e-06,      5.554927172150159305e-06,      5.349851971376940423e-06,      5.161917110344127564e-06,      4.988717228665295685e-06,      4.828330278378588086e-06
      0.000000000000000000e+00,      8.813017534353191282e-03,      4.150044368392512978e-03,      5.908193757869196984e-05,      3.829006966592047402e-05,      2.924442083869750484e-05,      2.419657106056484665e-05,      2.085907295602259593e-05,      1.841565154982565387e-05,      1.649546945925547037e-05,      1.506523435557128432e-05,      1.396924601234807089e-05,      1.306201350601743545e-05,      1.228524653930640069e-05,      1.160958199067040866e-05,      1.101407686355395337e-05,      1.048485393341768704e-05,      1.001070823669796060e-05,      9.583938729985057851e-06,      9.196292813348917034e-06,      8.842270185147469894e-06,      8.517040562086456983e-06,      8.216760539965456566e-06
      0.000000000000000000e+00,      1.571512709135390595e-02,      7.297876005415734717e-03,      8.290495490208698605e-05,      5.133205091514025692e-05,      3.799754440529282102e-05,      3.070777461831181165e-05,      2.597191046292186443e-05,      2.255157951274494558e-05,      1.988052212148732744e-05,      1.790366348061961125e-05,      1.641808268287946166e-05,      1.520243835837359144e-05,      1.416987022729799398e-05,      1.327778562450537512e-05,      1.249624141547884539e-05,      1.180575689965604919e-05,      1.119059584543326171e-05,      1.064014853120599075e-05,      1.014271298774685785e-05,      9.690724716064390285e-06,      9.277442449497400227e-06,      8.897531669556053776e-06
      0.000000000000000000e+00,      2.389741162834293706e-02,      1.093315282584039934e-02,      9.505642915109743644e-05,      5.525413021137234095e-05,      3.906800772209445435e-05,      3.045423758035754796e-05,      2.498569163079570766e-05,      2.110824699147016901e-05,      1.810477068206420851e-05,      1.590123497063100473e-05,      1.429097911667156340e-05,      1.299495956456685261e-05,      1.190664890777978882e-05,      1.097565291261906851e-05,      1.016717203156930917e-05,      9.459139402172048682e-06,      8.833689851229395521e-06,      8.279090666263444064e-06,      7.781864859439952816e-06,      7.333675963912854953e-06,      6.926920107883174045e-06,      6.555620802786463566e-06
      0.000000000000000000e+00,      3.304777867279025394e-02,      1.488371971903651794e-02,      9.429450661870579693e-05,      5.001683722189118335e-05,      3.287520739532970987e-05,      2.407992279467488614e-05,      1.866990072054576687e-05,      1.493366235904865547e-05,      1.207142243072944656e-05,      9.998674003862499253e-06,      8.548886240110291804e-06,      7.412460445116995740e-06,      6.475575719429652383e-06,      5.687025851277942640e-06,      5.012251185690473852e-06,      4.430174055909554107e-06,      3.923628903951426721e-06,      3.481770500389834621e-06,      3.091352287005253287e-06,      2.744723449667179471e-06,      2.434629046897869394e-06,      2.155411492963778983e-06
      0.000000000000000000e+00,      4.293842023194119339e-02,      1.902403850522320014e-02,      8.237407288396681403e-05,      3.773863767663395981e-05,      2.157346158233552328e-05,      1.370737648242259857e-05,      9.092583393661486345e-06,      6.036637409777408116e-06,      3.734323742008395703e-06,      2.104125207684745630e-06,      1.053145113021528386e-06,      2.713352281242452219e-07,     -3.492800929360236360e-07,     -8.536992514785781787e-07,     -1.271340361809019790e-06,     -1.618960935589326922e-06,     -1.910411277265865952e-06,     -2.153886157170005344e-06,     -2.360509926644465761e-06,     -2.535957184320215360e-06,     -2.686029595421810217e-06,     -2.815214881569461777e-06
      0.000000000000000000e+00,      5.340045751692897719e-02,      2.326132826587478872e-02,      6.256536851086424739e-05,      2.145039545454947058e-05,      7.938572686457925410e-06,      1.910809103910773948e-06,     -1.340999990456496675e-06,     -3.321662655282823086e-06,     -4.766761879609231130e-06,     -5.737950040178274163e-06,     -6.236782375642139343e-06,     -6.545259746273934821e-06,     -6.753616898928687041e-06,     -6.894705569237161188e-06,     -6.988881041988285282e-06,     -7.046028454293359750e-06,     -7.074698094714716524e-06,     -7.079223197259006682e-06,     -7.067109969197853044e-06,     -7.041138157759329087e-06,     -7.004830299267276321e-06,     -6.960898532150927610e-06
      0.000000000000000000e+00,      6.427143358425889408e-02,      2.750915315863214014e-02,      3.826373036204814610e-05,      4.001794699467047080e-06,     -5.569688303868664301e-06,     -9.123460088498111317e-06,     -1.065608354255935445e-05,     -1.133866291896686769e-05,     -1.177069886091630702e-05,     -1.197601865139921699e-05,     -1.186304959968504107e-05,     -1.166144205315896928e-05,     -1.143412918978247743e-05,     -1.119754860248938076e-05,     -1.096041542986464369e-05,     -1.072420072961073125e-05,     -1.049097303488948309e-05,     -1.026066515184001292e-05,     -1.003617032783700088e-05,     -9.816895808135961513e-06,     -9.603603382572937778e-06,     -9.396913263890717950e-06
      0.000000000000000000e+00,      7.532420514374464637e-02,      3.165309320041125724e-02,      1.192338255866275298e-05,     -1.270824603402341501e-05,     -1.742814093824238283e-05,     -1.812703239731224762e-05,     -1.777379233742275460e-05,     -1.708565962681115986e-05,     -1.646971865246925408e-05,     -1.589549095806847681e-05,     -1.518839349894103502e-05,     -1.450611816298061040e-05,     -1.387722221844293620e-05,     -1.329919798922389694e-05,     -1.276784867348688875e-05,     -1.227565058688858177e-05,     -1.181775774706407370e-05,     -1.138978749836431137e-05,     -1.098947379962237177e-05,     -1.061276420797905291e-05,     -1.025749275595163275e-05,     -9.922124574963947039e-06
